Terms,CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus95_Petrofac_LineMW_1,CaseGroup1_Case1_subtype_CaseGroup1_Bus95_Petrofac_LineMVR_1
Constant,-56.206938924044557,17.859624968238098,193.94899461381772,70.630944392593918,-56.470806907307875,17.854671259723826,145.29515176128777,33.553377113988461,-56.473070349021725,17.854629384253137,3.9142155858970757,0.92351785100334471
x_0,-0.0080262369361236777,0.0080646844433755003,0.075572172848978353,0.1957321739112178,-0.0079355065401019321,0.0080881773604803749,0.0063231258256780509,0.040574461216117755,-0.007934724957555513,0.0080883768143883462,0.00015854508922450209,0.001056135094406576
x_1,0.016803335552528265,-0.015547348390128616,-0.14798229628704648,-0.38324889788901956,0.016632914361134489,-0.015593272721978843,-0.012381759496272578,-0.079455341412696348,0.016631445611296244,-0.015593662425689598,-0.0003106162371007848,-0.0020683623824875649
x_2,0.0047894158373268624,-0.0043086563088708613,-0.041262823394926575,-0.10688820242754041,0.0047427724460132326,-0.0043214618160119407,-0.0034596944167804983,-0.022177150838406615,0.0047423703174937701,-0.0043215705596066443,-8.6965825258611927e-005,-0.00057740922111404989
x_3,0.0044678927702973366,-0.0048658434135617212,-0.044928029598595202,-0.11632415179114861,0.0044116967476716023,-0.0048798159293684043,-0.0037476049036278339,-0.024087460283233181,0.0044112122579480694,-0.0048799346262116709,-9.3911168496873263e-005,-0.00062676105234105725
x_4,0.017441072435410411,-0.01601841795613336,-0.15261725680043514,-0.3951460555594824,0.017265461338713324,-0.016065740876728886,-0.012743528861513836,-0.081866985072029677,0.017263947833311845,-0.016066142200974007,-0.00031919934979254697,-0.0021308446381070522
x_5,-0.0044805888561543425,0.0040593384374484334,0.038828183445345214,0.10061801053296263,-0.0044366374883698621,0.0040714032952651755,0.0032626980807735767,0.02089044003977987,-0.0044362591648315179,0.0040715058045775647,8.2213417547494227e-005,0.00054420162966245305
