subinstances
KG40484
KG36707
KG50461
KG37831
KG34373
KG2889
KG12471
KG3493
KG26719
KG725
KG31840
KG2696
KG16357
KG435
KG17490
KG44377
KG6925
KG35117
KG1057
KG32401
KG30380
KG42910
KG29776
KG41463
KG47118
KG1564
KG42490
KG3599
KG47963
KG6414
KG24687
KG12051
KG2734
KG15188
KG11022
KG31653
KG1703
KG10656
KG99
KG11065
KG964
KG12122
KG51562
KG43175
KG33901
KG23672
KG18423
KG50206
KG8384
KG13936
KG904
KG44230
KG1713
KG30618
KG39125
KG33605
KG20227
KG3731
KG22482
KG48319
KG17470
KG44837
KG29523
KG6240
KG43470
KG39483
KG21141
KG15422
KG5411
KG44359
KG51466
KG40843
KG3900
KG3443
KG35783
KG12117
KG5593
KG44602
KG4836
KG32908
KG41192
KG5139
KG51300
KG48839
KG7224
KG48529
KG16939
KG8564
KG17671
KG6483
KG41697
KG15668
KG40410
KG3238
KG36456
KG44499
KG23591
KG40884
KG37931
KG662
KG6277
KG43278
KG916
KG10645
KG5226
KG4609
KG3219
KG39554
KG6544
KG14670
KG37732
KG4586
KG37588
KG17792
KG2854
KG21202
KG675
KG37650
KG18743
KG15210
KG2212
KG927
KG19934
KG20156
KG13944
KG48116
KG11661
KG6137
KG21543
KG51075
KG1981
KG2260
KG2043
KG39102
KG50011
KG44841
KG2328
KG6013
KG37834
KG40019
KG16108
KG14919
KG5850
KG70
KG6447
KG51458
KG12468
KG39679
KG40533
KG36825
KG15265
KG403
KG3016
KG37353
KG43503
KG28256
KG6503
KG1249
KG5106
KG6553
KG51521
KG27181
KG18793
KG20367
KG4181
KG16693
KG22233
KG51
KG2353
KG22824
KG40863
KG6030
KG3829
KG33082
KG640
KG2067
KG2311
KG6075
KG15309
KG44995
KG36967
KG47753
KG42669
KG43902
KG6413
KG43752
KG3155
KG36123
KG5800
KG32969
KG45874
KG21456
KG14153
KG20941
KG18910
KG44665
KG51529
KG48821
KG38154
KG6706
KG1877
KG24182
KG5460
KG44318
KG23621
KG4086
KG35311
KG8583
KG16367
KG23589
KG18782
KG11258
KG8494
KG21674
KG25179
KG10658
KG3841
KG18224
KG5198
KG10993
KG13004
KG6593
KG22839
KG43921
KG22062
KG830
KG4653
KG5454
KG12218
KG24429
KG39233
KG27871
KG40943
KG43142
KG2360
KG37597
KG44668
KG44009
KG33862
KG32340
KG24099
KG4977
KG2270
KG29817
KG3261
KG2912
KG5945
KG41383
KG37425
KG185
KG43508
KG8283
KG3878
KG22374
KG16844
KG8187
KG43971
KG5606
KG14888
KG12398
KG33539
KG2597
KG30079
KG5155
KG1947
KG39951
KG33231
KG21432
KG23118
KG48303
KG44039
KG3505
KG3811
KG43279
KG12103
KG41720
KG302
KG617
KG5397
KG21760
KG10652
KG47661
KG7126
KG13661
KG1389
KG11504
KG50595
KG44667
KG6684
KG5060
KG33645
KG46805
KG36550
KG16673
KG2375
KG30887
KG22214
KG28017
KG35369
KG22046
KG37178
KG5336
KG48749
KG5780
KG5941
KG2753
KG37839
KG49521
KG21072
KG36541
KG32286
KG5149
KG41208
KG1852
KG6564
KG4002
KG43038
KG34190
KG47975
KG8161
KG40545
KG11646
KG20217
KG34755
KG37090
KG29727
KG6463
KG1994
KG46913
KG3855
KG13062
KG49854
KG15146
KG6533
KG51205
KG697
KG51563
KG40003
KG19980
KG5658
KG19806
KG3800
KG702
KG33173
KG7253
KG10647
KG37909
KG21621
KG21178
KG37840
KG32359
KG1794
KG5184
KG47770
KG51543
KG30107
KG40572
KG27874
KG4845
KG41669
KG717
KG33631
KG51950
KG13061
KG2372
KG36026
KG36185
KG38541
KG12008
KG522
KG1345
KG1929
KG49696
KG6182
KG20518
KG31528
KG2063
KG51157
KG721
KG45474
KG38552
KG24163
KG33251
KG3394
KG40387
KG24435
KG3539
KG16986
KG44510
KG39699
KG5561
KG44188
KG14214
KG6857
KG2491
KG8400
KG9213
KG2697
KG30895
KG7689
KG14574
KG32132
KG5739
KG3765
KG17772
KG4204
KG2684
KG5578
KG21620
KG21056
KG5222
KG32298
KG47580
KG48384
KG27377
KG37260
KG39796
KG51259
KG13929
KG3696
KG2233
KG51193
KG2161
KG25517
KG4212
KG48546
KG46813
KG1873
KG40986
KG2369
KG45023
KG6146
KG43321
KG23328
KG51989
KG3772
KG44475
KG18420
KG35600
KG24274
KG46882
KG31513
KG43225
KG33466
KG18567
KG3213
KG30705
KG6522
KG41598
KG699
KG15335
KG2976
KG37231
KG337
KG39434
KG43310
KG19446
KG44430
KG6031
KG21286
KG23954
KG14515
KG32733
KG695
KG12465
KG19583
KG79
KG44288
KG646
KG22104
KG40474
KG2830
KG10945
KG50301
KG12444
KG8292
KG6384
KG19892
KG1634
KG43014
KG51917
KG11489
KG6294
KG48245
KG5360
KG4187
KG1600
KG35546
KG4931
KG25339
KG23627
KG7338
KG6076
KG14197
KG43500
KG50408
KG37253
KG16921
KG5071
KG3876
KG49859
KG4314
KG41247
KG1495
KG37211
KG32346
KG43172
KG31441
KG1118
KG47032
KG41853
KG50289
KG21111
KG2850
KG27990
KG31618
KG14488
KG4146
KG3132
KG3725
KG15424
KG39567
KG40946
KG4807
KG51925
KG1431
KG17081
KG38076
KG1766
KG1718
KG51986
KG45943
KG1298
KG48273
KG545
KG6259
KG4695
KG51403
KG21673
KG36128
KG11117
KG12104
KG15475
KG51023
KG21366
KG6721
KG2207
KG40634
KG18706
KG11820
KG44432
KG5754
KG21112
KG18228
KG30178
KG36698
KG50859
KG17794
KG17976
KG8353
KG2385
KG2760
KG16655
KG4834
KG32318
KG33476
KG1707
KG4636
KG7156
KG17510
KG6529
KG13412
KG3844
KG37201
KG40060
KG33437
KG27426
KG45906
KG5230
KG4214
KG16099
KG28818
KG35276
KG39809
KG28276
KG33731
KG14120
KG45966
KG30179
KG2984
KG14065
KG1863
KG27980
KG28343
KG6536
KG2618
KG40253
KG10197
KG19731
KG5213
KG20933
KG8142
KG43431
KG713
KG36179
KG33413
KG21055
KG7296
KG19794
KG595
KG22848
KG24014
KG18046
KG26718
KG12147
KG29092
KG18765
KG48442
KG17448
KG40536
KG4765
KG49558
KG29384
KG17899
KG2571
KG34789
KG43053
KG40159
KG45673
KG41006
KG33200
KG33814
KG6316
KG34943
KG47608
KG51519
KG36548
KG43522
KG45623
KG8457
KG25302
KG4855
KG11458
KG43547
KG24934
KG35429
KG23202
KG3815
KG33950
KG43904
KG22530
KG25904
KG10080
KG162
KG1774
KG8132
KG17419
KG8502
KG7241
KG17062
KG1201
KG78
KG50835
KG39737
KG32330
KG5249
KG4151
KG34269
KG43382
KG6149
KG3509
KG36716
KG48975
KG23596
KG51532
KG4203
KG4360
KG23957
KG6228
KG30856
KG41915
KG4809
KG31884
KG27187
KG3299
KG21693
KG19719
KG27877
KG14027
KG1278
KG16663
KG22539
KG22391
KG401
KG9899
KG43207
KG20433
KG2683
KG1313
KG34362
KG54
KG18904
KG34919
KG5940
KG21231
KG17031
KG1997
KG44028
KG1267
KG49213
KG42494
KG19117
KG29954
KG23073
KG8312
KG40215
KG20422
KG26060
KG2674
KG3267
KG49222
KG41120
KG39337
KG43097
KG8131
KG1459
KG23065
KG11019
KG2566
KG25800
KG3045
KG21232
KG7360
KG32306
KG20975
KG16015
KG4262
KG8437
KG23687
KG14017
KG6374
KG28006
KG52067
KG15185
KG4029
KG38444
KG36671
KG19768
KG526
KG28347
KG28340
KG27756
KG1181
KG21670
KG39124
KG191
KG8345
KG5506
KG564
KG6568
KG4918
KG4998
KG37465
KG6207
KG2746
KG30515
KG42940
KG5202
KG10201
KG17885
KG27484
KG51560
KG43284
KG49321
KG31652
KG13606
KG25980
KG12636
KG39632
KG48004
KG44282
KG30481
KG33315
KG41088
KG31640
KG35106
KG48833
KG51058
KG19248
KG43249
KG3134
KG30944
KG48748
KG38820
KG34651
KG8148
KG33991
KG4399
KG28759
KG1953
KG45172
KG10735
KG35081
KG2587
KG5290
KG46915
KG23257
KG4126
KG4026
KG5179
KG31511
KG4374
KG804
KG51500
KG2405
KG42829
KG47754
KG7015
KG48917
KG2368
KG6108
KG2471
KG4354
KG50180
KG5091
KG51309
KG4989
KG37429
KG36108
KG42873
KG48845
KG50850
KG26912
KG12990
KG6643
KG37474
KG21582
KG12221
KG48125
KG36418
KG1972
KG50456
KG32377
KG7388
KG15456
KG4014
KG10975
KG1955
KG457
KG12672
KG5326
KG39920
KG21512
KG16735
KG20408
KG33633
KG1625
KG1616
KG21074
KG4941
KG1470
KG23613
KG1534
KG22044
KG21867
KG8316
KG38770
KG34365
KG6879
KG8366
KG10339
KG29102
KG27915
KG13435
KG24639
KG11026
KG18597
KG6028
KG37581
KG3781
KG36482
KG20578
KG30602
KG38357
KG20577
KG3316
KG9014
KG3707
KG40287
KG35892
KG33065
KG7029
KG18748
KG8557
KG19280
KG23626
KG5883
KG26725
KG27491
KG47976
KG50332
KG31325
KG28944
KG22757
KG26959
KG3066
KG39005
KG44358
KG12300
KG3880
KG19149
KG46918
KG43173
KG47763
KG59
KG45003
KG40255
KG6910
KG1327
KG6299
KG6628
KG46421
KG25091
KG42560
KG46371
KG44615
KG35417
KG6
KG36947
KG5037
KG2156
KG6742
KG279
KG1274
KG251
KG50822
KG6180
KG45420
KG450
KG1603
KG43959
KG12446
KG8214
KG2494
KG33657
KG2650
KG18273
KG6494
KG16641
KG1262
KG23559
KG32962
KG33699
KG36686
KG31620
KG44311
KG12583
KG11660
KG28117
KG26702
KG48343
KG34967
KG22485
KG18692
KG51522
KG6543
KG18600
KG20014
KG4158
KG4992
KG46418
KG5960
KG48587
KG1187
KG2051
KG3037
KG35344
KG24549
KG43266
KG12717
KG50872
KG12288
KG32267
KG33863
KG12400
KG3498
KG1683
KG34886
KG7259
KG13532
KG1881
KG5025
KG5939
KG38785
KG34756
KG5467
KG40876
KG41312
KG17268
KG4890
KG44035
KG28193
KG19519
KG32043
KG7133
KG17504
KG39479
KG16869
KG31407
KG28259
KG18803
KG3848
KG35744
KG2432
KG1730
KG11173
KG25671
KG4123
KG4347
KG43134
KG44583
KG6626
KG12194
KG812
KG16092
KG35739
KG7495
KG4015
KG6440
KG28173
KG1938
KG26686
KG42608
KG5996
KG17812
KG40548
KG48094
KG8528
KG23457
KG15429
KG43081
KG18408
KG38142
KG5959
KG48866
KG28941
KG28179
KG367
KG46573
KG5087
KG34916
KG40448
KG10987
KG4506
KG2045
KG19004
KG12401
KG37967
KG2620
KG49933
KG1820
KG29759
KG44582
KG28176
KG165
KG21048
KG3120
KG37876
KG5855
KG25301
KG20567
KG7194
KG2396
KG6768
KG5302
KG281
KG51785
KG15126
KG41178
KG7004
KG48908
KG12028
KG22913
KG46329
KG3571
KG48518
KG23329
KG15162
KG954
KG22
KG5558
KG17818
KG3727
KG44402
KG19275
KG39289
KG21601
KG17886
KG5815
KG11970
KG15223
KG24823
KG6406
KG2075
KG37966
KG5638
KG33068
KG2818
KG18259
KG21695
KG1702
KG40544
KG42638
KG26616
KG33207
KG14549
KG48954
KG28746
KG15302
KG39731
KG36732
KG5682
KG7183
KG41214
KG24431
KG894
KG37256
KG3591
KG24180
KG28448
KG2958
KG31895
KG34826
KG1980
KG1475
KG3651
KG47128
KG12016
KG43237
KG19839
KG4548
KG2086
KG44996
KG40170
KG23404
KG1379
KG35522
KG44844
KG7219
KG10247
KG18568
KG43785
KG43624
KG42507
KG30516
KG4685
KG24904
KG30765
KG6622
KG3736
KG2717
KG48990
KG30342
KG20395
KG44029
KG40856
KG46280
KG41621
KG3872
KG48496
KG3445
KG46575
KG34107
KG1474
KG44522
KG29761
KG9
KG41104
KG19006
KG40993
KG12935
KG24667
KG32645
KG8550
KG15168
KG47350
KG5101
KG37817
KG743
KG8153
KG45633
KG42219
KG44296
KG17782
KG3273
KG31857
KG39942
KG10851
KG5141
KG7087
KG1846
KG37520
KG11501
KG42384
KG7404
KG8967
KG790
KG27225
KG42948
KG1273
KG23443
KG28272
KG35920
KG29733
KG18439
KG47736
KG50927
KG43126
KG7117
KG503
KG26103
KG3562
KG3766
KG36024
KG42612
KG23189
KG40560
KG40922
KG2884
KG2994
KG38086
KG10431
KG1117
KG2023
KG6535
KG6364
KG30469
KG14545
KG5224
KG4418
KG5075
KG5806
KG19008
KG41128
KG40441
KG47768
KG51172
KG5058
KG3972
KG8280
KG31616
KG43393
KG40891
KG8410
KG24724
KG29736
KG10996
KG35587
KG35644
KG12292
KG36586
KG51289
KG13066
KG23238
KG31530
KG13402
KG23563
KG24789
KG9021
KG4321
KG4059
KG3743
KG5942
KG43399
KG20954
KG37351
KG42811
KG39814
KG36160
KG6968
KG8561
KG7120
KG2694
KG10998
KG29760
KG40905
KG3664
KG12266
KG16395
KG28230
KG848
KG2473
KG17243
KG12937
KG2707
KG22881
KG28321
KG26281
KG2576
KG11517
KG21702
KG19862
KG1026
KG8144
KG12668
KG3222
KG6104
KG21530
KG35503
KG50901
KG41113
KG45885
KG33380
KG42928
KG46957
KG35651
KG22746
KG6330
KG38212
KG25799
KG1075
KG3454
KG8455
KG32002
KG39600
KG4036
KG6841
KG13398
KG44221
KG2201
KG51812
KG1247
KG641
KG42956
KG36513
KG2465
KG5349
KG43435
KG38300
KG1527
KG8191
KG15414
KG36647
KG23139
KG41943
KG4671
KG17508
KG15091
KG485
KG10462
KG30956
KG2395
KG5069
KG15434
KG28446
KG7427
KG21019
KG201
KG36017
KG42419
KG27258
KG4476
KG26549
KG35390
KG29298
KG10479
KG4470
KG30095
KG46892
KG27480
KG19021
KG40873
KG5028
KG43425
KG50363
KG5905
KG49611
KG43696
KG14615
KG12297
KG23264
KG45355
KG39989
KG2582
KG51175
KG1684
KG139
KG40030
KG1103
KG8327
KG28330
KG42353
KG44398
KG5468
KG33683
KG37228
KG11579
KG38488
KG12860
KG21616
KG32518
KG35453
KG29362
KG3480
KG37828
KG32914
KG24551
KG24500
KG26093
KG31166
KG11136
KG32627
KG230
KG38051
KG46445
KG46290
KG35362
KG24931
KG18402
KG33735
KG33277
KG28954
KG4718
KG30949
KG19882
KG14893
KG3156
KG19750
KG51956
KG13397
KG33689
KG1503
KG31570
KG1650
KG45655
KG8556
KG22110
KG10454
KG12939
KG22056
KG27703
KG5581
KG21070
KG45644
KG15199
KG13950
KG39571
KG8959
KG23547
KG44540
KG19265
KG22878
KG2530
KG15300
KG23637
KG1168
KG47607
KG45956
KG51171
KG5715
KG43156
KG38198
KG44411
KG18546
KG33376
KG20451
KG7237
KG354
KG5511
KG21496
KG30552
KG38439
KG26869
KG28756
KG42209
KG18724
KG37104
KG43772
KG40966
KG21513
KG3236
KG3055
KG1537
KG14568
KG38548
KG45439
KG6711
KG34649
KG44277
KG23117
KG10596
KG39319
KG6517
KG4259
KG20958
KG11818
KG3528
KG6122
KG12251
KG43075
KG49656
KG14023
KG12791
KG5212
KG15752
KG23960
KG12119
KG42965
KG44244
KG24534
KG72
KG21375
KG51774
KG370
KG43387
KG13801
KG40988
KG3826
KG24770
KG33152
KG5994
KG31440
KG43077
KG30858
KG48080
KG27562
KG43430
KG22201
KG17784
KG6932
KG21092
KG1084
KG51928
KG47042
KG17853
KG40588
KG51558
KG41408
KG38773
KG41230
KG4398
KG19745
KG7193
KG40815
KG32290
KG43715
KG6659
KG5383
KG20874
KG45639
KG44393
KG37469
KG43264
KG12180
KG48302
KG2307
KG40972
KG46662
KG16739
KG21721
KG18802
KG5024
KG39588
KG16653
KG7236
KG21421
KG20687
KG3271
KG16630
KG23623
KG1504
KG43453
KG11567
KG3371
KG40165
KG1928
KG32744
KG6509
KG31733
KG2083
KG5796
KG43654
KG6469
KG43492
KG39431
KG19585
KG2527
KG23138
KG20245
KG885
KG38263
KG23455
KG29304
KG37018
KG110
KG6631
KG42849
KG4662
KG44517
KG8301
KG4655
KG7323
KG4317
KG18386
KG42421
KG21703
KG847
KG50820
KG6045
KG33213
KG6635
KG40991
KG15002
KG40311
KG50823
KG999
KG41695
KG17211
KG47656
KG6853
KG12074
KG40482
KG10640
KG39356
KG50318
KG21073
KG2047
KG22750
KG42233
KG24358
KG31894
KG6518
KG45632
KG10985
KG37904
KG42895
KG42786
KG1630
KG46281
KG40699
KG37098
KG12945
KG27960
KG32258
KG42326
KG16173
KG21493
KG24111
KG48367
KG3390
KG16519
KG18819
KG43615
KG3646
KG738
KG6541
KG24524
KG4239
KG5576
KG37269
KG50670
KG20548
KG616
KG15917
KG7145
KG2487
KG35024
KG28764
KG32882
KG23133
KG16462
KG41498
KG1651
KG7095
KG24548
KG39599
KG6663
KG49533
KG1896
KG48988
KG30778
KG14117
KG27529
KG18779
KG26372
KG43762
KG42843
KG3346
KG51528
KG43190
KG3384
KG47184
KG5253
KG36674
KG44184
KG7504
KG23688
KG34952
KG39564
KG4478
KG39627
KG358
KG5896
KG15982
KG49506
KG26705
KG18381
KG3931
KG1724
KG60
KG3584
KG51448
KG43261
KG40467
KG38629
KG38250
KG36892
KG31104
KG5640
KG398
KG33458
KG4549
KG36999
KG14143
KG35683
KG30667
KG50342
KG44228
KG37462
KG18731
KG6944
KG41668
KG44275
KG23622
KG7478
KG1976
KG8416
KG3458
KG31740
KG9988
KG8350
KG29565
KG20414
KG3061
KG2794
KG8285
KG16147
KG8326
KG3189
KG27778
KG36603
KG19586
KG46319
KG4066
KG25207
KG32370
KG37628
KG34977
KG41143
KG3210
KG37918
KG17666
KG35437
KG34929
KG11649
KG19751
KG36708
KG29944
KG11481
KG22315
KG38191
KG39101
KG5418
KG2721
KG24553
KG22100
KG40289
KG13939
KG33053
KG24145
KG41918
KG1753
KG17492
KG33069
KG958
KG7316
KG21365
KG355
KG28805
KG24426
KG36113
KG33773
KG14941
KG8378
KG6863
KG26969
KG5744
KG3364
KG3610
KG3262
KG14400
KG238
KG7158
KG35501
KG11012
KG373
KG5618
KG2498
KG43986
KG935
KG37975
KG1307
KG2484
KG4475
KG51583
KG3005
KG39660
KG28243
KG5985
KG1945
KG51525
KG4304
KG28741
KG3382
KG40555
KG5029
KG43185
KG12941
KG3344
KG1323
KG26954
KG25808
KG44125
KG26902
KG42509
KG537
KG4423
KG44599
KG38693
KG14471
KG12111
KG40906
KG1316
KG43516
KG20898
KG24394
KG4603
KG13528
KG42857
KG37605
KG4856
KG29010
KG3697
KG38055
KG38046
KG32239
KG3593
KG41213
KG48400
KG41152
KG24095
KG43254
KG40912
KG31946
KG27746
KG1921
KG12419
KG43193
KG15078
KG39031
KG10119
KG24521
KG41848
KG19095
KG34349
KG9794
KG7288
KG40089
KG902
KG1446
KG3392
KG4970
KG17323
KG21199
KG47296
KG47874
KG8270
KG21084
KG39562
KG49635
KG43029
KG37108
KG48540
KG11116
KG43162
KG51364
KG7206
KG35780
KG47203
KG38042
KG16518
KG28952
KG26036
KG34790
KG32342
KG42145
KG6088
KG30879
KG3497
KG2770
KG18980
KG38078
KG48401
KG4487
KG43376
KG43995
KG2665
KG31623
KG679
KG2754
KG32178
KG43816
KG47604
KG3796
KG46876
KG42882
KG3468
KG47265
KG44103
KG16350
KG44319
KG29390
KG46669
KG3556
KG1546
KG21117
KG41495
KG50707
KG16807
KG39810
KG19582
KG15187
KG10707
KG19728
KG8294
KG51513
KG49856
KG5763
KG22312
KG48097
KG6506
KG45182
KG2962
KG48563
KG5962
KG25728
KG47590
KG865
KG26032
KG2373
KG16191
KG43050
KG41488
KG19874
KG5990
KG41135
KG64
KG38188
KG35423
KG6481
KG38089
KG43860
KG11282
KG16520
KG37606
KG33007
KG48422
KG50370
KG45228
KG18260
KG31614
KG41675
KG51456
KG43740
KG6000
KG40941
KG32167
KG4116
KG8198
KG12124
KG21463
KG38152
KG34938
KG2018
KG33198
KG50899
KG18796
KG16171
KG44675
KG38735
KG6795
KG43550
