Station;Komponente;Datum;Wert01;Wert02;Wert03;Wert04;Wert05;Wert06;Wert07;Wert08;Wert09;Wert10;Wert11;Wert12;Wert13;Wert14;Wert15;Wert16;Wert17;Wert18;Wert19;Wert20;Wert21;Wert22;Wert23;Wert24;Nachweisgrenze
PS_Innenstadt';'Gesamt_UV_Strahlung';'2022-07-07';0.21651599;0.09434250;0.15619700;0.12448200;0.35326499;2.42124510;5.18091965;8.85325050;5.12361002;8.65175056;14.35159969;14.73234940;14.12985039;20.10925102;24.28499985;12.69910049;7.40499973;6.47114992;3.44150996;2.44336009;0.42795300;0.10956550;0.05604300;0.19735551;-999
