41.5,1998,52.448337,0.721189
16.7,1993,53.6225479,-0.701682
12.5,2000,56.16826,-3.3077324
14.3,1992,52.155792,-0.6899577
35,1918,51.5241964,-0.6285419
65,2014,56.2002791,-3.1602739
40,2001,52.3955987,0.1640088
33.3,2007,54.5852575,-1.1174076
2640,2013,53.7404389,-0.9981018
46,2007,55.1529168,-3.3827896
34,2015,53.4202201,-1.4032323
2021,1967,52.864635,-1.2582973
1961,1971,53.3723489,-2.6891291
1320,1974,53.7404389,-0.9981018
144,1979,51.545988,-0.2584422
143.2,1981,54.7266174,-5.7662629
140,1996,50.3940817,-4.7596103
116,1974,54.8440155,-5.7882361
100,1972,51.6245583,-1.2686557
75,1971,53.7404389,-0.9981018
67,1953,60.1669668,-1.1669053
56,1978,51.4529789,0.7136332
53,1970,55.0439247,-7.2520495
40,1967,53.3624355,-0.8090493
35,1971,53.3723489,-2.6891291
34,1967,52.8655516,-1.2583704
32.3,2002,51.6140995,-3.8381896
25,1994,53.5946889,-0.7514906
23,1952,57.5169957,-6.3822209
17,2006,52.2035277,-0.2712625
16,1952,58.9833572,-2.9656032
11,1972,57.3640164,-7.2733649
10,2000,57.4610217,-6.0182208
9,1995,51.0447167,-0.4439078
9,1994,51.4486606,-1.6142944
6,1946,55.7569502,-6.2909327
2.5,1986,56.9986216,-7.5199622
2.5,1953,56.493194,-6.9019162
152.5,1950,56.2615007,-4.7641472
100,2008,57.1439428,-4.6458339
75,1955,56.7234678,-4.2644841
69,1951,57.3258481,-4.7965394
61.2,1950,56.7167905,-3.7801042
46,1958,56.4845255,-4.3655928
45,1930,56.6929888,-4.4041048
40,1955,56.2773938,-4.9238518
38,1963,57.4072249,-4.8463557
37,1957,57.1837356,-4.9444697
35.3,1928,52.944186,-3.9972218
34,1954,57.5787404,-4.6970764
34,1933,56.706425,-4.0234376
33,1935,54.860097,-4.0360319
25,1963,56.4377421,-5.2025468
24,1935,55.0989355,-4.1965537
24,1935,55.1520179,-4.2182503
20.5,1962,52.3973514,-3.9120914
20.5,1962,52.3973514,-3.9120914
20,1962,57.4386598,-4.5815438
20,1956,57.158196,-4.9341166
20,1962,57.4636027,-4.5184628
20,1956,57.0766825,-5.0090942
18.7,1950,57.6196975,-4.8326
18.7,1957,57.6284338,-4.8000949
18.6,1958,57.0690675,-5.2962203
18.1,1955,57.0305003,-4.8436345
18,1959,57.5149376,-4.7382852
17.1,1962,57.4283877,-4.7076378
17,2002,53.185406,-3.8512368
16.8,1957,56.3905911,-4.1209078
16.5,1955,56.4815855,-4.3008739
15,1962,57.2050029,-4.7302443
15,1963,56.3380586,-5.2138554
15,1950,56.6991696,-3.7424665
15,1954,57.5541173,-4.600607
15,2002,53.1887668,-3.8453093
14,1935,55.1118849,-4.1764002
13.5,1962,52.3975197,-3.9209964
12,1935,55.1431193,-4.1903945
11,1927,55.9665995,-4.6286505
11,1959,56.5482121,-4.4315557
10,1959,58.1684419,-4.730773
9.9,2002,53.0673679,-4.0123206
8,1951,56.0091697,-5.1219109
7.9,1953,56.6781975,-4.5107484
7.7,2006,57.3258481,-4.7965394
6,1956,56.30314,-5.1217175
6,2006,55.1853145,-2.4570407
6,1961,56.0654804,-5.3443436
6,1927,55.5083395,-4.6155804
5.2,1968,55.4904683,-6.297333
5,1957,56.3370529,-4.9780492
4,1958,56.3734308,-4.0407242
4,1958,56.5422251,-4.5191331
4,2013,58.259941,-4.9872971
3.5,2012,55.7860033,-6.3028068
3.5,2005,56.5198745,-6.0365428
3.5,1959,58.0288917,-4.4166331
3.3,2002,57.7609886,-5.038281
3.1,1956,57.6158362,-4.8349665
3,2016,56.9684252,-5.0902739
3,1961,56.4475029,-4.1160776
3,2008,57.2040931,-4.4442281
3,2008,56.2345384,-5.1030612
2.5,1959,56.9530585,-4.1838554
2.5,2009,57.8402515,-5.0420395
2.4,2005,57.1740845,-4.505866
2.4,1952,55.4761141,-5.5869109
2.4,1955,57.3372251,-4.9569109
2.4,1952,57.4966696,-6.1477443
2.3,2005,56.2073128,-5.2995632
2.2,1962,56.928614,-4.2516331
2,1962,57.4255585,-4.7046887
2,2017,57.5913453,-4.7847966
2,1956,56.2730586,-5.4916331
2,1958,56.4844473,-4.365522
2,2012,56.325421,-4.6980513
2,2015,56.8322017,-5.0814014
1.9,1962,56.9102807,-4.9871887
1.4,2009,56.6650019,-5.6822189
1.3,1960,57.9738917,-6.9769109
1.3,1950,57.2852807,-5.5677443
1.3,1951,57.6850028,-5.645522
1.3,1961,52.3960033,-3.9021887
1.2,1954,57.9625495,-5.1319444
1,1935,55.2480586,-4.3288554
1,2006,57.529914,-5.7021054
0.9,2015,56.3615964,-4.6891094
0.9,1956,56.4097251,-5.1719109
0.9,2000,56.687314,-5.4898998
0.8,2003,56.4791696,-3.4399665
0.8,2002,57.0582001,-5.0214609
0.8,1950,56.963614,-5.8146887
0.8,2010,54.5813892,-2.1390725
0.7,1960,58.1266695,-6.8807998
0.6,2000,56.4243862,-4.6742026
0.6,1995,55.8011141,-4.0846887
0.6,1990,53.0503776,-3.9392336
0.6,1956,57.1000792,-5.0361036
0.6,1959,56.7569473,-4.0894109
0.5,1999,52.99363,-4.01556
0.5,1998,53.18032,-3.94571
0.5,1959,58.1411139,-4.7766331
0.4,1963,57.39734, -5.0241
0.3,1956,57.1430585,-5.0041331
0.3,1955,57.0627807,-5.1257998
0.3,1956,57.7114028,-4.8229887
0.3,1953,56.6227988,-6.0792433
0.3,2002,57.5541696,-4.6177443
0.2,2003,57.0719473,-4.7763554
0.2,1949,55.729993,-5.3646965
0.2,1957,56.546114,-4.4316331
0.2,1950,56.7169473,-3.7802443
0.2,1951,57.3902979,-4.5143327
0.2,1953,57.2019473,-4.723022
0.1,1985,52.3888396,-3.8927427
0.1,1958,58.0130584,-4.4038554
0.1,1954,57.5830585,-4.7007998
0.1,1956,56.2966697,-5.4449665
0.1,1956,56.2730586,-5.4916331
0.1,1954,57.5647251,-4.7196887
0.1,1963,52.3888396,-3.8927427
0.1,1950,56.6991696,-3.7424665
0.1,1958,56.504833,-4.4586339
0.1,1963,52.3888396,-3.8927427
300,1974,57.2620741,-4.485701
1332,2013,53.3667587,-0.7992024
1180,1980,57.4779704,-1.790461
950,2004,52.8068572,-0.1354623
910,2016,53.4365352,-2.409564
735,1994,53.5946889,-0.7514906
723,1995,52.2035277,-0.2712625
715,1993,51.7616084,0.0066874
616,2003,54.7864258,-5.8466243
520,2002,51.6140995,-3.8381896
420,2001,52.5840701,1.7319366
413,2004,55.0439247,-7.2520495
407,1994,52.5108045,-0.6834819
155,1995,54.4152061,-3.4925286
120,1952,54.5894, -1.1185
60,2011,53.7181235,-2.5392235
56,2002,53.7383024,-1.3984472
56,1999,53.1654276,-2.4066563
50,1998,53.6756234,-1.6596061
50,1998,51.3962092,-1.0959557
50,1998,50.6235808,-2.4897792
10.1,2002,51.3476337,-2.7422925
10,1998,53.4421962,-2.7423862
9,2000,51.5158301,-0.3008167
1,2000,51.5160906,-0.300817
1254,1988,54.0301557,-2.9174924
1250,1988,55.9691959,-2.4088504
1223,1995,52.2151953,1.6175878
1207,1983,54.6354944,-1.1832959
1179,1983,54.0301557,-2.9174924
1120,1983,50.913847,0.9575057
1061,1976,51.2070848,-3.1338224
1020,1976,55.7230015,-4.8935125
1800,1984,53.117702,-4.1030096
440,1965,56.3945107,-5.1183642
360,1963,52.9807695,-3.9707332
72.2,2016,53.2385436,-3.0204782
69.8,2015,50.7855691,-2.323653
60.9,2016,51.6089011,-1.738574
51.9,2015,51.3494903,1.1015093
49.3,2016,51.1074573,-1.5348087
45.8,2017,54.9635344,-6.5039674
43.7,2015,51.824051,-4.921855
33.7,2015,52.7296013,1.3619712
32.4,2014,53.0153552,-0.5235887
31.6,2013,52.1328103,0.5162253
30.9,2015,52.0751864,-0.0186262
30.3,2015,52.2796967,0.3888921
28.7,2015,52.1514863,-0.2635285
28.3,2015,51.5018468,-3.489107
28.1,2015,53.1496242,-1.3964427
27.1,2018,54.5149971,-6.1790477
26,2016,52.8652756,0.765711
24.7,2014,52.3795266,-0.2068182
24.3,2014,52.329,0.2160113
24.2,2014,50.7919834,-1.8633347
22.2,2014,52.0796,-0.0001887
21.3,2015,51.6706933,-1.0618997
21.1,2014,50.7140187,-1.2607273
21,2015,52.6222243,-2.7122236
21,2014,52.9097112,0.8245593
20.5,2014,50.8299174,-1.1953237
20.5,2017,54.5174578,-6.1094552
19.8,2015,52.8858479,-1.7480075
19.8,2015,53.2287193,-1.1045141
19.8,2014,51.5281123,-2.4470077
19.5,2015,50.4743094,-4.3187927
19.3,2014,52.342291,0.1624365
19,2014,50.9904518,0.8832562
19,2015,52.0782,0.0467113
18.9,2015,51.1869,0.3387113
18.7,2015,52.7806,-1.0283887
18.7,2014,51.9128,1.1219113
18.6,2015,52.1336002,-0.8464857
18.2,2015,52.7314387,-2.7240444
17.9,2015,50.7555,-1.7523887
16.1,2014,51.7265443,-1.9211177
16,2015,53.2406,-1.1101887
15.9,2015,52.7526312,-1.5019447
