Biomass,Biomass (litter and woodchip)
Biomass,Biomass (meat and bone meal)
Biomass,Biomass (poultry litter and waste wood)
Biomass,Biomass (poultry litter and woodchip)
Biomass,Biomass (recycled wood)
Biomass,Biomass (recycled wood and virgin wood)
Biomass,Biomass (straw)
Biomass,Biomass (virgin wood)
Biomass,Biomass (wood pellets and sunflower or oat husk pellets)
Biomass,Biomass (woodchip)
Biomass,Biomass (woodchip)
Coal,Coal
Coal,Coal
Coal,Coal
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Oil,Diesel or gas oil
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
Hydro,Hydro
