52.448337,0.721189
53.6225479,-0.701682
56.16826,-3.3077324
52.155792,-0.6899577
51.5241964,-0.6285419
56.2002791,-3.1602739
52.3955987,0.1640088
54.5852575,-1.1174076
53.7404389,-0.9981018
55.1529168,-3.3827896
53.4202201,-1.4032323
52.864635,-1.2582973
53.3723489,-2.6891291
53.7404389,-0.9981018
51.545988,-0.2584422
54.7266174,-5.7662629
50.3940817,-4.7596103
54.8440155,-5.7882361
51.6245583,-1.2686557
53.7404389,-0.9981018
60.1669668,-1.1669053
51.4529789,0.7136332
55.041844,-7.248522
53.3624355,-0.8090493
53.3723489,-2.6891291
52.8655516,-1.2583704
51.6140995,-3.8381896
53.5946889,-0.7514906
57.5169957,-6.3822209
52.206613,-0.269032
58.9833572,-2.9656032
57.3640164,-7.2733649
57.4610217,-6.0182208
51.0447167,-0.4439078
51.4486606,-1.6142944
55.7569502,-6.2909327
56.9986216,-7.5199622
56.493194,-6.9019162
56.2615007,-4.7641472
57.1439428,-4.6458339
56.7234678,-4.2644841
57.3258481,-4.7965394
56.7167905,-3.7801042
56.4845255,-4.3655928
56.6929888,-4.4041048
56.2773938,-4.9238518
57.4072249,-4.8463557
57.1837356,-4.9444697
52.944186,-3.9972218
57.5787404,-4.6970764
56.706425,-4.0234376
54.860097,-4.0360319
56.4377421,-5.2025468
55.0989355,-4.1965537
55.1520179,-4.2182503
52.3973514,-3.9120914
52.3973514,-3.9120914
57.4386598,-4.5815438
57.158196,-4.9341166
57.4636027,-4.5184628
57.0766825,-5.0090942
57.6196975,-4.8326
57.6284338,-4.8000949
57.0690675,-5.2962203
57.0305003,-4.8436345
57.5149376,-4.7382852
57.4283877,-4.7076378
53.185406,-3.8512368
56.3905911,-4.1209078
56.4815855,-4.3008739
57.2050029,-4.7302443
56.3380586,-5.2138554
56.6991696,-3.7424665
57.5541173,-4.600607
53.1887668,-3.8453093
55.1118849,-4.1764002
52.3975197,-3.9209964
55.1431193,-4.1903945
55.9665995,-4.6286505
56.5482121,-4.4315557
58.1684419,-4.730773
53.0673679,-4.0123206
56.0091697,-5.1219109
56.6781975,-4.5107484
57.3258481,-4.7965394
56.30314,-5.1217175
55.1853145,-2.4570407
56.0654804,-5.3443436
55.5083395,-4.6155804
57.2455489,-4.4915887
56.3370529,-4.9780492
56.3734308,-4.0407242
56.5422251,-4.5191331
58.259941,-4.9872971
55.7860033,-6.3028068
56.5198745,-6.0365428
58.0288917,-4.4166331
57.7609886,-5.038281
57.6158362,-4.8349665
56.9684252,-5.0902739
56.4475029,-4.1160776
57.2040931,-4.4442281
56.2345384,-5.1030612
56.9530585,-4.1838554
57.8402515,-5.0420395
57.1740845,-4.505866
55.4761141,-5.5869109
57.3372251,-4.9569109
57.4966696,-6.1477443
56.2073128,-5.2995632
56.928614,-4.2516331
57.4255585,-4.7046887
57.5913453,-4.7847966
56.2730586,-5.4916331
56.4844473,-4.365522
56.325421,-4.6980513
56.8322017,-5.0814014
56.9102807,-4.9871887
56.6650019,-5.6822189
57.9738917,-6.9769109
57.2852807,-5.5677443
57.6850028,-5.645522
52.3960033,-3.9021887
57.9625495,-5.1319444
55.2480586,-4.3288554
57.529914,-5.7021054
56.3615964,-4.6891094
56.4097251,-5.1719109
56.687314,-5.4898998
56.4791696,-3.4399665
57.0582001,-5.0214609
56.963614,-5.8146887
54.5813892,-2.1390725
58.1266695,-6.8807998
56.4243862,-4.6742026
55.8011141,-4.0846887
53.0503776,-3.9392336
57.1000792,-5.0361036
56.7569473,-4.0894109
52.99363,-4.01556
53.18032,-3.94571
58.1411139,-4.7766331
57.39734, -5.0241
57.1430585,-5.0041331
57.0627807,-5.1257998
57.7114028,-4.8229887
56.6227988,-6.0792433
57.5541696,-4.6177443
57.0719473,-4.7763554
55.729993,-5.3646965
56.546114,-4.4316331
56.7169473,-3.7802443
57.3902979,-4.5143327
57.2019473,-4.723022
52.3888396,-3.8927427
58.0130584,-4.4038554
57.5830585,-4.7007998
56.2966697,-5.4449665
56.2730586,-5.4916331
57.5647251,-4.7196887
52.3888396,-3.8927427
56.6991696,-3.7424665
56.504833,-4.4586339
52.3888396,-3.8927427
57.2620741,-4.485701
53.3667587,-0.7992024
57.4779704,-1.790461
52.8068572,-0.1354623
53.4365352,-2.409564
