CaseGroup1_Case1_subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE_1
-72.842312219999997
-56.461783050000001
-56.470729149999997
-56.459344610000002
-56.455232530000004
-56.463355440000001
-56.477477960000002
-56.465145990000003
-56.465187520000001
-56.662131719999998
-56.458870130000001
-56.450579679999997
-56.458248040000001
-56.466172559999997
-56.467568370000002
-56.474254610000003
-56.473694500000001
-56.467913359999997
-56.452617119999999
-56.479375650000001
-56.479950940000002
-56.462131190000001
-56.468824400000003
-56.454304450000002
-56.454809210000001
-56.477016110000001
-56.469529790000003
-56.469775919999996
-56.464713830000001
-56.456962750000002
-56.467134280000003
-56.470457869999997
-56.475395759999998
-56.457657840000003
-56.461677469999998
-56.47171771
-56.467807209999997
-56.474106229999997
-56.458394060000003
-56.478782170000002
-56.458673240000003
-56.464842130000001
-56.45619954
-56.466598070000003
-56.481407230000002
-56.469344210000003
-56.46335887
-56.458167230000001
-56.459406749999999
-56.477651710000004
-56.462799259999997
-56.463239690000002
-56.47271336
-56.46274829
-56.470385280000002
-56.454922979999999
-56.469486080000003
-56.459279739999999
-56.475394039999998
-56.456920070000002
-56.467988130000002
-56.459052829999997
-56.459474090000001
-56.475624060000001
-56.462399689999998
-56.476465750000003
-56.452593579999998
-56.458597230000002
-56.47646812
-56.468689400000002
-56.476982130000003
-56.463921650000003
-56.469549659999998
-56.473159789999997
-56.466893470000002
-56.45257788
-56.465337179999999
-56.476543730000003
-56.466278500000001
-56.457555829999997
-56.474183369999999
-56.455918949999997
-56.458982900000002
-56.457321659999998
-56.472725400000002
-56.453335850000002
-56.468326390000001
-56.472891769999997
-56.456793930000003
-56.47366624
-56.462752080000001
-56.475401580000003
-56.458374390000003
-56.477305039999997
-56.472735559999997
-56.467628339999997
-56.453304420000002
-56.465689279999999
-56.466220059999998
-56.11176485
-56.450855779999998
-56.469631919999998
-56.464922620000003
-56.458251879999999
-56.467728119999997
-56.464615809999998
-56.45216456
-56.45647907
-56.461786580000002
-56.459876739999999
-56.457103689999997
-56.465507250000002
-56.464483029999997
-56.457970430000003
-56.455423019999998
-56.465628690000003
-56.452588859999999
-56.451612279999999
-56.453099639999998
-56.466952110000001
-56.466627780000003
-56.459224689999999
-56.459563770000003
-56.457073829999999
-56.45177735
-56.460669809999999
-56.457529719999997
-56.470375449999999
-56.459036840000003
-56.464534319999999
-56.469542400000002
-56.475929700000002
-56.478848880000001
-56.47377092
-56.471409870000002
-56.461815010000002
-56.47083559
-56.475102540000002
-56.46474868
-56.462010890000002
-56.462469820000003
-56.45266797
-56.470877469999998
-56.467446969999997
-56.477406719999998
-56.48202508
-56.470218850000002
-56.460589120000002
-56.477715500000002
-56.471848979999997
-56.476805769999999
-56.463891250000003
-56.467252379999998
