BMRS,Business Type,Registered Resource EIC code,BM Unit ID,NGC BM Unit ID,Registered Resource Name,PSR Type,Effective From (Date),Capacity MW,*,Type (powerplant(station) or generator(unit)),Connected (if generator(unit)),Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output11,Output12,Output13,Output14,Output15,Output16,Output17,Output18,Output19,Output20,Output21,Output22,Output23,Output24,Output25,Output26,Output27,Output28,Output29,Output30,Output31,Output32,Output33,Output34,Output35,Output36,Output37,Output38,Output39,Output40,Output41,Output42,Output43,Output44,Output45,Output46,Output47,Output48,**,outputBMRSUnitToDUKESStation,"outputpowerplant =IF(ISNA(VLOOKUP(C2,CP$2:CR$1184,3,FALSE)),"""",VLOOKUP(C2,CP$2:CR$1184,3,FALSE))",tMatchType,***,EICStation,ESO W Type Codes - Stations,Display Name - Stations,Used by X BMUs - Stations,Automatic ID - Stations,15 characters,Energy Identification Code - Stations,Function - Stations,EIC Name - Asset Name - Stations,****,EICUnit,ESO W Type Codes - BMUs,Display Name - Units,STATION,Automatic ID - Units,Energy Identification Code - Units,Function - Units,EIC Name - Asset Name - Units,*****,DUKES,Company Name,Station Name,Fuel,Type,Installed Capacity (MW),Year of commission or year generation began,"Location:
Scotland, Wales, Northern Ireland or English region",******,outputDUKESToBMRSEIC,outputDUKESToBMRSID,plantname,******.1,CapacityDiff,MatchType,MatchYear,MatchGenType,ConfidenceScore,ConfidenceResult,Year,Month,Day,Period,Output
BMRS,Production unit,48WSTN0000KILNSJ,,KILNS,KILNS,Fossil Gas,1/01/2013 0:00,665.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,Killingholme,Killingholme_A,-10.0,***,EICStation,ESO W Type Codes - Stations,GRGBW,3.0,48WSTN0000GRGBW,15,48WSTN0000GRGBW9,Production Unit,Greater Gabbard,****,EICUnit,ESO W Type Codes - BMUs,DINO-2,DINO,48W000000DINO-2,48W000000DINO-2U,Generation Unit,Dinorwig DINO-2,*****,DUKES,Greencoat Capital,Berthllwyd,Solar,Solar,5.0,2017,Wales,******,None,None,Berthllwyd,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000PEHE-23,T_PEHE-2,PEHE-2,PEHE-2,Fossil Gas,9/02/2016 0:00,660.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-4.0,***,EICStation,ESO W Type Codes - Stations,GRIFW,2.0,48WSTN0000GRIFW,15,48WSTN0000GRIFWQ,Production Unit,Griffin Windfarm,****,EICUnit,ESO W Type Codes - BMUs,DINO-3,DINO,48W000000DINO-3,48W000000DINO-3S,Generation Unit,Dinorwig DINO-3,*****,DUKES,SSE,Bessy Bell 1,Wind (onshore),Wind (onshore),5.0,1995,Northern Ireland,******,None,None,Bessy_Bell_1,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000PEHE-23,T_PEHE-2,PEHE-2,PEHE-2,Fossil Gas,17/06/2021 0:00,660.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,GRMO,1.0,48WSTN00000GRMO,15,48WSTN00000GRMOP,Production Unit,Grangemouth,****,EICUnit,ESO W Type Codes - BMUs,DINO-4,DINO,48W000000DINO-4,48W000000DINO-4Q,Generation Unit,Dinorwig DINO-4,*****,DUKES,SSE,Bessy Bell 2,Wind (onshore),Wind (onshore),9.0,2008,Northern Ireland,******,None,None,Bessy_Bell_2,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W00000DRAXX-56,T_DRAXX-5,DRAXX-5,DRAXX-5,Generation,1/01/2000 0:00,645.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,GRUB,2.0,48WSTN00000GRUB,15,48WSTN00000GRUBR,Production Unit,Grudie Bridge,****,EICUnit,ESO W Type Codes - BMUs,DINO-5,DINO,48W000000DINO-5,48W000000DINO-5O,Generation Unit,Dinorwig DINO-5,*****,DUKES,WPO,Betty Hill,Wind (onshore),Wind (onshore),6.0,2013,Scotland,******,None,None,Betty_Hill,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W00000DRAXX-64,T_DRAXX-6,DRAXX-6,DRAXX-6,Generation,1/01/2000 0:00,645.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,GYAR,1.0,48WSTN00000GYAR,15,48WSTN00000GYARR,Production Unit,Great Yarmouth,****,EICUnit,ESO W Type Codes - BMUs,DINO-6,DINO,48W000000DINO-6,48W000000DINO-6M,Generation Unit,Dinorwig DINO-6,*****,DUKES,SSE,Bhlaraidh,Wind (onshore),Wind (onshore),108.0,2017,Scotland,******,48WSTN0000BHLAWZ,BHLAW,Bhlaraidh,******,0,-4,1,-5,-8,1,2022,02,09,48,0
BMRS,Production unit,48W000000HEYM27Y,T_HEYM27,HEYM27,HEYM27,Nuclear,1/01/2013 0:00,615.0,*,generator,48WSTN0000HEYM2N,617.04,617.528,619.296,619.032,620.656,621.976,620.664,622.824,620.76,621.176,621.928,619.024,617.648,616.576,616.288,616.472,616.848,617.088,616.176,616.728,620.352,621.0,620.064,619.136,620.064,618.416,619.6,617.952,615.864,615.352,616.936,616.136,615.824,616.768,616.744,615.36,617.6,618.816,618.664,619.76,618.84,618.56,619.312,618.16,616.176,615.984,617.512,615.464,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,GYMRW,2.0,48WSTN0000GYMRW,15,48WSTN0000GYMRWD,Production Unit,Gwynt Y Mor,****,EICUnit,ESO W Type Codes - BMUs,DNGB21,DNGB,48W000000DNGB21,48W000000DNGB216,Generation Unit,Dungeness B DNGB21,*****,DUKES,EDF Energy,Bicker Fen,Wind (onshore),Wind (onshore),26.0,2008,East Midlands,******,None,None,Bicker_Fen,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000HEYM28W,T_HEYM28,HEYM28,HEYM28,Nuclear,1/01/2013 0:00,615.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-3.0,***,EICStation,ESO W Type Codes - Stations,HADHW,1.0,48WSTN0000HADHW,15,48WSTN0000HADHW8,Production Unit,Hadyard Hill Windfarm,****,EICUnit,ESO W Type Codes - BMUs,DNGB22,DNGB,48W000000DNGB22,48W000000DNGB224,Generation Unit,Dungeness B DNGB22,*****,DUKES,Temporis Capital,Biggleswade,Wind (onshore),Wind (onshore),20.0,2013,East England,******,None,None,Biggleswade,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000BARKB2F,T_BARKB2,BARKB2,BARKB2,Generation,1/01/2000 0:00,600.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,HEYM1,2.0,48WSTN0000HEYM1,15,48WSTN0000HEYM1P,Production Unit,Heysham 1,****,EICUnit,ESO W Type Codes - BMUs,DNGBD-1,DNGB,48W00000DNGBD-1,48W00000DNGBD-1B,Load,Dungeness B DNGBD-1,*****,DUKES,RWE Npower,Bilbster,Wind (onshore),Wind (onshore),3.9,2007,Scotland,******,None,None,Bilbster,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000LOAN-27,T_LOAN-2,LOAN-2,LOAN-2,Generation,29/03/2005 0:00,600.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,HEYM2,3.0,48WSTN0000HEYM2,15,48WSTN0000HEYM2N,Production Unit,Heysham 2,****,EICUnit,ESO W Type Codes - BMUs,DRAXD-1,DRAXD,48W00000DRAXD-1,48W00000DRAXD-1K,Load,Drax Demand DRAXD-1,*****,DUKES,Greencoat Capital,Bilsborrow,Solar,Solar,4.98732,2017,North West,******,None,None,Bilsborrow,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000LOAN-43,T_LOAN-4,LOAN-4,LOAN-4,Generation,29/03/2005 0:00,600.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,HINB,3.0,48WSTN00000HINB,15,48WSTN00000HINB5,Production Unit,Hinkley Point B,****,EICUnit,ESO W Type Codes - BMUs,DRAXD-2,DRAXD,48W00000DRAXD-2,48W00000DRAXD-2I,Load,Drax Demand DRAXD-2,*****,DUKES,Anesco,Bilsthorpe ,Solar,Solar,5.7408,2014,East Midlands,******,None,None,Bilsthorpe_1,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000LOAN-19,T_LOAN-1,LOAN-1,LOAN-1,Generation,29/03/2005 0:00,600.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-3.0,***,EICStation,ESO W Type Codes - Stations,HMGTO,2.0,48WSTN0000HMGTO,15,48WSTN0000HMGTOR,Production Unit,Humber Gateway Offshore Wind Farm,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-1,DRAXX,48W00000DRAXX-1,48W00000DRAXX-1E,Generation Unit,Drax DRAXX-1,*****,DUKES,John Laing Environmental Asset Group,Bilsthorpe ,Wind (onshore),Wind (onshore),10.56,2013,East Midlands,******,None,None,Bilsthorpe_2,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000LOAN-35,T_LOAN-3,LOAN-3,LOAN-3,Generation,29/03/2005 0:00,600.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,-4.0,***,EICStation,ESO W Type Codes - Stations,HRSTW,1.0,48WSTN0000HRSTW,15,48WSTN0000HRSTWC,Production Unit,Harestanes Wind Farm,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-10G,DRAXXG,48W000DRAXX-10G,48W000DRAXX-10G9,Generation Unit,Drax DRAXX-10G,*****,DUKES,Greencoat Capital,Bin Mountain ,Wind (onshore),Wind (onshore),9.0,2007,Northern Ireland,******,None,None,Bin_Mountain,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000SIZB-1U,T_SIZB-1,SIZB-1,SIZB-1,Nuclear,1/01/2013 0:00,599.0,*,generator,48WSTN00000SIZBP,601.98,602.16,602.4,602.14,602.2,602.16,602.0,601.52,601.74,601.5,601.62,601.3,601.3,601.1,601.82,601.14,601.68,601.26,601.5,601.64,601.24,601.42,601.22,601.74,601.34,601.02,601.4,601.2,600.8,600.98,601.1,600.88,601.32,600.9,600.88,601.18,600.88,600.88,601.32,600.88,601.32,600.78,600.72,600.52,600.58,600.62,601.08,600.74,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,HRTL,2.0,48WSTN00000HRTL,15,48WSTN00000HRTL5,Production Unit,Hartlepool,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-12G,DRAXXG,48W000DRAXX-12G,48W000DRAXX-12G3,Generation Unit,Drax DRAXX-12G,*****,DUKES,Lightsource BP,Binsted,Solar,Solar,4.9979,2016,South East,******,None,None,Binsted,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000SIZB-2S,T_SIZB-2,SIZB-2,SIZB-2,Nuclear,1/01/2013 0:00,599.0,*,generator,48WSTN00000SIZBP,598.02,598.64,597.88,598.52,598.18,598.28,598.38,598.34,598.34,598.36,597.96,598.22,597.82,598.0,597.78,598.42,597.9,597.86,598.9,598.4,598.4,598.42,598.68,598.58,598.34,598.82,598.6,598.8,598.62,598.74,598.54,598.5,598.5,598.7,598.64,598.58,598.54,598.64,598.64,598.3,598.04,598.3,598.46,598.24,598.1,598.3,598.2,597.2,**,None,,-1.0,***,EICStation,ESO W Type Codes - Stations,HUMR,1.0,48WSTN00000HUMR,15,48WSTN00000HUMR2,Production Unit,Immingham CHP LLP,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-2,DRAXX,48W00000DRAXX-2,48W00000DRAXX-2C,Generation Unit,Drax DRAXX-2,*****,DUKES,Octopus Investments,Birch Estate,Solar,Solar,4.999,2015,East England,******,None,None,Birch_Estate,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000TORN-2E,T_TORN-2,TORN-2,TORN-2,Nuclear,1/01/2013 0:00,595.0,*,generator,48WSTN00000TORNX,643.392,643.856,643.096,641.36,640.64,641.32,640.088,641.376,639.456,640.696,640.4,639.632,640.24,639.776,640.608,639.6,640.344,640.696,639.816,639.96,639.536,640.056,639.312,638.712,638.056,638.904,637.52,638.264,638.08,639.04,638.232,638.584,638.064,638.624,638.808,639.08,640.736,640.544,641.4,640.728,640.792,638.864,639.24,640.344,558.208,336.112,0.0,0.0,**,None,,-7.0,***,EICStation,ESO W Type Codes - Stations,HUNB,3.0,48WSTN00000HUNB,15,48WSTN00000HUNBV,Production Unit,Hunterston,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-3,DRAXX,48W00000DRAXX-3,48W00000DRAXX-3A,Generation Unit,Drax DRAXX-3,*****,DUKES,Octopus Investments,Bishop's Sutton,Solar,Solar,12.0,2014,South East,******,None,None,Bishops_Sutton,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000HRTL-16,T_HRTL-1,HRTL-1,HRTL-1,Nuclear,1/01/2013 0:00,595.0,*,generator,48WSTN00000HRTL5,529.6,529.728,529.504,529.32,529.648,528.8,528.672,529.128,528.968,530.888,532.904,532.528,532.72,532.264,532.352,532.784,532.088,532.664,532.984,532.96,532.744,532.288,532.752,532.24,532.904,531.928,531.872,532.12,532.192,532.296,531.544,532.464,532.328,531.712,532.272,532.408,531.672,532.96,532.68,533.056,532.544,532.568,533.48,538.952,538.728,537.952,538.2,537.992,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,IICNGS,2.0,48WSTN000IICNGS,15,48WSTN000IICNGSM,Production Unit,Cenergise-1,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-4,DRAXX,48W00000DRAXX-4,48W00000DRAXX-48,Generation Unit,Drax DRAXX-4,*****,DUKES,Greencoat Capital,Bishopthorpe,Wind (onshore),Wind (onshore),16.4,2017,East Midlands,******,None,None,Bishopthorpe,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000TORN-1G,T_TORN-1,TORN-1,TORN-1,Nuclear,1/01/2013 0:00,590.0,*,generator,48WSTN00000TORNX,635.712,635.792,634.6,634.384,634.664,634.696,633.424,634.12,633.248,633.904,634.376,634.664,634.608,635.888,636.56,636.176,636.712,637.44,636.28,637.144,637.904,638.0,639.056,637.872,637.576,638.4,636.976,638.184,636.984,639.848,639.848,640.36,639.248,640.624,639.76,640.472,639.552,640.016,638.872,640.16,640.24,638.28,639.08,639.0,635.424,635.096,634.736,635.368,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,IMCNGS1,2.0,48WSTN00IMCNGS1,15,48WSTN00IMCNGS1P,Production Unit,Cenergise-2,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-5,DRAXX,48W00000DRAXX-5,48W00000DRAXX-56,Generation Unit,Drax DRAXX-5,*****,DUKES,Octopus Investments,Blaby,Solar,Solar,3.48024,2016,East Midlands,******,None,None,Blaby,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48WSTN0000BEATOG,,BEATO,BEATO,Wind Offshore,25/01/2019 0:00,588.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,Beatrice,Beatrice,-10.0,***,EICStation,ESO W Type Codes - Stations,INAW,1.0,48WSTN00000INAW,15,48WSTN00000INAWE,Production Unit,Inverawe,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-6,DRAXX,48W00000DRAXX-6,48W00000DRAXX-64,Generation Unit,Drax DRAXX-6,*****,DUKES,RES Group,Black Hill,Wind (onshore),Wind (onshore),30.1,2007,Scotland,******,None,None,Black_Hill,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000HRTL-24,T_HRTL-2,HRTL-2,HRTL-2,Nuclear,1/01/2013 0:00,585.0,*,generator,48WSTN00000HRTL5,574.336,573.168,574.928,574.328,574.416,574.2,574.904,575.0,574.904,574.576,575.288,574.712,574.928,574.48,574.4,574.576,574.664,574.152,573.808,574.04,573.768,574.488,574.248,574.24,573.824,574.256,573.488,573.848,574.824,574.952,574.712,574.88,574.584,574.432,574.384,574.136,574.768,574.424,573.848,573.784,572.888,573.84,573.792,574.296,573.84,573.84,573.44,573.808,**,None,,-10.0,***,EICStation,ESO W Type Codes - Stations,INDQ,1.0,48WSTN00000INDQ,15,48WSTN00000INDQH,Production Unit,Indian Queens,****,EICUnit,ESO W Type Codes - BMUs,DRAXX-9G,DRAXXG,48W0000DRAXX-9G,48W0000DRAXX-9GR,Generation Unit,Drax DRAXX-9G,*****,DUKES,Scottish Power,Black Law,Wind (onshore),Wind (onshore),124.2,2005,Scotland,******,None,None,Black_Law,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000HEYM11C,T_HEYM11,HEYM11,HEYM11,Nuclear,1/01/2013 0:00,580.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,INWID,1.0,48WSTN0000INWID,15,48WSTN0000INWID7,Production Unit,Innerwick,****,EICUnit,ESO W Type Codes - BMUs,DRDGW-1,DRDGW,48W00000DRDGW-1,48W00000DRDGW-1B,Generation Unit,Drumderg Wind Farm DRDGW-1,*****,DUKES,Scottish Power,Black Law II,Wind (onshore),Wind (onshore),63.43,2016,Scotland,******,None,None,Black_Law_II,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000SHBA-2A,T_SHBA-2,SHBA-2,SHBA-2,Fossil Gas,31/08/2017 0:00,580.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,,999.0,***,EICStation,ESO W Type Codes - Stations,IRNPS,2.0,48WSTN0000IRNPS,15,48WSTN0000IRNPS9,Production Unit,Ironbridge,****,EICUnit,ESO W Type Codes - BMUs,EARBW-1,EARBW,48W00000EARBW-1,48W00000EARBW-1Q,Generation Unit,Earlsburn EARBW-1,*****,DUKES,RWE Npower,Black Rock,Hydro,Hydro,3.5,2012,Scotland,******,None,None,Black_Rock,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48WSTN0000SHBABF,,SHBAB,SHBAB,Fossil Gas,31/08/2017 0:00,580.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,South Creake,South_Creake,-2.0,***,EICStation,ESO W Type Codes - Stations,KEAD,2.0,48WSTN00000KEAD,15,48WSTN00000KEAD4,Production Unit,Keadby-1,****,EICUnit,ESO W Type Codes - BMUs,ECCFD-1,ECCFD,48W00000ECCFD-1,48W00000ECCFD-1A,Load,Ecclefechan ECCFD-1,*****,DUKES,Drax Power,Blackburn,Natural gas,CCGT,60.0,2011,North West,******,None,None,Blackburn,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48W000000HEYM12A,T_HEYM12,HEYM12,HEYM12,Nuclear,1/01/2013 0:00,575.0,*,generator,48WSTN0000HEYM1P,502.608,502.24,502.224,502.008,503.0,502.856,505.264,507.552,510.032,509.92,510.344,510.184,509.672,510.016,510.12,509.72,510.24,510.344,509.928,509.984,509.304,509.856,509.72,509.328,508.936,508.384,509.136,508.752,508.952,509.592,509.8,509.56,509.848,509.968,509.52,509.728,509.768,509.832,509.736,509.68,509.52,509.456,509.744,509.392,509.584,510.568,511.248,510.408,**,None,,-7.0,***,EICStation,ESO W Type Codes - Stations,KEADGT,1.0,48WSTN000KEADGT,15,48WSTN000KEADGT6,Production Unit,Keadby-2,****,EICUnit,ESO W Type Codes - BMUs,EDINW-1,EDINW,48W00000EDINW-1,48W10000EDINW-1N,Generation Unit,Edinbane Windfarm EDINW-1,*****,DUKES,E.On UK,Blackburn Meadows *,Biomass (woodchip),Conventional Steam,34.0,2015,Yorkshire and Humber,******,None,None,Blackburn_Meadows,******,999,999,999,999,3996,0,2022,02,09,48,0
BMRS,Production unit,48WSTN0000RCBKOV,,RCBKO,RCBKO,Wind Offshore,7/08/2017 0:00,565.0,*,powerplant,None,564.026,564.1659999999999,563.946,564.1659999999999,564.106,564.126,564.0260000000001,564.1659999999999,564.006,564.1859999999999,564.066,563.506,563.046,563.806,561.686,551.006,506.826,430.56600000000003,391.546,286.846,264.986,236.346,248.24599999999998,218.626,138.946,154.666,121.10600000000001,165.486,179.30599999999998,135.80599999999998,112.646,156.36599999999999,148.14600000000002,93.70599999999999,132.286,120.48599999999999,95.02600000000001,79.626,76.166,88.48599999999999,62.366,75.406,110.04599999999999,123.866,90.226,70.906,69.50399999999999,51.626,**,Race Bank,Race_Bank,-4.0,***,EICStation,ESO W Type Codes - Stations,KILBW,1.0,48WSTN0000KILBW,15,48WSTN0000KILBWA,Production Unit,Kilbraur Wind Farm,****,EICUnit,ESO W Type Codes - BMUs,EECL-1,EECL,48W000000EECL-1,48W000000EECL-15,Generation Unit,Enfield Energy Centre EECL-1,*****,DUKES,Temporis Capital,Blackcraig,Wind (onshore),Wind (onshore),52.9,2018,Scotland,******,48WSTN0000BLKWWR,BLKWW,Blackcraig,******,0,-4,-1,-5,-10,1,2022,02,09,48,0
BMRS,Production unit,48WSTN1000WHILWQ,,,WHILW,Generation,27/09/2007 0:00,560.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,Whitelee,Whitelee,-4.0,***,EICStation,ESO W Type Codes - Stations,KILLPG,2.0,48WSTN000KILLPG,15,48WSTN000KILLPG5,Production Unit,Killingholme (PG),****,EICUnit,ESO W Type Codes - BMUs,EGGPD-1,EGGPS,48W00000EGGPD-1,48W00000EGGPD-1J,Load,Eggborough EGGPD-1,*****,DUKES,Anesco,Blackdown ,Solar,Solar,7.45496,2014,South West,******,None,None,Blackdown,******,999,999,999,999,3996,0,2022,02,09,48,0
