Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
OntoVapourtec,TBox,https://www.theworldavatar.com/kg/ontovapourtec/,https://www.w3.org/2007/05/powder-s#hasIRI,,,,,,
OntoVapourtec,TBox,1.7,http://www.w3.org/2002/07/owl#versionInfo,,,,,,
OntoVapourtec,TBox,OntoVapourtec is an ontology developed for expressing a Vapourtec experiment module.,http://www.w3.org/2000/01/rdf-schema#comment,,,,,,
OntoVapourtec,TBox,,http://www.w3.org/2002/07/owl#imports,,,,,,
VapourtecRS400,Class,https://www.theworldavatar.com/kg/ontolab/LabEquipment,IS-A,,,,"The RS-400 is a complex system, with some room for customisation. It is still completely modular, compatible with simpler and older systems. It includes fully automated control, an autosampler/collector, 4 pumps and a number of reactors. It is ideal for library synthesis and catalysis screening. [https://www.vapourtec.com/products/r-series-flow-chemistry-system/reactions-and-reagents-automated-rs-400-features/]",https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR4Reactor,Class,https://www.theworldavatar.com/kg/ontolab/LabEquipment,IS-A,,,,"The RS-400 comes with a standard heated, cooled and high temperature tube reactors and the standard heated column reactor. [https://www.vapourtec.com/products/r-series-flow-chemistry-system/reactions-and-reagents-automated-rs-400-features/]",https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR2Pump,Class,https://www.theworldavatar.com/kg/ontolab/LabEquipment,IS-A,,,,The RS-400 comes with four R2-C (acid resistant pump) pumps as standard. [https://www.vapourtec.com/products/r-series-flow-chemistry-system/reactions-and-reagents-automated-rs-400-features/],https://www.theworldavatar.com/kg/ontovapourtec/,
AutoSampler,Class,https://www.theworldavatar.com/kg/ontolab/LabEquipment,IS-A,,,,The autosampler is the facility for the reagents to be preloaded into �Sample Injection Loops� and then released into the flow at the correct moment as required (all controlled by the R-Series software if required). [https://www.vapourtec.com/products/r-series-expansion/automation-analysis-automated-reagent-addition/],https://www.theworldavatar.com/kg/ontovapourtec/,
AutoSamplerSite,Class,,,,,,The site on the rack of autosampler that holds vials for chemical amount.,https://www.theworldavatar.com/kg/ontovapourtec/,
ReactorSettings,Class,https://www.theworldavatar.com/kg/ontolab/EquipmentSettings,IS-A,,,,Equipment setting that specifies the reactor operating conditions.,https://www.theworldavatar.com/kg/ontovapourtec/,
PumpSettings,Class,https://www.theworldavatar.com/kg/ontolab/EquipmentSettings,IS-A,,,,Equipment setting that specifies the pump operating conditions.,https://www.theworldavatar.com/kg/ontovapourtec/,
ReactorTemperatureSetting,Class,https://www.theworldavatar.com/kg/ontolab/TemperatureSetting,IS-A,,,,Setting that specifies the reactor temperature.,https://www.theworldavatar.com/kg/ontovapourtec/,
ResidenceTimeSetting,Class,https://www.theworldavatar.com/kg/ontolab/DurationSetting,IS-A,,,,Setting that specifies the reaction residence time.,https://www.theworldavatar.com/kg/ontovapourtec/,
SampleLoopVolumeSetting,Class,https://www.theworldavatar.com/kg/ontolab/VolumeSetting,IS-A,,,,Setting that specifies the sample loop volume.,https://www.theworldavatar.com/kg/ontovapourtec/,
StoichiometryRatioSetting,Class,https://www.theworldavatar.com/kg/ontolab/ParameterSetting,IS-A,,,,Setting that specifies the stoichiometry ratio of the inlet streams from the inlet pumps to the reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
FlowChemistry,Class,https://saref.etsi.org/core/Task,IS-A,,,,Flow chemistry refers to the chemical reactions that run in a continuous stream. Here the flow chemistry is modelled as a saref:Task that can be accomplished by the Vapourtec module.,https://www.theworldavatar.com/kg/ontovapourtec/,
FlowCommander,Class,https://saref.etsi.org/core/Service,IS-A,,,,"FlowCommander (R-Series software) is a PC or touchpanel based application that allows the automation and datalogging of Vapourtec R-Series modules. The R-Series software can also control other devices such as UV detectors, fraction collectors, liquid handlers and standalone pumps. [https://www.vapourtec.com/products/r-series-software/]",https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecFunction,Class,https://saref.etsi.org/core/Function,IS-A,,,,"The functions provided by the Vapourtec modules, most of which are interfaced via FlowCommander.",https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecState,Class,https://saref.etsi.org/core/State,IS-A,,,,The possible states of Vapourtec module during its execution.,https://www.theworldavatar.com/kg/ontovapourtec/,
Launch,Class,VapourtecFunction,IS-A,,,,The function to launch the FlowCommander.,https://www.theworldavatar.com/kg/ontovapourtec/,
Connection,Class,VapourtecFunction,IS-A,,,,The function to establish the connection between FlowCommander and the physical existence of Vapourtec module.,https://www.theworldavatar.com/kg/ontovapourtec/,
RunReactor,Class,VapourtecFunction,IS-A,,,,The function to run the reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
CleanReactor,Class,VapourtecFunction,IS-A,,,,The function to clean the reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
GetState,Class,VapourtecFunction,IS-A,,,,The function to retrieve the state of Vapourtec module.,https://www.theworldavatar.com/kg/ontovapourtec/,
FaultRecovery,Class,VapourtecFunction,IS-A,,,,The function to recover Vapourtec module from fault.,https://www.theworldavatar.com/kg/ontovapourtec/,
StartFlowCommander,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""Launch"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
ConnectToFlowCommander,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""Connection"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
LoadExperiment,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""RunReactor"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
ClearReactions,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""CleanReactor"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
GetCommand,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""GetState"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
FaultRecoveryCommand,Class,https://saref.etsi.org/core/Command,IS-A,,,,"The command to realise the ""FaultRecovery"" function.",https://www.theworldavatar.com/kg/ontovapourtec/,
Null,Class,VapourtecState,IS-A,,,,The state indicates the unknown status of Vapourtec module as the FlowCommander is not yet started.,https://www.theworldavatar.com/kg/ontovapourtec/,
Initialising,Class,VapourtecState,IS-A,,,,The state indicates the status of Vapourtec module when the reaction experiment is initialising and to be executed.,https://www.theworldavatar.com/kg/ontovapourtec/,
Inactive,Class,VapourtecState,IS-A,,,,The state indicates the situation where the FlowCommander is started but its connection with the Vapourtec module is not yet established.,https://www.theworldavatar.com/kg/ontovapourtec/,
Idle,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is idle and available for the next reaction.,https://www.theworldavatar.com/kg/ontovapourtec/,
RunningReaction,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is currently running a reaction.,https://www.theworldavatar.com/kg/ontovapourtec/,
ReactionCompleted,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module has just completed a reaction.,https://www.theworldavatar.com/kg/ontovapourtec/,
CleaningReaction,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is cleaning the reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
FinalCleaning,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is cleaning the reactor and is in the final cleaning stage.,https://www.theworldavatar.com/kg/ontovapourtec/,
Faulty,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is out of service.,https://www.theworldavatar.com/kg/ontovapourtec/,
DryRunState,Class,VapourtecState,IS-A,,,,The state indicates the Vapourtec module is in dry run mode.,https://www.theworldavatar.com/kg/ontovapourtec/,
ExpFilePath,Class,https://www.theworldavatar.com/kg/ontolab/Argument,IS-A,,,,The argument that points to the file path of the experiment conditions to be executed by the Vapourtec module.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR4ReactorTask,Class,https://saref.etsi.org/core/Task,IS-A,,,,The saref:Task that can be conducted by VapourtecR4Reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR4ReactorFunction,Class,https://saref.etsi.org/core/Function,IS-A,,,,The saref:Function of VapourtecR4Reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR4ReactorCommand,Class,https://saref.etsi.org/core/Command,IS-A,,,,The saref:Command of VapourtecR4Reactor.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR2PumpTask,Class,https://saref.etsi.org/core/Task,IS-A,,,,The saref:Task that can be conducted by VapourtecR2Pump.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR2PumpFunction,Class,https://saref.etsi.org/core/Function,IS-A,,,,The saref:Function of VapourtecR2Pump.,https://www.theworldavatar.com/kg/ontovapourtec/,
VapourtecR2PumpCommand,Class,https://saref.etsi.org/core/Command,IS-A,,,,The saref:Command of VapourtecR2Pump.,https://www.theworldavatar.com/kg/ontovapourtec/,
AutoSamplerTask,Class,https://saref.etsi.org/core/Task,IS-A,,,,The saref:Task that can be conducted by AutoSampler.,https://www.theworldavatar.com/kg/ontovapourtec/,
AutoSamplerFunction,Class,https://saref.etsi.org/core/Function,IS-A,,,,The saref:Function of AutoSampler.,https://www.theworldavatar.com/kg/ontovapourtec/,
AutoSamplerCommand,Class,https://saref.etsi.org/core/Command,IS-A,,,,The saref:Command of AutoSampler.,https://www.theworldavatar.com/kg/ontovapourtec/,
CollectionMethod,Class,,,,,,The method indicates how the product is collected.,https://www.theworldavatar.com/kg/ontovapourtec/,
SingleReceptacle,Class,CollectionMethod,IS-A,,,,A single container to host the collected product.,https://www.theworldavatar.com/kg/ontovapourtec/,
FractionCollector,Class,CollectionMethod,IS-A,,,,A fraction collector that will decide the site where the product will be collected.,https://www.theworldavatar.com/kg/ontovapourtec/,
toReceptacle,Object Property,,,SingleReceptacle,https://www.theworldavatar.com/kg/ontolab/WasteBottle,,The relation indicates the receptacle where the product will be collected.,https://www.theworldavatar.com/kg/ontovapourtec/,
https://saref.etsi.org/core/consistsOf,Object Property,,,VapourtecRS400,VapourtecR4Reactor,minimum 1,The relation indicates VapourtecR4Reactor is a part of VapourtecRS400.,https://www.theworldavatar.com/kg/ontolab/,
