BMRS	Business Type	Registered Resource EIC code	BM Unit ID	NGC BM Unit ID	Registered Resource Name	PSR Type	Effective From (Date)	Capacity MW	*	Type (powerplant(station) or generator(unit))	Connected (if generator(unit))	Output1	Output2	Output3	Output4	Output5	Output6	Output7	Output8	Output9	Output10	Output11	Output12	Output13	Output14	Output15	Output16	Output17	Output18	Output19	Output20	Output21	Output22	Output23	Output24	Output25	Output26	Output27	Output28	Output29	Output30	Output31	Output32	Output33	Output34	Output35	Output36	Output37	Output38	Output39	Output40	Output41	Output42	Output43	Output44	Output45	Output46	Output47	Output48	**	outputBMRSUnitToDUKESStation	tMatchType	***	EICStation	ESO W Type Codes - Stations	Display Name - Stations	Used by X BMUs - Stations	Automatic ID - Stations	15 characters	Energy Identification Code - Stations	Function - Stations	EIC Name - Asset Name - Stations	****	EICUnit	ESO W Type Codes - BMUs	Display Name - Units	STATION	Automatic ID - Units	Energy Identification Code - Units	Function - Units	EIC Name - Asset Name - Units	*****	DUKES	Company Name	Station Name	Fuel	Type	Installed Capacity (MW)	Year of commission or year generation began	"Location:
Scotland, Wales, Northern Ireland or English region"	******	outputDUKESToBMRSEIC	outputDUKESToBMRSID	******.1	CapacityDiff	MatchType	MatchYear	MatchGenType	ConfidenceScore	ConfidenceResult	Year	Month	Day	Period	Output
BMRS	Production unit	48W00000CNQPS-3A	T_CNQPS-3	CNQPS-3	CNQPS-3	Fossil Gas	1/10/2015 0:00	375	*	generator	48WSTN0000CNQPSG	0	0	0	0	0	0	0	0	0	0	0	0	0	85.176	114.03	237.132	317.898	328.734	330.246	330.246	330.372	330.498	330.876	330.75	331.128	331.254	330.624	330.624	330.75	330.624	309.456	298.368	309.582	330.75	331.128	330.876	330.75	330.372	308.952	257.292	205.506	1.134	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	BRBEO	1	48WSTN0000BRBEO		48WSTN0000BRBEOT	Production Unit	Burbo Wind Farm Extension	****	EICUnit	ESO W Type Codes - BMUs	IRNPS-1	IRNPS	48W00000IRNPS-1	48W00000IRNPS-1U	Generation Unit	Ironbridge IRNPS-1	*****	DUKES	SSE	Cassley	Hydro	Hydro	10	1959	Scotland	******	48WSTN00000CASSD	CASS	******	9	-10	1	-2	-2	1	2021	12	9	48	0
BMRS	Production unit	48W00000CNQPS-48	T_CNQPS-4	CNQPS-4	CNQPS-4	Fossil Gas	1/10/2015 0:00	375	*	generator	48WSTN0000CNQPSG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.922	265.986	231.084	305.424	338.688	338.688	338.31	338.436	336.042	335.16	335.034	334.908	335.16	335.16	335.286	335.16	258.552	265.356	267.498	263.844	266.49	260.568	258.3	260.568	285.264	132.174	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	KLGLW	1	48WSTN0000KLGLW		48WSTN0000KLGLWM	Production Unit	Kilgallioch Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	IRNPS-2	IRNPS	48W00000IRNPS-2	48W00000IRNPS-2S	Generation Unit	Ironbridge IRNPS-2	*****	DUKES	Lightsource BP	Castle Combe	Solar	Solar	15.32736	2015	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000WLNYWV			WLNYW	Generation	28/10/2010 0:00	366	*	powerplant	None	127.18	91.08	86.58	132.54	147.02	164.38	171	177.06	164.46	94.64	57.12	47.78	122.14	122.64	98.1	104.36	83.76	78.32	75.18	52.46	43	35.06	28.04	46.72	50.02	55.04	44.36	49.78	81.22	77.14	82.08	136.02	161.72	170.06	174.14	175.8	159.5	81.42	110.34	118.48	141.7	169.2	172.76	155.5	149.72	173.62	173.6	173.52	**	Walney 1 & 2	-3	***	EICStation	ESO W Type Codes - Stations	RCBKO	2	48WSTN0000RCBKO		48WSTN0000RCBKOV	Production Unit	Race Bank Wind Farm - ROWWF	****	EICUnit	ESO W Type Codes - BMUs	KEAD-1	KEAD	48W000000KEAD-1	48W000000KEAD-15	Generation Unit	Keadby KEAD-1	*****	DUKES	RES Group	Castle Craig	Wind (onshore)	Wind (onshore)	25	2018	Northern Ireland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000GAOFOT		GAOFO	GAOFO	Wind Offshore	28/09/2020 0:00	352	*	powerplant	None	331.886	329.486	328.046	314.068	308.766	314.844	317.026	322.008	324.366	318.906	325.364	331.188	324.746	325.066	312.368	275.084	205.306	197.386	255.766	296.488	284.766	210.964	206.928	213.106	256.386	236.248	176.446	101.546	129.026	170.006	166.706	205.586	205.826	161.166	157.846	166.446	190.648	151.506	133.446	179.364	267.528	318.906	329.786	336.006	339.028	336.506	333.666	334.308	**	Galloper	-3	***	EICStation	ESO W Type Codes - Stations	DDGNO	4	48WSTN0000DDGNO		48WSTN0000DDGNO3	Production Unit	Dudgeon Offshore Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	KEADGT-3	KEADGT	48W0000KEADGT-3	48W0000KEADGT-3O	Generation Unit	Keadby KEADGT-3	*****	DUKES	John Laing Environmental Asset Group	Castle Pill 	Wind (onshore)	Wind (onshore)	3.3	2004	Wales	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000EAAO-1R		EAAO-1	EAAO-1	Wind Offshore	2/07/2019 0:00	340	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	GAOFO	4	48WSTN0000GAOFO		48WSTN0000GAOFOT	Production Unit	Galloper Offshore Wind Farm Limited	****	EICUnit	ESO W Type Codes - BMUs	KILBW-1	KILBW	48W00000KILBW-1	48W00000KILBW-1W	Generation Unit	Kilbraur Wind Farm KILBW-1	*****	DUKES	E.On UK	Castleford	Natural gas	CCGT	56	2002	Yorkshire and Humber	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000EAAO-2P		EAAO-2	EAAO-2	Wind Offshore	2/07/2019 0:00	340	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	BEINW	1	48WSTN0000BEINW		48WSTN0000BEINWN	Production Unit	BWFL2016	****	EICUnit	ESO W Type Codes - BMUs	KILLPG-1	KILLPG	48W0000KILLPG-1	48W0000KILLPG-1Q	Generation Unit	Killingholme (PG) KILLPG-1	*****	DUKES	Octopus Investments	Caswell	Solar	Solar	5.90544	2016	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-1W	T_DINO-1	DINO-1	DINO-1	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	WLNYW3	1	48WSTN000WLNYW3		48WSTN0000WLNY3F	Production Unit	Walney 3 stn	****	EICUnit	ESO W Type Codes - BMUs	KILLPG-2	KILLPG	48W0000KILLPG-2	48W0000KILLPG-2O	Generation Unit	Killingholme (PG) KILLPG-2	*****	DUKES	SSE	Cathkin Braes	Wind (onshore)	Wind (onshore)	3	2013	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-2U	T_DINO-2	DINO-2	DINO-2	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	generator	48WSTN10000DINOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.2	84.1	155.9	171.6	268.4	0.2	0	64.6	0	0	0	0	0	0	0	0	0	50.1	157.4	0	77.2	159.9	300.7	17.1	0	0	30.2	0	19	0	19.9	82.3	86.2	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	WLNYW4	1	48WSTN000WLNYW4		48WSTN0000WLNY4D	Production Unit	Walney 4 stn	****	EICUnit	ESO W Type Codes - BMUs	KILNS-1	KILNS	48W00000KILNS-1	48W00000KILNS-1P	Generation Unit	Killingholme Control Point KILNS-1	*****	DUKES	Venitent Energy Services	Causeymire	Wind (onshore)	Wind (onshore)	48.3	2005	Scotland	******	48WSTN0000CAUSWB	CAUSW	******	1	-10	1	-5	-13	1	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-3S	T_DINO-3	DINO-3	DINO-3	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	BLLX	1	48WSTN00000BLLX		48WSTN00000BLLXM	Production Unit	Blacklaw Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	KIOR-1	CABEU	48W000000KIOR-1	48W000000KIOR-13	Generation Unit	Beauly Cascade KIOR-1	*****	DUKES	Octopus Investments	Causilgey	Solar	Solar	4.998	2013	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-4Q	T_DINO-4	DINO-4	DINO-4	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	generator	48WSTN10000DINOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.3	54.7	300.6	300.5	210.4	265.6	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	HRHLW	1	48WSTN0000HRHLW		48WSTN0000HRHLW6	Production Unit	Hare Hill wind Farm	****	EICUnit	ESO W Type Codes - BMUs	KIOR-2	CABEU	48W000000KIOR-2	48W000000KIOR-21	Generation Unit	Beauly Cascade KIOR-2	*****	DUKES	SSE	Ceannacroc (plus Comp Set)	Hydro	Hydro	20	1956	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-5O	T_DINO-5	DINO-5	DINO-5	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	generator	48WSTN10000DINOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.6	299.2	236.3	0	0	104.6	299.2	46.9	0	0	0	0	0	214.3	298.9	299.2	299.2	299.3	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	DRSLW	1	48WSTN0000DRSLW		48WSTN0000DRSLWN	Production Unit	Dersalloch Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	KLYN-A-1	KLYN-A	48W0000KLYN-A-1	48W0000KLYN-A-1G	Generation Unit	Kings Lynn KLYN-A-1	*****	DUKES	EDF Energy	Cemmaes	Wind (onshore)	Wind (onshore)	15.3	2002	Wales	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000DINO-6M	T_DINO-6	DINO-6	DINO-6	Hydro Run-of-river and poundage	1/01/2000 0:00	336	*	generator	48WSTN10000DINOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.1	158.8	0	0	0	294.9	300.1	300.1	300.1	9.6	0	55.3	300.1	300.1	7	56.5	0	0	0	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	BETHW	1	48WSTN0000BETHW		48WSTN0000BETHWY	Production Unit	Beinn Tharsuinn Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LAGA-1	LAGA	48W000000LAGA-1	48W000000LAGA-14	Generation Unit	Langage Power Station LAGA-1	*****	DUKES	Octopus Investments	Chalcroft	Solar	Solar	6.34	2013	South East	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000WYLF-1Y	T_WYLF-1	WYLF-1	WYLF-1	Nuclear	1/01/2013 0:00	335	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	BTUIW	1	48WSTN0000BTUIW		48WSTN0000BTUIWQ	Production Unit	Beinn an Tuirc Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LAIG-1	LAIG	48W000000LAIG-1	48W000000LAIG-17	Generation Unit	Allt na Lairige LAIG-1	*****	DUKES	REG WindPower	Chalgrove	Solar	Solar	21.34044	2015	South East	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000WYLF-2W	T_WYLF-2	WYLF-2	WYLF-2	Nuclear	1/01/2013 0:00	335	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	CLFLW	1	48WSTN0000CLFLW		48WSTN0000CLFLW0	Production Unit	Clachan Flats Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LARYO-1	LARYW	48W00000LARYO-1	48W00000LARYO-1Z	Generation Unit	London Array Wind Farm LARYO-1	*****	DUKES	Toucan Energy Services	Chapel Hill	Solar	Solar	10.07032	2015	Wales	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000WYLF-3U	T_WYLF-3	WYLF-3	WYLF-3	Nuclear	1/01/2013 0:00	335	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	DNLWW	1	48WSTN0000DNLWW		48WSTN0000DNLWW1	Production Unit	Dun Law Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LARYO-2	LARYW	48W00000LARYO-2	48W00000LARYO-2X	Generation Unit	London Array Wind Farm LARYO-2	*****	DUKES	Lightsource BP	Charity Farm	Solar	Solar	14.4	2016	West Midlands	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000WYLF-4S	T_WYLF-4	WYLF-4	WYLF-4	Nuclear	1/01/2013 0:00	335	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	MKHLW	1	48WSTN0000MKHLW		48WSTN0000MKHLWB	Production Unit	Mark Hill Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LARYO-3	LARYW	48W00000LARYO-3	48W00000LARYO-3V	Generation Unit	London Array Wind Farm LARYO-3	*****	DUKES	Greencoat Capital	Chatteris	Solar	Solar	4.34597	2016	East England	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000GRGBW-1V	T_GRGBW-1	GRGBW-1	GRGBW-1	Generation	25/11/2009 0:00	334	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	ASLVW	1	48WSTN0000ASLVW		48WSTN0000ASLVWY	Production Unit	Assel Valley Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LARYO-4	LARYW	48W00000LARYO-4	48W00000LARYO-4T	Generation Unit	London Array Wind Farm LARYO-4	*****	DUKES	Octopus Investments	Chawton	Solar	Solar	3.65442	2013	South East	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000WILCT-1H	T_WILCT-1	WILCT-1	WILCT-1	Biomass	23/01/2019 0:00	333	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	ACHRW	1	48WSTN0000ACHRW		48WSTN0000ACHRWV	Production Unit	A'Chruach Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LBAR-1	LBAR	48W000000LBAR-1	48W000000LBAR-1Y	Generation Unit	Little Barford LBAR-1	*****	DUKES	Octopus Investments	Chediston Hall	Solar	Solar	12.348	2013	East England	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000WILCTF		WILCT	WILCT	Biomass	23/01/2019 0:00	333	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Wilton	-4	***	EICStation	ESO W Type Codes - Stations	DUNGW	1	48WSTN0000DUNGW		48WSTN0000DUNGW6	Production Unit	Dunmaglass Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LBAR-1G	LBAR-G	48W00000LBAR-1G	48W00000LBAR-1G7	Generation Unit	Little Barford OCGT LBAR-1G	*****	DUKES	SSE	Chickerell	Natural gas	OCGT	50	1998	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000WLNYO-31	T_WLNYO-3	WLNYO-3	WLNYO-3	Wind Offshore	30/10/2017 0:00	330	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	HBHDW	1	48WSTN0000HBHDW		48WSTN1000HBHDWQ	Production Unit	Harburnhead Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LCLTW-1	LCLTW	48W00000LCLTW-1	48W00000LCLTW-1D	Generation Unit	Lochluichart LCLTW-1	*****	DUKES	Wise Energy	Chilton Cantelo	Solar	Solar	4.997	2012	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000WLNY3F		WLNYW3	WLNYW3	Wind Offshore	30/10/2017 0:00	330	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Walney 3	-3	***	EICStation	ESO W Type Codes - Stations	CRYRW	2	48WSTN0000CRYRW		48WSTN0000CRYRWO	Production Unit	Crystal Rig Wind Farm CRYRW-1	****	EICUnit	ESO W Type Codes - BMUs	LITT1G	LITT-G	48W000000LITT1G	48W000000LITT1G1	Generation Unit	Littlebrook LITT1G	*****	DUKES	SSE	Chippenham	Natural gas	OCGT	10.07	2002	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000WLNYO-4-		WLNYO-4	WLNYO-4	Wind Offshore	6/11/2017 0:00	329	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	ASHWW	1	48WSTN0000ASHWW		48WSTN0000ASHWWA	Production Unit	Andershaw Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LITT2G	LITT-G	48W000000LITT2G	48W000000LITT2GZ	Generation Unit	Littlebrook LITT2G	*****	DUKES	Octopus Investments	Chisbon	Solar	Solar	12.33804	2015	East England	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000WLNY4D		WLNYW4	WLNYW4	Wind Offshore	6/11/2017 0:00	329	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Walney 4	-4	***	EICStation	ESO W Type Codes - Stations	COUWW	1	48WSTN0000COUWW		48WSTN0000COUWW3	Production Unit	Cour Wind Farm Limited	****	EICUnit	ESO W Type Codes - BMUs	LITT3G	LITT-G	48W000000LITT3G	48W000000LITT3GW	Generation Unit	Littlebrook LITT3G	*****	DUKES	Lightsource BP	Chittering	Solar	Solar	4.9934	2012	East England	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000WHILW-1M	T_WHILW-1	WHILW-1	WHILW-1	Generation	27/09/2007 0:00	322	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	CRMLW	1	48WSTN0000CRMLW		48WSTN0000CRMLWG	Production Unit	Corriemoillie Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LITTD1	LITT-D	48W000000LITTD1	48W000000LITTD1W	Generation Unit	Littlebrook LITTD1	*****	DUKES	Octopus Investments	Chittering 2	Solar	Solar	6.305	2013	East England	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN00000FOYEQ		FOYE	FOYE	Hydro Run-of-river and poundage	9/02/2016 0:00	320	*	powerplant	None	0	0	0	0	0	0	0	0	0	0	0	0	30.8	31.1	101.4	67.4	96.2	17.7	212.4	172.1	226.6	96.2	158.5	69.1	113.1	36.5	101.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Foyers	-4	***	EICStation	ESO W Type Codes - Stations	CGTHW	1	48WSTN0000CGTHW		48WSTN0000CGTHWI	Production Unit	Corriegarth Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LITTD2	LITT-D	48W000000LITTD2	48W000000LITTD2U	Generation Unit	Littlebrook LITTD2	*****	DUKES	SSE	Chliostair	Hydro	Hydro	1.32	1960	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN0000SHRSW3			SHRSW	Generation	28/10/2010 0:00	314	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Sheringham Shoal 1	-10	***	EICStation	ESO W Type Codes - Stations	WILCT	1	48WSTN0000WILCT		48WSTN0000WILCTF	Production Unit	Wilton	****	EICUnit	ESO W Type Codes - BMUs	LITTD3	LITT-D	48W000000LITTD3	48W000000LITTD3S	Generation Unit	Littlebrook LITTD3	*****	DUKES	Greencoat Capital	Christchurch	Solar	Solar	17.9	2015	South West	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W000000SEEL-18	T_SEEL-1	SEEL-1	SEEL-1	Fossil Gas	25/04/2019 0:00	299	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	999	***	EICStation	ESO W Type Codes - Stations	MOYEW	1	48WSTN0000MOYEW		48WSTN0000MOYEWI	Production Unit	Moy Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LIVI-1	CAMOR	48W000000LIVI-1	48W000000LIVI-1Y	Generation Unit	Moriston Cascade LIVI-1	*****	DUKES	Lightsource BP	Church Farm - Slapton	Solar	Solar	4.984	2015	South East	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48WSTN00000SEELA		SEEL	SEEL	Fossil Gas	25/04/2019 0:00	299	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	Spalding	-3	***	EICStation	ESO W Type Codes - Stations	STRNW	1	48WSTN0000STRNW		48WSTN0000STRNWW	Production Unit	Strathy North Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LLWSD-1	LLWSD	48W00000LLWSD-1	48W00000LLWSD-12	Load	Llanwern LLWSD-1	*****	DUKES	RWE Npower	Cia Aig	Hydro	Hydro	3	2016	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000GYMRW-1E	T_GYMRW-1	GYMRW-1	GYMRW-1	Wind Offshore	1/01/2013 0:00	295	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-4	***	EICStation	ESO W Type Codes - Stations	CLDRW	1	48WSTN0000CLDRW		48WSTN0000CLDRWR	Production Unit	Clashindarroch Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LNCSO-1	LNCSW	48W00000LNCSO-1	48W00000LNCSO-1R	Generation Unit	Lincs Wind Farm LNCSO-1	*****	DUKES	SSE	Clachan	Hydro	Hydro	40	1955	Scotland	******	48WSTN00000CLACI	CLAC	******	9	-10	1	-2	-2	1	2021	12	9	48	0
BMRS	Production unit	48W00000GYMRW-2C	T_GYMRW-2	GYMRW-2	GYMRW-2	Wind Offshore	1/01/2013 0:00	295	*	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	**	None	-3	***	EICStation	ESO W Type Codes - Stations	HLTWW	1	48WSTN0000HLTWW		48WSTN0000HLTWWT	Production Unit	Hill of Towie Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LNCSO-2	LNCSW	48W00000LNCSO-2	48W00000LNCSO-2P	Generation Unit	Lincs Wind Farm LNCSO-2	*****	DUKES	Scottish Power	Clachan Flats	Wind (onshore)	Wind (onshore)	15.03	2009	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
BMRS	Production unit	48W00000RCBKO-2Q	T_RCBKO-2	RCBKO-2	RCBKO-2	Wind Offshore	7/08/2017 0:00	286	*	generator	48WSTN0000RCBKOV	258.928	258.448	253.628	231.708	191.368	160.008	150.448	121.446	147.986	145.088	95.628	72.768	90.288	77.968	101.788	109.448	111.188	108.988	94.028	71.988	82.868	70.648	81.568	97.528	143.348	123.908	88.648	130.888	175.728	205.028	175.208	193.068	160.428	139.246	167.308	171.886	171.748	190.306	226.548	220.386	185.506	233.688	247.886	239.208	244.848	234.366	192.108	210.986	**	None	-4	***	EICStation	ESO W Type Codes - Stations	BHLAW	1	48WSTN0000BHLAW		48WSTN0000BHLAWZ	Production Unit	Bhlaraidh Wind Farm	****	EICUnit	ESO W Type Codes - BMUs	LNCSW-3	LNCSW	48W00000LNCSW-3	48W00000LNCSW-3S	Generation Unit	Lincs Wind Farm LNCSW-3	*****	DUKES	SSE	Cladach Dam	Hydro	Hydro	0.22	1949	Scotland	******	None	None	******	999	999	999	999	3996	0	2021	12	9	48	0
