SNAP,xcor_start,ycor_start,xcor_end,ycor_end,elevation,width,NOx,NMVOC,CO,SO2,NH3,PM2.5,PM10
7,572763.3061,5941871.292,572800.8013,5941882.287,0,12,0.003494255,0.002053574,-999,-999,-999,0.00085216,0.001264562
7,572800.8013,5941882.287,572810.5072,5941885.134,0,12,0.000904627,0.000531649,-999,-999,-999,0.00022062,0.000327382
7,572906.6524,5941911.608,572921.3239,5941915.391,0,12,0.001355152,0.000796423,-999,-999,-999,0.00033049,0.000490426
7,572921.3239,5941915.391,573104.4218,5941962.26,0,12,0.016901861,0.009933224,-999,-999,-999,0.00412194,0.006116738
7,573104.4218,5941962.26,573300.6051,5942049.374,0,12,0.019657755,0.011552863,-999,-999,-999,0.00479404,0.007114089
7,573300.6051,5942049.374,573311.1711,5942058.948,0,12,0.001274701,0.000749142,-999,-999,-999,0.00031087,0.000461311
7,573348.8566,5942093.103,573403.3126,5942144.392,0,12,0.006689948,0.003931682,-999,-999,-999,0.00163151,0.002421074
7,573683.7731,5942361.461,573689.3899,5942363.338,0,12,0.000501957,0.000295,-999,-999,-999,0.0001184,0.00017612
7,573651.4704,5942350.666,573683.7731,5942361.461,0,12,0.002888795,0.001697745,-999,-999,-999,0.0006814,0.001013583
7,573784.245,5942394.473,573800.4119,5942399.673,0,12,0.001382816,0.000812681,-999,-999,-999,0.00034116,0.000505877
7,573800.4119,5942399.673,573826.0782,5942407.927,0,12,0.002195088,0.001290053,-999,-999,-999,0.00054156,0.000803032
7,573920.2996,5942440.021,573957.7202,5942452.82,0,12,0.003219788,0.00189227,-999,-999,-999,0.00079436,0.001177899
7,573418.3087,5942361.465,573356.7595,5942518.55,0,12,0.01783667,0.010482611,-999,-999,-999,0.00504315,0.007316613
7,573441.2727,5942304.55,573418.3087,5942361.465,0,12,0.006488752,0.00381344,-999,-999,-999,0.00183463,0.00266169
7,573295.1934,5942708.634,573251.7677,5942836.539,0,12,0.014657551,0.008614243,-999,-999,-999,0.00403228,0.005854507
7,573243.537,5942861.269,573214.0441,5942947.824,0,12,0.008814098,0.005180045,-999,-999,-999,0.00260535,0.00260535
7,573251.7677,5942836.539,573243.537,5942861.269,0,12,0.002511845,0.001476211,-999,-999,-999,0.00074247,0.000742474
7,573120.0569,5943123.453,573113.0978,5943134.963,0,12,0.001395802,0.000820313,-999,-999,-999,0.00038065,0.000553879
7,573113.0978,5943134.963,573083.2429,5943187.066,0,12,0.006545828,0.003846983,-999,-999,-999,0.00173482,0.002561986
7,573033.6027,5943273.628,572991.9396,5943346.25,0,12,0.009127327,0.00536413,-999,-999,-999,0.00241899,0.003572364
7,572984.3696,5943361.075,572969.7792,5943392.602,0,12,0.003788887,0.002226729,-999,-999,-999,0.00100416,0.001482941
7,572991.9396,5943346.25,572984.3696,5943361.075,0,12,0.00181435,0.001066294,-999,-999,-999,0.00048085,0.000710122
7,572665.2564,5943749.185,572709.8878,5943699.335,0,12,0.007309708,0.004295915,-999,-999,-999,0.00193727,0.002860962
7,572709.8878,5943699.335,572800.8302,5943616.834,0,12,0.011888917,0.006987116,-999,-999,-999,0.00338524,0.003385235
7,572800.8302,5943616.834,572849.7801,5943574.834,0,12,0.006235858,0.003664814,-999,-999,-999,0.00177559,0.00177559
7,572535.3431,5943849.585,572665.2564,5943749.185,0,12,0.017900502,0.010520125,-999,-999,-999,0.00474412,0.007006116
7,572914.254,5943498.696,572969.7792,5943392.602,0,12,0.011607665,0.006821825,-999,-999,-999,0.00330515,0.003305152
7,571418.3759,5940979.462,571453.9988,5940917.478,0,12,0.005439902,0.00319703,-999,-999,-999,0.00126769,0.001919061
7,571719.5998,5941577.128,571801.1941,5941568.977,0,12,0.00800788,0.004706231,-999,-999,-999,0.00197673,0.002934718
7,571801.1941,5941568.977,571836.58,5941565.789,0,12,0.003467902,0.002038086,-999,-999,-999,0.00085604,0.001270913
7,571269.9977,5941094.206,571298.586,5941075.213,0,12,0.002741362,0.001611099,-999,-999,-999,0.00064422,0.000973539
7,571298.586,5941075.213,571301.3849,5941073.323,0,12,0.000304268,0.000178818,-999,-999,-999,0.00006801,6.80056E-05
7,571301.3849,5941073.323,571341.8383,5941046.014,0,12,0.004395677,0.002583339,-999,-999,-999,0.00098246,0.00098246
7,571836.58,5941565.789,572005.8113,5941563.139,0,12,0.016183824,0.009511233,-999,-999,-999,0.00382031,0.005774494
7,572193.3485,5941600.629,572254.2145,5941616.182,0,12,0.006580395,0.003867298,-999,-999,-999,0.00148577,0.001485774
7,572103.8584,5941579.089,572193.3485,5941600.629,0,12,0.009424388,0.005538713,-999,-999,-999,0.00210311,0.002103107
7,572254.2145,5941616.182,572300.9961,5941627.524,0,12,0.004472138,0.002628275,-999,-999,-999,0.00106145,0.001597708
7,572300.9961,5941627.524,572320.1186,5941632.304,0,12,0.001831199,0.001076196,-999,-999,-999,0.00043463,0.000654211
7,572320.1186,5941632.304,572416.4848,5941656.931,0,12,0.009566925,0.005622482,-999,-999,-999,0.00226064,0.003417825
7,573564.5581,5941937.072,573559.2011,5941988.672,0,12,0.006207506,0.003648151,-999,-999,-999,0.00157097,0.002336451
7,573559.2011,5941988.672,573537.281,5942059.204,0,12,0.00773086,0.004543426,-999,-999,-999,0.00212327,0.00212327
7,570773.7875,5941223.762,570686.2329,5941256.551,0,12,0.005008132,0.002943279,-999,-999,-999,0.00111874,0.001127157
7,570686.2329,5941256.551,570661.013,5941264.758,0,12,0.001420416,0.000834779,-999,-999,-999,0.0003173,0.000319687
7,569088.457,5940529.867,569074.2153,5940690.583,0,12,0.012284915,0.007219845,-999,-999,-999,0.00200148,0.003288729
7,569074.2153,5940690.583,569070.6673,5940725.189,0,12,0.002648628,0.001556599,-999,-999,-999,0.00043152,0.00070905
7,569064.7016,5940839.074,569080.6655,5940858.736,0,12,0.002049642,0.001204575,-999,-999,-999,0.00033393,0.000548699
7,569070.6673,5940725.189,569064.7016,5940839.074,0,12,0.00868339,0.005103228,-999,-999,-999,0.00141472,0.002324584
7,569080.6655,5940858.736,569210.413,5940807.754,0,12,0.010894385,0.00640263,-999,-999,-999,0.00177494,0.002916477
7,569210.413,5940807.754,569302.1755,5940747.891,0,12,0.008485504,0.004986931,-999,-999,-999,0.00138248,0.002271609
7,569302.1755,5940747.891,569326.3657,5940738.98,0,12,0.001962877,0.001153583,-999,-999,-999,0.0003198,0.000525471
7,569326.3657,5940738.98,569328.8934,5940738.306,0,12,0.000130502,7.66961E-05,-999,-999,-999,0.00003144,3.16365E-05
7,569424.8885,5940712.742,569470.5077,5940700.592,0,12,0.002842301,0.001670421,-999,-999,-999,0.0005422,0.000553772
7,569470.5077,5940700.592,569518.8083,5940687.278,0,12,0.003814633,0.00224186,-999,-999,-999,0.00062149,0.001021195
7,569860.6089,5940630.294,569897.3528,5940642.834,0,12,0.002907562,0.001708774,-999,-999,-999,0.00048162,0.00051463
7,570361.9971,5940862.113,570415.0854,5940930.955,0,12,0.005854112,0.003440462,-999,-999,-999,0.00103067,0.001075068
7,570322.9601,5940810.924,570361.9971,5940862.113,0,12,0.00433359,0.002546851,-999,-999,-999,0.00076297,0.000795834
7,570415.0854,5940930.955,570472.9174,5941008.332,0,12,0.00650173,0.003821067,-999,-999,-999,0.00114469,0.001193998
7,570534.4849,5941086.875,570562.138,5941123.388,0,12,0.003082067,0.001811331,-999,-999,-999,0.00054263,0.000566
7,570623.4434,5941202.148,570633.4532,5941214.169,0,12,0.001052463,0.000618532,-999,-999,-999,0.0001853,0.000193278
7,570633.4532,5941214.169,570661.013,5941264.758,0,12,0.005067114,0.002977943,-999,-999,-999,0.00074921,0.00126036
7,568536.4533,5943361.149,568633.766,5943433.941,0,12,0.012431196,0.007305814,-999,-999,-999,0.00386103,0.003861029
7,568527.6072,5943353.072,568536.4533,5943361.149,0,12,0.001220403,0.000717231,-999,-999,-999,0.00037905,0.000379047
7,568711.244,5943459.572,568802.4197,5943464.185,0,12,0.009872028,0.005801791,-999,-999,-999,0.00300688,0.003006876
7,568802.4197,5943464.185,568839.7648,5943464.852,0,12,0.004034091,0.002370836,-999,-999,-999,0.00122873,0.001228726
7,568839.7648,5943464.852,568953.7485,5943497.775,0,12,0.011543365,0.006784035,-999,-999,-999,0.0036826,0.003682604
7,569241.2943,5943679.372,569302.2248,5943712.181,0,12,0.006693431,0.003933729,-999,-999,-999,0.00213536,0.002135362
7,569302.2248,5943712.181,569419.822,5943802.638,0,12,0.014393196,0.008458881,-999,-999,-999,0.00459177,0.004591768
7,569493.7162,5943869.008,569648.9108,5943955.264,0,12,0.017185993,0.010100208,-999,-999,-999,0.00548274,0.005482735
7,569648.9108,5943955.264,569666.8894,5943964.468,0,12,0.001953701,0.00114819,-999,-999,-999,0.00062328,0.000623276
7,569755.2174,5944010.581,569802.0312,5944035.452,0,12,0.00512641,0.003012791,-999,-999,-999,0.00163545,0.001635445
7,569802.0312,5944035.452,569898.9234,5944080.52,0,12,0.01034079,0.006077282,-999,-999,-999,0.00329895,0.003298955
7,569898.9234,5944080.52,570060.5308,5944190.003,0,12,0.018903819,0.011109774,-999,-999,-999,0.00603076,0.006030762
7,570060.5308,5944190.003,570100.7053,5944219.521,0,12,0.004529193,0.002661807,-999,-999,-999,0.00147815,0.001478147
7,570100.7053,5944219.521,570301.8368,5944313.834,0,12,0.018137334,0.010659311,-999,-999,-999,0.00589948,0.005899479
7,570301.8368,5944313.834,570392.4212,5944353.693,0,12,0.008060404,0.004737099,-999,-999,-999,0.00262178,0.002621785
7,570482.7305,5944394.431,570801.6421,5944568.99,0,12,0.029810889,0.017519859,-999,-999,-999,0.00920175,0.009201747
7,570801.6421,5944568.99,570851.6712,5944600.206,0,12,0.00482443,0.002835318,-999,-999,-999,0.00148916,0.00148916
7,571031.5619,5944687.156,571130.4311,5944731.355,0,12,0.008296677,0.004875957,-999,-999,-999,0.00255249,0.00255249
7,571221.233,5944772.624,571300.4578,5944827.259,0,12,0.009544516,0.005609312,-999,-999,-999,0.0026916,0.003882482
7,571321.7007,5944860.505,571351.7492,5944938.884,0,12,0.008313251,0.004885698,-999,-999,-999,0.00234437,0.003381633
7,571300.4578,5944827.259,571301.4474,5944828.794,0,12,0.000180401,0.000106022,-999,-999,-999,0.00005087,0.000073383
7,571301.4474,5944828.794,571321.7007,5944860.505,0,12,0.003711537,0.00218127,-999,-999,-999,0.00104667,0.001509765
7,571351.7492,5944938.884,571353.521,5945087.364,0,12,0.014821974,0.008710874,-999,-999,-999,0.00417125,0.00600588
7,571353.521,5945087.364,571330.7945,5945160.852,0,12,0.008336202,0.004899186,-999,-999,-999,0.00220757,0.003135229
7,571246.5908,5945360.308,571236.2202,5945384.246,0,12,0.002740761,0.001610745,-999,-999,-999,0.00077987,0.001122953
7,571253.3888,5945344.618,571246.5908,5945360.308,0,12,0.001796721,0.001055933,-999,-999,-999,0.00051125,0.000736158
7,569253.2532,5944247.524,569297.326,5944266.515,0,12,0.002803304,0.001647502,-999,-999,-999,0.00061453,0.000931394
7,569522.2114,5944506.214,569548.2907,5944543.161,0,12,0.002214717,0.001301589,-999,-999,-999,0.00054722,0.000547224
7,568726.1858,5944174.555,568779.1611,5944193.753,0,12,0.002899445,0.001704004,-999,-999,-999,0.00073781,0.000737813
7,568779.1611,5944193.753,568802.4321,5944209.437,0,12,0.0016522,0.000970998,-999,-999,-999,0.00036154,0.000546663
7,568802.4321,5944209.437,569060.4297,5944229.094,0,12,0.015472528,0.009093205,-999,-999,-999,0.00338577,0.005119393
7,578417.8417,5944637.689,578660.7136,5944614.681,0,12,0.016139467,0.009485165,-999,-999,-999,0.0049494,0.004949404
7,578660.7136,5944614.681,578726.517,5944586.411,0,12,0.004738029,0.00278454,-999,-999,-999,0.00145299,0.001452986
7,578726.517,5944586.411,578798.4577,5944551.029,0,12,0.004909042,0.002885044,-999,-999,-999,0.0015655,0.001565504
7,578798.4577,5944551.029,579038.96,5944432.747,0,12,0.016411625,0.009645112,-999,-999,-999,0.0052337,0.005233702
7,577162.9613,5942223.581,577194.3057,5942265.608,0,12,0.006664822,0.003916916,-999,-999,-999,0.00200988,0.002009884
7,577652.2855,5940434.522,577784.1329,5940431.031,0,12,0.008995713,0.005286781,-999,-999,-999,0.00239639,0.002396394
7,577184.1105,5945149.493,577182.6214,5945168.045,0,12,0.000888919,0.000522418,-999,-999,-999,0.00027409,0.000386365
7,577165.4674,5945119.825,577184.1105,5945149.493,0,12,0.001900423,0.001116879,-999,-999,-999,0.00055895,0.000558948
7,577133.7392,5945360.209,577122.829,5945397.875,0,12,0.001706375,0.001002836,-999,-999,-999,0.00055304,0.000553036
7,577182.6214,5945168.045,577133.7392,5945360.209,0,12,0.008646672,0.005081649,-999,-999,-999,0.00280238,0.002802384
7,577573.3763,5944997.407,577604.3405,5944989.749,0,12,0.002532697,0.001488466,-999,-999,-999,0.00074797,0.001076963
7,577540.8857,5940186.663,577643.4446,5940174.066,0,12,0.008444809,0.004963014,-999,-999,-999,0.00184461,0.002790238
7,577643.4446,5940174.066,577781.6694,5940163.238,0,12,0.011376004,0.006685678,-999,-999,-999,0.00248488,0.00375873
7,577781.6694,5940163.238,577798.7825,5940158.164,0,12,0.001455411,0.000855345,-999,-999,-999,0.00031791,0.00048088
7,577798.7825,5940158.164,577885.8774,5940130.129,0,12,0.007461224,0.004384962,-999,-999,-999,0.00162977,0.002465253
7,577885.8774,5940130.129,578023.5517,5940059.073,0,12,0.012646433,0.007432309,-999,-999,-999,0.00276238,0.004178491
7,578111.7247,5940012.819,578136.8253,5940002.726,0,12,0.001897177,0.001114971,-999,-999,-999,0.00048816,0.000732649
7,578136.8253,5940002.726,578205.6076,5939985.392,0,12,0.00442002,0.002597646,-999,-999,-999,0.00121638,0.001216376
7,578205.6076,5939985.392,578267.0031,5939980.383,0,12,0.00383338,0.002252878,-999,-999,-999,0.00105493,0.001054934
7,578267.0031,5939980.383,578298.5805,5939978.764,0,12,0.001596682,0.00093837,-999,-999,-999,0.00044029,0.00044029
7,578298.5805,5939978.764,578798.3844,5940149.694,0,12,0.02753583,0.016182808,-999,-999,-999,0.00759308,0.007593082
7,578798.3844,5940149.694,579079.4745,5940272.403,0,12,0.01559933,0.009167726,-999,-999,-999,0.00430156,0.004301558
7,577593.269,5940435.963,577652.2855,5940434.522,0,12,0.004544846,0.002671006,-999,-999,-999,0.00113414,0.001721891
7,577784.1329,5940431.031,577798.7871,5940430.437,0,12,0.001068856,0.000628167,-999,-999,-999,0.00028284,0.000428731
7,577798.7871,5940430.437,578024.5171,5940426.649,0,12,0.016458345,0.00967257,-999,-999,-999,0.00435516,0.006601635
7,578024.5171,5940426.649,578172.982,5940423.16,0,12,0.00980445,0.005762075,-999,-999,-999,0.00264704,0.002647038
7,578698.1986,5940615.965,578788.4989,5940674.496,0,12,0.020358564,0.011964728,-999,-999,-999,0.00524242,0.005242419
7,577761.1636,5941228.617,577798.7996,5941183.119,0,12,0.010268069,0.006034544,-999,-999,-999,0.00280323,0.00280323
7,577798.7996,5941183.119,577962.3662,5940861.987,0,12,0.062692741,0.036844524,-999,-999,-999,0.0171154,0.017115403
7,577962.3662,5940861.987,577994.3556,5940814.895,0,12,0.009901415,0.005819061,-999,-999,-999,0.00270313,0.002703131
7,577994.3556,5940814.895,578215.5035,5940536.368,0,12,0.060266927,0.035418873,-999,-999,-999,0.01658168,0.016581678
7,577314.1825,5942425.293,577355.7977,5942485.151,0,12,0.009348897,0.005494347,-999,-999,-999,0.00281218,0.002812181
7,578064.0439,5942978.202,578135.9227,5943040.261,0,12,0.008484997,0.004986633,-999,-999,-999,0.00255548,0.002555482
7,578405.8709,5943360.984,578438.4377,5943400.024,0,12,0.00661536,0.003887847,-999,-999,-999,0.0020344,0.0020344
7,578345.9753,5943289.184,578405.8709,5943360.984,0,12,0.012166748,0.007150398,-999,-999,-999,0.0037416,0.0037416
7,578438.4377,5943400.024,578579.5586,5943573.607,0,12,0.029112267,0.01710928,-999,-999,-999,0.0089528,0.0089528
7,578590.2645,5943584.942,578701.1325,5943714.489,0,12,0.018400465,0.010813953,-999,-999,-999,0.0065571,0.006557095
7,578821.5271,5943860.778,578860.8223,5943916.156,0,12,0.007329767,0.004307704,-999,-999,-999,0.002612,0.002611998
7,578701.1325,5943714.489,578798.4458,5943832.595,0,12,0.016513818,0.009705171,-999,-999,-999,0.00588478,0.00588478
7,578798.4458,5943832.595,578821.5271,5943860.778,0,12,0.003930783,0.002310121,-999,-999,-999,0.00140075,0.001400754
7,566205.6965,5933313.41,566252.0744,5933337.807,0,12,0.005967493,0.003507096,-999,-999,-999,0.00157889,0.002392973
7,565959.6252,5933456.375,565982.6932,5933469.598,0,12,0.004739854,0.002785612,-999,-999,-999,0.00124807,0.00189658
7,566076.6334,5933427.929,566076.998,5933425.836,0,12,4.37928E-05,0.000025737,-999,-999,-999,0.00001227,1.22688E-05
7,566076.998,5933425.836,566087.4925,5933365.17,0,12,0.001246986,0.000732854,-999,-999,-999,0.00034009,0.00049596
7,566087.4925,5933365.17,566089.1139,5933357.799,0,12,0.000152812,8.98076E-05,-999,-999,-999,0.00004168,6.07775E-05
7,566157.9604,5933561.874,566199.6615,5933571.426,0,12,0.006842436,0.0040213,-999,-999,-999,0.00185752,0.00185752
7,575299.7067,5935902.035,575185.5129,5935927.614,0,12,0.036096505,0.021213916,-999,-999,-999,0.00893631,0.009504781
7,575434.6816,5935864.019,575299.7067,5935902.035,0,12,0.043264015,0.025426262,-999,-999,-999,0.01071075,0.0113921
7,575799.5048,5935731.53,575434.6816,5935864.019,0,12,0.119708207,0.070352513,-999,-999,-999,0.02963582,0.031521064
7,576019.0242,5935650.834,575799.5048,5935731.53,0,12,0.072128272,0.042389785,-999,-999,-999,0.01785659,0.018992515
7,576754.3461,5935217.245,576628.0014,5935107.977,0,12,0.182208026,0.107083657,-999,-999,-999,0.03278296,0.038925583
7,576286.5341,5934534.21,576230.1483,5934364.603,0,12,0.194866506,0.114523045,-999,-999,-999,0.03506048,0.041629848
7,576230.1483,5934364.603,576160.0137,5934072.73,0,12,0.327159598,0.192271696,-999,-999,-999,0.05886272,0.069891972
7,576009.9894,5933389.615,576003.1987,5933365.005,0,12,0.02782251,0.016351289,-999,-999,-999,0.00500584,0.005943796
7,576003.1987,5933365.005,575864.8584,5932946.783,0,12,0.480444851,0.282357439,-999,-999,-999,0.08644188,0.102638707
7,575864.8584,5932946.783,575829.6489,5932865.207,0,12,0.096834099,0.0569094,-999,-999,-999,0.01742244,0.020686925
7,575799.4559,5932792.13,575596.3332,5932365.41,0,12,0.515075923,0.30271012,-999,-999,-999,0.09267272,0.110037035
7,575829.6489,5932865.207,575799.4559,5932792.13,0,12,0.086169167,0.050641619,-999,-999,-999,0.0155036,0.018408548
7,575596.3332,5932365.41,575325.1974,5931865.613,0,12,0.619731699,0.36421632,-999,-999,-999,0.11150244,0.132394925
7,575325.1974,5931865.613,575303.6761,5931828.537,0,12,0.046723079,0.027459154,-999,-999,-999,0.00840644,0.009981575
7,575299.6388,5931821.809,575180.6539,5931622.44,0,12,0.25302797,0.148704538,-999,-999,-999,0.04552492,0.054055036
7,575303.6761,5931828.537,575299.6388,5931821.809,0,12,0.008551555,0.005025749,-999,-999,-999,0.0015386,0.001826891
7,575180.6539,5931622.44,575132.5008,5931547.473,0,12,0.097117336,0.057075858,-999,-999,-999,0.0174734,0.020747434
7,571301.2637,5933787.054,571258.9909,5933809.607,0,12,0.012701929,0.007464924,-999,-999,-999,0.00434054,0.004340541
7,571697.3949,5933521.442,571301.2637,5933787.054,0,12,0.126619128,0.074414061,-999,-999,-999,0.04326866,0.043268662
7,572628.1009,5932922.137,572306.752,5933109.838,0,12,0.124343327,0.073076573,-999,-999,-999,0.04146267,0.041462669
7,575207.3149,5939067.086,575299.7608,5939149.831,0,12,0.017668482,0.010383767,-999,-999,-999,0.00533716,0.00533716
7,575299.7608,5939149.831,575510.6801,5939346.431,0,12,0.041119221,0.024165766,-999,-999,-999,0.01242098,0.01242098
7,575057.5565,5939066.217,575037.1943,5939086.103,0,12,0.002476962,0.001455711,-999,-999,-999,0.00059778,0.000911927
7,574395.7895,5938377.271,574394.5284,5938381.934,0,12,0.000565883,0.000332569,-999,-999,-999,0.00013601,0.000136013
7,574507.7445,5938363.039,574727.2193,5938580.189,0,12,0.047927358,0.028166908,-999,-999,-999,0.0136397,0.013639699
7,574493.9057,5938349.397,574507.7445,5938363.039,0,12,0.003016505,0.0017728,-999,-999,-999,0.00085847,0.00085847
7,574727.2193,5938580.189,574799.9515,5938652.919,0,12,0.015966993,0.009383802,-999,-999,-999,0.00454406,0.004544064
7,574799.9515,5938652.919,574803.0473,5938656.015,0,12,0.000679645,0.000399427,-999,-999,-999,0.00019342,0.000193421
7,573067.8597,5937394.357,573090.0937,5937404.427,0,12,0.005664463,0.003329005,-999,-999,-999,0.00149255,0.002206958
7,568439.9196,5932595.049,568480.5964,5932556.242,0,12,0.01045785,0.006146078,-999,-999,-999,0.00243014,0.002445374
7,568605.7203,5932997.053,568745.8678,5932978.679,0,12,0.03563987,0.020945552,-999,-999,-999,0.00636866,0.011725595
7,568376.4003,5933474.728,568710.781,5933639.685,0,12,0.088964964,0.052284709,-999,-999,-999,0.01663803,0.029713433
7,570127.9029,5934178.471,570120.1909,5934204.229,0,12,0.001547826,0.000909657,-999,-999,-999,0.00044762,0.000447616
7,568802.2662,5934234.909,568696.386,5934225.879,0,12,0.032914546,0.019343878,-999,-999,-999,0.00893939,0.013385688
7,568842.0013,5934239.205,568802.2662,5934234.909,0,12,0.012377008,0.007273968,-999,-999,-999,0.00336152,0.005033482
7,568941.4698,5934364.724,568938.9852,5934440.294,0,12,0.012836864,0.007544225,-999,-999,-999,0.00321016,0.004905254
7,568941.9309,5934350.698,568941.4698,5934364.724,0,12,0.002382728,0.001400329,-999,-999,-999,0.00059586,0.000910494
7,576326.4727,5939362.611,576340.6708,5939399.211,0,12,0.006896967,0.004053347,-999,-999,-999,0.00176962,0.002625554
7,576302.7336,5939298.394,576326.4727,5939362.611,0,12,0.01202449,0.007066793,-999,-999,-999,0.00308524,0.004577513
7,576344.5908,5939248.527,576452.8335,5939258.58,0,12,0.005489622,0.003226251,-999,-999,-999,0.00146622,0.00146622
7,575208.9402,5938883.584,575187.012,5938916.588,0,12,0.001931657,0.001135235,-999,-999,-999,0.00049946,0.000499464
7,574542.9361,5938116.834,574585.077,5938143.272,0,12,0.007744212,0.004551273,-999,-999,-999,0.00161056,0.00252956
7,574654.6253,5937706.88,574799.9377,5937823.004,0,12,0.020495576,0.01204525,-999,-999,-999,0.0047686,0.007232684
7,574799.9377,5937823.004,574863.223,5937852.587,0,12,0.007629891,0.004484087,-999,-999,-999,0.00177521,0.002692512
7,574555.6711,5937727.192,574545.1193,5937758.132,0,12,0.005332711,0.003134034,-999,-999,-999,0.00141307,0.001413072
7,574571.9256,5936381.394,574785.278,5936392.014,0,12,0.049844945,0.029293874,-999,-999,-999,0.01061204,0.017006199
7,569057.9672,5933186.527,568990.231,5933236.028,0,12,0.016733439,0.009834242,-999,-999,-999,0.00325687,0.003622011
7,572714.3276,5938455.519,572687.0309,5938770.897,0,12,0.031210612,0.018342476,-999,-999,-999,0.00812314,0.012406821
7,572821.1609,5938385.181,572838.1883,5938391.536,0,12,0.002608466,0.001532996,-999,-999,-999,0.00070902,0.00070902
7,573138.3004,5936601.151,573126.6246,5936659.531,0,12,0.015264813,0.00897113,-999,-999,-999,0.00354799,0.003547989
7,573196.362,5936366.016,573186.1067,5936407.258,0,12,0.006567795,0.003859893,-999,-999,-999,0.00158647,0.002467705
7,573533.8315,5935020.117,573661.8535,5934974.723,0,12,0.011382016,0.006689211,-999,-999,-999,0.00311694,0.003116942
7,573959.1309,5934947.521,574040.4209,5935107.64,0,12,0.038384359,0.022558488,-999,-999,-999,0.00908361,0.014134751
7,569217.7089,5933071.384,569302.0471,5933025.822,0,12,0.01891148,0.011114277,-999,-999,-999,0.00339486,0.006276655
7,569302.0471,5933025.822,569318.808,5933016.183,0,12,0.003813848,0.002241398,-999,-999,-999,0.00068464,0.001265803
7,575906.6042,5933451.572,575994.101,5933395.038,0,12,0.017757362,0.010436002,-999,-999,-999,0.00458513,0.004585126
7,575994.101,5933395.038,576009.9894,5933389.615,0,12,0.002832473,0.001664644,-999,-999,-999,0.00073137,0.000731372
7,576009.9894,5933389.615,576016.5075,5933387.391,0,12,0.001162343,0.000683109,-999,-999,-999,0.00030013,0.000300128
7,573413.4938,5933864.849,573448.3911,5933932.112,0,12,0.016938228,0.009954597,-999,-999,-999,0.0040058,0.006193677
7,573403.9544,5933846.462,573413.4938,5933864.849,0,12,0.00462947,0.002720739,-999,-999,-999,0.00109484,0.001692824
7,573450.7136,5933712.637,573597.8767,5933642.115,0,12,0.02342311,0.013765762,-999,-999,-999,0.00576599,0.008533894
7,572267.4042,5934383.731,572278.55,5934364.669,0,12,0.002672227,0.001570468,-999,-999,-999,0.00059378,0.000593779
7,572278.55,5934364.669,572300.8746,5934326.938,0,12,0.005308164,0.003119608,-999,-999,-999,0.00117949,0.001179494
7,572300.8746,5934326.938,572353.263,5934283.57,0,12,0.008246525,0.004846483,-999,-999,-999,0.00183241,0.00183241
7,572800.6544,5933052.323,572786.1504,5933063.698,0,12,0.0039906,0.002345276,-999,-999,-999,0.00098691,0.00148903
7,572860.7098,5933005.222,572800.6544,5933052.323,0,12,0.016522904,0.00971051,-999,-999,-999,0.00408625,0.006165262
7,571683.804,5932140.654,571728.8196,5932286.618,0,12,0.038421018,0.022580032,-999,-999,-999,0.00780553,0.013489303
7,569497.666,5932927.244,569625.3433,5932870.332,0,12,0.050967485,0.029953591,-999,-999,-999,0.00805478,0.008946264
7,569248.6824,5932865.316,569280.2634,5932881.479,0,12,0.005650363,0.003320718,-999,-999,-999,0.00088725,0.000978637
7,569202.9336,5932841.902,569248.6824,5932865.316,0,12,0.008184986,0.004810316,-999,-999,-999,0.00128525,0.001417631
7,569201.8737,5932839.438,569302.0433,5932794.694,0,12,0.011975839,0.0070382,-999,-999,-999,0.00195551,0.003639113
7,569302.0433,5932794.694,569801.8404,5932562.932,0,12,0.060079771,0.035308882,-999,-999,-999,0.00981029,0.018256513
7,569801.8404,5932562.932,570120.3811,5932415.221,0,12,0.038290853,0.022503534,-999,-999,-999,0.00625243,0.011635488
7,569120.6013,5932197.153,569219.546,5932186.537,0,12,0.009319871,0.005477288,-999,-999,-999,0.00210648,0.0031856
7,567866.486,5932260.56,567875.9921,5932249.384,0,12,0.002410709,0.001416774,-999,-999,-999,0.00038468,0.000758896
7,567875.9921,5932249.384,567894.9443,5932238.058,0,12,0.003538376,0.002079504,-999,-999,-999,0.00056462,0.001113888
7,567894.9443,5932238.058,567900.0922,5932234.94,0,12,0.000964284,0.000566709,-999,-999,-999,0.00015387,0.000303559
7,567900.0922,5932234.94,567911.7675,5932229.122,0,12,0.002091951,0.001229439,-999,-999,-999,0.00033381,0.000658551
7,567911.7675,5932229.122,568024.3075,5932170.475,0,12,0.019033843,0.01118619,-999,-999,-999,0.00423031,0.007058976
7,568476.6535,5934364.732,568474.5074,5934369.332,0,12,0.000326695,0.000191999,-999,-999,-999,0.000076,0.000120396
7,568502.2097,5934309.949,568476.6535,5934364.732,0,12,0.003888826,0.002285463,-999,-999,-999,0.00090463,0.001433139
7,568429.7329,5934207.155,568343.2185,5934200.969,0,12,0.03424031,0.02012303,-999,-999,-999,0.00838198,0.013182532
7,568893.4368,5933720.497,569055.3966,5933765.063,0,12,0.045290543,0.026617252,-999,-999,-999,0.00845087,0.008582915
7,568756.4331,5933769.037,568723.1112,5933840.117,0,12,0.010932768,0.006425188,-999,-999,-999,0.00207031,0.00227177
