SNAP,xcor_start,ycor_start,xcor_end,ycor_end,elevation,width,NOx,NMVOC,CO,SO2,NH3,PM2.5,PM10
7,564606.7098,5931401.476,564663.7473,5931413.67,0,12,0.009723466,0.005714481,-999,-999,-999,0.00192022,0.00213571
7,564663.7473,5931413.67,564694.8349,5931413.37,0,12,0.005118306,0.003008029,-999,-999,-999,0.00101078,0.00112421
7,564695.0648,5931413.14,564742.7559,5931416.238,0,12,0.007863311,0.004621268,-999,-999,-999,0.00155287,0.001727136
7,564742.7559,5931416.238,564787.223,5931419.46,0,12,0.007335362,0.004310992,-999,-999,-999,0.00144861,0.001611175
7,559153.0848,5934616.087,559220.6635,5934632.736,0,12,0.005195989,0.003053683,-999,-999,-999,0.00123455,0.001895024
7,559148.0073,5934650.343,559214.8908,5934656.37,0,12,0.003495744,0.002054449,-999,-999,-999,0.00096499,0.000964992
7,559036.8023,5934624.953,559148.0073,5934650.343,0,12,0.006833019,0.004015765,-999,-999,-999,0.00172138,0.002545545
7,565129.4412,5933179.43,565126.0487,5933182.875,0,12,0.000189922,0.000111617,-999,-999,-999,0.00005576,5.57568E-05
7,565156.5807,5933200.161,565151.6675,5933207.357,0,12,0.000349759,0.000205553,-999,-999,-999,0.00009139,9.13856E-05
7,570701.725,5934090.124,570705.2466,5934122.072,0,12,0.00068383,0.000401887,-999,-999,-999,0.00019676,0.000196758
7,564923.8666,5933274.23,564973.155,5933274.284,0,12,0.004663575,0.002740783,-999,-999,-999,0.00125152,0.001882703
7,564613.6586,5933298.991,564641.5059,5933283.788,0,12,0.004354728,0.002559274,-999,-999,-999,0.00109947,0.001099474
7,564553.007,5933330.401,564613.6586,5933298.991,0,12,0.009374876,0.005509615,-999,-999,-999,0.00236695,0.002366951
7,565700.7143,5930201.726,565803.393,5930176.948,0,12,0.006837323,0.004018295,-999,-999,-999,0.00110784,0.001741572
7,565803.393,5930176.948,565806.9015,5930176.084,0,12,0.000233495,0.000137225,-999,-999,-999,0.00003783,5.94748E-05
7,565165.287,5933183.297,565156.5807,5933200.161,0,12,0.000840687,0.000494072,-999,-999,-999,0.00021117,0.000328052
7,565145.4745,5933163.466,565129.4412,5933179.43,0,12,0.000975806,0.000573481,-999,-999,-999,0.00027337,0.000403945
7,564616.8222,5931365.99,564701.372,5931393.908,0,12,0.014845062,0.008724443,-999,-999,-999,0.00293164,0.003260643
7,564555.4961,5931155.265,564616.8222,5931365.99,0,12,0.037413636,0.021987994,-999,-999,-999,0.00738855,0.008217715
7,564744.0851,5931400.644,564788.3775,5931405.382,0,12,0.007328783,0.004307126,-999,-999,-999,0.00144731,0.00160973
7,564787.223,5931419.46,564795.165,5931414.468,0,12,0.001542729,0.000906662,-999,-999,-999,0.00030466,0.000338853
7,564705.096,5933236.431,564729.1371,5933232.42,0,12,0.00267139,0.001569976,-999,-999,-999,0.00074976,0.000749761
7,564923.3226,5933244.685,564944.286,5933245.316,0,12,0.002879828,0.001692475,-999,-999,-999,0.00072709,0.000727094
7,565965.3928,5923210.456,565904.7914,5923167.453,0,12,0.024165044,0.014201796,-999,-999,-999,0.00576516,0.005765162
7,561650.5246,5919870.617,561681.1861,5920028.574,0,12,0.00497964,0.002926534,-999,-999,-999,0.00083881,0.000988024
7,561617.226,5919689.76,561650.5246,5919870.617,0,12,0.005685637,0.003341449,-999,-999,-999,0.00095774,0.001128103
7,561804.8211,5920284.935,561665.4871,5920140.51,0,12,0.007172619,0.004215348,-999,-999,-999,0.00120582,0.001421863
7,561824.9683,5920313.062,561804.8211,5920284.935,0,12,0.001235588,0.000726155,-999,-999,-999,0.00020772,0.000244936
7,561617.6125,5920085.213,561586.603,5919971.898,0,12,0.00389232,0.002287516,-999,-999,-999,0.00068688,0.000825806
7,565165.7868,5933182.508,565169.9445,5933147.911,0,12,0.001788508,0.001051106,-999,-999,-999,0.00044925,0.00069791
7,565145.4945,5933163.596,565166.2559,5933140.994,0,12,0.001323784,0.000777988,-999,-999,-999,0.00037086,0.000547995
7,564523.9841,5940514.329,564644.8137,5940374.283,0,12,0.032421415,0.019054066,-999,-999,-999,0.00804378,0.01209623
7,565164.7559,5933300.531,565179.7183,5933309.987,0,12,0.001933401,0.00113626,-999,-999,-999,0.00054263,0.000542634
7,564950.4136,5933244.727,564973.3392,5933244.889,0,12,0.002759453,0.00162173,-999,-999,-999,0.0007405,0.001114311
7,565264.2877,5944626.099,565201.1264,5944839.545,0,12,0.016779554,0.009861344,-999,-999,-999,0.00460142,0.004601422
7,565165.2671,5933190.485,565303.6424,5933211.239,0,12,0.000979859,0.000575863,-999,-999,-999,0.00020331,0.000345916
7,565303.6424,5933211.239,565524.6356,5933246.286,0,12,0.001557544,0.000915369,-999,-999,-999,0.00032318,0.000549854
7,565398.1549,5933220.059,565400.005,5933207.575,0,12,6.47406E-05,3.80481E-05,-999,-999,-999,0.00001111,2.11385E-05
7,565295.7668,5930366.377,565139.3543,5930437.767,0,12,0.003791321,0.002228159,-999,-999,-999,0.00068808,0.001217042
7,565303.5951,5930362.616,565295.7668,5930366.377,0,12,0.000191528,0.000112561,-999,-999,-999,0.00003476,6.14818E-05
7,565362.6211,5930336.138,565303.5951,5930362.616,0,12,0.001426429,0.000838312,-999,-999,-999,0.00025888,0.000457894
7,559527.8227,5935050.447,559556.5344,5935233.544,0,12,0.019020536,0.011178369,-999,-999,-999,0.00376255,0.004420252
7,559511.4523,5935230.866,559479.9409,5934993.331,0,12,0.024178159,0.014209504,-999,-999,-999,0.00478481,0.005621434
7,559469.8253,5934364.881,559479.1021,5934446.909,0,12,0.006180678,0.003632384,-999,-999,-999,0.00112195,0.001319703
7,559475.5004,5934257.654,559469.8253,5934364.881,0,12,0.008044443,0.004727719,-999,-999,-999,0.00146028,0.001717656
7,566940.8613,5940337.212,566938.74,5940356.202,0,12,0.0015535,0.000912992,-999,-999,-999,0.00039311,0.000572166
7,566937.9945,5940362.369,566933.1428,5940402.506,0,12,0.003286563,0.001931513,-999,-999,-999,0.00083165,0.001210466
7,566938.74,5940356.202,566937.9945,5940362.369,0,12,0.000504563,0.000296531,-999,-999,-999,0.00012768,0.000185834
7,566852.4756,5940685.841,566846.7235,5940699.428,0,12,0.001126778,0.000662208,-999,-999,-999,0.00030465,0.0004428
7,566974.4645,5940342.395,566972.5666,5940358.41,0,12,0.001310562,0.000770218,-999,-999,-999,0.00033163,0.00048269
7,566973.196,5940362.369,566968.8893,5940407.214,0,12,0.0036725,0.002158328,-999,-999,-999,0.00092931,0.00135261
7,566972.5666,5940358.41,566973.196,5940362.369,0,12,0.000325813,0.00019148,-999,-999,-999,0.00008245,0.000119999
7,571958.0193,5945263.264,571983.6331,5945266.832,0,12,0.000908554,0.000533957,-999,-999,-999,0.0001635,0.000163498
7,571983.6431,5945266.832,572046.693,5945270.941,0,12,0.002219935,0.001304656,-999,-999,-999,0.00039949,0.000399487
7,567899.4542,5942565.556,567878.593,5942626.905,0,12,0.00917629,0.005392906,-999,-999,-999,0.00258849,0.003776561
7,567899.4542,5942565.556,567895.1391,5942634.352,0,12,0.00453094,0.002662834,-999,-999,-999,0.00131633,0.00131633
7,568389.9978,5940461.684,568368.7743,5940577.27,0,12,0.005087254,0.002989779,-999,-999,-999,0.001519,0.001519004
7,568368.7743,5940577.27,568340.7722,5940731.275,0,12,0.006857076,0.004029904,-999,-999,-999,0.00204193,0.002041934
7,568317.1213,5940862.147,568309.3634,5940903.601,0,12,0.001630644,0.000958329,-999,-999,-999,0.00050966,0.000718285
7,568323.4389,5940828.39,568317.1213,5940862.147,0,12,0.001328014,0.000780474,-999,-999,-999,0.00041507,0.000584979
7,568302.5767,5940940.709,568297.2993,5940969.565,0,12,0.001134378,0.000666674,-999,-999,-999,0.00035455,0.000499684
7,568309.3634,5940903.601,568302.5767,5940940.709,0,12,0.001458651,0.000857249,-999,-999,-999,0.0004559,0.000642524
7,568297.2993,5940969.565,568289.6735,5941037.348,0,12,0.002649071,0.001556859,-999,-999,-999,0.00082796,0.001166894
7,568289.6735,5941037.348,568302.5806,5941171.598,0,12,0.005215045,0.003064882,-999,-999,-999,0.00162995,0.002297183
7,568302.5806,5941171.598,568320.6148,5941258.779,0,12,0.003446034,0.002025234,-999,-999,-999,0.00107705,0.001517949
7,568420.4381,5941442.714,568434.1727,5941446.203,0,12,0.000503384,0.000295839,-999,-999,-999,0.00016575,0.000165754
7,571840.0584,5933384.99,571872.3084,5933365.074,0,12,0.002327909,0.001368112,-999,-999,-999,0.00067953,0.000679526
7,571872.3084,5933365.074,572298.3353,5933104.25,0,12,0.030697456,0.018040895,-999,-999,-999,0.00896072,0.008960717
7,571383.4301,5933734.864,571680.7478,5933505.233,0,12,0.008732138,0.005131877,-999,-999,-999,0.00197396,0.002184918
7,566803.053,5933674.253,566746.5355,5933675.545,0,12,0.011991428,0.007047362,-999,-999,-999,0.00315775,0.003157752
7,566861.4697,5933672.315,566803.053,5933674.253,0,12,0.012398564,0.007286636,-999,-999,-999,0.00326496,0.003264965
7,566861.4697,5933672.315,566913.4587,5933650.564,0,12,0.008799124,0.005171245,-999,-999,-999,0.00204837,0.00318852
7,570705.2466,5934122.072,570714.4645,5934218.933,0,12,0.002525973,0.001484514,-999,-999,-999,0.00072421,0.00072421
7,570714.4645,5934218.933,570717.184,5934252.379,0,12,0.000871142,0.00051197,-999,-999,-999,0.00024976,0.000249761
7,570411.8537,5934134.523,570428.6575,5934167.328,0,12,0.000858702,0.000504659,-999,-999,-999,0.00023302,0.000340126
7,570428.6575,5934167.328,570462.9549,5934231.002,0,12,0.001685032,0.000990293,-999,-999,-999,0.00045725,0.000667429
7,570485.9365,5934275.384,570524.6223,5934348.664,0,12,0.001966388,0.001155646,-999,-999,-999,0.00055046,0.000550456
7,570462.9549,5934231.002,570485.9365,5934275.384,0,12,0.001186,0.000697012,-999,-999,-999,0.000332,0.000332
7,570532.835,5934364.698,570559.9695,5934427.672,0,12,0.001719994,0.00101084,-999,-999,-999,0.00046032,0.000673595
7,570524.6223,5934348.664,570532.835,5934364.698,0,12,0.000449779,0.000264335,-999,-999,-999,0.00012037,0.000176146
7,566372.5619,5932922.891,566338.7606,5932921.314,0,12,0.001289511,0.000757846,-999,-999,-999,0.00033878,0.000338776
7,566372.5619,5932922.891,566340.3297,5932933.055,0,12,0.001242997,0.000730509,-999,-999,-999,0.00032656,0.000326556
7,567108.3892,5933541.303,567121.9637,5933533.435,0,12,0.001744898,0.001025477,-999,-999,-999,0.00043772,0.000437716
7,567197.4928,5933488.702,567219.4332,5933476.208,0,12,0.003211304,0.001887283,-999,-999,-999,0.00075174,0.001158803
7,567121.9637,5933533.435,567197.4928,5933488.702,0,12,0.009760315,0.005736137,-999,-999,-999,0.00244842,0.002448422
7,566987.8139,5933610.718,567108.3892,5933541.303,0,12,0.01774545,0.010429001,-999,-999,-999,0.00411416,0.006367485
7,566777.8356,5942361.576,566735.5476,5942563.676,0,12,0.028486003,0.016741224,-999,-999,-999,0.00828759,0.008287588
7,566803.1957,5942264.182,566777.8356,5942361.576,0,12,0.013887909,0.008161924,-999,-999,-999,0.00404049,0.004040485
7,566824.0566,5942212.445,566803.1957,5942264.182,0,12,0.007703094,0.004527108,-999,-999,-999,0.0022411,0.002241103
7,566714.0668,5942361.577,566678.6635,5942571.659,0,12,0.044710224,0.026276199,-999,-999,-999,0.01239576,0.01239576
7,566725.0247,5942327.612,566714.0668,5942361.577,0,12,0.007491452,0.004402726,-999,-999,-999,0.00207698,0.00207698
7,566217.1181,5933476.554,566303.2491,5933501.974,0,12,0.000634341,0.000372802,-999,-999,-999,0.00014017,0.000226871
7,566303.2491,5933501.974,566385.3768,5933525.021,0,12,0.000602853,0.000354297,-999,-999,-999,0.00013321,0.00021561
7,566126.4645,5933448.86,566217.1181,5933476.554,0,12,0.000670629,0.000394129,-999,-999,-999,0.00014818,0.00023985
7,566016.3776,5933298.891,566029.2899,5933305.347,0,12,0.000428868,0.000252046,-999,-999,-999,0.0000335,0.000069312
7,565936.7927,5933357.545,565973.7034,5933305.409,0,12,0.000393046,0.000230993,-999,-999,-999,0.00007669,8.14852E-05
7,566146.8335,5933365.169,566236.3329,5933411.495,0,12,0.000141218,8.29938E-05,-999,-999,-999,0.00002824,4.79133E-05
7,566137.8402,5933360.965,566146.8335,5933365.169,0,12,0.000013902,8.17021E-06,-999,-999,-999,0.00000278,4.71675E-06
7,566217.1181,5933476.554,566236.3329,5933411.495,0,12,0.000275958,0.000162181,-999,-999,-999,0.00005438,9.34587E-05
7,566236.3329,5933411.495,566246.1997,5933389.042,0,12,9.76692E-05,5.74002E-05,-999,-999,-999,0.00001963,0.000020859
7,572279.8189,5929377.903,572268.9859,5929366.659,0,12,0.002463132,0.001447583,-999,-999,-999,0.00045014,0.000549004
7,572268.9859,5929366.659,572255.52,5929354.994,0,12,0.00280983,0.001651337,-999,-999,-999,0.0005135,0.000626279
7,572756.6936,5929547.979,572509.8402,5929447.973,0,12,0.007336962,0.004311933,-999,-999,-999,0.00133545,0.001635926
7,572463.576,5929374.03,572480.7587,5929366.656,0,12,0.004000944,0.002351355,-999,-999,-999,0.00068655,0.000836079
7,572480.7587,5929366.656,572488.2548,5929284.076,0,12,0.020193924,0.011867969,-999,-999,-999,0.00346524,0.004219931
7,572208.0879,5929300.786,572293.2028,5929327.408,0,12,0.017757017,0.010435799,-999,-999,-999,0.00324447,0.003959552
7,567367.9023,5930317.202,567622.2782,5930328.438,0,12,0.155570028,0.091428506,-999,-999,-999,0.02956052,0.034082804
7,567622.2782,5930328.438,567802.599,5930309.118,0,12,0.12192724,0.071656639,-999,-999,-999,0.02210082,0.024944332
7,567802.599,5930309.118,567818.0928,5930305.549,0,12,0.010669723,0.006270596,-999,-999,-999,0.00193402,0.002182852
7,574799.8348,5931638.722,574601.9345,5931692.664,0,12,0.043920106,0.025811846,-999,-999,-999,0.01254086,0.012540864
7,574904.8319,5931623.307,574799.8348,5931638.722,0,12,0.022390146,0.013158689,-999,-999,-999,0.00639324,0.00639324
7,574799.835,5931651.855,574738.3196,5931658.825,0,12,0.013056702,0.007673424,-999,-999,-999,0.00372819,0.003728186
7,574909.2479,5931638.331,574799.835,5931651.855,0,12,0.023256657,0.013667937,-999,-999,-999,0.00664066,0.006640662
7,567327.323,5930591.634,567340.9483,5930633.707,0,12,0.00411642,0.00241922,-999,-999,-999,0.00085277,0.000925344
7,567327.323,5930591.634,567318.5629,5930640.934,0,12,0.004618268,0.002714156,-999,-999,-999,0.00095673,0.001038156
7,567340.9483,5930633.707,567341.6953,5930636.567,0,12,0.000313405,0.000184188,-999,-999,-999,0.00006204,0.000105746
7,568042.2648,5931365.933,568047.2938,5931405.917,0,12,0.00275049,0.001616463,-999,-999,-999,0.00047094,0.0005344
7,567990.7176,5931088.505,568042.2648,5931365.933,0,12,0.0185999,0.010931161,-999,-999,-999,0.00318468,0.003613824
7,567989.9373,5931085.446,567990.7176,5931088.505,0,12,0.000195288,0.000114771,-999,-999,-999,0.0000359,0.000040685
7,574738.3196,5931658.825,574601.9345,5931692.664,0,12,0.031548672,0.018541154,-999,-999,-999,0.00865654,0.008656544
7,577463.0239,5930416.994,577478.3182,5930441.994,0,12,0.000863808,0.00050766,-999,-999,-999,0.00025174,0.000251742
7,577478.3182,5930441.994,577460.5358,5930474.831,0,12,0.001061922,0.000624092,-999,-999,-999,0.00030883,0.000308831
7,577460.5358,5930474.831,577446.9008,5930448.992,0,12,0.000845823,0.00049709,-999,-999,-999,0.0002465,0.000246501
7,577446.9008,5930448.992,577463.0239,5930416.994,0,12,0.00098721,0.000580183,-999,-999,-999,0.00028771,0.000287706
7,567000.06,5927986.337,567212.9871,5928098.358,0,12,0.007144682,0.00419893,-999,-999,-999,0.00156252,0.001562522
7,567008.2176,5928019.413,567191.3862,5928126.727,0,12,0.004774754,0.002806123,-999,-999,-999,0.00098564,0.000985644
7,567006.1881,5928018.524,567008.2176,5928019.413,0,12,4.90398E-05,2.88207E-05,-999,-999,-999,0.00001012,1.01232E-05
7,568163.0568,5931344.666,568021.2169,5931073.841,0,12,0.012957734,0.00761526,-999,-999,-999,0.00203211,0.00397852
7,568047.2938,5931405.917,568085.828,5931615.183,0,12,0.004705612,0.002765488,-999,-999,-999,0.00076687,0.000910661
7,568085.828,5931615.183,568255.2989,5931518.899,0,12,0.003841787,0.002257818,-999,-999,-999,0.00062627,0.001213402
7,568255.2989,5931518.899,568175.6111,5931365.931,0,12,0.00361121,0.002122308,-999,-999,-999,0.00063524,0.000720689
7,568175.6111,5931365.931,568163.0568,5931344.666,0,12,0.000516724,0.000303679,-999,-999,-999,0.0000909,0.000103123
7,565806.9015,5930176.084,565858.3837,5930163.414,0,12,0.003430627,0.00201618,-999,-999,-999,0.00055586,0.000873834
7,565479.8735,5930280.508,565362.6211,5930336.138,0,12,0.002861894,0.001681935,-999,-999,-999,0.0005194,0.000918689
7,568163.9739,5930366.329,568167.9849,5930390.25,0,12,0.014817356,0.00870816,-999,-999,-999,0.00281551,0.003246236
7,568144.3902,5930321.723,568163.9739,5930366.329,0,12,0.029982565,0.017620754,-999,-999,-999,0.00569711,0.006568681
7,568122.9141,5930296.823,568144.3902,5930321.723,0,12,0.020151115,0.011842811,-999,-999,-999,0.003829,0.004414774
7,567818.0928,5930305.549,568122.9141,5930296.823,0,12,0.196104162,0.115250416,-999,-999,-999,0.03726259,0.042963158
7,572255.52,5929354.994,572168.5439,5929312.183,0,12,0.015394967,0.009047622,-999,-999,-999,0.00281347,0.003431361
7,572509.8402,5929447.973,572424.2412,5929449.725,0,12,0.002537844,0.001491491,-999,-999,-999,0.00043536,0.000529077
7,559509.4894,5934734.082,559509.5148,5934736.423,0,12,0.000208494,0.000122532,-999,-999,-999,0.00004306,0.000048789
7,559556.5344,5935233.544,559576.1678,5935312.103,0,12,0.010920686,0.006418087,-999,-999,-999,0.00174355,0.001993092
7,559634.0804,5935588.659,559636.1287,5935599.997,0,12,0.000936697,0.000550497,-999,-999,-999,0.00018264,0.00020754
7,559606.5829,5935741.951,559563.9727,5935625.58,0,12,0.010346131,0.006080421,-999,-999,-999,0.00201839,0.002290531
7,564701.5819,5931394.028,564744.0851,5931400.644,0,12,0.007077144,0.004159238,-999,-999,-999,0.00139761,0.001554459
7,567004.2986,5941861.771,566953.4715,5941999.167,0,12,0.024694102,0.014512724,-999,-999,-999,0.00675198,0.006751984
7,567020.4815,5941798.786,567004.2986,5941861.771,0,12,0.010935935,0.006427049,-999,-999,-999,0.00299016,0.002990158
7,559933.1764,5940862.287,559980.6088,5941111.241,0,12,0.048942757,0.028763658,-999,-999,-999,0.01102435,0.017203368
7,559897.2092,5940684.828,559933.1764,5940862.287,0,12,0.034969315,0.020551466,-999,-999,-999,0.00787684,0.012291706
7,560040.7215,5941460.572,560042.7544,5941476.23,0,12,0.002645552,0.001554791,-999,-999,-999,0.00064654,0.000646536
7,560047.9829,5941513.046,560053.7906,5941553.03,0,12,0.006767925,0.003977509,-999,-999,-999,0.00165399,0.001653986
7,560082.4051,5941750.744,560084.5525,5941763.825,0,12,0.002220254,0.001304844,-999,-999,-999,0.0005426,0.000542599
7,560084.5525,5941763.825,560096.1821,5941849.788,0,12,0.014242917,0.008370562,-999,-999,-999,0.00347587,0.003475872
7,560124.7715,5942092.42,560148.4669,5942293.642,0,12,0.030006228,0.01763466,-999,-999,-999,0.00726441,0.011289833
7,560201.6535,5941982.148,560255.9881,5941999.029,0,12,0.002918003,0.001714911,-999,-999,-999,0.00050361,0.000503615
7,561160.9524,5942875.195,561128.6156,5942894.777,0,12,0.003318705,0.001950403,-999,-999,-999,0.00067168,0.001038159
7,561128.6156,5942894.777,561075.8171,5942926.696,0,12,0.006060904,0.003561993,-999,-999,-999,0.00117762,0.001177618
7,561075.8171,5942926.696,561061.9428,5942934.553,0,12,0.001399612,0.000822552,-999,-999,-999,0.00028327,0.000437827
7,561281.0183,5943701.934,561305.4087,5943707.28,0,12,0.001507043,0.000885689,-999,-999,-999,0.00027278,0.000272782
7,561305.4087,5943707.28,561633.3698,5943807.686,0,12,0.020706463,0.012169188,-999,-999,-999,0.00374796,0.003747962
7,561805.6919,5943851.515,562002.7332,5943834.949,0,12,0.011940514,0.00701744,-999,-999,-999,0.00216129,0.002161286
7,562002.7332,5943834.949,562217.9069,5943797.66,0,12,0.013294922,0.007813426,-999,-999,-999,0.00240644,0.00240644
7,562217.9069,5943797.66,562305.0118,5943771.819,0,12,0.005483394,0.00322259,-999,-999,-999,0.00099252,0.000992519
7,562305.0118,5943771.819,562341.517,5943761.012,0,12,0.00229797,0.001350517,-999,-999,-999,0.00041594,0.000415943
7,562341.517,5943761.012,562352.0328,5943758.093,0,12,0.000623969,0.000366706,-999,-999,-999,0.00011968,0.000119683
7,562941.4743,5943530.324,562918.4152,5943630.105,0,12,0.002888066,0.001697316,-999,-999,-999,0.00086058,0.00086058
7,560119.6197,5943036.948,560147.7127,5943041.414,0,12,0.00442923,0.002603058,-999,-999,-999,0.00107237,0.001657084
7,562543.2776,5943815.837,562644.9978,5943858.818,0,12,0.007713412,0.004533172,-999,-999,-999,0.00150927,0.001518671
7,574444.7391,5938164.207,574441.3953,5938182.804,0,12,0.002689092,0.001580379,-999,-999,-999,0.00063126,0.00063126
7,566713.5698,5942875.858,566736.5754,5943054.321,0,12,0.089396307,0.05253821,-999,-999,-999,0.02465583,0.024655831
7,565264.4632,5945065.774,565266.1181,5945059.193,0,12,0.001276384,0.000750131,-999,-999,-999,0.00034357,0.000343574
