snap,x,y,h,v,T,r,NOx,NOVOC,CO,SO2,NH3,PM2.5,PM10
4,564251,5929340,26,6.94,11,0.39894228,-999,-999,-999,-999,-999,577,817
4,564249,5931292,27,12.2,60,0.39894228,-999,-999,-999,-999,-999,65.5,122
4,573900,5937463,30,17.8,11,0.39894228,-999,-999,-999,-999,-999,2.22,3.15
4,564148,5929331,31,1.39,11,0.39894228,-999,-999,-999,-999,-999,20.7,29.4
4,564149,5929337,31,4.51,11,0.39894228,-999,-999,-999,-999,-999,104,147
4,564147,5929331,31,10.4,11,0.39894228,-999,-999,-999,-999,-999,153,285
4,564149,5929336,31,10.4,11,0.39894228,-999,-999,-999,-999,-999,172,319
4,564150,5929331,36,3.28,11,0.39894228,-999,-999,-999,-999,-999,98.7,140
4,564151,5929341,36,8.96,11,0.39894228,-999,-999,-999,-999,-999,126,234
4,564153,5929337,36,4.5,11,0.39894228,-999,-999,-999,-999,-999,374,530
4,562716,5930374,54,8.23,20,0.39894228,-999,-999,-999,-999,-999,71.7,102
4,565357,5941799,13.6,2.99,21,0.406842895,-999,-999,-999,-999,-999,0.00456,0.0159
4,559026,5929881,12,7.96,11,0.410736217,-999,-999,-999,-999,-999,117,165
4,559066,5929926,38,20.6,9,0.414592979,-999,-999,-999,-999,-999,884,1252
4,559351,5929392,10,11.9,11,0.425953795,-999,-999,-999,-999,-999,331,468
4,555815,5932773,12,17.9,23,0.433362242,-999,-999,-999,-999,-999,29.1,54.6
4,569772,5932505,16,25.8,27,0.437019372,-999,-999,-999,-999,-999,24.4,34.6
4,561485,5935699,12,4.6,20.6,0.440646151,-999,-999,-999,-999,-999,7.73,11
4,560117,5938878,13,-999,-999,0.451351667,-999,-999,-999,-999,-999,0.99,3.47
4,562650,5930433,17,23.8,60,0.451351667,-999,-999,-999,-999,-999,140,199
4,565015,5941478,23,4.36,22,0.451351667,-999,-999,-999,-999,-999,7.57,10.7
4,563664,5928663,-999,-999,-999,0.472034872,-999,-999,-999,-999,-999,2288,8008
4,559106,5929117,19,15.5,26,0.499873245,-999,-999,-999,-999,-999,14.5,20.5
4,561475,5935674,11,9.53,23,0.501462671,-999,-999,-999,-999,-999,233,331
4,570064,5929928,36,0.176,15,0.501462671,-999,-999,-999,-999,-999,0.33,0.467
4,565303,5926688,5,18.7,15,0.504626504,-999,-999,-999,-999,-999,72.9,255
4,565303,5926718,5,37.6,15,0.504626504,-999,-999,-999,-999,-999,197,317
4,565263,5926743,12,0.443,15,0.504626504,-999,-999,-999,-999,-999,2.82,4
4,562631,5930445,16,8.91,90,0.504626504,-999,-999,-999,-999,-999,2048,3804
4,562627,5930430,24,7.71,90,0.504626504,-999,-999,-999,-999,-999,1772,3292
4,564324,5931836,6,45.4,11,0.535237235,-999,-999,-999,-999,-999,30.8,43.6
4,559276,5929482,18,16.7,23,0.549903984,-999,-999,-999,-999,-999,499,707
4,561775,5930216,1,-999,-999,0.564189584,-999,-999,-999,-999,-999,3931,13758
4,565233,5927697,5,0.867,11,0.564189584,-999,-999,-999,-999,-999,27,38.3
4,565423,5927367,5,1.73,11,0.564189584,-999,-999,-999,-999,-999,119,168
4,561605,5930006,5,-999,-999,0.564189584,-999,-999,-999,-999,-999,11422,39978
4,559905,5926368,6,0.349,20,0.564189584,-999,-999,-999,-999,-999,0.00351,0.0351
4,565213,5927717,8,0.289,11,0.564189584,-999,-999,-999,-999,-999,0.36,0.51
4,565213,5927717,8,0.289,11,0.564189584,-999,-999,-999,-999,-999,12,17
4,565184,5927597,8,2.89,11,0.564189584,-999,-999,-999,-999,-999,22.8,79.8
4,565403,5927697,8,20.2,11,0.564189584,-999,-999,-999,-999,-999,3024,4284
4,565203,5927617,9,0.289,11,0.564189584,-999,-999,-999,-999,-999,57.6,81.6
4,559870,5926405,10,0.498,20,0.564189584,-999,-999,-999,-999,-999,10.3,12.5
4,565223,5927597,16.5,0.289,11,0.564189584,-999,-999,-999,-999,-999,11.5,40.3
4,565273,5927587,20,5.49,11,0.564189584,-999,-999,-999,-999,-999,292,1021
4,562515,5930346,20,12.8,11,0.564189584,-999,-999,-999,-999,-999,728,1032
4,565213,5927717,29,0.289,11,0.564189584,-999,-999,-999,-999,-999,64.8,91.8
4,565203,5927617,29,0.289,11,0.564189584,-999,-999,-999,-999,-999,73.4,104
4,565203,5927622,29,8.38,11,0.564189584,-999,-999,-999,-999,-999,209,296
4,565203,5927622,29,0.289,11,0.564189584,-999,-999,-999,-999,-999,216,306
4,565184,5927647,29,2.31,11,0.564189584,-999,-999,-999,-999,-999,346,490
4,565233,5927697,29,2.6,11,0.564189584,-999,-999,-999,-999,-999,389,551
4,565203,5927707,29,5.2,11,0.564189584,-999,-999,-999,-999,-999,540,765
4,565213,5927717,29,8.96,11,0.564189584,-999,-999,-999,-999,-999,670,949
4,565184,5927647,29,5.49,11,0.564189584,-999,-999,-999,-999,-999,821,1163
4,565184,5927647,29,19.6,11,0.564189584,-999,-999,-999,-999,-999,2938,4162
4,565233,5927697,31,0.289,11,0.564189584,-999,-999,-999,-999,-999,138,196
4,565223,5927597,36.5,0.289,11,0.564189584,-999,-999,-999,-999,-999,7,24.5
4,565330,5941820,16.2,11.6,21,0.599741754,-999,-999,-999,-999,-999,0.613,1.15
4,558948,5929387,13,4.32,26,0.602389633,-999,-999,-999,-999,-999,3.55,12.4
4,559031,5929339,13,4.35,28,0.602389633,-999,-999,-999,-999,-999,3.55,12.4
4,559043,5929361,18,4.35,28,0.602389633,-999,-999,-999,-999,-999,3.55,12.4
4,562868,5930414,25,18,40,0.750605421,-999,-999,-999,-999,-999,0.0866,0.303
4,555604,5933028,16,13.4,23,0.761133361,-999,-999,-999,-999,-999,30.8,108
4,572900,5930066,4,-999,-999,0.797884561,-999,-999,-999,-999,-999,1.2,4.2
4,561735,5930096,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,58.8,206
4,561860,5930281,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,60.3,211
4,561965,5930316,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,75.4,264
4,561760,5929981,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,89.3,312
4,561455,5930071,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,93.4,327
4,561835,5930497,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,817,2861
4,561535,5930007,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,823,2881
4,561710,5930081,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,1041,3643
4,561505,5930136,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,3849,13472
4,561852,5930126,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,4948,17318
4,561285,5930216,5,-999,-999,0.797884561,-999,-999,-999,-999,-999,5299,18546
4,561765,5930501,5,0.289,11,0.797884561,-999,-999,-999,-999,-999,21192,74171
4,565283,5926793,8,15.6,15,0.797884561,-999,-999,-999,-999,-999,572,810
4,565283,5926788,8,15.9,15,0.797884561,-999,-999,-999,-999,-999,768,1101
4,564334,5931876,25,14.6,11,0.944069744,-999,-999,-999,-999,-999,53.9,83.9
4,562705,5930406,35,19.8,53,0.999746489,-999,-999,-999,-999,-999,6368,11826
4,565273,5926668,8,14.5,15,1.009253009,-999,-999,-999,-999,-999,249,872
4,559792,5930792,70,-999,-999,1.128379167,-999,-999,-999,441,-999,-999,-999
4,565549,5941844,41,3.31,150,1.183454055,-999,-999,-999,137,-999,-999,-999
4,559461,5929527,60,10,79,1.199483508,-999,-999,-999,50963,-999,200,284
4,559216,5929667,60,10.1,81,1.199483508,-999,-999,-999,51004,-999,200,284
4,559411,5929462,60,18.3,81,1.199483508,-999,-999,-999,92213,-999,302,428
4,559176,5929597,60,18.5,81,1.199483508,-999,-999,-999,93387,-999,318,450
4,559161,5929696,60,9.58,78,1.199483508,-999,-999,-999,48802,-999,575,815
4,559406,5929562,60,9.29,82,1.199483508,-999,-999,-999,46781,-999,857,1215
4,559376,5929482,60,22.7,81,1.199483508,-999,-999,-999,114784,-999,2073,2937
4,559121,5929627,60,22.7,81,1.199483508,-999,-999,-999,114768,-999,2509,3554
4,556230,5932479,23.7,14.2,20,1.250160606,-999,-999,-999,-999,-999,18.3,63.9
4,561695,5930297,5,-999,-999,1.381976598,-999,-999,-999,-999,-999,66075,231261
4,554867,5933241,24,7.2,23,1.466892917,-999,-999,-999,-999,-999,25.8,90.4
4,564685,5928317,-999,-999,-999,1.595769122,-999,-999,-999,-999,-999,14,48.9
4,564648,5928368,-999,-999,-999,1.595769122,-999,-999,-999,-999,-999,14,48.9
4,564194,5931816,3,-999,-999,1.595769122,-999,-999,-999,-999,-999,229,570
4,561905,5929067,4,-999,-999,1.692568751,-999,-999,-999,-999,-999,1.29,10.3
4,572900,5930066,4,-999,-999,1.692568751,-999,-999,-999,-999,-999,4.23,14.8
4,570070,5929964,4,-999,-999,1.692568751,-999,-999,-999,-999,-999,124,433
4,565363,5926868,13,4.69,15,1.784124116,-999,-999,-999,-999,-999,6933,12875
4,563679,5932540,28,2.49,18,1.784124116,-999,-999,-999,-999,-999,240,340
4,554146,5932979,48,19.3,20,1.801877032,-999,-999,-999,-999,-999,124,186
4,559141,5929986,9,0.208,11,1.954410048,-999,-999,-999,-999,-999,0.473,1.66
4,565695,5941963,18,9.24,22,2.095871282,-999,-999,-999,-999,-999,414,621
4,562520,5930431,8,-999,-999,2.111004123,-999,-999,-999,-999,-999,353,1236
4,565273,5926668,10,0.000607,15,2.256758334,-999,-999,-999,-999,-999,46.6,163
4,565263,5926743,12,-999,-999,2.256758334,-999,-999,-999,-999,-999,1.94,6.81
4,558806,5929417,8,0.0828,20,2.393653682,-999,-999,-999,-999,-999,0.394,1.38
4,564464,5928497,-999,-999,-999,2.523132522,-999,-999,-999,-999,-999,13.4,47.1
4,564259,5928532,-999,-999,-999,2.523132522,-999,-999,-999,-999,-999,24,84.2
4,564464,5928497,6,-999,-999,2.523132522,-999,-999,-999,-999,-999,22.9,80
4,564629,5925088,2,-999,-999,2.646283714,-999,-999,-999,-999,-999,13.4,46.9
4,564645,5928351,-999,-999,-999,2.763953196,-999,-999,-999,-999,-999,12.5,43.8
4,564704,5928357,-999,-999,-999,2.820947918,-999,-999,-999,-999,-999,38.7,136
4,565029,5941761,45,7.29,22,2.974729372,-999,-999,-999,-999,-999,929,1316
4,561965,5929801,4,-999,-999,3.191538243,-999,-999,-999,-999,-999,3.98,13.9
4,559241,5929497,17,0.421,15,3.191538243,-999,-999,-999,-999,-999,20.2,70.7
4,564659,5925118,8,-999,-999,3.908820095,-999,-999,-999,-999,-999,53.5,187
4,561905,5929067,4,-999,-999,4.370193722,-999,-999,-999,-999,-999,5.84,20.4
4,558948,5929297,17,0.248,20,4.787307365,-999,-999,-999,-999,-999,5.26,18.4
4,564715,5928265,-999,-999,-999,5.046265044,-999,-999,-999,-999,-999,23.8,83.1
4,559710,5930947,32,-999,-999,5.046265044,-999,-999,-999,-999,-999,21086.11,48367.68
4,572900,5930066,4,-999,-999,5.527906392,-999,-999,-999,-999,-999,6.23,21.8
4,565303,5926838,-999,-999,-999,5.641895835,-999,-999,-999,-999,-999,11.5,40.2
4,565333,5926788,-999,-999,-999,5.641895835,-999,-999,-999,-999,-999,28.2,98.9
4,559056,5930426,4,-999,-999,5.641895835,-999,-999,-999,-999,-999,608,2128
4,562850,5930380,4,0.00037,10,5.917270273,-999,-999,-999,-999,-999,302,1058
4,562850,5930380,4,0.00037,10,5.917270273,-999,-999,-999,-999,-999,302,1058
4,562855,5930392,4,0.00037,10,5.917270273,-999,-999,-999,-999,-999,302,1058
4,562855,5930392,4,0.00037,10,5.917270273,-999,-999,-999,-999,-999,302,1058
4,558963,5929267,17,0.187,20,6.050259243,-999,-999,-999,-999,-999,15.8,55.2
4,564424,5928537,-999,-999,-999,6.180387232,-999,-999,-999,-999,-999,42.7,150
4,558996,5929811,14,0.529,16,6.932877672,-999,-999,-999,136,-999,22.6,79.1
4,560930,5937186,3,-999,-999,7.04672564,-999,-999,-999,-999,-999,595,2083
4,570079,5929933,3,-999,-999,7.180961047,-999,-999,-999,-999,-999,1946,6810
4,558971,5929856,24,0.876,26,7.756324419,-999,-999,-999,-999,-999,478,1673
4,571192,5931529,1,-999,-999,9.772050238,-999,-999,-999,-999,-999,70,245
4,561975,5929821,3,-999,-999,12.61566261,-999,-999,-999,-999,-999,25.8,90.2
4,568782,5929846,6.5,-999,-999,13.42249588,-999,-999,-999,-999,-999,9807.4,24151.8
4,570062,5929926,-999,-999,-999,13.81976598,-999,-999,-999,-999,-999,236,1884
4,562730,5930339,4,0.000105,10,14.65807536,-999,-999,-999,-999,-999,15563,54472
4,563364,5928827,5,0.00012,11,15.13879513,-999,-999,-999,-999,-999,312,1092
4,562525,5930437,6,-999,-999,15.13879513,-999,-999,-999,-999,-999,1871,6549
4,564659,5925128,2,-999,-999,15.45096808,-999,-999,-999,-999,-999,12.7,44.4
4,565373,5926838,3,-999,-999,15.45096808,-999,-999,-999,-999,-999,573,2007
4,559256,5929522,21,0.99,28,18.94870844,-999,-999,-999,10749,-999,1601,5605
4,559301,5929597,21,0.99,28,18.94870844,-999,-999,-999,10779,-999,1601,5605
4,564743,5928364,3,0.00126,11,21.55765372,-999,-999,-999,-999,-999,14.2,20.1
4,564954,5927697,3,-999,-999,23.93653682,-999,-999,-999,-999,-999,9.67,33.8
4,564926,5927789,3,-999,-999,23.93653682,-999,-999,-999,-999,-999,233,816
4,565203,5926768,5,-999,-999,23.93653682,-999,-999,-999,-999,-999,662,2319
4,565203,5926768,5,-999,-999,23.93653682,-999,-999,-999,-999,-999,950,3324
4,568782,5933025,6,-999,-999,25.23132522,-999,-999,-999,-999,-999,330,1155
4,574060,5927667,1,-999,-999,28.20947918,-999,-999,-999,-999,-999,100,351
4,562075,5936184,1,-999,-999,28.20947918,-999,-999,-999,-999,-999,232,811
4,567363,5932445,1,-999,-999,28.20947918,-999,-999,-999,-999,-999,294,1029
4,560965,5937134,4,-999,-999,28.76813696,-999,-999,-999,-999,-999,5850,20475
4,552333,5931860,25,-999,-999,29.93928255,-999,-999,-999,-999,-999,46.3,162
4,564337,5928655,3,-999,-999,32.21319961,-999,-999,-999,-999,-999,3.09,10.8
4,564754,5928336,3,-999,-999,32.89762321,-999,-999,-999,-999,-999,28.1,98.3
4,570102,5929886,4,-999,-999,33.89835821,-999,-999,-999,-999,-999,983,3456
4,561965,5929801,5,-999,-999,34.77898169,-999,-999,-999,-999,-999,491,1719
4,562515,5930346,6,-999,-999,35.68248232,-999,-999,-999,-999,-999,147,514
4,563684,5932285,10,0.000000005,20,42.87469642,-999,-999,-999,-999,-999,48,168
4,560056,5930416,7,-999,-999,49.50743503,-999,-999,-999,-999,-999,4267,14930
4,563529,5928812,5,-999,-999,59.17270273,-999,-999,-999,-999,-999,18172,63601
4,563269,5932640,10,-999,-999,59.17270273,-999,-999,-999,-999,-999,8.44,29.6
4,563784,5932520,20,-999,-999,65.72263807,-999,-999,-999,-999,-999,32,112
4,563249,5932795,10,-999,-999,72.25151994,-999,-999,-999,-999,-999,8.44,29.6
4,564604,5932295,2,-999,-999,79.78845608,-999,-999,-999,-999,-999,2500,8750
4,563449,5932985,10,-999,-999,95.7461473,-999,-999,-999,-999,-999,8.44,29.6
4,570037,5929641,-999,-999,-999,116.5293943,-999,-999,-999,-999,-999,499.2,1632.2
4,561285,5929757,5,-999,-999,138.1976598,-999,-999,-999,-999,-999,1000,3500
4,561852,5930126,5,-999,-999,138.1976598,-999,-999,-999,-999,-999,1000,3500
4,559056,5929547,1,-999,-999,143.951289,-999,-999,-999,-999,-999,3.6,12.6
4,572731,5931905,6,-999,-999,252.3132522,-999,-999,-999,-999,-999,317,1108
4,561695,5930297,5,-999,-999,282.0947918,-999,-999,-999,-999,-999,4000,14000
4,567861,5937817,2,-999,-999,75.69397566,1.2,-999,-999,-999,-999,0.0093,0.0326
4,563027,5930289,15,7.79,110,0.39894228,7.53,-999,-999,0.0886,-999,0.00177,0.0062
4,567905,5930676,14,115,950,0.029854107,8.89,-999,-999,0.105,-999,0.0178,0.0199
4,569600,5931841,2,-999,-999,36.56366396,9.91,-999,-999,6.57,-999,0.109,0.38
4,565363,5924988,2,-999,-999,19.54410048,12,-999,-999,-999,-999,0.34,1.19
4,556607,5932360,2,-999,-999,43.70193722,12.1,-999,-999,0.0414,-999,0.0183,0.0641
4,558341,5932091,2,-999,-999,30.90193616,22.4,-999,-999,16.3,-999,0.171,0.598
4,559141,5929353,1,-999,-999,17.84124116,23.1,-999,-999,19.9,-999,0.0682,0.239
4,565049,5928342,20,-999,-999,0.309019362,27,-999,-999,74,-999,0.85,0.95
4,560104,5938919,5,0.503,180,0.099335827,31,-999,-999,0.36,-999,0.0072,0.0252
4,570061,5929938,14.5,4.27,230,0.13819766,31.5,-999,-999,-999,-999,-999,-999
4,564164,5929387,10,0.113,170,0.252313252,37.8,-999,-999,32.7,-999,0.112,0.391
4,558962,5929427,1,-999,-999,17.84124116,38.2,-999,-999,33,-999,0.113,0.395
4,560121,5938758,9,3.19,70,0.097720502,46.5,-999,-999,0.547,-999,0.012,0.042
4,565229,5929374,15,-999,-999,0.249777376,46.7,-999,-999,0.44,-999,0.0011,0.00385
4,572759,5932535,11,-999,-999,0.178412412,48.5,-999,-999,0.571,-999,0.000628,0.000913
4,560121,5938758,12,2.09,70,0.097720502,48.6,-999,-999,0.572,-999,0.0125,0.0439
4,558440,5931983,2,-999,-999,35.68248232,53.4,-999,-999,11.2,-999,0.948,3.32
4,558981,5929766,20,-999,-999,0.232621325,54.3,-999,-999,0.639,-999,0.0128,0.0447
4,559111,5929420,13,-999,-999,0.195441005,57.7,-999,-999,0.679,-999,0.0136,0.0475
4,559316,5929427,17,-999,-999,5.232078957,65.6,-999,-999,0.772,-999,15.7,55
4,564554,5932085,2,-999,-999,44.49592669,75.5,-999,-999,41,-999,0.485,1.7
4,564324,5931876,8,0.104,140,0.39894228,83.2,-999,-999,0.914,-999,0.0137,0.0462
4,579498,5927187,43,-999,-999,0.690988299,85.8,-999,-999,74.1,-999,0.254,0.888
4,572551,5932180,10,4.19,255,0.174807749,89.6,-999,-999,1.06,-999,0.0211,0.0739
4,563712,5925346,32,-999,-999,0.149270533,93.7,-999,-999,1.1,-999,0.022,0.0772
4,559281,5929562,21,-999,-999,18.94870844,96.7,-999,-999,10750,-999,1601,5605
4,572700,5922669,2,-999,-999,83.68283872,97,-999,-999,0.306,-999,3.33,11.6
4,561505,5935664,10,-999,-999,0.126156626,112,-999,-999,96.3,-999,0.33,1.15
4,572626,5932118,17,4.77,280,0.19947114,119,-999,-999,1.4,-999,0.028,0.098
4,572538,5932191,13,3.96,280,0.203421447,140,-999,-999,1.65,-999,0.033,0.116
4,560965,5937119,34,8.87,250,0.097720502,157,-999,-999,-999,-999,-999,-999
4,560128,5938715,16,0.939,80,0.451351667,163,-999,-999,0.684,-999,0.0137,0.0479
4,564794,5924778,29,1.11,180,0.39894228,169,-999,-999,1.99,-999,0.0398,0.139
4,561465,5938258,14,0.0377,140,0.239365368,185,-999,-999,2.18,-999,0.0436,0.153
4,558949,5929443,20,-999,-999,0.089206206,192,-999,-999,2.26,-999,0.0452,0.158
4,565583,5924728,2,-999,-999,55.27906392,206,-999,-999,-999,-999,1.63,5.71
4,560023,5938848,31,0.492,130,0.245924538,211,-999,-999,2.4,-999,5.89,8.45
4,563934,5932125,10,-999,-999,51.0895397,218,-999,-999,-999,-999,36.6,128
4,563607,5929710,2.2,-999,-999,0.178412412,245,-999,-999,2.89,-999,0.0578,0.202
4,559050,5929334,19,-999,-999,0.425953795,257,-999,-999,3.02,-999,0.0604,0.211
4,572441,5937821,30,-999,-999,0.499873245,258,-999,-999,3.04,-999,0.0607,0.213
4,561505,5938213,20,0.111,180,0.178412412,298,-999,-999,3.5,-999,0.0701,0.245
4,565211,5929402,15,-999,-999,0.298541066,298,-999,-999,3.51,-999,0.0702,0.246
4,571256,5932502,39,4.42,264,0.294785683,306,-999,-999,396,-999,0.903,3.16
4,569782,5932495,16,-999,-999,0.282094792,316,-999,-999,3.71,-999,0.0742,0.26
4,563438,5929761,28,-999,-999,0.328976232,344,-999,-999,4.05,-999,0.081,0.284
4,563546,5937454,24,-999,-999,0.451351667,358,-999,-999,4.22,-999,0.0842,0.294
4,564459,5931566,18,-999,-999,0.156556256,361,-999,-999,4.25,-999,-999,-999
4,564669,5930226,2,-999,-999,74.63313405,381,-999,-999,0.974,-999,2.4,8.4
4,564259,5928138,20,-999,-999,0.625716517,383,-999,-999,4.5,-999,0.0901,0.315
4,570732,5930929,2,-999,-999,63.83076486,403,-999,-999,0.0309,-999,2.7,9.45
4,563747,5925336,30,-999,-999,0.225675833,411,-999,-999,4.84,-999,0.0968,0.339
4,558882,5929367,18,5.67,241,0.39088201,414,-999,-999,4.87,-999,0.0975,0.341
4,560146,5939003,8,0.748,130,0.19947114,422,-999,-999,4.8,-999,0.1,0.35
4,564339,5925175,27,8.33,124,0.394932708,428,-999,-999,5.03,-999,0.101,0.352
4,559029,5929344,1,-999,-999,17.84124116,450,-999,-999,389,-999,1.33,4.66
4,555727,5933005,40,13.5,183,0.499873245,460,-999,-999,5.41,-999,0.108,0.379
4,559009,5929381,18,-999,-999,0.602389633,479,-999,-999,5.64,-999,0.113,0.395
4,559054,5929339,19,-999,-999,0.425953795,490,-999,-999,5.76,-999,0.115,0.403
4,564104,5929267,20,2.13,125,0.149270533,530,-999,-999,458,-999,1.57,5.48
4,564679,5924828,22,2.5,160,0.19947114,555,-999,-999,6.53,-999,0.131,0.457
4,564684,5924768,22,0.724,280,0.39894228,555,-999,-999,6.53,-999,0.131,0.457
4,564684,5924768,22,0.724,280,0.39894228,555,-999,-999,6.53,-999,0.131,0.457
4,563437,5929762,28,-999,-999,0.328976232,588,-999,-999,6.92,-999,0.138,0.484
4,563594,5928757,25,1.65,160,0.239365368,627,-999,-999,541,-999,1.85,6.48
4,559114,5929372,18,-999,-999,0.602389633,655,-999,-999,7.7,-999,0.154,0.539
4,552297,5931749,6,-999,-999,56.19282936,705,-999,-999,-999,-999,6.76,23.7
4,565283,5929400,15,-999,-999,0.298541066,716,-999,-999,8.43,-999,0.169,0.59
4,564914,5924868,24,0.841,120,0.356824823,719,-999,-999,7.46,-999,0.178,0.622
4,563920,5925283,30,7.41,137,0.549903984,733,-999,-999,11.1,-999,0.222,0.777
4,564914,5924868,24,0.898,140,0.356824823,781,-999,-999,8.1,-999,0.193,0.675
4,572763,5932540,11,-999,-999,0.282094792,809,-999,-999,9.52,-999,0.19,0.667
4,563332,5933037,10,-999,-999,80.7402407,815,-999,-999,43.7,-999,196,684
4,565323,5926818,60,2.06,80,0.39894228,826,-999,-999,9.72,-999,0.194,0.68
4,569002,5931199,2,-999,-999,47.94283771,829,-999,-999,-999,-999,0.229,0.802
4,573144,5930973,12,28.6,160,0.178412412,847,-999,-999,9.96,-999,0.199,0.697
4,563600,5933110,10,-999,-999,71.25336964,873,-999,-999,-999,-999,125,438
4,563759,5925330,28,-999,-999,0.252313252,894,-999,-999,10.5,-999,0.21,0.736
4,572317,5937663,30,-999,-999,0.35007043,952,-999,-999,11.2,-999,-999,-999
4,559021,5929991,20,-999,-999,0.319153824,1024,-999,-999,12,-999,0.241,0.843
4,569707,5932924,18,3.93,150,0.225675833,1031,-999,-999,1.51,-999,0.274,0.96
4,558986,5929816,18,-999,-999,0.425953795,1032,-999,-999,12.1,-999,0.243,0.85
4,563529,5932445,35,11.9,180,0.225675833,1131,-999,-999,1332,-999,2.85,9.96
4,558959,5929555,8,-999,-999,0.282094792,1207,-999,-999,14.2,-999,0.284,0.994
4,567161,5942048,47,7.6,22,0.298541066,1229,-999,-999,2.94,-999,-999,-999
4,561229,5936616,44,-999,-999,0.909728368,1300,-999,-999,169,-999,66.4,232
4,565229,5929382,14,3.57,120,0.295863514,1402,-999,-999,-999,-999,-999,-999
4,563807,5932956,-999,-999,-999,81.75883811,1419,-999,-999,-999,-999,591,2070
4,559031,5929142,17,-999,-999,0.750605421,1591,-999,-999,18.7,-999,0.374,1.31
4,559209,5929310,24,2.83,332,0.851907589,1603,-999,-999,18.9,-999,0.377,1.32
4,558997,5929359,13,-999,-999,0.602389633,1664,-999,-999,19.6,-999,3.94,13.8
4,555730,5933008,40,9.8,181,0.39894228,1750,-999,-999,20.6,-999,0.412,1.44
4,559169,5929330,22,-999,-999,0.700140861,1792,-999,-999,21.1,-999,0.422,1.48
4,563529,5932445,35,23.9,180,0.225675833,1854,-999,-999,2457,-999,5.3,18.6
4,568262,5930441,26,-999,-999,0.599741754,2024,-999,-999,24,-999,241.4,342.2
4,572391,5932408,23,-999,-999,0.289885857,2058,-999,-999,24.21,-999,1.371,2.405
4,552064,5931781,15,-999,-999,105.5502061,2061,-999,-999,9.57,-999,0.719,2.52
4,563474,5932895,15,-999,-999,197.8689364,2064,-999,-999,10.5,-999,0.21,0.737
4,572562,5932158,20,1.92,20,0.298541066,2148,-999,-999,25.3,-999,0.505,1.77
4,563485,5929617,41,3.28,146,0.449938982,2394,-999,-999,473,-999,4.55,15.9
4,563654,5932485,15,-999,-999,255.4476985,2422,-999,-999,3.85,-999,0.077,0.27
4,555728,5933006,40,8.79,96,0.549903984,2611,-999,-999,30.7,-999,0.614,2.15
4,565334,5941823,16.2,6.96,21,1.038783189,2763,-999,-999,622,-999,-999,-999
4,565209,5929384,16,-999,-999,0.324102241,2779,-999,-999,32.7,-999,0.654,2.29
4,569707,5932923,18,9.49,390,0.225675833,2996,-999,-999,59.1,-999,92.2,103
4,567120,5941951,37,7.48,103,0.298541066,3003,-999,-999,13.3,-999,0.279,0.976
4,564565,5932275,2,-999,-999,142.7299293,3901,-999,-999,90.6,-999,19,66.6
4,559128,5929147,22,8.27,48,0.750605421,3921,-999,-999,-999,-999,1325,1937
4,572313,5937667,32,-999,-999,0.3612576,4045,-999,-999,25.3,-999,4.5,15.8
4,552455,5931750,21,-999,-999,155.5363345,4101,-999,-999,5.75,-999,2025,2882
4,563900,5929039,24,2.76,148,0.49507435,4668,-999,-999,400,-999,2.2,7.71
4,563200,5929859,39.7,-999,-999,0.35007043,4849,-999,-999,57,-999,1.14,3.99
4,559054,5929079,22,19.2,116,0.724714642,5216,-999,-999,1.23,-999,1009,1475
4,570072,5929946,38.9,21.6,260,0.625716517,5483,-999,-999,3655,-999,28.5,40.4
4,560141,5930390,-999,-999,-999,147.1226436,7774,-999,-999,130,-999,-999,-999
4,562551,5935082,-999,-999,-999,0.690988299,8510,-999,-999,20.1,-999,0.38,1.33
4,563059,5930278,15,10.3,90,0.39894228,8853,-999,-999,104,-999,2.08,7.29
4,555729,5933007,40,7.96,105,0.39894228,9140,-999,-999,108,-999,2.15,7.53
4,560955,5937114,37,13.2,106,0.746352665,12936,-999,-999,19668,-999,562,797
4,559161,5929132,22,11.2,101,0.899170235,12985,-999,-999,3.06,-999,536,784
4,564794,5924778,29,16.6,-999,0.650655169,13442,-999,-999,158,-999,3.16,11.1
4,572970,5931066,43,24.9,89,0.674672615,15747,-999,-999,458,-999,55.9,79.1
4,561970,5929801,44,13.4,85,0.748482064,16676,-999,-999,3816,-999,676,957
4,563217,5929856,40,-999,-999,0.599741754,19427,-999,-999,229,-999,4.57,16
4,559096,5929177,17,1.4,35,7.569397566,21710,-999,-999,288,-999,2328,8146
4,563914,5925284,30,13.3,126,0.700140861,21797,-999,-999,256,-999,5.13,18
4,555731,5933009,40,15,92,0.249777376,24035,-999,-999,51.4,-999,1.18,4.14
4,563000,5930320,45,13.8,95,0.750605421,28995,-999,-999,341,-999,6.82,23.9
4,563521,5929785,105,9.28,213,0.599741754,36307,-999,-999,229931,-999,2.37,8.3
