Case_name,massF_MethanolOutput_001,energyF_Electricity_001,moleF_FuelGas_001,massF_HighPressureSteam_001,massF_LowPressureSteam_001,massF_MediumPressureSteam_001,massF_CoolingWater_001,massF_ProcessWater_001
CaseGroup1_Case1,0.99998319693411364,0.99951719353711244,0.99999215960692112,0.9999992236872709,1,0.99998397893353674,0.9999848388712812,0.9999846670631275
