nRun,SumOfSquares,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR,subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE,subtype_CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT,subtype_CaseGroup1_Bus95_Petrofac_LineMW,subtype_CaseGroup1_Bus95_Petrofac_LineMVR
1400,75300.859632025691,3158.2763533397906,318.77512363471817,37594.159332357907,4967.3776049818798,3188.0081064246378,318.59758081624585,21109.036662871244,1123.5982705097824,3188.2637407682423,318.59607969171844,15.319548411539081,0.85122821797208992
1401,75300.749731414471,3158.2369627791172,318.77789855212467,37594.159332357907,4967.3784450990515,3187.9682711623132,318.6003560317597,21109.036662871244,1123.5982705097824,3188.2239005209631,318.59885490069428,15.319548411539081,0.85122821797208992
1402,75303.177482656436,3159.1057533030862,318.71669355652136,37594.163954746517,4967.3591210125014,3188.8468672204381,318.53914987871133,21109.036662871244,1123.5982705097824,3189.1025814968434,318.53764853489128,15.319551307913624,0.85122821797208992
1403,75298.291719358254,3157.3583415356857,318.83975402826189,37594.154709969596,4967.3952488669847,3187.0797416511909,318.66221284636697,21109.036662871244,1123.5982705097824,3187.3352868318257,318.66071156958498,15.319548411539081,0.85123026619038811
1404,75307.760006968092,3160.7544071222155,318.60043920987448,37594.154709969596,4967.3162723915329,3190.5141469808191,318.42289258780602,21109.036662871244,1123.5982705097824,3190.7700207354178,318.42139151798426,15.319562971694971,0.85123010011854239
1405,75300.03524380397,3157.9898113310692,318.79502431983741,37594.145461315988,4967.3734043970908,3187.7183601437473,318.61748202775709,21109.036662871244,1123.5982705097824,3187.9739670610898,318.61598121334271,15.319589195649101,0.85122941737890245
1406,75302.326250133439,3158.8116098259006,318.73712765675981,37594.145461315988,4967.3540803203468,3188.549433768047,318.55958435515947,21109.036662871244,1123.5982705097824,3188.8051203073269,318.55808332014811,15.319586299270975,0.85122958345068156
1407,75302.914856789692,3159.0227702995585,318.7222550346595,37594.145461315988,4967.3490396307488,3188.7629761247758,318.54471123543323,21109.036662871244,1123.5982705097824,3189.0186836493208,318.54321023546282,15.319586299270975,0.85122958345068156
1408,75299.314909338209,3157.7357060226414,318.81289725712963,37594.136216541337,4967.3767648647799,3187.4613915539053,318.63535534266475,21109.036662871244,1123.5982705097824,3187.7169734891777,318.63385448615577,15.319586299270975,0.85123010011854239
1409,75301.908563174467,3158.6624772376281,318.74759543712389,37594.145461315988,4967.3557605507804,3188.3986217117413,318.57005243248989,21109.036662871244,1123.5982705097824,3188.6542931694316,318.5685513728161,15.319586299270975,0.85123026619038811
1410,75300.717194565295,3158.2383418829386,318.77746647694374,37594.136216541337,4967.3658433489454,3187.9697007827413,318.59992407691715,21109.036662871244,1123.5984702896915,3188.2253313279953,318.59842294686933,15.319583402893123,0.85123061678656009
1411,75305.183488628551,3159.8382353707898,318.66475449281427,37594.140838928513,4967.329715601395,3189.5876515737332,318.48720957947893,21109.036662871244,1123.5984702896915,3189.8434373438795,318.48570835806709,15.319574635480752,0.85122958345068156
1412,75298.719028551437,3157.5267969103879,318.82748951599962,37594.126971767837,4967.3776049818798,3187.2501374637286,318.64994782209953,21109.036662871244,1123.5984702896915,3187.5056985087203,318.6484469312237,15.319571739104003,0.85122974952247688
1413,75305.542348263305,3159.9709588286164,318.6552595190081,37594.136216541337,4967.3204729521667,3189.7218884346044,318.47771439578497,21109.036662871244,1123.5984702896915,3189.9776874942654,318.47621319675153,15.319571739104003,0.85123200071952254
1414,75300.538952116156,3158.1811492277629,318.78126482060725,37594.126971767837,4967.358280896965,3187.9118849749721,318.60372243366555,21109.036662871244,1123.5984702896915,3188.1675109436987,318.60222129466945,15.319580428235072,0.85123216679155367
1415,75305.069678808955,3159.8039458763665,318.66694947812454,37594.131594154453,4967.3221531769159,3189.5529988571848,318.48940466708507,21109.036662871244,1123.5984702896915,3189.8087809787494,318.48790379742434,15.319580428235072,0.85123423346707361
1416,75300.396507199446,3158.1323518319905,318.78463432068105,37594.122349381512,4967.3574407814995,3187.8625445058956,318.60709206627854,21109.036662871244,1123.5988698495617,3188.1181651086404,318.60559091934437,15.319568764447085,0.85123679836250254
1417,75300.879454598267,3158.3053349954434,318.77244835581604,37594.122349381512,4967.3540803203468,3188.0374793873261,318.59490592546712,21109.036662871244,1123.5988698495617,3188.293116037858,318.59340480724137,15.319565868070891,0.85123679836250254
1418,75302.571683017421,3158.9104081419741,318.7298221648557,37594.126971767837,4967.3406370775137,3188.6493804404795,318.55227875644312,21109.036662871244,1123.5988698495617,3188.9050766339979,318.55077773864355,15.319560075319323,0.85123749955760897
1419,75303.821271489142,3159.3584680544627,318.69826668669037,37594.126971767837,4967.3305557145177,3189.1024979180775,318.52072278794236,21109.036662871244,1123.5988698495617,3189.3582371269554,318.51922148754835,15.319560075319323,0.85123714896001956
1420,75306.559959327016,3160.3463566547111,318.62849727122062,37594.117726995471,4967.2986286466894,3190.1015581267352,318.45095139596322,21109.040126572887,1123.5984702896915,3190.357393873036,318.4494506169101,15.319565868070891,0.85123301560441
1421,75297.493943571768,3157.105956268188,318.85659468105382,37594.0946111917,4967.3658433489454,3186.8246041369939,318.67905380827779,21109.040126572887,1123.5986700696176,3187.0801255399456,318.67755284885658,15.319571739104003,0.85123336620114809
1422,75299.434410850357,3157.8094438704566,318.80674683897365,37594.080744039544,4967.3397969635398,3187.5360583056195,318.62920520927628,21109.043590274821,1123.5986700696176,3187.7916477511799,318.62770401024892,15.319577531857776,0.8512259852324281
1423,75302.028455067921,3158.7369486712655,318.74139565956602,37594.089988807355,4967.3171125035187,3188.4740301173933,318.56385224002184,21109.043590274821,1123.5986700696176,3188.729709115938,318.5623511949554,15.319580428235072,0.8512259852324281
1424,75300.912484802291,3158.3397017802708,318.76937422711626,37594.080744039544,4967.3271952624591,3188.072301164153,318.59183158201847,21109.043590274821,1123.5986700696176,3188.3279425986825,318.59033047103526,15.319577531857776,0.85122580070862019
1425,75300.608898173174,3158.2311170457247,318.7770236894587,37594.080744039544,4967.3288754883451,3187.9624905755572,318.59948141275407,21109.043590274821,1123.5986700696176,3188.2181219610243,318.59798028374922,15.319577531857776,0.85122580070862019
1426,75306.428258481552,3160.3144479899443,318.63027015237157,37594.089988807355,4967.2818250421788,3190.0693391955497,318.45272485381889,21109.043590274821,1123.5988698495617,3190.3251725202881,318.45122371368291,15.319577531857776,0.8512285501154303
1427,75296.828618347732,3156.8838057952553,318.87174972026332,37594.066876889941,4967.3507198603293,3186.6000003944901,318.69420926927313,21109.043590274821,1123.5986700696176,3186.8555003735428,318.69270827416159,15.319560075319323,0.85122735070922895
1428,75306.422546424423,3160.3240936542479,318.62928517812276,37594.071499272854,4967.2683818971209,3190.0791227896998,318.45173979712513,21109.043590274821,1123.5988698495617,3190.3349565067369,318.45023865931086,15.319539644136723,0.8512289007112489
1429,75297.976291680097,3157.3040506278962,318.84187569175299,37594.053005865062,4967.3313958277095,3187.0250117712858,318.66433499013868,21109.043590274821,1123.5988698495617,3187.2805524995497,318.66283370835765,15.319542540510438,0.85122803344803999
1430,75304.31819167349,3159.5751632618844,318.68185258577324,37594.06225450732,4967.2793047153909,3189.3217558961824,318.50430826272105,21109.043590274821,1123.5988698495617,3189.5775174503797,318.50280735794433,15.319539644136723,0.8512278673764121
1431,75298.544011810154,3157.5139143743036,318.82698205604004,37594.043761101799,4967.3221531769159,3187.2372531486585,318.64944086046648,21109.040126572887,1123.5988698495617,3187.4928136771141,318.64793961377023,15.319530876736872,0.85122650189919702
1432,75305.912324947683,3160.1537220649147,318.64097358976483,37594.053005865062,4967.259980821681,3189.9068598493486,318.4634285209662,21109.040126572887,1123.5988698495617,3190.1626764922994,318.46192735560248,15.319527980364258,0.8512259852324281
1433,75301.48728636255,3158.5683587320955,318.75258622509227,37594.043761101799,4967.2944280952916,3188.3036072383729,318.57504361519807,21109.047053977036,1123.5988698495617,3188.5592703692118,318.57354254376543,15.319536747763282,0.8512278673764121
1434,75301.508623774513,3158.5759492628899,318.75205168723005,37594.043761101799,4967.2944280952916,3188.3112819746771,318.57450886925,21109.047053977036,1123.5988698495617,3188.5669465425681,318.57300779907729,15.319536747763282,0.8512278673764121
1435,75302.964214264648,3159.0962421439954,318.71540495439274,37594.048383483292,4967.2826651512496,3188.8374469227224,318.53786127859354,21109.047053977036,1123.5988698495617,3189.0931619508688,318.53635993781029,15.319536747763282,0.8512278673764121
1436,75300.10225455249,3158.0733663363831,318.7874371326879,37594.043761101799,4967.3045094216286,3187.8030302045449,318.60989516866556,21109.043590274821,1123.5988698495617,3188.0586450334586,318.60839401512771,15.319527980364258,0.85122803344803999
1437,75305.416919318261,3159.9796550814553,318.65313776247291,37594.043761101799,4967.259980821681,3189.7308367554519,318.47559287350481,21109.043590274821,1123.5988698495617,3189.9866373035093,318.47409167947148,15.319536747763282,0.85122906678297772
1438,75298.865782416295,3157.6351503844944,318.81819602760703,37594.034516339663,4967.3095514982151,3187.3598815846667,318.6406547796027,21109.043590274821,1123.5988698495617,3187.6154549335561,318.63915355360365,15.319533773109761,0.85122941737890245
1439,75304.438899475514,3159.6278559520251,318.67779634393634,37594.043761101799,4967.2641813585115,3189.3750800752564,318.5002520801591,21109.05051767953,1123.5990696295239,3189.6308460265896,318.49875082800889,15.319557100663536,0.85123129952668097
1440,75302.254549016914,3158.8485163966457,318.73266365561881,37594.034516339663,4967.2801448242499,3188.586946196669,318.55512016961848,21109.05051767953,1123.5990696295239,3188.8426376281468,318.55361914512457,15.319565868070891,0.85123148405108484
1441,75302.75195631948,3159.0269362292111,318.72009842078768,37594.034516339663,4967.2759442806682,3188.7673795892838,318.54255486536022,21109.05051767953,1123.5990696295239,3189.0230884198108,318.54105351351609,15.319565868070891,0.85123148405108484
1442,75302.046589322825,3158.7739503509001,318.73791498383207,37594.034516339663,4967.2818250421788,3188.5115387144474,318.56037181988779,21109.05051767953,1123.5990696295239,3188.7672226049876,318.55887078302106,15.319560075319323,0.85123129952668097
1443,75302.846580977784,3159.0608943912616,318.7177058019156,37594.034516339663,4967.2751041721658,3188.8017219733551,318.54016219908061,21109.05051767953,1123.5990696295239,3189.0574333102527,318.53866120982798,15.319562971694971,0.85123129952668097
1444,75299.064798046442,3157.7088567137575,318.81292368302223,37594.025271578656,4967.3036693107078,3187.4344285869606,318.63538211820554,21109.05051767953,1123.5990696295239,3187.6900094412599,318.63388090462706,15.319557100663536,0.85123129952668097
1445,75302.774914976253,3159.0357525864238,318.71942822951911,37594.034516339663,4967.2742640637316,3188.7762994659211,318.54188486078334,21109.05051767953,1123.5990696295239,3189.0320086540855,318.54038386747214,15.319557100663536,0.85123249893566433
1446,75304.001410140379,3159.4755979747624,318.68845380770205,37594.034516339663,4967.2641813585115,3189.2211085841709,318.51090943025105,21109.05051767953,1123.5990696295239,3189.4768604552623,318.509408509921,15.319554204288444,0.85123216679155367
1447,75298.04211300888,3157.3443040715861,318.838527673557,37594.025271578656,4967.3095514982151,3187.0657715034968,318.66098683314868,21109.047053977036,1123.5990696295239,3187.3213161240674,318.65948555925451,15.319539644136723,0.85123491620864489
1448,75304.699925379435,3159.7326108331608,318.67020948083132,37594.025271578656,4967.2532585568697,3189.4810373811783,318.49266483229661,21109.047053977036,1123.5990696295239,3189.7368143582453,318.49116395495412,15.319536747763282,0.85123404894237154
1449,75299.954407717451,3158.0351144565652,318.78972895576464,37594.016026818805,4967.2893860263803,3187.7643875355093,318.6121870674516,21109.047053977036,1123.5990696295239,3188.0199996859119,318.61068590851471,15.319533773109761,0.851233882870157
1450,75300.089397737553,3158.086337680777,318.78605268699579,37594.011404439305,4967.2851854788905,3187.8161957084408,318.60851075155426,21109.047053977036,1123.5990696295239,3188.0718121944433,318.60700960127787,15.319533773109761,0.8512318161950625
1451,75303.366055963706,3159.2597841395573,318.70338348249032,37594.016026818805,4967.2583006074447,3189.0028852308515,318.52583958607255,21109.047053977036,1123.5990696295239,3189.2586159278467,318.52433863056501,15.31952508399192,0.85123284953229617
1452,75303.774674075947,3159.4060225942576,318.69308566484534,37594.016026818805,4967.2557802866249,3189.1507750030814,318.51554178169386,21109.047053977036,1123.5990696295239,3189.4065195361113,318.51404085044913,15.31952508399192,0.85123284953229617
1453,75303.397230184666,3159.2708727240465,318.70260226783068,37594.016026818805,4967.2583006074447,3189.0140993029568,318.52505823209833,21109.047053977036,1123.5990696295239,3189.2698315790517,318.52355727843172,15.31952508399192,0.85123268346019842
1454,75300.736045876314,3158.3187845070329,318.76964275304215,37594.011404439305,4967.2784646066038,3188.0512687249679,318.59210039013743,21109.047053977036,1123.5990696295239,3188.3069070576471,318.59059927852098,15.319519212967748,0.85123129952668097
1455,75303.412423130823,3159.2763046087071,318.70219023818112,37594.016026818805,4967.2583006074447,3189.0195950977341,318.52464631723234,21109.047053977036,1123.5990696295239,3189.2753275941827,318.52314536453622,15.319530876736872,0.85123200071952254
1456,75301.865271019284,3158.722107819096,318.74121784042308,37594.016026818805,4967.2692220050549,3188.4591444164098,318.5636748273767,21109.047053977036,1123.5990696295239,3188.7148228181354,318.56217378272822,15.31952508399192,0.85123200071952254
1457,75303.009663631296,3159.1324534210494,318.71231646169622,37594.016026818805,4967.259980821681,3188.8741218995056,318.53477257540459,21109.047053977036,1123.5990696295239,3189.1298395275612,318.53327159885021,15.31952508399192,0.8512318161950625
1458,75301.81159627001,3158.703019227506,318.74255826948223,37594.016026818805,4967.2692220050549,3188.4398408275465,318.56501524003386,21109.047053977036,1123.5990696295239,3188.6955173259503,318.56351383526055,15.319527980364258,0.85123113345473445
1459,75299.391302709395,3157.8382289502797,318.8034722109964,37594.006782060074,4967.2893860263803,3187.5652947223102,318.6259304222333,21109.047053977036,1123.5990696295239,3187.8208875984219,318.62442923092033,15.319536747763282,0.85123113345473445
1460,75302.599020033129,3158.9897071242076,318.72227181628608,37594.006782060074,4967.259980821681,3188.7297734904137,318.54472836934156,21109.047053977036,1123.5992694095032,3188.9854774248752,318.54322736933079,15.319513420225,0.85123475013634553
1461,75301.205504375248,3158.4904520654754,318.75743172235269,37594.006782060074,4967.2700621130616,3188.224884130183,318.57988919072869,21109.047053977036,1123.5992694095032,3188.4805407167501,318.57838810788041,15.319516316596237,0.85123456561158761
1462,75304.802751331401,3159.7805211995333,318.66656353432364,37594.006782060074,4967.2406569655586,3189.5295149969952,318.48901918773845,21109.047053977036,1123.5990696295239,3189.7852961769477,318.48751796206159,15.319522109339532,0.85123353227331233
1463,75302.23964517792,3158.8616770533768,318.73125611990793,37594.006782060074,4967.2608209289046,3188.6003019213258,318.55371302598212,21109.047053977036,1123.5990696295239,3188.8559938882872,318.55221164784291,15.319530876736872,0.85123404894237154
1464,75300.086246176026,3158.0930284816927,318.78539206785126,37593.997533424656,4967.2776244978886,3187.8229811648853,318.60784995940355,21109.047053977036,1123.5990696295239,3188.0785990521913,318.60634881068381,15.319530876736872,0.85123423346707361
1465,75304.766003791505,3159.7696745557778,318.66727687004271,37594.002155803304,4967.238976754591,3189.5185507713522,318.48973232471315,21109.047053977036,1123.5992694095032,3189.7743315116809,318.48823109735565,15.319516316596237,0.85123439953932256
1466,75300.008069555843,3158.0678455712509,318.78709111025597,37593.992911046291,4967.2751041721658,3187.7975207783993,318.6095488856094,21109.047053977036,1123.5990696295239,3188.0531353864299,318.60804773288737,15.319507549203063,0.85123371679795845
1467,75303.779821432996,3159.4186020900829,318.69192493035251,37593.997533424656,4967.2448574942191,3189.163522003545,318.51438065669009,21109.047053977036,1123.5990696295239,3189.4192670476682,318.51287972818113,15.319495885442816,0.85123456561158761
1468,75298.817771250629,3157.643701816517,318.81690222077805,37593.988288668203,4967.2818250421788,3187.3685973772103,318.63936097605779,21109.047053977036,1123.5992694095032,3187.6241710755235,318.63785975310651,15.319504652832656,0.85123628169260901
1469,75304.475636004165,3159.6709729767354,318.67405681245367,37593.992911046291,4967.2356149239367,3189.4187508667037,318.49651251973489,21109.047053977036,1123.5994691895005,3189.6745219576765,318.49501127639797,15.319522109339532,0.85123834837312407
1470,75301.819541782199,3158.7206915160082,318.7409696792522,37593.988288668203,4967.2557802866249,3188.4577463074438,318.56342673532998,21109.047053977036,1123.5994691895005,3188.7134257824878,318.56192569126603,15.31952508399192,0.85123886504364488
1471,75299.283773367133,3157.8131920373671,318.80488704819641,37593.983666290405,4967.2759442806682,3187.5400081272928,318.62734522241993,21109.047053977036,1123.5994691895005,3187.7955988604167,318.62584438477597,15.31952508399192,0.85123886504364488
1472,75303.28503849839,3159.2468632202585,318.70386906429684,37593.988288668203,4967.2423371768091,3188.9898607133987,318.52632538955197,21109.047053977036,1123.5992694095032,3189.2455897587083,318.52482407595465,15.319519212967748,0.85123783170276013
1473,75300.660140004344,3158.3060284886969,318.77012052950374,37593.988288668203,4967.2625011435675,3188.0384087635807,318.59257839051219,21109.047053977036,1123.5992694095032,3188.2940477099719,318.59107727776961,15.319527980364258,0.85123766563017644
1474,75303.588776240984,3159.3561219258481,318.69614907147383,37593.988288668203,4967.238976754591,3189.1003542360363,318.51860504877737,21109.047053977036,1123.5992694095032,3189.3560944884507,318.51710375337439,15.319522109339532,0.85123679836250254
1475,75303.171619501678,3159.2068460845026,318.70666009572182,37593.988288668203,4967.2414970711488,3188.9493936215349,318.52911635735137,21109.047053977036,1123.5992694095032,3189.2051199148577,318.52761539412342,15.319522109339532,0.85123679836250254
1476,75302.74525509699,3159.0539946049398,318.71742444395153,37593.988288668203,4967.2448574942191,3188.7948180189542,318.53988091949367,21109.047053977036,1123.5992694095032,3189.0505290790411,318.53837957395081,15.319522109339532,0.85123679836250254
1477,75300.496424590339,3158.2511067563155,318.77396596460028,37593.979043912892,4967.2625011435675,3187.9828711477821,318.59642382554256,21109.047053977036,1123.5992694095032,3188.2385033503533,318.59492270374074,15.31952508399192,0.85123731503255284
1478,75300.652991613766,3158.3070973901167,318.77002161760595,37593.979043912892,4967.2616610362011,3188.0394928478386,318.59247914918012,21109.047053977036,1123.5992694095032,3188.2951318376936,318.59097803667134,15.31952508399192,0.85123731503255284
1479,75304.542493304893,3159.700242086521,318.67188608054653,37593.983666290405,4967.2297341897793,3189.4483607460179,318.49434167875148,21109.047053977036,1123.5994691895005,3189.7041341537747,318.49284079745797,15.31952508399192,0.85123903111634558
1480,75303.407708085957,3159.2959311530672,318.70028219447232,37593.979043912892,4967.2364564386735,3189.0394956519413,318.52273809118043,21109.047053977036,1123.5994691895005,3189.2952300757779,318.52123714298034,15.319530876736872,0.85123938171432256
1481,75301.235687920736,3158.5173800059356,318.75510716453886,37593.979043912892,4967.2532585568697,3188.2521587369633,318.57756456642642,21109.047053977036,1123.5994691895005,3188.5078175463896,318.5760634890546,15.319530876736872,0.8512398983851569
1482,75303.643496069853,3159.3810064469981,318.69427817802983,37593.979043912892,4967.2330946088714,3189.1255318157773,318.5167339626579,21109.047053977036,1123.5994691895005,3189.3812753366738,318.51523302860426,15.319536747763282,0.85123886504364488
1483,75299.351825184654,3157.8455252673189,318.80240055068384,37593.969799158716,4967.2675417892578,3187.5727269271647,318.62485906036659,21109.047053977036,1123.5994691895005,3187.8283201012437,318.62335787157747,15.319530876736872,0.851240415056148
1484,75304.511684921701,3159.692426484577,318.67228630868601,37593.979043912892,4967.2255336675134,3189.4404722947788,318.49474215231254,21109.047053977036,1123.5998687495487,3189.6962465157885,318.49324091314793,15.319527980364258,0.85124196507006245
1485,75300.754952241739,3158.3496861216281,318.76683037807868,37593.969799158716,4967.2532585568697,3188.0825808293343,318.58928772753256,21109.047053977036,1123.599668969516,3188.3382238053096,318.58778697952289,15.319533773109761,0.85124196507006245
1486,75302.152776982941,3158.8504824000815,318.7315510522983,37593.969799158716,4967.243177282543,3188.589029850501,318.55400787621784,21109.047053977036,1123.599668969516,3188.8447213655204,318.55250685434447,15.319536747763282,0.85124144839860094
1487,75297.255903542798,3157.0990372656465,318.85490759586793,37593.960554405676,4967.2793047153909,3186.8178253883739,318.67736719284648,21109.047053977036,1123.5998687495487,3187.0733465195694,318.67586623739714,15.319527980364258,0.85124351508538809
1488,75307.004572331454,3160.5944818144931,318.60857251120137,37593.965176782054,4967.196967344069,3190.3527317473845,318.43102683464161,21109.047053977036,1123.599668969516,3190.6085922511616,318.4295257456472,15.319533773109761,0.85124058112899992
1489,75297.540314051716,3157.2118751529447,318.84665258526621,37593.942061025176,4967.2658615737428,3186.9319676505997,318.6691119816175,21109.047053977036,1123.5998687495487,3187.1875001322846,318.66761104560914,15.319510445573746,0.8512397323123716
1490,75300.333565444002,3158.2167764202359,318.77573925040559,37593.93743865021,4967.238976754591,3187.9482169866365,318.59819733143416,21109.047053977036,1123.5998687495487,3188.2038477998403,318.59669620545424,15.319513420225,0.8512398983851569
1491,75302.784092776303,3159.0939680561933,318.7139424708991,37593.942061025176,4967.2188128355801,3188.8353089767434,318.53639920250276,21109.047053977036,1123.5998687495487,3189.0910239191694,318.53489786516508,15.319516316596237,0.85123938171432256
1492,75301.348491896046,3158.578850369991,318.75021776514524,37593.942061025176,4967.2314143991844,3188.3143773940374,318.57267510100644,21109.047053977036,1123.5998687495487,3188.5700432153826,318.57117403515383,15.319516316596237,0.85123954778707367
1493,75301.787866784915,3158.7366305643209,318.73910365316817,37593.942061025176,4967.2272138762064,3188.4739386415426,318.56156087205386,21109.047053977036,1123.5998687495487,3188.729619895174,318.56005983238578,15.319516316596237,0.85123938171432256
1494,75303.238518790793,3159.2568118986032,318.70246587670403,37593.942061025176,4967.2154510117507,3188.9999905148657,318.52492223591298,21109.047053977036,1123.5998687495487,3189.2557222252676,318.5234212825668,15.319510445573746,0.85123954778707367
1495,75299.943217570049,3158.0787173920462,318.78542599152041,37593.932816275541,4967.2414970711488,3187.8086040006283,318.60788423061649,21109.047053977036,1123.5998687495487,3188.0642201822648,318.60638308181615,15.319504652832656,0.85124196507006245
1496,75304.377965854612,3159.6647987689321,318.67369621338463,37593.942061025176,4967.204529673254,3189.4125860653262,318.49615202113097,21109.05051767953,1123.5998687495487,3189.6683569091151,318.49465113557204,15.319507549203063,0.85124006445795841
1497,75297.889441223713,3157.3441175199555,318.83709240585961,37593.928193901156,4967.2541000731007,3187.0657240820501,318.65955196511186,21109.05051767953,1123.6000685295994,3187.3212698298476,318.65805105161763,15.319513420225,0.85124076565441009
1498,75304.208137990339,3159.6089298824172,318.67749429580135,37593.932816275541,4967.2011692638243,3189.3561012653768,318.49995011617557,21109.05051767953,1123.6000685295994,3189.6118675852722,318.49844922166756,15.319530876736872,0.85124299841345608
1499,75300.032791309714,3158.1157253316865,318.78263497231472,37593.923571527041,4967.2330946088714,3187.8460477056228,318.60509327474398,21109.05051767953,1123.6000685295994,3188.1016687762431,318.6035921325186,15.319533773109761,0.85124299841345608
1500,75298.358666149841,3157.516006955801,318.82485544251591,37593.923571527041,4967.2448574942191,3187.2395655713549,318.64731448212234,21109.05051767953,1123.6002683096676,3187.4951284508315,318.64581359744818,15.319522109339532,0.85124452997713951
1501,75304.126244549931,3159.5846245527318,318.67909415285902,37593.923571527041,4967.196967344069,3189.3315315669893,318.50155024137359,21109.05051767953,1123.6002683096676,3189.5872957722054,318.50004934309538,15.319527980364258,0.85124607999480029
1502,75300.00660754618,3158.1099302878547,318.78292992847526,37593.914326779697,4967.2288940851849,3187.8401994765245,318.60538814875724,21109.05398138232,1123.6004680897543,3188.095819183412,318.60388700583707,15.319536747763282,0.851246430594229
1503,75300.05894537628,3158.1285472784411,318.78161833874879,37593.914326779697,4967.2288940851849,3187.8590258473992,318.60407656732832,21109.05398138232,1123.6004680897543,3188.1146485676104,318.60257542749798,15.319536747763282,0.85124626452080643
1504,75303.718080982595,3159.4372858914971,318.6894220926377,37593.923571527041,4967.1994890595352,3189.182534124137,318.51187815930513,21109.05398138232,1123.6004680897543,3189.4382844485622,318.51037723669259,15.319542540510438,0.851246430594229
1505,75298.496608470756,3157.569504003503,318.82094577758545,37593.914326779697,4967.2381366492145,3187.2936819217007,318.64340483488047,21109.05398138232,1123.6006678698579,3187.5492503582377,318.64190395941392,15.319554204288444,0.85125073005624996
1506,75303.557518546135,3159.3842991342481,318.69306816990803,37593.914326779697,4967.196967344069,3189.1289585584755,318.51552464857048,21109.05398138232,1123.6008683203827,3189.3847022167688,318.51402371736617,15.319548411539081,0.85124986278192094
1507,75300.686687479407,3158.3567391247257,318.7654274089698,37593.909704406447,4967.219652939325,3188.0898035942187,318.58788550616288,21109.05398138232,1123.6008683203827,3188.3454479890829,318.58638440447623,15.319542540510438,0.85124986278192094
1508,75299.070414225702,3157.7789888323955,318.80612512259756,37593.905078155636,4967.2322545039924,3187.5055347805242,318.628584023043,21109.05398138232,1123.6008683203827,3187.7611230023558,318.62708318248144,15.319542540510438,0.85125037945593607
1509,75304.847553219239,3159.8461602053294,318.66048557507474,37593.914326779697,4967.1852059249914,3189.5960394592962,318.48294149420667,21109.057445085382,1123.6008683203827,3189.8518289544909,318.4814402828539,15.319560075319323,0.85125106220398239
1510,75299.884656606402,3158.0706756371392,318.78549740977718,37593.905078155636,4967.2230133550065,3187.8005210945275,318.6079559859748,21109.057445085382,1123.6010681005225,3188.0561380813606,318.60645483700529,15.319557100663536,0.85125176340496356
1511,75301.511175774722,3158.6537198512842,318.74442144913218,37593.905078155636,4967.2104103924912,3188.3901450554581,318.56687897161328,21109.057445085382,1123.6010681005225,3188.6458184320159,318.56537827638397,15.319560075319323,0.85125192947892248
1512,75299.43240331822,3157.9086254994304,318.79690086543798,37593.905078155636,4967.2263737718249,3187.6366440207462,318.61935983573693,21109.057445085382,1123.6010681005225,3187.8922454034764,318.61785865990254,15.319551307913624,0.85125261222759041
1513,75304.807506880301,3159.834770437034,318.66120176016443,37593.909704406447,4967.1818455220964,3189.5845306867263,318.48365783667703,21109.057445085382,1123.6010681005225,3189.8403185908842,318.48215662363577,15.319557100663536,0.85125073005624996
1514,75299.39988067896,3157.9019348938587,318.79727760361243,37593.895833410563,4967.2221732509797,3187.6298881213506,318.61973646899224,21109.057445085382,1123.6010681005225,3187.885488103997,318.61823564926834,15.319548411539081,0.85125157887836145
1515,75303.902192978217,3159.5132931094499,318.68375379066083,37593.905078155636,4967.1852059249914,3189.2594325350183,318.50621036567452,21109.057445085382,1123.6010681005225,3189.5151893312695,318.50470909948206,15.319557100663536,0.85125037945593607
1516,75300.76952837038,3158.3936542780161,318.7625907712648,37593.895833410563,4967.2095702895303,3188.1271597383088,318.58504858758982,21109.057445085382,1123.6010681005225,3188.382807889514,318.58354784956464,15.319551307913624,0.85125106220398239
1517,75302.985076730678,3159.1863576069436,318.70675435617522,37593.900455782954,4967.1919267341873,3188.9288100541494,318.52921094849364,21109.057445085382,1123.6010681005225,3189.1845355221758,318.52770998504297,15.319551307913624,0.85125124673052843
1518,75298.31649793376,3157.516205874701,318.82436762587145,37593.891211038448,4967.2280539806607,3187.2398151052994,318.64682715833322,21109.057445085382,1123.6010681005225,3187.4953791239382,318.64532627480679,15.319545436884429,0.85125312890243987
1519,75302.630439569664,3159.0619341935353,318.71544280191063,37593.895833410563,4967.1919267341873,3188.8029891485226,318.53789982947336,21109.057445085382,1123.6010681005225,3189.0587027950969,318.5363988455511,15.319548411539081,0.85125021338212836
