primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age,,
coal_biomass,supercritical,53,2300,1478.4,36.84,9720480.00,16,,
coal_biomass,supercritical,53,2400,1542.4,36.67,10141280.00,16,,
coal_biomass,supercritical,53,2500,1607.2,36.5,10567340.00,16,,
coal_biomass,supercritical,57,100,64.336,85.49,423009.20,17,,
coal_biomass,supercritical,57,200,128.64,64.23,845808.00,17,,
coal_biomass,supercritical,57,300,192.88,56.04,1268186.00,17,,
coal_biomass,supercritical,57,400,257.12,51.47,1690564.00,17,,
coal_biomass,supercritical,57,500,321.44,48.48,2113468.00,17,,
coal_biomass,supercritical,57,600,385.68,46.32,2535846.00,17,,
coal_biomass,supercritical,57,700,450,44.67,2958750.00,17,,
coal_biomass,supercritical,57,800,514.24,43.34,3381128.00,17,,
coal_biomass,supercritical,57,900,578.56,42.25,3804032.00,17,,
coal_biomass,supercritical,57,1000,642.8,41.32,4226410.00,17,,
coal_biomass,supercritical,57,1100,707.04,40.52,4648788.00,17,,
coal_biomass,supercritical,57,1200,771.36,39.82,5071692.00,17,,
coal_biomass,supercritical,57,1300,836,39.19,5496700.00,17,,
coal_biomass,supercritical,57,1400,900,38.62,5917500.00,17,,
coal_biomass,supercritical,57,1500,964,38.09,6338300.00,17,,
coal_biomass,supercritical,57,1600,1028.8,37.73,6764360.00,17,,
coal_biomass,supercritical,57,1700,1092.8,37.41,7185160.00,17,,
coal_biomass,supercritical,57,1800,1156.8,37.12,7605960.00,17,,
coal_biomass,supercritical,57,1900,1221.6,36.86,8032020.00,17,,
coal_biomass,supercritical,57,2000,1285.6,36.62,8452820.00,17,,
coal_biomass,supercritical,57,2100,1349.6,36.41,8873620.00,17,,
coal_biomass,supercritical,57,2200,1414.4,36.2,9299680.00,17,,
coal_biomass,supercritical,57,2300,1478.4,36.02,9720480.00,17,,
coal_biomass,supercritical,57,2400,1542.4,35.84,10141280.00,17,,
coal_biomass,supercritical,57,2500,1607.2,35.68,10567340.00,17,,
coal_biomass,supercritical,60,100,64.336,84.28,423009.20,18,,
coal_biomass,supercritical,60,200,128.64,63.2,845808.00,18,,
coal_biomass,supercritical,60,300,192.88,55.1,1268186.00,18,,
coal_biomass,supercritical,60,400,257.12,50.6,1690564.00,18,,
coal_biomass,supercritical,60,500,321.44,47.65,2113468.00,18,,
coal_biomass,supercritical,60,600,385.68,45.52,2535846.00,18,,
coal_biomass,supercritical,60,700,450,43.89,2958750.00,18,,
coal_biomass,supercritical,60,800,514.24,42.59,3381128.00,18,,
coal_biomass,supercritical,60,900,578.56,41.52,3804032.00,18,,
coal_biomass,supercritical,60,1000,642.8,40.61,4226410.00,18,,
coal_biomass,supercritical,60,1100,707.04,39.82,4648788.00,18,,
coal_biomass,supercritical,60,1200,771.36,39.13,5071692.00,18,,
coal_biomass,supercritical,60,1300,836,38.51,5496700.00,18,,
coal_biomass,supercritical,60,1400,900,37.95,5917500.00,18,,
coal_biomass,supercritical,60,1500,964,37.43,6338300.00,18,,
coal_biomass,supercritical,60,1600,1028.8,37.08,6764360.00,18,,
coal_biomass,supercritical,60,1700,1092.8,36.77,7185160.00,18,,
coal_biomass,supercritical,60,1800,1156.8,36.48,7605960.00,18,,
coal_biomass,supercritical,60,1900,1221.6,36.23,8032020.00,18,,
coal_biomass,supercritical,60,2000,1285.6,35.99,8452820.00,18,,
coal_biomass,supercritical,60,2100,1349.6,35.78,8873620.00,18,,
coal_biomass,supercritical,60,2200,1414.4,35.58,9299680.00,18,,
coal_biomass,supercritical,60,2300,1478.4,35.4,9720480.00,18,,
coal_biomass,supercritical,60,2400,1542.4,35.22,10141280.00,18,,
coal_biomass,supercritical,60,2500,1607.2,35.06,10567340.00,18,,
coal_biomass,supercritical,63,100,64.336,83.07,423009.20,19,,
coal_biomass,supercritical,63,200,128.64,62.18,845808.00,19,,
coal_biomass,supercritical,63,300,192.88,54.17,1268186.00,19,,
coal_biomass,supercritical,63,400,257.12,49.72,1690564.00,19,,
coal_biomass,supercritical,63,500,321.44,46.82,2113468.00,19,,
coal_biomass,supercritical,63,600,385.68,44.72,2535846.00,19,,
coal_biomass,supercritical,63,700,450,43.12,2958750.00,19,,
coal_biomass,supercritical,63,800,514.24,41.85,3381128.00,19,,
coal_biomass,supercritical,63,900,578.56,40.79,3804032.00,19,,
coal_biomass,supercritical,63,1000,642.8,39.9,4226410.00,19,,
coal_biomass,supercritical,63,1100,707.04,39.12,4648788.00,19,,
coal_biomass,supercritical,63,1200,771.36,38.44,5071692.00,19,,
coal_biomass,supercritical,63,1300,836,37.83,5496700.00,19,,
coal_biomass,supercritical,63,1400,900,37.28,5917500.00,19,,
coal_biomass,supercritical,63,1500,964,36.78,6338300.00,19,,
coal_biomass,supercritical,63,1600,1028.8,36.43,6764360.00,19,,
coal_biomass,supercritical,63,1700,1092.8,36.12,7185160.00,19,,
coal_biomass,supercritical,63,1800,1156.8,35.84,7605960.00,19,,
coal_biomass,supercritical,63,1900,1221.6,35.59,8032020.00,19,,
coal_biomass,supercritical,63,2000,1285.6,35.36,8452820.00,19,,
coal_biomass,supercritical,63,2100,1349.6,35.15,8873620.00,19,,
coal_biomass,supercritical,63,2200,1414.4,34.96,9299680.00,19,,
coal_biomass,supercritical,63,2300,1478.4,34.78,9720480.00,19,,
coal_biomass,supercritical,63,2400,1542.4,34.61,10141280.00,19,,
coal_biomass,supercritical,63,2500,1607.2,34.45,10567340.00,19,,
coal_biomass,supercritical,67,100,64.336,81.45,423009.20,20,,
coal_biomass,supercritical,67,200,128.64,60.81,845808.00,20,,
coal_biomass,supercritical,67,300,192.88,52.92,1268186.00,20,,
coal_biomass,supercritical,67,400,257.12,48.56,1690564.00,20,,
coal_biomass,supercritical,67,500,321.44,45.71,2113468.00,20,,
coal_biomass,supercritical,67,600,385.68,43.66,2535846.00,20,,
coal_biomass,supercritical,67,700,450,42.1,2958750.00,20,,
coal_biomass,supercritical,67,800,514.24,40.85,3381128.00,20,,
coal_biomass,supercritical,67,900,578.56,39.82,3804032.00,20,,
coal_biomass,supercritical,67,1000,642.8,38.94,4226410.00,20,,
coal_biomass,supercritical,67,1100,707.04,38.19,4648788.00,20,,
coal_biomass,supercritical,67,1200,771.36,37.52,5071692.00,20,,
coal_biomass,supercritical,67,1300,836,36.93,5496700.00,20,,
coal_biomass,supercritical,67,1400,900,36.39,5917500.00,20,,
coal_biomass,supercritical,67,1500,964,35.9,6338300.00,20,,
coal_biomass,supercritical,67,1600,1028.8,35.56,6764360.00,20,,
coal_biomass,supercritical,67,1700,1092.8,35.26,7185160.00,20,,
coal_biomass,supercritical,67,1800,1156.8,34.99,7605960.00,20,,
coal_biomass,supercritical,67,1900,1221.6,34.75,8032020.00,20,,
coal_biomass,supercritical,67,2000,1285.6,34.52,8452820.00,20,,
coal_biomass,supercritical,67,2100,1349.6,34.32,8873620.00,20,,
coal_biomass,supercritical,67,2200,1414.4,34.13,9299680.00,20,,
coal_biomass,supercritical,67,2300,1478.4,33.95,9720480.00,20,,
coal_biomass,supercritical,67,2400,1542.4,33.78,10141280.00,20,,
coal_biomass,supercritical,67,2500,1607.2,33.63,10567340.00,20,,
coal_biomass,supercritical,70,100,64.336,80.24,423009.20,21,,
coal_biomass,supercritical,70,200,128.64,59.78,845808.00,21,,
coal_biomass,supercritical,70,300,192.88,51.99,1268186.00,21,,
coal_biomass,supercritical,70,400,257.12,47.68,1690564.00,21,,
coal_biomass,supercritical,70,500,321.44,44.88,2113468.00,21,,
coal_biomass,supercritical,70,600,385.68,42.86,2535846.00,21,,
coal_biomass,supercritical,70,700,450,41.32,2958750.00,21,,
coal_biomass,supercritical,70,800,514.24,40.1,3381128.00,21,,
coal_biomass,supercritical,70,900,578.56,39.09,3804032.00,21,,
coal_biomass,supercritical,70,1000,642.8,38.23,4226410.00,21,,
coal_biomass,supercritical,70,1100,707.04,37.49,4648788.00,21,,
coal_biomass,supercritical,70,1200,771.36,36.84,5071692.00,21,,
coal_biomass,supercritical,70,1300,836,36.25,5496700.00,21,,
coal_biomass,supercritical,70,1400,900,35.72,5917500.00,21,,
coal_biomass,supercritical,70,1500,964,35.24,6338300.00,21,,
coal_biomass,supercritical,70,1600,1028.8,34.91,6764360.00,21,,
coal_biomass,supercritical,70,1700,1092.8,34.61,7185160.00,21,,
coal_biomass,supercritical,70,1800,1156.8,34.35,7605960.00,21,,
coal_biomass,supercritical,70,1900,1221.6,34.11,8032020.00,21,,
coal_biomass,supercritical,70,2000,1285.6,33.89,8452820.00,21,,
coal_biomass,supercritical,70,2100,1349.6,33.69,8873620.00,21,,
coal_biomass,supercritical,70,2200,1414.4,33.51,9299680.00,21,,
coal_biomass,supercritical,70,2300,1478.4,33.33,9720480.00,21,,
coal_biomass,supercritical,70,2400,1542.4,33.17,10141280.00,21,,
coal_biomass,supercritical,70,2500,1607.2,33.01,10567340.00,21,,
coal_biomass,supercritical,73,100,64.336,79.02,423009.20,22,,
coal_biomass,supercritical,73,200,128.64,58.76,845808.00,22,,
coal_biomass,supercritical,73,300,192.88,51.06,1268186.00,22,,
coal_biomass,supercritical,73,400,257.12,46.81,1690564.00,22,,
coal_biomass,supercritical,73,500,321.44,44.04,2113468.00,22,,
coal_biomass,supercritical,73,600,385.68,42.06,2535846.00,22,,
coal_biomass,supercritical,73,700,450,40.55,2958750.00,22,,
coal_biomass,supercritical,73,800,514.24,39.35,3381128.00,22,,
coal_biomass,supercritical,73,900,578.56,38.36,3804032.00,22,,
coal_biomass,supercritical,73,1000,642.8,37.52,4226410.00,22,,
coal_biomass,supercritical,73,1100,707.04,36.79,4648788.00,22,,
coal_biomass,supercritical,73,1200,771.36,36.15,5071692.00,22,,
coal_biomass,supercritical,73,1300,836,35.57,5496700.00,22,,
coal_biomass,supercritical,73,1400,900,35.05,5917500.00,22,,
coal_biomass,supercritical,73,1500,964,34.58,6338300.00,22,,
coal_biomass,supercritical,73,1600,1028.8,34.25,6764360.00,22,,
coal_biomass,supercritical,73,1700,1092.8,33.97,7185160.00,22,,
coal_biomass,supercritical,73,1800,1156.8,33.71,7605960.00,22,,
coal_biomass,supercritical,73,1900,1221.6,33.48,8032020.00,22,,
coal_biomass,supercritical,73,2000,1285.6,33.26,8452820.00,22,,
coal_biomass,supercritical,73,2100,1349.6,33.07,8873620.00,22,,
coal_biomass,supercritical,73,2200,1414.4,32.88,9299680.00,22,,
coal_biomass,supercritical,73,2300,1478.4,32.71,9720480.00,22,,
coal_biomass,supercritical,73,2400,1542.4,32.55,10141280.00,22,,
coal_biomass,supercritical,73,2500,1607.2,32.4,10567340.00,22,,
coal_biomass,supercritical,77,100,64.336,77.41,423009.20,23,,
coal_biomass,supercritical,77,200,128.64,57.39,845808.00,23,,
coal_biomass,supercritical,77,300,192.88,49.81,1268186.00,23,,
coal_biomass,supercritical,77,400,257.12,45.64,1690564.00,23,,
coal_biomass,supercritical,77,500,321.44,42.94,2113468.00,23,,
coal_biomass,supercritical,77,600,385.68,41,2535846.00,23,,
coal_biomass,supercritical,77,700,450,39.53,2958750.00,23,,
coal_biomass,supercritical,77,800,514.24,38.35,3381128.00,23,,
coal_biomass,supercritical,77,900,578.56,37.38,3804032.00,23,,
coal_biomass,supercritical,77,1000,642.8,36.56,4226410.00,23,,
coal_biomass,supercritical,77,1100,707.04,35.85,4648788.00,23,,
coal_biomass,supercritical,77,1200,771.36,35.23,5071692.00,23,,
coal_biomass,supercritical,77,1300,836,34.67,5496700.00,23,,
coal_biomass,supercritical,77,1400,900,34.16,5917500.00,23,,
coal_biomass,supercritical,77,1500,964,33.7,6338300.00,23,,
coal_biomass,supercritical,77,1600,1028.8,33.38,6764360.00,23,,
coal_biomass,supercritical,77,1700,1092.8,33.11,7185160.00,23,,
coal_biomass,supercritical,77,1800,1156.8,32.86,7605960.00,23,,
coal_biomass,supercritical,77,1900,1221.6,32.63,8032020.00,23,,
coal_biomass,supercritical,77,2000,1285.6,32.42,8452820.00,23,,
coal_biomass,supercritical,77,2100,1349.6,32.23,8873620.00,23,,
coal_biomass,supercritical,77,2200,1414.4,32.05,9299680.00,23,,
coal_biomass,supercritical,77,2300,1478.4,31.88,9720480.00,23,,
coal_biomass,supercritical,77,2400,1542.4,31.73,10141280.00,23,,
coal_biomass,supercritical,77,2500,1607.2,31.57,10567340.00,23,,
coal_biomass,supercritical,80,100,64.336,76.19,423009.20,24,,
coal_biomass,supercritical,80,200,128.64,56.36,845808.00,24,,
coal_biomass,supercritical,80,300,192.88,48.88,1268186.00,24,,
coal_biomass,supercritical,80,400,257.12,44.77,1690564.00,24,,
coal_biomass,supercritical,80,500,321.44,42.11,2113468.00,24,,
coal_biomass,supercritical,80,600,385.68,40.2,2535846.00,24,,
coal_biomass,supercritical,80,700,450,38.76,2958750.00,24,,
coal_biomass,supercritical,80,800,514.24,37.6,3381128.00,24,,
coal_biomass,supercritical,80,900,578.56,36.65,3804032.00,24,,
coal_biomass,supercritical,80,1000,642.8,35.85,4226410.00,24,,
coal_biomass,supercritical,80,1100,707.04,35.15,4648788.00,24,,
coal_biomass,supercritical,80,1200,771.36,34.54,5071692.00,24,,
coal_biomass,supercritical,80,1300,836,33.99,5496700.00,24,,
coal_biomass,supercritical,80,1400,900,33.5,5917500.00,24,,
coal_biomass,supercritical,80,1500,964,33.04,6338300.00,24,,
coal_biomass,supercritical,80,1600,1028.8,32.73,6764360.00,24,,
coal_biomass,supercritical,80,1700,1092.8,32.46,7185160.00,24,,
coal_biomass,supercritical,80,1800,1156.8,32.22,7605960.00,24,,
coal_biomass,supercritical,80,1900,1221.6,32,8032020.00,24,,
coal_biomass,supercritical,80,2000,1285.6,31.79,8452820.00,24,,
coal_biomass,supercritical,80,2100,1349.6,31.6,8873620.00,24,,
coal_biomass,supercritical,80,2200,1414.4,31.43,9299680.00,24,,
coal_biomass,supercritical,80,2300,1478.4,31.26,9720480.00,24,,
coal_biomass,supercritical,80,2400,1542.4,31.11,10141280.00,24,,
coal_biomass,supercritical,80,2500,1607.2,30.96,10567340.00,24,,
coal_biomass,supercritical,83,100,64.336,74.98,423009.20,25,,
coal_biomass,supercritical,83,200,128.64,55.33,845808.00,25,,
coal_biomass,supercritical,83,300,192.88,47.94,1268186.00,25,,
coal_biomass,supercritical,83,400,257.12,43.9,1690564.00,25,,
coal_biomass,supercritical,83,500,321.44,41.27,2113468.00,25,,
coal_biomass,supercritical,83,600,385.68,39.41,2535846.00,25,,
coal_biomass,supercritical,83,700,450,37.98,2958750.00,25,,
coal_biomass,supercritical,83,800,514.24,36.85,3381128.00,25,,
coal_biomass,supercritical,83,900,578.56,35.92,3804032.00,25,,
coal_biomass,supercritical,83,1000,642.8,35.14,4226410.00,25,,
coal_biomass,supercritical,83,1100,707.04,34.45,4648788.00,25,,
coal_biomass,supercritical,83,1200,771.36,33.85,5071692.00,25,,
coal_biomass,supercritical,83,1300,836,33.32,5496700.00,25,,
coal_biomass,supercritical,83,1400,900,32.83,5917500.00,25,,
coal_biomass,supercritical,83,1500,964,32.38,6338300.00,25,,
coal_biomass,supercritical,83,1600,1028.8,32.08,6764360.00,25,,
coal_biomass,supercritical,83,1700,1092.8,31.82,7185160.00,25,,
coal_biomass,supercritical,83,1800,1156.8,31.58,7605960.00,25,,
coal_biomass,supercritical,83,1900,1221.6,31.36,8032020.00,25,,
coal_biomass,supercritical,83,2000,1285.6,31.16,8452820.00,25,,
coal_biomass,supercritical,83,2100,1349.6,30.98,8873620.00,25,,
coal_biomass,supercritical,83,2200,1414.4,30.81,9299680.00,25,,
coal_biomass,supercritical,83,2300,1478.4,30.64,9720480.00,25,,
coal_biomass,supercritical,83,2400,1542.4,30.49,10141280.00,25,,
coal_biomass,supercritical,83,2500,1607.2,30.34,10567340.00,25,,
coal_biomass,supercritical,87,100,64.336,73.36,423009.20,26,,
coal_biomass,supercritical,87,200,128.64,53.96,845808.00,26,,
coal_biomass,supercritical,87,300,192.88,46.7,1268186.00,26,,
coal_biomass,supercritical,87,400,257.12,42.73,1690564.00,26,,
coal_biomass,supercritical,87,500,321.44,40.17,2113468.00,26,,
coal_biomass,supercritical,87,600,385.68,38.34,2535846.00,26,,
coal_biomass,supercritical,87,700,450,36.96,2958750.00,26,,
coal_biomass,supercritical,87,800,514.24,35.86,3381128.00,26,,
coal_biomass,supercritical,87,900,578.56,34.95,3804032.00,26,,
coal_biomass,supercritical,87,1000,642.8,34.18,4226410.00,26,,
coal_biomass,supercritical,87,1100,707.04,33.52,4648788.00,26,,
coal_biomass,supercritical,87,1200,771.36,32.94,5071692.00,26,,
coal_biomass,supercritical,87,1300,836,32.41,5496700.00,26,,
coal_biomass,supercritical,87,1400,900,31.94,5917500.00,26,,
coal_biomass,supercritical,87,1500,964,31.5,6338300.00,26,,
coal_biomass,supercritical,87,1600,1028.8,31.21,6764360.00,26,,
coal_biomass,supercritical,87,1700,1092.8,30.96,7185160.00,26,,
coal_biomass,supercritical,87,1800,1156.8,30.72,7605960.00,26,,
coal_biomass,supercritical,87,1900,1221.6,30.51,8032020.00,26,,
coal_biomass,supercritical,87,2000,1285.6,30.32,8452820.00,26,,
coal_biomass,supercritical,87,2100,1349.6,30.14,8873620.00,26,,
coal_biomass,supercritical,87,2200,1414.4,29.98,9299680.00,26,,
coal_biomass,supercritical,87,2300,1478.4,29.82,9720480.00,26,,
coal_biomass,supercritical,87,2400,1542.4,29.67,10141280.00,26,,
coal_biomass,supercritical,87,2500,1607.2,29.52,10567340.00,26,,
coal_biomass,supercritical,90,100,64.336,72.15,423009.20,27,,
coal_biomass,supercritical,90,200,128.64,52.94,845808.00,27,,
coal_biomass,supercritical,90,300,192.88,45.76,1268186.00,27,,
coal_biomass,supercritical,90,400,257.12,41.86,1690564.00,27,,
coal_biomass,supercritical,90,500,321.44,39.34,2113468.00,27,,
coal_biomass,supercritical,90,600,385.68,37.54,2535846.00,27,,
coal_biomass,supercritical,90,700,450,36.19,2958750.00,27,,
coal_biomass,supercritical,90,800,514.24,35.11,3381128.00,27,,
coal_biomass,supercritical,90,900,578.56,34.22,3804032.00,27,,
coal_biomass,supercritical,90,1000,642.8,33.47,4226410.00,27,,
coal_biomass,supercritical,90,1100,707.04,32.82,4648788.00,27,,
coal_biomass,supercritical,90,1200,771.36,32.25,5071692.00,27,,
coal_biomass,supercritical,90,1300,836,31.74,5496700.00,27,,
coal_biomass,supercritical,90,1400,900,31.27,5917500.00,27,,
coal_biomass,supercritical,90,1500,964,30.84,6338300.00,27,,
coal_biomass,supercritical,90,1600,1028.8,30.56,6764360.00,27,,
coal_biomass,supercritical,90,1700,1092.8,30.31,7185160.00,27,,
coal_biomass,supercritical,90,1800,1156.8,30.09,7605960.00,27,,
coal_biomass,supercritical,90,1900,1221.6,29.88,8032020.00,27,,
coal_biomass,supercritical,90,2000,1285.6,29.69,8452820.00,27,,
coal_biomass,supercritical,90,2100,1349.6,29.52,8873620.00,27,,
coal_biomass,supercritical,90,2200,1414.4,29.35,9299680.00,27,,
coal_biomass,supercritical,90,2300,1478.4,29.2,9720480.00,27,,
coal_biomass,supercritical,90,2400,1542.4,29.05,10141280.00,27,,
coal_biomass,supercritical,90,2500,1607.2,28.91,10567340.00,27,,
coal_biomass,supercritical,93,100,64.336,70.94,423009.20,28,,
coal_biomass,supercritical,93,200,128.64,51.91,845808.00,28,,
coal_biomass,supercritical,93,300,192.88,44.83,1268186.00,28,,
coal_biomass,supercritical,93,400,257.12,40.98,1690564.00,28,,
coal_biomass,supercritical,93,500,321.44,38.5,2113468.00,28,,
coal_biomass,supercritical,93,600,385.68,36.75,2535846.00,28,,
coal_biomass,supercritical,93,700,450,35.41,2958750.00,28,,
coal_biomass,supercritical,93,800,514.24,34.36,3381128.00,28,,
coal_biomass,supercritical,93,900,578.56,33.49,3804032.00,28,,
coal_biomass,supercritical,93,1000,642.8,32.76,4226410.00,28,,
coal_biomass,supercritical,93,1100,707.04,32.12,4648788.00,28,,
coal_biomass,supercritical,93,1200,771.36,31.56,5071692.00,28,,
coal_biomass,supercritical,93,1300,836,31.06,5496700.00,28,,
coal_biomass,supercritical,93,1400,900,30.6,5917500.00,28,,
coal_biomass,supercritical,93,1500,964,30.18,6338300.00,28,,
coal_biomass,supercritical,93,1600,1028.8,29.91,6764360.00,28,,
coal_biomass,supercritical,93,1700,1092.8,29.66,7185160.00,28,,
coal_biomass,supercritical,93,1800,1156.8,29.45,7605960.00,28,,
coal_biomass,supercritical,93,1900,1221.6,29.25,8032020.00,28,,
coal_biomass,supercritical,93,2000,1285.6,29.06,8452820.00,28,,
coal_biomass,supercritical,93,2100,1349.6,28.89,8873620.00,28,,
coal_biomass,supercritical,93,2200,1414.4,28.73,9299680.00,28,,
coal_biomass,supercritical,93,2300,1478.4,28.58,9720480.00,28,,
coal_biomass,supercritical,93,2400,1542.4,28.43,10141280.00,28,,
coal_biomass,supercritical,93,2500,1607.2,28.29,10567340.00,28,,
coal_biomass,supercritical,97,100,64.336,69.32,423009.20,29,,
coal_biomass,supercritical,97,200,128.64,50.54,845808.00,29,,
coal_biomass,supercritical,97,300,192.88,43.58,1268186.00,29,,
coal_biomass,supercritical,97,400,257.12,39.82,1690564.00,29,,
coal_biomass,supercritical,97,500,321.44,37.4,2113468.00,29,,
coal_biomass,supercritical,97,600,385.68,35.68,2535846.00,29,,
coal_biomass,supercritical,97,700,450,34.39,2958750.00,29,,
coal_biomass,supercritical,97,800,514.24,33.36,3381128.00,29,,
coal_biomass,supercritical,97,900,578.56,32.52,3804032.00,29,,
coal_biomass,supercritical,97,1000,642.8,31.8,4226410.00,29,,
coal_biomass,supercritical,97,1100,707.04,31.19,4648788.00,29,,
coal_biomass,supercritical,97,1200,771.36,30.64,5071692.00,29,,
coal_biomass,supercritical,97,1300,836,30.16,5496700.00,29,,
coal_biomass,supercritical,97,1400,900,29.71,5917500.00,29,,
coal_biomass,supercritical,97,1500,964,29.3,6338300.00,29,,
coal_biomass,supercritical,97,1600,1028.8,29.04,6764360.00,29,,
coal_biomass,supercritical,97,1700,1092.8,28.8,7185160.00,29,,
coal_biomass,supercritical,97,1800,1156.8,28.59,7605960.00,29,,
coal_biomass,supercritical,97,1900,1221.6,28.4,8032020.00,29,,
coal_biomass,supercritical,97,2000,1285.6,28.22,8452820.00,29,,
coal_biomass,supercritical,97,2100,1349.6,28.06,8873620.00,29,,
coal_biomass,supercritical,97,2200,1414.4,27.9,9299680.00,29,,
coal_biomass,supercritical,97,2300,1478.4,27.75,9720480.00,29,,
coal_biomass,supercritical,97,2400,1542.4,27.61,10141280.00,29,,
coal_biomass,supercritical,97,2500,1607.2,27.47,10567340.00,29,,
coal_biomass,supercritical,100,100,64.336,68.11,423009.20,30,,
coal_biomass,supercritical,100,200,128.64,49.51,845808.00,30,,
coal_biomass,supercritical,100,300,192.88,42.65,1268186.00,30,,
coal_biomass,supercritical,100,400,257.12,38.94,1690564.00,30,,
coal_biomass,supercritical,100,500,321.44,36.57,2113468.00,30,,
coal_biomass,supercritical,100,600,385.68,34.88,2535846.00,30,,
coal_biomass,supercritical,100,700,450,33.62,2958750.00,30,,
coal_biomass,supercritical,100,800,514.24,32.61,3381128.00,30,,
coal_biomass,supercritical,100,900,578.56,31.79,3804032.00,30,,
coal_biomass,supercritical,100,1000,642.8,31.09,4226410.00,30,,
coal_biomass,supercritical,100,1100,707.04,30.49,4648788.00,30,,
coal_biomass,supercritical,100,1200,771.36,29.96,5071692.00,30,,
coal_biomass,supercritical,100,1300,836,29.48,5496700.00,30,,
coal_biomass,supercritical,100,1400,900,29.04,5917500.00,30,,
coal_biomass,supercritical,100,1500,964,28.64,6338300.00,30,,
coal_biomass,supercritical,100,1600,1028.8,28.39,6764360.00,30,,
coal_biomass,supercritical,100,1700,1092.8,28.16,7185160.00,30,,
coal_biomass,supercritical,100,1800,1156.8,27.95,7605960.00,30,,
coal_biomass,supercritical,100,1900,1221.6,27.76,8032020.00,30,,
coal_biomass,supercritical,100,2000,1285.6,27.59,8452820.00,30,,
coal_biomass,supercritical,100,2100,1349.6,27.43,8873620.00,30,,
coal_biomass,supercritical,100,2200,1414.4,27.28,9299680.00,30,,
coal_biomass,supercritical,100,2300,1478.4,27.13,9720480.00,30,,
coal_biomass,supercritical,100,2400,1542.4,26.99,10141280.00,30,,
coal_biomass,supercritical,100,2500,1607.2,26.86,10567340.00,30,,
