primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
lignite,supercritical,3,100,86.75,115,570381.25,1
lignite,supercritical,3,200,173.4,88,1140105.00,1
lignite,supercritical,3,300,260.1,77,1710157.50,1
lignite,supercritical,3,400,346.8,71,2280210.00,1
lignite,supercritical,3,500,433.4,67,2849605.00,1
lignite,supercritical,3,600,520.1,64,3419657.50,1
lignite,supercritical,3,700,606.8,62,3989710.00,1
lignite,supercritical,3,800,693.4,60,4559105.00,1
lignite,supercritical,3,900,780.1,58,5129157.50,1
lignite,supercritical,3,1000,866.8,57,5699210.00,1
lignite,supercritical,3,1100,953.4,56,6268605.00,1
lignite,supercritical,3,1200,1040,55,6838000.00,1
lignite,supercritical,3,1300,1127,54,7410025.00,1
lignite,supercritical,3,1400,1213,53,7975475.00,1
lignite,supercritical,3,1500,1300,52,8547500.00,1
lignite,supercritical,3,1600,1387,52,9119525.00,1
lignite,supercritical,3,1700,1473,51,9684975.00,1
lignite,supercritical,3,1800,1560,51,10257000.00,1
lignite,supercritical,3,1900,1647,51,10829025.00,1
lignite,supercritical,3,2000,1733,50,11394475.00,1
lignite,supercritical,3,2100,1820,50,11966500.00,1
lignite,supercritical,3,2200,1907,50,12538525.00,1
lignite,supercritical,3,2300,1993,49,13103975.00,1
lignite,supercritical,3,2400,2080,49,13676000.00,1
lignite,supercritical,3,2500,2167,49,14248025.00,1
lignite,supercritical,7,100,86.75,113,570381.25,2
lignite,supercritical,7,200,173.4,87,1140105.00,2
lignite,supercritical,7,300,260.1,76,1710157.50,2
lignite,supercritical,7,400,346.8,70,2280210.00,2
lignite,supercritical,7,500,433.4,66,2849605.00,2
lignite,supercritical,7,600,520.1,63,3419657.50,2
lignite,supercritical,7,700,606.8,61,3989710.00,2
lignite,supercritical,7,800,693.4,59,4559105.00,2
lignite,supercritical,7,900,780.1,57,5129157.50,2
lignite,supercritical,7,1000,866.8,56,5699210.00,2
lignite,supercritical,7,1100,953.4,55,6268605.00,2
lignite,supercritical,7,1200,1040,54,6838000.00,2
lignite,supercritical,7,1300,1127,53,7410025.00,2
