primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
lignite,subcritical,27,1100,1009,48.71,6634175.00,8
lignite,subcritical,27,1200,1101,47.82,7239075.00,8
lignite,subcritical,27,1300,1193,47.02,7843975.00,8
lignite,subcritical,27,1400,1285,46.37,8448875.00,8
lignite,subcritical,27,1500,1376,45.87,9047200.00,8
lignite,subcritical,27,1600,1468,45.43,9652100.00,8
lignite,subcritical,27,1700,1560,45.04,10257000.00,8
lignite,subcritical,27,1800,1651,44.69,10855325.00,8
lignite,subcritical,27,1900,1743,44.37,11460225.00,8
lignite,subcritical,27,2000,1835,44.08,12065125.00,8
lignite,subcritical,27,2100,1927,43.82,12670025.00,8
lignite,subcritical,27,2200,2018,43.57,13268350.00,8
lignite,subcritical,27,2300,2110,43.35,13873250.00,8
lignite,subcritical,27,2400,2202,43.14,14478150.00,8
lignite,subcritical,27,2500,2294,42.95,15083050.00,8
lignite,subcritical,30,100,91.83,100.5,603782.25,9
lignite,subcritical,30,200,183.6,76.25,1207170.00,9
lignite,subcritical,30,300,275.3,66.7,1810097.50,9
lignite,subcritical,30,400,367.1,61.3,2413682.50,9
lignite,subcritical,30,500,458.8,57.72,3016610.00,9
lignite,subcritical,30,600,550.6,55.12,3620195.00,9
lignite,subcritical,30,700,642.3,53.11,4223122.50,9
lignite,subcritical,30,800,734,51.49,4826050.00,9
lignite,subcritical,30,900,825.8,50.15,5429635.00,9
lignite,subcritical,30,1000,917.5,49,6032562.50,9
lignite,subcritical,30,1100,1009,48.01,6634175.00,9
lignite,subcritical,30,1200,1101,47.13,7239075.00,9
lignite,subcritical,30,1300,1193,46.35,7843975.00,9
lignite,subcritical,30,1400,1285,45.71,8448875.00,9
lignite,subcritical,30,1500,1376,45.22,9047200.00,9
lignite,subcritical,30,1600,1468,44.78,9652100.00,9
lignite,subcritical,30,1700,1560,44.4,10257000.00,9
lignite,subcritical,30,1800,1651,44.05,10855325.00,9
lignite,subcritical,30,1900,1743,43.74,11460225.00,9
lignite,subcritical,30,2000,1835,43.45,12065125.00,9
lignite,subcritical,30,2100,1927,43.19,12670025.00,9
lignite,subcritical,30,2200,2018,42.95,13268350.00,9
lignite,subcritical,30,2300,2110,42.73,13873250.00,9
lignite,subcritical,30,2400,2202,42.53,14478150.00,9
lignite,subcritical,30,2500,2294,42.34,15083050.00,9
lignite,subcritical,33,100,91.83,99.27,603782.25,10
lignite,subcritical,33,200,183.6,75.21,1207170.00,10
lignite,subcritical,33,300,275.3,65.76,1810097.50,10
lignite,subcritical,33,400,367.1,60.43,2413682.50,10
lignite,subcritical,33,500,458.8,56.89,3016610.00,10
lignite,subcritical,33,600,550.6,54.32,3620195.00,10
lignite,subcritical,33,700,642.3,52.34,4223122.50,10
lignite,subcritical,33,800,734,50.74,4826050.00,10
lignite,subcritical,33,900,825.8,49.42,5429635.00,10
lignite,subcritical,33,1000,917.5,48.29,6032562.50,10
lignite,subcritical,33,1100,1009,47.32,6634175.00,10
lignite,subcritical,33,1200,1101,46.45,7239075.00,10
lignite,subcritical,33,1300,1193,45.68,7843975.00,10
lignite,subcritical,33,1400,1285,45.05,8448875.00,10
lignite,subcritical,33,1500,1376,44.56,9047200.00,10
lignite,subcritical,33,1600,1468,44.14,9652100.00,10
lignite,subcritical,33,1700,1560,43.76,10257000.00,10
lignite,subcritical,33,1800,1651,43.41,10855325.00,10
lignite,subcritical,33,1900,1743,43.11,11460225.00,10
lignite,subcritical,33,2000,1835,42.83,12065125.00,10
lignite,subcritical,33,2100,1927,42.57,12670025.00,10
lignite,subcritical,33,2200,2018,42.33,13268350.00,10
lignite,subcritical,33,2300,2110,42.11,13873250.00,10
lignite,subcritical,33,2400,2202,41.91,14478150.00,10
lignite,subcritical,33,2500,2294,41.72,15083050.00,10
lignite,subcritical,37,100,91.83,97.61,603782.25,11
lignite,subcritical,37,200,183.6,73.82,1207170.00,11
lignite,subcritical,37,300,275.3,64.51,1810097.50,11
lignite,subcritical,37,400,367.1,59.26,2413682.50,11
lignite,subcritical,37,500,458.8,55.78,3016610.00,11
lignite,subcritical,37,600,550.6,53.26,3620195.00,11
lignite,subcritical,37,700,642.3,51.31,4223122.50,11
lignite,subcritical,37,800,734,49.75,4826050.00,11
lignite,subcritical,37,900,825.8,48.45,5429635.00,11
lignite,subcritical,37,1000,917.5,47.35,6032562.50,11
lignite,subcritical,37,1100,1009,46.39,6634175.00,11
lignite,subcritical,37,1200,1101,45.54,7239075.00,11
lignite,subcritical,37,1300,1193,44.78,7843975.00,11
lignite,subcritical,37,1400,1285,44.16,8448875.00,11
lignite,subcritical,37,1500,1376,43.69,9047200.00,11
lignite,subcritical,37,1600,1468,43.27,9652100.00,11
lignite,subcritical,37,1700,1560,42.9,10257000.00,11
lignite,subcritical,37,1800,1651,42.57,10855325.00,11
lignite,subcritical,37,1900,1743,42.26,11460225.00,11
lignite,subcritical,37,2000,1835,41.99,12065125.00,11
lignite,subcritical,37,2100,1927,41.74,12670025.00,11
lignite,subcritical,37,2200,2018,41.5,13268350.00,11
lignite,subcritical,37,2300,2110,41.29,13873250.00,11
lignite,subcritical,37,2400,2202,41.09,14478150.00,11
lignite,subcritical,37,2500,2294,40.9,15083050.00,11
lignite,subcritical,40,100,91.83,96.37,603782.25,12
lignite,subcritical,40,200,183.6,72.79,1207170.00,12
lignite,subcritical,40,300,275.3,63.57,1810097.50,12
lignite,subcritical,40,400,367.1,58.38,2413682.50,12
lignite,subcritical,40,500,458.8,54.95,3016610.00,12
lignite,subcritical,40,600,550.6,52.46,3620195.00,12
lignite,subcritical,40,700,642.3,50.55,4223122.50,12
lignite,subcritical,40,800,734,49.01,4826050.00,12
lignite,subcritical,40,900,825.8,47.73,5429635.00,12
lignite,subcritical,40,1000,917.5,46.64,6032562.50,12
lignite,subcritical,40,1100,1009,45.69,6634175.00,12
lignite,subcritical,40,1200,1101,44.86,7239075.00,12
lignite,subcritical,40,1300,1193,44.11,7843975.00,12
lignite,subcritical,40,1400,1285,43.5,8448875.00,12
lignite,subcritical,40,1500,1376,43.04,9047200.00,12
lignite,subcritical,40,1600,1468,42.63,9652100.00,12
lignite,subcritical,40,1700,1560,42.26,10257000.00,12
lignite,subcritical,40,1800,1651,41.93,10855325.00,12
lignite,subcritical,40,1900,1743,41.63,11460225.00,12
lignite,subcritical,40,2000,1835,41.36,12065125.00,12
lignite,subcritical,40,2100,1927,41.11,12670025.00,12
lignite,subcritical,40,2200,2018,40.88,13268350.00,12
lignite,subcritical,40,2300,2110,40.67,13873250.00,12
lignite,subcritical,40,2400,2202,40.47,14478150.00,12
lignite,subcritical,40,2500,2294,40.28,15083050.00,12
lignite,subcritical,43,100,91.83,95.13,603782.25,13
lignite,subcritical,43,200,183.6,71.75,1207170.00,13
lignite,subcritical,43,300,275.3,62.63,1810097.50,13
lignite,subcritical,43,400,367.1,57.5,2413682.50,13
lignite,subcritical,43,500,458.8,54.12,3016610.00,13
lignite,subcritical,43,600,550.6,51.67,3620195.00,13
lignite,subcritical,43,700,642.3,49.78,4223122.50,13
lignite,subcritical,43,800,734,48.26,4826050.00,13
lignite,subcritical,43,900,825.8,47,5429635.00,13
lignite,subcritical,43,1000,917.5,45.93,6032562.50,13
lignite,subcritical,43,1100,1009,45,6634175.00,13
lignite,subcritical,43,1200,1101,44.18,7239075.00,13
lignite,subcritical,43,1300,1193,43.44,7843975.00,13
lignite,subcritical,43,1400,1285,42.84,8448875.00,13
lignite,subcritical,43,1500,1376,42.38,9047200.00,13
lignite,subcritical,43,1600,1468,41.98,9652100.00,13
lignite,subcritical,43,1700,1560,41.62,10257000.00,13
lignite,subcritical,43,1800,1651,41.29,10855325.00,13
lignite,subcritical,43,1900,1743,41,11460225.00,13
lignite,subcritical,43,2000,1835,40.73,12065125.00,13
lignite,subcritical,43,2100,1927,40.49,12670025.00,13
lignite,subcritical,43,2200,2018,40.26,13268350.00,13
lignite,subcritical,43,2300,2110,40.05,13873250.00,13
lignite,subcritical,43,2400,2202,39.85,14478150.00,13
lignite,subcritical,43,2500,2294,39.66,15083050.00,13
lignite,subcritical,47,100,91.83,93.48,603782.25,14
lignite,subcritical,47,200,183.6,70.36,1207170.00,14
lignite,subcritical,47,300,275.3,61.38,1810097.50,14
lignite,subcritical,47,400,367.1,56.34,2413682.50,14
lignite,subcritical,47,500,458.8,53.01,3016610.00,14
lignite,subcritical,47,600,550.6,50.61,3620195.00,14
lignite,subcritical,47,700,642.3,48.75,4223122.50,14
lignite,subcritical,47,800,734,47.27,4826050.00,14
lignite,subcritical,47,900,825.8,46.03,5429635.00,14
lignite,subcritical,47,1000,917.5,44.98,6032562.50,14
lignite,subcritical,47,1100,1009,44.07,6634175.00,14
lignite,subcritical,47,1200,1101,43.27,7239075.00,14
lignite,subcritical,47,1300,1193,42.54,7843975.00,14
lignite,subcritical,47,1400,1285,41.96,8448875.00,14
lignite,subcritical,47,1500,1376,41.51,9047200.00,14
lignite,subcritical,47,1600,1468,41.12,9652100.00,14
lignite,subcritical,47,1700,1560,40.76,10257000.00,14
lignite,subcritical,47,1800,1651,40.45,10855325.00,14
lignite,subcritical,47,1900,1743,40.16,11460225.00,14
lignite,subcritical,47,2000,1835,39.9,12065125.00,14
