primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
coal,ultrasupercritical,43.00,1300.00,903.60,42.98,5941170.00,13.00
coal,ultrasupercritical,43.00,1400.00,973.10,42.37,6398132.50,13.00
coal,ultrasupercritical,43.00,1500.00,1043.00,41.82,6857725.00,13.00
coal,ultrasupercritical,43.00,1600.00,1112.00,41.31,7311400.00,13.00
coal,ultrasupercritical,43.00,1700.00,1182.00,40.85,7771650.00,13.00
coal,ultrasupercritical,43.00,1800.00,1251.00,40.42,8225325.00,13.00
coal,ultrasupercritical,43.00,1900.00,1321.00,40.10,8685575.00,13.00
coal,ultrasupercritical,43.00,2000.00,1390.00,39.81,9139250.00,13.00
coal,ultrasupercritical,43.00,2100.00,1460.00,39.54,9599500.00,13.00
coal,ultrasupercritical,43.00,2200.00,1529.00,39.30,10053175.00,13.00
coal,ultrasupercritical,43.00,2300.00,1599.00,39.08,10513425.00,13.00
coal,ultrasupercritical,43.00,2400.00,1668.00,38.87,10967100.00,13.00
coal,ultrasupercritical,43.00,2500.00,1738.00,38.68,11427350.00,13.00
coal,ultrasupercritical,47.00,100.00,69.57,90.46,457422.75,14.00
coal,ultrasupercritical,47.00,200.00,139.10,68.47,914582.50,14.00
coal,ultrasupercritical,47.00,300.00,208.60,59.88,1371545.00,14.00
coal,ultrasupercritical,47.00,400.00,278.10,55.06,1828507.50,14.00
coal,ultrasupercritical,47.00,500.00,347.60,51.88,2285470.00,14.00
coal,ultrasupercritical,47.00,600.00,417.10,49.57,2742432.50,14.00
coal,ultrasupercritical,47.00,700.00,486.60,47.80,3199395.00,14.00
coal,ultrasupercritical,47.00,800.00,556.10,46.39,3656357.50,14.00
coal,ultrasupercritical,47.00,900.00,625.60,45.22,4113320.00,14.00
coal,ultrasupercritical,47.00,1000.00,695.10,44.23,4570282.50,14.00
coal,ultrasupercritical,47.00,1100.00,764.60,43.38,5027245.00,14.00
coal,ultrasupercritical,47.00,1200.00,834.10,42.63,5484207.50,14.00
coal,ultrasupercritical,47.00,1300.00,903.60,41.97,5941170.00,14.00
coal,ultrasupercritical,47.00,1400.00,973.10,41.37,6398132.50,14.00
coal,ultrasupercritical,47.00,1500.00,1043.00,40.83,6857725.00,14.00
coal,ultrasupercritical,47.00,1600.00,1112.00,40.34,7311400.00,14.00
coal,ultrasupercritical,47.00,1700.00,1182.00,39.89,7771650.00,14.00
coal,ultrasupercritical,47.00,1800.00,1251.00,39.47,8225325.00,14.00
coal,ultrasupercritical,47.00,1900.00,1321.00,39.16,8685575.00,14.00
coal,ultrasupercritical,47.00,2000.00,1390.00,38.87,9139250.00,14.00
coal,ultrasupercritical,47.00,2100.00,1460.00,38.62,9599500.00,14.00
coal,ultrasupercritical,47.00,2200.00,1529.00,38.38,10053175.00,14.00
coal,ultrasupercritical,47.00,2300.00,1599.00,38.16,10513425.00,14.00
coal,ultrasupercritical,47.00,2400.00,1668.00,37.96,10967100.00,14.00
coal,ultrasupercritical,47.00,2500.00,1738.00,37.78,11427350.00,14.00
coal,ultrasupercritical,50.00,100.00,69.57,89.11,457422.75,15.00
