primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
subbituminous,supercritical,30,1900,1591,44.94,10460825,9
subbituminous,supercritical,30,2000,1675,44.66,11013125,9
subbituminous,supercritical,30,2100,1759,44.40,11565425,9
subbituminous,supercritical,30,2200,1843,44.17,12117725,9
subbituminous,supercritical,30,2300,1926,43.96,12663450,9
subbituminous,supercritical,30,2400,2010,43.76,13215750,9
subbituminous,supercritical,30,2500,2094,43.57,13768050,9
subbituminous,supercritical,33,100,83.83,96.79,551182.25,10
subbituminous,supercritical,33,200,167.6,74.48,1101970,10
subbituminous,supercritical,33,300,251.3,65.69,1652297.5,10
subbituminous,supercritical,33,400,335.1,60.72,2203282.5,10
subbituminous,supercritical,33,500,418.8,57.41,2753610,10
subbituminous,supercritical,33,600,502.6,55.01,3304595,10
subbituminous,supercritical,33,700,586.3,53.16,3854922.5,10
subbituminous,supercritical,33,800,670.1,51.67,4405907.5,10
subbituminous,supercritical,33,900,753.8,50.43,4956235,10
subbituminous,supercritical,33,1000,837.6,49.38,5507220,10
subbituminous,supercritical,33,1100,921.4,48.47,6058205,10
subbituminous,supercritical,33,1200,1005,47.67,6607875,10
subbituminous,supercritical,33,1300,1089,46.95,7160175,10
subbituminous,supercritical,33,1400,1173,46.30,7712475,10
subbituminous,supercritical,33,1500,1256,45.72,8258200,10
subbituminous,supercritical,33,1600,1340,45.29,8810500,10
subbituminous,supercritical,33,1700,1424,44.92,9362800,10
subbituminous,supercritical,33,1800,1508,44.58,9915100,10
subbituminous,supercritical,33,1900,1591,44.28,10460825,10
subbituminous,supercritical,33,2000,1675,44.01,11013125,10
subbituminous,supercritical,33,2100,1759,43.76,11565425,10
subbituminous,supercritical,33,2200,1843,43.53,12117725,10
subbituminous,supercritical,33,2300,1926,43.32,12663450,10
subbituminous,supercritical,33,2400,2010,43.12,13215750,10
subbituminous,supercritical,33,2500,2094,42.94,13768050,10
subbituminous,supercritical,37,100,83.83,95.11,551182.25,11
subbituminous,supercritical,37,200,167.6,73.06,1101970,11
subbituminous,supercritical,37,300,251.3,64.40,1652297.5,11
subbituminous,supercritical,37,400,335.1,59.51,2203282.5,11
subbituminous,supercritical,37,500,418.8,56.26,2753610,11
subbituminous,supercritical,37,600,502.6,53.91,3304595,11
subbituminous,supercritical,37,700,586.3,52.09,3854922.5,11
subbituminous,supercritical,37,800,670.1,50.63,4405907.5,11
subbituminous,supercritical,37,900,753.8,49.42,4956235,11
subbituminous,supercritical,37,1000,837.6,48.39,5507220,11
subbituminous,supercritical,37,1100,921.4,47.50,6058205,11
subbituminous,supercritical,37,1200,1005,46.72,6607875,11
subbituminous,supercritical,37,1300,1089,46.01,7160175,11
subbituminous,supercritical,37,1400,1173,45.38,7712475,11
subbituminous,supercritical,37,1500,1256,44.80,8258200,11
subbituminous,supercritical,37,1600,1340,44.39,8810500,11
subbituminous,supercritical,37,1700,1424,44.03,9362800,11
subbituminous,supercritical,37,1800,1508,43.70,9915100,11
subbituminous,supercritical,37,1900,1591,43.41,10460825,11
subbituminous,supercritical,37,2000,1675,43.14,11013125,11
subbituminous,supercritical,37,2100,1759,42.89,11565425,11
subbituminous,supercritical,37,2200,1843,42.67,12117725,11
subbituminous,supercritical,37,2300,1926,42.46,12663450,11
subbituminous,supercritical,37,2400,2010,42.27,13215750,11
subbituminous,supercritical,37,2500,2094,42.09,13768050,11
subbituminous,supercritical,40,100,83.83,93.85,551182.25,12
subbituminous,supercritical,40,200,167.6,72.00,1101970,12
subbituminous,supercritical,40,300,251.3,63.43,1652297.5,12
