Case names,CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_Out,CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT_Out,CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW_Out,CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR_Out,CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE_Out,CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT_Out,CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW_Out,CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR_Out,CaseGroup1_Bus95_Petrofac_PWBUSANGLE_Out,CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT_Out,CaseGroup1_Bus95_Petrofac_LineMW_Out,CaseGroup1_Bus95_Petrofac_LineMVR_Out
Case1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
