Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
ontopoi,TBox,https://www.theworldavatar.com/kg/ontopoi/,https://www.w3.org/2007/05/powder-s#hasIRI,,,,,,
ontopoi,TBox,1,http://www.w3.org/2002/07/owl#versionInfo,,,,,,
ontopoi,TBox,OntoPOI is an ontology developed for representing points of interest.,http://www.w3.org/2000/01/rdf-schema#comment,,,,,,
ontopoi,TBox,,http://www.w3.org/2002/07/owl#imports,,,,,,
Accommodation,Class,"Accommodation, eating and drinking",IS-A,,,,"Accommodation is a subcategory of accommodation, eating and drinking",https://www.theworldavatar.com/kg/ontopoi,Accommodation
Eating and drinking,Class,"Accommodation, eating and drinking",IS-A,,,,"Eating and drinking is a subcategory of accommodation, eating and drinking",https://www.theworldavatar.com/kg/ontopoi,Eating and drinking
Bed and breakfast and backpacker accommodation,Class,Accommodation,IS-A,,,,Bed and breakfast and backpacker accommodation is a subcategory of accommodation,https://www.theworldavatar.com/kg/ontopoi,Bed and breakfast and backpacker accommodation
Self catering,Class,Accommodation,IS-A,,,,Self catering is a subcategory of accommodation,https://www.theworldavatar.com/kg/ontopoi,Self catering
"Camping, caravanning, mobile homes, holiday parks and centres",Class,Accommodation,IS-A,,,,"Camping, caravanning, mobile homes, holiday parks and centres is a subcategory of accommodation",https://www.theworldavatar.com/kg/ontopoi,"Camping, caravanning, mobile homes, holiday parks and centres"
Timeshare,Class,Accommodation,IS-A,,,,Timeshare is a subcategory of accommodation,https://www.theworldavatar.com/kg/ontopoi,Timeshare
Hostels and refuges for the homeless,Class,Accommodation,IS-A,,,,Hostels and refuges for the homeless is a subcategory of accommodation,https://www.theworldavatar.com/kg/ontopoi,Hostels and refuges for the homeless
Youth accommodation,Class,Accommodation,IS-A,,,,Youth accommodation is a subcategory of accommodation,https://www.theworldavatar.com/kg/ontopoi,Youth accommodation
"Hotels, motels, country houses and inns",Class,Accommodation,IS-A,,,,"Hotels, motels, country houses and inns is a subcategory of accommodation",https://www.theworldavatar.com/kg/ontopoi,"Hotels, motels, country houses and inns"
Banqueting and function rooms,Class,Eating and drinking,IS-A,,,,Banqueting and function rooms is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Banqueting and function rooms
Fish and chip shops,Class,Eating and drinking,IS-A,,,,Fish and chip shops is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Fish and chip shops
"Cafes, snack bars and tea rooms",Class,Eating and drinking,IS-A,,,,"Cafes, snack bars and tea rooms is a subcategory of eating and drinking",https://www.theworldavatar.com/kg/ontopoi,"Cafes, snack bars and tea rooms"
Internet Cafes,Class,Eating and drinking,IS-A,,,,Internet cafes is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Internet Cafes
Fast food and takeaway outlets,Class,Eating and drinking,IS-A,,,,Fast food and takeaway outlets is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Fast food and takeaway outlets
"Pubs, bars and inns",Class,Eating and drinking,IS-A,,,,"Pubs, bars and inns is a subcategory of eating and drinking",https://www.theworldavatar.com/kg/ontopoi,"Pubs, bars and inns"
Fast food delivery services,Class,Eating and drinking,IS-A,,,,Fast food delivery services is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Fast food delivery services
Restaurants,Class,Eating and drinking,IS-A,,,,Restaurants is a subcategory of eating and drinking,https://www.theworldavatar.com/kg/ontopoi,Restaurants
Construction services,Class,Commercial services,IS-A,,,,Construction services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Construction services
Consultancies,Class,Commercial services,IS-A,,,,Consultancies is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Consultancies
Employment and career agencies,Class,Commercial services,IS-A,,,,Employment and career agencies is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Employment and career agencies
Engineering services,Class,Commercial services,IS-A,,,,Engineering services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Engineering services
Contract services,Class,Commercial services,IS-A,,,,Contract services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Contract services
"IT, advertising, marketing and media service s",Class,Commercial services,IS-A,,,,"It, advertising, marketing and media service s is a subcategory of commercial services",https://www.theworldavatar.com/kg/ontopoi,"IT, advertising, marketing and media service s"
Legal and financial,Class,Commercial services,IS-A,,,,Legal and financial is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Legal and financial
"Personal, consumer and other services",Class,Commercial services,IS-A,,,,"Personal, consumer and other services is a subcategory of commercial services",https://www.theworldavatar.com/kg/ontopoi,"Personal, consumer and other services"
Property and development services,Class,Commercial services,IS-A,,,,Property and development services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Property and development services
Recycling services,Class,Commercial services,IS-A,,,,Recycling services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Recycling services
Repair and servicing,Class,Commercial services,IS-A,,,,Repair and servicing is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Repair and servicing
Research and design,Class,Commercial services,IS-A,,,,Research and design is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Research and design
"Transport, storage and delivery",Class,Commercial services,IS-A,,,,"Transport, storage and delivery is a subcategory of commercial services",https://www.theworldavatar.com/kg/ontopoi,"Transport, storage and delivery"
Hire services,Class,Commercial services,IS-A,,,,Hire services is a subcategory of commercial services,https://www.theworldavatar.com/kg/ontopoi,Hire services
Building and component suppliers,Class,Construction services,IS-A,,,,Building and component suppliers is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Building and component suppliers
Glaziers,Class,Construction services,IS-A,,,,Glaziers is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Glaziers
Building contractors,Class,Construction services,IS-A,,,,Building contractors is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Building contractors
Metalworkers including blacksmiths,Class,Construction services,IS-A,,,,Metalworkers including blacksmiths is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Metalworkers including blacksmiths
Construction completion services,Class,Construction services,IS-A,,,,Construction completion services is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Construction completion services
Painting and decorating services,Class,Construction services,IS-A,,,,Painting and decorating services is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Painting and decorating services
Construction plant,Class,Construction services,IS-A,,,,Construction plant is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Construction plant
Plasterers,Class,Construction services,IS-A,,,,Plasterers is a subcategory of construction services,https://www.theworldavatar.com/kg/ontopoi,Plasterers
"Cutting, drilling and welding services",Class,Construction services,IS-A,,,,"Cutting, drilling and welding services is a subcategory of construction services",https://www.theworldavatar.com/kg/ontopoi,"Cutting, drilling and welding services"
