massF_BiodieselOutput_001,energyF_Electricity_001,moleF_FuelGas_001,massF_HighPressureSteam_001,massF_LowPressureSteam_001,massF_MediumPressureSteam_001,massF_CoolingWater_001,massF_ProcessWater_001
24334.4343,4.45842243,22.2967893,0,0,10034.3268,29191.6114,3062.5976
