primary_fuel,generation_technology,capacity_MW,amortization_rate,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh,age
natural_gas,CCGT,1500,3,536,62.15,3521520,10,0.75,15,59.25,4.764444444,64.01444444,30.06,455.6,-50.34,-330985.5,83.9375,-223.7333333,-139.7958333,1
natural_gas,CCGT,1500,7,536,61.67,3521520,10,0.75,15,58.79,4.764444444,63.55444444,30.06,455.6,-50.34,-330985.5,83.28583333,-95.88571429,-12.59988095,2
natural_gas,CCGT,1500,10,536,61.31,3521520,10,0.75,15,58.45,4.764444444,63.21444444,30.06,455.6,-50.34,-330985.5,82.80416667,-67.12,15.68416667,3
natural_gas,CCGT,1500,13,536,60.95,3521520,10,0.75,15,58.1,4.764444444,62.86444444,30.06,455.6,-50.34,-330985.5,82.30833333,-51.63076923,30.6775641,4
natural_gas,CCGT,1500,17,536,60.47,3521520,10,0.75,15,57.65,4.764444444,62.41444444,30.06,455.6,-50.34,-330985.5,81.67083333,-39.48235294,42.18848039,5
natural_gas,CCGT,1500,20,536,60.11,3521520,10,0.75,15,57.3,4.764444444,62.06444444,30.06,455.6,-50.34,-330985.5,81.175,-33.56,47.615,6
natural_gas,CCGT,1500,23,536,59.75,3521520,10,0.75,15,56.96,4.764444444,61.72444444,30.06,455.6,-50.34,-330985.5,80.69333333,-29.1826087,51.51072464,7
natural_gas,CCGT,1500,27,536,59.27,3521520,10,0.75,15,56.5,4.764444444,61.26444444,30.06,455.6,-50.34,-330985.5,80.04166667,-24.85925926,55.18240741,8
natural_gas,CCGT,1500,30,536,58.92,3521520,10,0.75,15,56.17,4.764444444,60.93444444,30.06,455.6,-50.34,-330985.5,79.57416667,-22.37333333,57.20083333,9
natural_gas,CCGT,1500,33,536,58.56,3521520,10,0.75,15,55.82,4.764444444,60.58444444,30.06,455.6,-50.34,-330985.5,79.07833333,-20.33939394,58.73893939,10
natural_gas,CCGT,1500,37,536,58.08,3521520,10,0.75,15,55.37,4.764444444,60.13444444,30.06,455.6,-50.34,-330985.5,78.44083333,-18.14054054,60.30029279,11
natural_gas,CCGT,1500,40,536,57.72,3521520,10,0.75,15,55.02,4.764444444,59.78444444,30.06,455.6,-50.34,-330985.5,77.945,-16.78,61.165,12
natural_gas,CCGT,1500,43,536,57.36,3521520,10,0.75,15,54.68,4.764444444,59.44444444,30.06,455.6,-50.34,-330985.5,77.46333333,-15.60930233,61.85403101,13
natural_gas,CCGT,1500,47,536,56.88,3521520,10,0.75,15,54.22,4.764444444,58.98444444,30.06,455.6,-50.34,-330985.5,76.81166667,-14.28085106,62.5308156,14
natural_gas,CCGT,1500,50,536,56.52,3521520,10,0.75,15,53.88,4.764444444,58.64444444,30.06,455.6,-50.34,-330985.5,76.33,-13.424,62.906,15
natural_gas,CCGT,1500,53,536,56.16,3521520,10,0.75,15,53.54,4.764444444,58.30444444,30.06,455.6,-50.34,-330985.5,75.84833333,-12.66415094,63.18418239,16
natural_gas,CCGT,1500,57,536,55.69,3521520,10,0.75,15,53.09,4.764444444,57.85444444,30.06,455.6,-50.34,-330985.5,75.21083333,-11.7754386,63.43539474,17
natural_gas,CCGT,1500,60,536,55.33,3521520,10,0.75,15,52.75,4.764444444,57.51444444,30.06,455.6,-50.34,-330985.5,74.72916667,-11.18666667,63.5425,18
natural_gas,CCGT,1500,63,536,54.97,3521520,10,0.75,15,52.4,4.764444444,57.16444444,30.06,455.6,-50.34,-330985.5,74.23333333,-10.65396825,63.57936508,19
natural_gas,CCGT,1500,67,536,54.49,3521520,10,0.75,15,51.94,4.764444444,56.70444444,30.06,455.6,-50.34,-330985.5,73.58166667,-10.01791045,63.56375622,20
natural_gas,CCGT,1500,70,536,54.13,3521520,10,0.75,15,51.6,4.764444444,56.36444444,30.06,455.6,-50.34,-330985.5,73.1,-9.588571429,63.51142857,21
natural_gas,CCGT,1500,73,536,53.77,3521520,10,0.75,15,51.26,4.764444444,56.02444444,30.06,455.6,-50.34,-330985.5,72.61833333,-9.194520548,63.42381279,22
natural_gas,CCGT,1500,77,536,53.29,3521520,10,0.75,15,50.8,4.764444444,55.56444444,30.06,455.6,-50.34,-330985.5,71.96666667,-8.716883117,63.24978355,23
natural_gas,CCGT,1500,80,536,52.94,3521520,10,0.75,15,50.47,4.764444444,55.23444444,30.06,455.6,-50.34,-330985.5,71.49916667,-8.39,63.10916667,24
natural_gas,CCGT,1500,83,536,52.58,3521520,10,0.75,15,50.12,4.764444444,54.88444444,30.06,455.6,-50.34,-330985.5,71.00333333,-8.086746988,62.91658635,25
natural_gas,CCGT,1500,87,536,52.1,3521520,10,0.75,15,49.67,4.764444444,54.43444444,30.06,455.6,-50.34,-330985.5,70.36583333,-7.714942529,62.6508908,26
natural_gas,CCGT,1500,90,536,51.74,3521520,10,0.75,15,49.32,4.764444444,54.08444444,30.06,455.6,-50.34,-330985.5,69.87,-7.457777778,62.41222222,27
natural_gas,CCGT,1500,93,536,51.38,3521520,10,0.75,15,48.98,4.764444444,53.74444444,30.06,455.6,-50.34,-330985.5,69.38833333,-7.217204301,62.17112903,28
natural_gas,CCGT,1500,97,536,50.9,3521520,10,0.75,15,48.52,4.764444444,53.28444444,30.06,455.6,-50.34,-330985.5,68.73666667,-6.919587629,61.81707904,29
natural_gas,CCGT,1500,100,536,50.54,3521520,10,0.75,15,48.18,4.764444444,52.94444444,30.06,455.6,-50.34,-330985.5,68.255,-6.712,61.543,30
natural_gas,CCGT,2500,3,895.12,60.907,5880938.4,10,0.75,15,58.06,4.773973333,62.83397333,50.19,760.852,-84.078,-552812.85,82.25166667,-373.68,-291.4283333,1
natural_gas,CCGT,2500,7,895.12,60.4366,5880938.4,10,0.75,15,57.61,4.773973333,62.38397333,50.19,760.852,-84.078,-552812.85,81.61416667,-160.1485714,-78.53440476,2
natural_gas,CCGT,2500,10,895.12,60.0838,5880938.4,10,0.75,15,57.28,4.773973333,62.05397333,50.19,760.852,-84.078,-552812.85,81.14666667,-112.104,-30.95733333,3
natural_gas,CCGT,2500,13,895.12,59.731,5880938.4,10,0.75,15,56.94,4.773973333,61.71397333,50.19,760.852,-84.078,-552812.85,80.665,-86.23384615,-5.568846154,4
natural_gas,CCGT,2500,17,895.12,59.2606,5880938.4,10,0.75,15,56.49,4.773973333,61.26397333,50.19,760.852,-84.078,-552812.85,80.0275,-65.94352941,14.08397059,5
natural_gas,CCGT,2500,20,895.12,58.9078,5880938.4,10,0.75,15,56.16,4.773973333,60.93397333,50.19,760.852,-84.078,-552812.85,79.56,-56.052,23.508,6
natural_gas,CCGT,2500,23,895.12,58.555,5880938.4,10,0.75,15,55.82,4.773973333,60.59397333,50.19,760.852,-84.078,-552812.85,79.07833333,-48.74086957,30.33746377,7
natural_gas,CCGT,2500,27,895.12,58.0846,5880938.4,10,0.75,15,55.37,4.773973333,60.14397333,50.19,760.852,-84.078,-552812.85,78.44083333,-41.52,36.92083333,8
natural_gas,CCGT,2500,30,895.12,57.7416,5880938.4,10,0.75,15,55.04,4.773973333,59.81397333,50.19,760.852,-84.078,-552812.85,77.97333333,-37.368,40.60533333,9
natural_gas,CCGT,2500,33,895.12,57.3888,5880938.4,10,0.75,15,54.71,4.773973333,59.48397333,50.19,760.852,-84.078,-552812.85,77.50583333,-33.97090909,43.53492424,10
natural_gas,CCGT,2500,37,895.12,56.9184,5880938.4,10,0.75,15,54.26,4.773973333,59.03397333,50.19,760.852,-84.078,-552812.85,76.86833333,-30.29837838,46.56995495,11
natural_gas,CCGT,2500,40,895.12,56.5656,5880938.4,10,0.75,15,53.92,4.773973333,58.69397333,50.19,760.852,-84.078,-552812.85,76.38666667,-28.026,48.36066667,12
natural_gas,CCGT,2500,43,895.12,56.2128,5880938.4,10,0.75,15,53.59,4.773973333,58.36397333,50.19,760.852,-84.078,-552812.85,75.91916667,-26.07069767,49.84846899,13
natural_gas,CCGT,2500,47,895.12,55.7424,5880938.4,10,0.75,15,53.14,4.773973333,57.91397333,50.19,760.852,-84.078,-552812.85,75.28166667,-23.85191489,51.42975177,14
natural_gas,CCGT,2500,50,895.12,55.3896,5880938.4,10,0.75,15,52.8,4.773973333,57.57397333,50.19,760.852,-84.078,-552812.85,74.8,-22.4208,52.3792,15
natural_gas,CCGT,2500,53,895.12,55.0368,5880938.4,10,0.75,15,52.47,4.773973333,57.24397333,50.19,760.852,-84.078,-552812.85,74.3325,-21.15169811,53.18080189,16
natural_gas,CCGT,2500,57,895.12,54.5762,5880938.4,10,0.75,15,52.03,4.773973333,56.80397333,50.19,760.852,-84.078,-552812.85,73.70916667,-19.66736842,54.04179825,17
natural_gas,CCGT,2500,60,895.12,54.2234,5880938.4,10,0.75,15,51.69,4.773973333,56.46397333,50.19,760.852,-84.078,-552812.85,73.2275,-18.684,54.5435,18
natural_gas,CCGT,2500,63,895.12,53.8706,5880938.4,10,0.75,15,51.35,4.773973333,56.12397333,50.19,760.852,-84.078,-552812.85,72.74583333,-17.79428571,54.95154762,19
natural_gas,CCGT,2500,67,895.12,53.4002,5880938.4,10,0.75,15,50.91,4.773973333,55.68397333,50.19,760.852,-84.078,-552812.85,72.1225,-16.7319403,55.3905597,20
natural_gas,CCGT,2500,70,895.12,53.0474,5880938.4,10,0.75,15,50.57,4.773973333,55.34397333,50.19,760.852,-84.078,-552812.85,71.64083333,-16.01485714,55.62597619,21
natural_gas,CCGT,2500,73,895.12,52.6946,5880938.4,10,0.75,15,50.23,4.773973333,55.00397333,50.19,760.852,-84.078,-552812.85,71.15916667,-15.35671233,55.80245434,22
natural_gas,CCGT,2500,77,895.12,52.2242,5880938.4,10,0.75,15,49.78,4.773973333,54.55397333,50.19,760.852,-84.078,-552812.85,70.52166667,-14.55896104,55.96270563,23
natural_gas,CCGT,2500,80,895.12,51.8812,5880938.4,10,0.75,15,49.46,4.773973333,54.23397333,50.19,760.852,-84.078,-552812.85,70.06833333,-14.013,56.05533333,24
natural_gas,CCGT,2500,83,895.12,51.5284,5880938.4,10,0.75,15,49.12,4.773973333,53.89397333,50.19,760.852,-84.078,-552812.85,69.58666667,-13.50650602,56.08016064,25
natural_gas,CCGT,2500,87,895.12,51.058,5880938.4,10,0.75,15,48.67,4.773973333,53.44397333,50.19,760.852,-84.078,-552812.85,68.94916667,-12.88551724,56.06364943,26
natural_gas,CCGT,2500,90,895.12,50.7052,5880938.4,10,0.75,15,48.34,4.773973333,53.11397333,50.19,760.852,-84.078,-552812.85,68.48166667,-12.456,56.02566667,27
natural_gas,CCGT,2500,93,895.12,50.3524,5880938.4,10,0.75,15,48,4.773973333,52.77397333,50.19,760.852,-84.078,-552812.85,68,-12.05419355,55.94580645,28
natural_gas,CCGT,2500,97,895.12,49.882,5880938.4,10,0.75,15,47.55,4.773973333,52.32397333,50.19,760.852,-84.078,-552812.85,67.3625,-11.5571134,55.8053866,29
natural_gas,CCGT,2500,100,895.12,49.5292,5880938.4,10,0.75,15,47.22,4.773973333,51.99397333,50.19,760.852,-84.078,-552812.85,66.895,-11.2104,55.6846,30
