Date,Temperature (C),Wind direction (deg),Wind speed (m/s),Humidity (%),Pressure (hPa),UV Index,Cloud Cover (%),Ceiling (m),Dew Point (C),Visibility (m)
26 Oct 2017 07:00:44 GMT,32,180.0,5.0,66.0,1009.0,6,88.0,8900.0,25.0,16000.0
