primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
subbituminous,supercritical,23,1300,10,0.75,1089,7160175,35.68,11.16923077,46.84923077,145.41,956070.75,57.40150628,1.491384615,58.89289089
subbituminous,supercritical,23,1400,10,0.75,1173,7712475,35.19,11.17142857,46.36142857,156.62,1029776.5,56.61320084,1.491619048,58.10481988
subbituminous,supercritical,23,1500,10,0.75,1256,8258200,34.74,11.16444444,45.90444444,167.71,1102693.25,55.88924686,1.490755556,57.38000242
subbituminous,supercritical,23,1600,10,0.75,1340,8810500,34.41,11.16666667,45.57666667,178.92,1176399,55.35834728,1.491,56.84934728
subbituminous,supercritical,23,1700,10,0.75,1424,9362800,34.13,11.16862745,45.29862745,190.14,1250170.5,54.90788703,1.491294118,56.39918115
subbituminous,supercritical,23,1800,10,0.75,1508,9915100,33.87,11.17037037,45.04037037,201.35,1323876.25,54.48960251,1.491481481,55.98108399
subbituminous,supercritical,23,1900,10,0.75,1591,10460825,33.64,11.16491228,44.80491228,212.44,1396793,54.11958159,1.490807018,55.61038861
subbituminous,supercritical,23,2000,10,0.75,1675,11013125,33.43,11.16666667,44.59666667,223.65,1470498.75,53.7817364,1.491,55.2727364
subbituminous,supercritical,23,2100,10,0.75,1759,11565425,33.24,11.16825397,44.40825397,234.87,1544270.25,53.47606695,1.491238095,54.96730504
subbituminous,supercritical,23,2200,10,0.75,1843,12117725,33.06,11.16969697,44.22969697,246.09,1618041.75,53.18648536,1.491454545,54.6779399
subbituminous,supercritical,23,2300,10,0.75,1926,12663450,32.9,11.16521739,44.06521739,257.17,1690892.75,52.9290795,1.49084058,54.41992008
subbituminous,supercritical,23,2400,10,0.75,2010,13215750,32.76,11.16666667,43.92666667,268.38,1764598.5,52.70384937,1.491,54.19484937
subbituminous,supercritical,23,2500,10,0.75,2094,13768050,32.62,11.168,43.788,279.6,1838370,52.47861925,1.4912,53.96981925
subbituminous,supercritical,27,100,10,0.75,83.83,551182.25,71.88,11.17733333,83.05733333,11.19,73574.25,115.6395816,1.492,117.1315816
subbituminous,supercritical,27,200,10,0.75,167.6,1101970,55.46,11.17333333,66.63333333,22.38,147148.5,89.22330544,1.492,90.71530544
subbituminous,supercritical,27,300,10,0.75,251.3,1652297.5,48.96,11.16888889,60.12888889,33.55,220591.25,78.76619247,1.491111111,80.25730358
subbituminous,supercritical,27,400,10,0.75,335.1,2203282.5,45.27,11.17,56.44,44.74,294165.5,72.82976987,1.491333333,74.32110321
subbituminous,supercritical,27,500,10,0.75,418.8,2753610,42.81,11.168,53.978,55.92,367674,68.87215481,1.4912,70.36335481
subbituminous,supercritical,27,600,10,0.75,502.6,3304595,41.02,11.16888889,52.18888889,67.11,441248.25,65.99242678,1.491333333,67.48376011
subbituminous,supercritical,27,700,10,0.75,586.3,3854922.5,39.63,11.16761905,50.79761905,78.29,514756.75,63.75621339,1.491238095,65.24745148
subbituminous,supercritical,27,800,10,0.75,670.1,4405907.5,38.53,11.16833333,49.69833333,89.47,588265.25,61.98654812,1.491166667,63.47771478
subbituminous,supercritical,27,900,10,0.75,753.8,4956235,37.6,11.16740741,48.76740741,100.65,661773.75,60.49037657,1.491111111,61.98148768
subbituminous,supercritical,27,1000,10,0.75,837.6,5507220,36.82,11.168,47.988,111.84,735348,59.23552301,1.4912,60.72672301
subbituminous,supercritical,27,1100,10,0.75,921.4,6058205,36.14,11.16848485,47.30848485,123.03,808922.25,58.14154812,1.491272727,59.63282084
subbituminous,supercritical,27,1200,10,0.75,1005,6607875,35.54,11.16666667,46.70666667,134.19,882299.25,57.17627615,1.491,58.66727615
subbituminous,supercritical,27,1300,10,0.75,1089,7160175,35,11.16923077,46.16923077,145.41,956070.75,56.30753138,1.491384615,57.798916
subbituminous,supercritical,27,1400,10,0.75,1173,7712475,34.52,11.17142857,45.69142857,156.62,1029776.5,55.53531381,1.491619048,57.02693286
