primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
bituminous,subcritical,7,1900,10,0.75,1534,10086050,34.95,10.76491228,45.71491228,189.34,1244910.5,61.99826087,1.328701754,63.32696262
bituminous,subcritical,7,2000,10,0.75,1615,10618625,34.75,10.76666667,45.51666667,199.34,1310660.5,61.64347826,1.328933333,62.97241159
bituminous,subcritical,7,2100,10,0.75,1696,11151200,34.56,10.76825397,45.32825397,209.33,1376344.75,61.30643478,1.329079365,62.63551415
bituminous,subcritical,7,2200,10,0.75,1777,11683775,34.4,10.76969697,45.16969697,219.33,1442094.75,61.0226087,1.329272727,62.35188142
bituminous,subcritical,7,2300,10,0.75,1857,12209775,34.25,10.76521739,45.01521739,229.2,1506990,60.75652174,1.328695652,62.08521739
bituminous,subcritical,7,2400,10,0.75,1938,12742350,34.11,10.76666667,44.87666667,239.2,1572740,60.50817391,1.328888889,61.8370628
bituminous,subcritical,7,2500,10,0.75,2019,13274925,33.99,10.768,44.758,249.2,1638490,60.29530435,1.329066667,61.62437101
bituminous,subcritical,10,100,10,0.75,80.82,531391.5,75.83,10.776,86.606,9.98,65618.5,134.5158261,1.330666667,135.8464928
bituminous,subcritical,10,200,10,0.75,161.6,1062520,58.26,10.77333333,69.03333333,19.95,131171.25,103.3481739,1.33,104.6781739
bituminous,subcritical,10,300,10,0.75,242.3,1593122.5,51.31,10.76888889,62.07888889,29.91,196658.25,91.01947826,1.329333333,92.34881159
bituminous,subcritical,10,400,10,0.75,323.1,2124382.5,47.37,10.77,58.14,39.88,262211,84.03026087,1.329333333,85.3595942
bituminous,subcritical,10,500,10,0.75,403.8,2654985,44.74,10.768,55.508,49.84,327698,79.36486957,1.329066667,80.69393623
bituminous,subcritical,10,600,10,0.75,484.6,3186245,42.83,10.76888889,53.59888889,59.81,393250.75,75.97669565,1.329111111,77.30580676
bituminous,subcritical,10,700,10,0.75,565.3,3716847.5,41.36,10.76761905,52.12761905,69.77,458737.75,73.36904348,1.328952381,74.69799586
bituminous,subcritical,10,800,10,0.75,646.1,4248107.5,40.17,10.76833333,50.93833333,79.75,524356.25,71.25808696,1.329166667,72.58725362
bituminous,subcritical,10,900,10,0.75,726.8,4778710,39.18,10.76740741,49.94740741,89.71,589843.25,69.50191304,1.329037037,70.83095008
bituminous,subcritical,10,1000,10,0.75,807.6,5309970,38.35,10.768,49.118,99.68,655396,68.02956522,1.329066667,69.35863188
bituminous,subcritical,10,1100,10,0.75,888.3,5840572.5,37.62,10.76727273,48.38727273,109.64,720883,66.7346087,1.328969697,68.06357839
bituminous,subcritical,10,1200,10,0.75,969.1,6371832.5,36.98,10.76777778,47.74777778,119.61,786435.75,65.59930435,1.329,66.92830435
bituminous,subcritical,10,1300,10,0.75,1050,6903750,36.41,10.76923077,47.17923077,129.6,852120,64.58817391,1.329230769,65.91740468
bituminous,subcritical,10,1400,10,0.75,1131,7436325,35.94,10.77142857,46.71142857,139.6,917870,63.75443478,1.32952381,65.08395859
bituminous,subcritical,10,1500,10,0.75,1211,7962325,35.59,10.76444444,46.35444444,149.47,982765.25,63.13356522,1.328622222,64.46218744
bituminous,subcritical,10,1600,10,0.75,1292,8494900,35.28,10.76666667,46.04666667,159.47,1048515.25,62.58365217,1.328916667,63.91256884
bituminous,subcritical,10,1700,10,0.75,1373,9027475,35,10.76862745,45.76862745,169.47,1114265.25,62.08695652,1.329176471,63.41613299
bituminous,subcritical,10,1800,10,0.75,1454,9560050,34.75,10.77037037,45.52037037,179.46,1179949.5,61.64347826,1.329333333,62.97281159
bituminous,subcritical,10,1900,10,0.75,1534,10086050,34.53,10.76491228,45.29491228,189.34,1244910.5,61.25321739,1.328701754,62.58191915
bituminous,subcritical,10,2000,10,0.75,1615,10618625,34.33,10.76666667,45.09666667,199.34,1310660.5,60.89843478,1.328933333,62.22736812
bituminous,subcritical,10,2100,10,0.75,1696,11151200,34.16,10.76825397,44.92825397,209.33,1376344.75,60.59686957,1.329079365,61.92594893
bituminous,subcritical,10,2200,10,0.75,1777,11683775,33.99,10.76969697,44.75969697,219.33,1442094.75,60.29530435,1.329272727,61.62457708
bituminous,subcritical,10,2300,10,0.75,1857,12209775,33.84,10.76521739,44.60521739,229.2,1506990,60.02921739,1.328695652,61.35791304
bituminous,subcritical,10,2400,10,0.75,1938,12742350,33.71,10.76666667,44.47666667,239.2,1572740,59.7986087,1.328888889,61.12749758
bituminous,subcritical,10,2500,10,0.75,2019,13274925,33.58,10.768,44.348,249.2,1638490,59.568,1.329066667,60.89706667
bituminous,subcritical,13,100,10,0.75,80.82,531391.5,75.02,10.776,85.796,9.98,65618.5,133.0789565,1.330666667,134.4096232
bituminous,subcritical,13,200,10,0.75,161.6,1062520,57.6,10.77333333,68.37333333,19.95,131171.25,102.1773913,1.33,103.5073913
bituminous,subcritical,13,300,10,0.75,242.3,1593122.5,50.7,10.76888889,61.46888889,29.91,196658.25,89.9373913,1.329333333,91.26672464
bituminous,subcritical,13,400,10,0.75,323.1,2124382.5,46.8,10.77,57.57,39.88,262211,83.01913043,1.329333333,84.34846377
bituminous,subcritical,13,500,10,0.75,403.8,2654985,44.2,10.768,54.968,49.84,327698,78.40695652,1.329066667,79.73602319
bituminous,subcritical,13,600,10,0.75,484.6,3186245,42.32,10.76888889,53.08888889,59.81,393250.75,75.072,1.329111111,76.40111111
bituminous,subcritical,13,700,10,0.75,565.3,3716847.5,40.85,10.76761905,51.61761905,69.77,458737.75,72.46434783,1.328952381,73.79330021
bituminous,subcritical,13,800,10,0.75,646.1,4248107.5,39.69,10.76833333,50.45833333,79.75,524356.25,70.4066087,1.329166667,71.73577536
bituminous,subcritical,13,900,10,0.75,726.8,4778710,38.71,10.76740741,49.47740741,89.71,589843.25,68.66817391,1.329037037,69.99721095
bituminous,subcritical,13,1000,10,0.75,807.6,5309970,37.89,10.768,48.658,99.68,655396,67.21356522,1.329066667,68.54263188
bituminous,subcritical,13,1100,10,0.75,888.3,5840572.5,37.17,10.76727273,47.93727273,109.64,720883,65.93634783,1.328969697,67.26531752
bituminous,subcritical,13,1200,10,0.75,969.1,6371832.5,36.53,10.76777778,47.29777778,119.61,786435.75,64.80104348,1.329,66.13004348
bituminous,subcritical,13,1300,10,0.75,1050,6903750,35.97,10.76923077,46.73923077,129.6,852120,63.80765217,1.329230769,65.13688294
bituminous,subcritical,13,1400,10,0.75,1131,7436325,35.52,10.77142857,46.29142857,139.6,917870,63.0093913,1.32952381,64.33891511
bituminous,subcritical,13,1500,10,0.75,1211,7962325,35.16,10.76444444,45.92444444,149.47,982765.25,62.37078261,1.328622222,63.69940483
bituminous,subcritical,13,1600,10,0.75,1292,8494900,34.85,10.76666667,45.61666667,159.47,1048515.25,61.82086957,1.328916667,63.14978623
bituminous,subcritical,13,1700,10,0.75,1373,9027475,34.58,10.76862745,45.34862745,169.47,1114265.25,61.34191304,1.329176471,62.67108951
bituminous,subcritical,13,1800,10,0.75,1454,9560050,34.33,10.77037037,45.10037037,179.46,1179949.5,60.89843478,1.329333333,62.22776812
bituminous,subcritical,13,1900,10,0.75,1534,10086050,34.12,10.76491228,44.88491228,189.34,1244910.5,60.52591304,1.328701754,61.8546148
bituminous,subcritical,13,2000,10,0.75,1615,10618625,33.92,10.76666667,44.68666667,199.34,1310660.5,60.17113043,1.328933333,61.50006377
bituminous,subcritical,13,2100,10,0.75,1696,11151200,33.74,10.76825397,44.50825397,209.33,1376344.75,59.85182609,1.329079365,61.18090545
bituminous,subcritical,13,2200,10,0.75,1777,11683775,33.58,10.76969697,44.34969697,219.33,1442094.75,59.568,1.329272727,60.89727273
bituminous,subcritical,13,2300,10,0.75,1857,12209775,33.43,10.76521739,44.19521739,229.2,1506990,59.30191304,1.328695652,60.6306087
bituminous,subcritical,13,2400,10,0.75,1938,12742350,33.3,10.76666667,44.06666667,239.2,1572740,59.07130435,1.328888889,60.40019324
bituminous,subcritical,13,2500,10,0.75,2019,13274925,33.17,10.768,43.938,249.2,1638490,58.84069565,1.329066667,60.16976232
bituminous,subcritical,17,100,10,0.75,80.82,531391.5,73.98,10.776,84.756,9.98,65618.5,131.234087,1.330666667,132.5647536
bituminous,subcritical,17,200,10,0.75,161.6,1062520,56.71,10.77333333,67.48333333,19.95,131171.25,100.5986087,1.33,101.9286087
bituminous,subcritical,17,300,10,0.75,242.3,1593122.5,49.89,10.76888889,60.65888889,29.91,196658.25,88.50052174,1.329333333,89.82985507
bituminous,subcritical,17,400,10,0.75,323.1,2124382.5,46.04,10.77,56.81,39.88,262211,81.67095652,1.329333333,83.00028986
bituminous,subcritical,17,500,10,0.75,403.8,2654985,43.48,10.768,54.248,49.84,327698,77.12973913,1.329066667,78.4588058
bituminous,subcritical,17,600,10,0.75,484.6,3186245,41.62,10.76888889,52.38888889,59.81,393250.75,73.83026087,1.329111111,75.15937198
bituminous,subcritical,17,700,10,0.75,565.3,3716847.5,40.19,10.76761905,50.95761905,69.77,458737.75,71.29356522,1.328952381,72.6225176
bituminous,subcritical,17,800,10,0.75,646.1,4248107.5,39.04,10.76833333,49.80833333,79.75,524356.25,69.25356522,1.329166667,70.58273188
bituminous,subcritical,17,900,10,0.75,726.8,4778710,38.08,10.76740741,48.84740741,89.71,589843.25,67.5506087,1.329037037,68.87964573
bituminous,subcritical,17,1000,10,0.75,807.6,5309970,37.27,10.768,48.038,99.68,655396,66.11373913,1.329066667,67.4428058
bituminous,subcritical,17,1100,10,0.75,888.3,5840572.5,36.56,10.76727273,47.32727273,109.64,720883,64.85426087,1.328969697,66.18323057
bituminous,subcritical,17,1200,10,0.75,969.1,6371832.5,35.94,10.76777778,46.70777778,119.61,786435.75,63.75443478,1.329,65.08343478
bituminous,subcritical,17,1300,10,0.75,1050,6903750,35.39,10.76923077,46.15923077,129.6,852120,62.77878261,1.329230769,64.10801338
bituminous,subcritical,17,1400,10,0.75,1131,7436325,34.93,10.77142857,45.70142857,139.6,917870,61.96278261,1.32952381,63.29230642
bituminous,subcritical,17,1500,10,0.75,1211,7962325,34.59,10.76444444,45.35444444,149.47,982765.25,61.35965217,1.328622222,62.6882744
bituminous,subcritical,17,1600,10,0.75,1292,8494900,34.29,10.76666667,45.05666667,159.47,1048515.25,60.82747826,1.328916667,62.15639493
bituminous,subcritical,17,1700,10,0.75,1373,9027475,34.02,10.76862745,44.78862745,169.47,1114265.25,60.34852174,1.329176471,61.67769821
bituminous,subcritical,17,1800,10,0.75,1454,9560050,33.78,10.77037037,44.55037037,179.46,1179949.5,59.92278261,1.329333333,61.25211594
bituminous,subcritical,17,1900,10,0.75,1534,10086050,33.57,10.76491228,44.33491228,189.34,1244910.5,59.55026087,1.328701754,60.87896262
bituminous,subcritical,17,2000,10,0.75,1615,10618625,33.37,10.76666667,44.13666667,199.34,1310660.5,59.19547826,1.328933333,60.52441159
bituminous,subcritical,17,2100,10,0.75,1696,11151200,33.2,10.76825397,43.96825397,209.33,1376344.75,58.89391304,1.329079365,60.22299241
bituminous,subcritical,17,2200,10,0.75,1777,11683775,33.03,10.76969697,43.79969697,219.33,1442094.75,58.59234783,1.329272727,59.92162055
bituminous,subcritical,17,2300,10,0.75,1857,12209775,32.89,10.76521739,43.65521739,229.2,1506990,58.344,1.328695652,59.67269565
bituminous,subcritical,17,2400,10,0.75,1938,12742350,32.75,10.76666667,43.51666667,239.2,1572740,58.09565217,1.328888889,59.42454106
bituminous,subcritical,17,2500,10,0.75,2019,13274925,32.63,10.768,43.398,249.2,1638490,57.88278261,1.329066667,59.21184928
bituminous,subcritical,20,100,10,0.75,80.82,531391.5,73.2,10.776,83.976,9.98,65618.5,129.8504348,1.330666667,131.1811014
bituminous,subcritical,20,200,10,0.75,161.6,1062520,56.03,10.77333333,66.80333333,19.95,131171.25,99.39234783,1.33,100.7223478
bituminous,subcritical,20,300,10,0.75,242.3,1593122.5,49.29,10.76888889,60.05888889,29.91,196658.25,87.43617391,1.329333333,88.76550725
bituminous,subcritical,20,400,10,0.75,323.1,2124382.5,45.48,10.77,56.25,39.88,262211,80.67756522,1.329333333,82.00689855
bituminous,subcritical,20,500,10,0.75,403.8,2654985,42.94,10.768,53.708,49.84,327698,76.17182609,1.329066667,77.50089275
bituminous,subcritical,20,600,10,0.75,484.6,3186245,41.1,10.76888889,51.86888889,59.81,393250.75,72.90782609,1.329111111,74.2369372
bituminous,subcritical,20,700,10,0.75,565.3,3716847.5,39.69,10.76761905,50.45761905,69.77,458737.75,70.4066087,1.328952381,71.73556108
bituminous,subcritical,20,800,10,0.75,646.1,4248107.5,38.55,10.76833333,49.31833333,79.75,524356.25,68.38434783,1.329166667,69.71351449
bituminous,subcritical,20,900,10,0.75,726.8,4778710,37.61,10.76740741,48.37740741,89.71,589843.25,66.71686957,1.329037037,68.0459066
bituminous,subcritical,20,1000,10,0.75,807.6,5309970,36.81,10.768,47.578,99.68,655396,65.29773913,1.329066667,66.6268058
bituminous,subcritical,20,1100,10,0.75,888.3,5840572.5,36.11,10.76727273,46.87727273,109.64,720883,64.056,1.328969697,65.3849697
bituminous,subcritical,20,1200,10,0.75,969.1,6371832.5,35.49,10.76777778,46.25777778,119.61,786435.75,62.95617391,1.329,64.28517391
bituminous,subcritical,20,1300,10,0.75,1050,6903750,34.95,10.76923077,45.71923077,129.6,852120,61.99826087,1.329230769,63.32749164
bituminous,subcritical,20,1400,10,0.75,1131,7436325,34.5,10.77142857,45.27142857,139.6,917870,61.2,1.32952381,62.52952381
bituminous,subcritical,20,1500,10,0.75,1211,7962325,34.16,10.76444444,44.92444444,149.47,982765.25,60.59686957,1.328622222,61.92549179
bituminous,subcritical,20,1600,10,0.75,1292,8494900,33.86,10.76666667,44.62666667,159.47,1048515.25,60.06469565,1.328916667,61.39361232
bituminous,subcritical,20,1700,10,0.75,1373,9027475,33.6,10.76862745,44.36862745,169.47,1114265.25,59.60347826,1.329176471,60.93265473
bituminous,subcritical,20,1800,10,0.75,1454,9560050,33.36,10.77037037,44.13037037,179.46,1179949.5,59.17773913,1.329333333,60.50707246
bituminous,subcritical,20,1900,10,0.75,1534,10086050,33.15,10.76491228,43.91491228,189.34,1244910.5,58.80521739,1.328701754,60.13391915
bituminous,subcritical,20,2000,10,0.75,1615,10618625,32.96,10.76666667,43.72666667,199.34,1310660.5,58.46817391,1.328933333,59.79710725
bituminous,subcritical,20,2100,10,0.75,1696,11151200,32.78,10.76825397,43.54825397,209.33,1376344.75,58.14886957,1.329079365,59.47794893
bituminous,subcritical,20,2200,10,0.75,1777,11683775,32.63,10.76969697,43.39969697,219.33,1442094.75,57.88278261,1.329272727,59.21205534
bituminous,subcritical,20,2300,10,0.75,1857,12209775,32.48,10.76521739,43.24521739,229.2,1506990,57.61669565,1.328695652,58.9453913
bituminous,subcritical,20,2400,10,0.75,1938,12742350,32.35,10.76666667,43.11666667,239.2,1572740,57.38608696,1.328888889,58.71497585
bituminous,subcritical,20,2500,10,0.75,2019,13274925,32.22,10.768,42.988,249.2,1638490,57.15547826,1.329066667,58.48454493
bituminous,subcritical,23,100,10,0.75,80.82,531391.5,72.41,10.776,83.186,9.98,65618.5,128.4490435,1.330666667,129.7797101
bituminous,subcritical,23,200,10,0.75,161.6,1062520,55.37,10.77333333,66.14333333,19.95,131171.25,98.22156522,1.33,99.55156522
bituminous,subcritical,23,300,10,0.75,242.3,1593122.5,48.68,10.76888889,59.44888889,29.91,196658.25,86.35408696,1.329333333,87.68342029
bituminous,subcritical,23,400,10,0.75,323.1,2124382.5,44.91,10.77,55.68,39.88,262211,79.66643478,1.329333333,80.99576812
bituminous,subcritical,23,500,10,0.75,403.8,2654985,42.4,10.768,53.168,49.84,327698,75.21391304,1.329066667,76.54297971
bituminous,subcritical,23,600,10,0.75,484.6,3186245,40.59,10.76888889,51.35888889,59.81,393250.75,72.00313043,1.329111111,73.33224155
bituminous,subcritical,23,700,10,0.75,565.3,3716847.5,39.19,10.76761905,49.95761905,69.77,458737.75,69.51965217,1.328952381,70.84860455
bituminous,subcritical,23,800,10,0.75,646.1,4248107.5,38.07,10.76833333,48.83833333,79.75,524356.25,67.53286957,1.329166667,68.86203623
bituminous,subcritical,23,900,10,0.75,726.8,4778710,37.14,10.76740741,47.90740741,89.71,589843.25,65.88313043,1.329037037,67.21216747
bituminous,subcritical,23,1000,10,0.75,807.6,5309970,36.34,10.768,47.108,99.68,655396,64.464,1.329066667,65.79306667
bituminous,subcritical,23,1100,10,0.75,888.3,5840572.5,35.66,10.76727273,46.42727273,109.64,720883,63.25773913,1.328969697,64.58670883
bituminous,subcritical,23,1200,10,0.75,969.1,6371832.5,35.05,10.76777778,45.81777778,119.61,786435.75,62.17565217,1.329,63.50465217
bituminous,subcritical,23,1300,10,0.75,1050,6903750,34.51,10.76923077,45.27923077,129.6,852120,61.21773913,1.329230769,62.5469699
bituminous,subcritical,23,1400,10,0.75,1131,7436325,34.07,10.77142857,44.84142857,139.6,917870,60.43721739,1.32952381,61.7667412
bituminous,subcritical,23,1500,10,0.75,1211,7962325,33.74,10.76444444,44.50444444,149.47,982765.25,59.85182609,1.328622222,61.18044831
bituminous,subcritical,23,1600,10,0.75,1292,8494900,33.44,10.76666667,44.20666667,159.47,1048515.25,59.31965217,1.328916667,60.64856884
bituminous,subcritical,23,1700,10,0.75,1373,9027475,33.17,10.76862745,43.93862745,169.47,1114265.25,58.84069565,1.329176471,60.16987212
bituminous,subcritical,23,1800,10,0.75,1454,9560050,32.95,10.77037037,43.72037037,179.46,1179949.5,58.45043478,1.329333333,59.77976812
bituminous,subcritical,23,1900,10,0.75,1534,10086050,32.74,10.76491228,43.50491228,189.34,1244910.5,58.07791304,1.328701754,59.4066148
bituminous,subcritical,23,2000,10,0.75,1615,10618625,32.55,10.76666667,43.31666667,199.34,1310660.5,57.74086957,1.328933333,59.0698029
bituminous,subcritical,23,2100,10,0.75,1696,11151200,32.38,10.76825397,43.14825397,209.33,1376344.75,57.43930435,1.329079365,58.76838371
bituminous,subcritical,23,2200,10,0.75,1777,11683775,32.21,10.76969697,42.97969697,219.33,1442094.75,57.13773913,1.329272727,58.46701186
bituminous,subcritical,23,2300,10,0.75,1857,12209775,32.07,10.76521739,42.83521739,229.2,1506990,56.8893913,1.328695652,58.21808696
bituminous,subcritical,23,2400,10,0.75,1938,12742350,31.94,10.76666667,42.70666667,239.2,1572740,56.65878261,1.328888889,57.9876715
bituminous,subcritical,23,2500,10,0.75,2019,13274925,31.82,10.768,42.588,249.2,1638490,56.44591304,1.329066667,57.77497971
bituminous,subcritical,27,100,10,0.75,80.82,531391.5,71.36,10.776,82.136,9.98,65618.5,126.5864348,1.330666667,127.9171014
bituminous,subcritical,27,200,10,0.75,161.6,1062520,54.48,10.77333333,65.25333333,19.95,131171.25,96.64278261,1.33,97.97278261
bituminous,subcritical,27,300,10,0.75,242.3,1593122.5,47.87,10.76888889,58.63888889,29.91,196658.25,84.91721739,1.329333333,86.24655072
bituminous,subcritical,27,400,10,0.75,323.1,2124382.5,44.15,10.77,54.92,39.88,262211,78.31826087,1.329333333,79.6475942
bituminous,subcritical,27,500,10,0.75,403.8,2654985,41.69,10.768,52.458,49.84,327698,73.95443478,1.329066667,75.28350145
bituminous,subcritical,27,600,10,0.75,484.6,3186245,39.9,10.76888889,50.66888889,59.81,393250.75,70.77913043,1.329111111,72.10824155
bituminous,subcritical,27,700,10,0.75,565.3,3716847.5,38.53,10.76761905,49.29761905,69.77,458737.75,68.34886957,1.328952381,69.67782195
bituminous,subcritical,27,800,10,0.75,646.1,4248107.5,37.42,10.76833333,48.18833333,79.75,524356.25,66.37982609,1.329166667,67.70899275
bituminous,subcritical,27,900,10,0.75,726.8,4778710,36.5,10.76740741,47.26740741,89.71,589843.25,64.74782609,1.329037037,66.07686312
bituminous,subcritical,27,1000,10,0.75,807.6,5309970,35.73,10.768,46.498,99.68,655396,63.38191304,1.329066667,64.71097971
bituminous,subcritical,27,1100,10,0.75,888.3,5840572.5,35.05,10.76727273,45.81727273,109.64,720883,62.17565217,1.328969697,63.50462187
bituminous,subcritical,27,1200,10,0.75,969.1,6371832.5,34.45,10.76777778,45.21777778,119.61,786435.75,61.11130435,1.329,62.44030435
bituminous,subcritical,27,1300,10,0.75,1050,6903750,33.92,10.76923077,44.68923077,129.6,852120,60.17113043,1.329230769,61.5003612
bituminous,subcritical,27,1400,10,0.75,1131,7436325,33.49,10.77142857,44.26142857,139.6,917870,59.40834783,1.32952381,60.73787164
bituminous,subcritical,27,1500,10,0.75,1211,7962325,33.16,10.76444444,43.92444444,149.47,982765.25,58.82295652,1.328622222,60.15157874
bituminous,subcritical,27,1600,10,0.75,1292,8494900,32.87,10.76666667,43.63666667,159.47,1048515.25,58.30852174,1.328916667,59.63743841
bituminous,subcritical,27,1700,10,0.75,1373,9027475,32.61,10.76862745,43.37862745,169.47,1114265.25,57.84730435,1.329176471,59.17648082
bituminous,subcritical,27,1800,10,0.75,1454,9560050,32.38,10.77037037,43.15037037,179.46,1179949.5,57.43930435,1.329333333,58.76863768
bituminous,subcritical,27,1900,10,0.75,1534,10086050,32.19,10.76491228,42.95491228,189.34,1244910.5,57.10226087,1.328701754,58.43096262
