primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
anthracite,supercritical,23,2500,10,0.75,1513,46.86,9947975,34.3,8.069333333,42.36933333,175.24,1152203,55.18138075,0.934613333,56.11599409
anthracite,supercritical,27,100,10,0.75,60.58,95.57,398313.5,69.95,8.077333333,78.02733333,7.02,46156.5,112.5346234,0.936,113.4706234
anthracite,supercritical,27,200,10,0.75,121.1,74.86,796232.5,54.79,8.073333333,62.86333333,14.03,92247.25,88.14541841,0.935333333,89.08075174
anthracite,supercritical,27,300,10,0.75,181.6,66.75,1194020,48.85,8.071111111,56.92111111,21.03,138272.25,78.58922594,0.934666667,79.52389261
anthracite,supercritical,27,400,10,0.75,242.2,62.18,1592465,45.51,8.073333333,53.58333333,28.05,184428.75,73.21587866,0.935,74.15087866
anthracite,supercritical,27,500,10,0.75,302.7,59.16,1990252.5,43.3,8.072,51.372,35.06,230519.5,69.66046025,0.934933333,70.59539358
anthracite,supercritical,27,600,10,0.75,363.2,56.96,2388040,41.69,8.071111111,49.76111111,42.07,276610.25,67.07031381,0.934888889,68.0052027
anthracite,supercritical,27,700,10,0.75,423.7,55.27,2785827.5,40.45,8.07047619,48.52047619,49.07,322635.25,65.07541841,0.934666667,66.01008508
anthracite,supercritical,27,800,10,0.75,484.3,53.91,3184272.5,39.46,8.071666667,47.53166667,56.09,368791.75,63.48271967,0.934833333,64.417553
anthracite,supercritical,27,900,10,0.75,544.8,52.78,3582060,38.63,8.071111111,46.70111111,63.1,414882.5,62.14742678,0.934814815,63.08224159
anthracite,supercritical,27,1000,10,0.75,605.3,51.83,3979847.5,37.93,8.070666667,46.00066667,70.11,460973.25,61.02127615,0.9348,61.95607615
anthracite,supercritical,27,1100,10,0.75,665.8,51,4377635,37.33,8.07030303,45.40030303,77.12,507064,60.05600418,0.934787879,60.99079206
anthracite,supercritical,27,1200,10,0.75,726.4,50.27,4776080,36.79,8.071111111,44.86111111,84.13,553154.75,59.18725941,0.934777778,60.12203719
anthracite,supercritical,27,1300,10,0.75,786.9,49.62,5173867.5,36.32,8.070769231,44.39076923,91.14,599245.5,58.43112971,0.934769231,59.36589894
anthracite,supercritical,27,1400,10,0.75,847.4,49.03,5571655,35.88,8.07047619,43.95047619,98.15,645336.25,57.7232636,0.934761905,58.6580255
anthracite,supercritical,27,1500,10,0.75,907.9,48.5,5969442.5,35.5,8.070222222,43.57022222,105.16,691427,57.11192469,0.934755556,58.04668024
anthracite,supercritical,27,1600,10,0.75,968.5,48.13,6367887.5,35.23,8.070833333,43.30083333,112.18,737583.5,56.6775523,0.934833333,57.61238563
anthracite,supercritical,27,1700,10,0.75,1029,47.8,6765675,34.98,8.070588235,43.05058824,119.18,783608.5,56.27535565,0.934745098,57.21010075
anthracite,supercritical,27,1800,10,0.75,1090,47.5,7166750,34.76,8.074074074,42.83407407,126.25,830093.75,55.92142259,0.935185185,56.85660778
anthracite,supercritical,27,1900,10,0.75,1150,47.24,7561250,34.57,8.070175439,42.64017544,133.2,875790,55.61575314,0.934736842,56.55048998
anthracite,supercritical,27,2000,10,0.75,1211,47,7962325,34.4,8.073333333,42.47333333,140.26,922209.5,55.34225941,0.935066667,56.27732608
anthracite,supercritical,27,2100,10,0.75,1271,46.78,8356825,34.24,8.06984127,42.30984127,147.21,967905.75,55.08485356,0.934666667,56.01952022
anthracite,supercritical,27,2200,10,0.75,1332,46.58,8757900,34.09,8.072727273,42.16272727,154.28,1014391,54.84353556,0.935030303,55.77856587
anthracite,supercritical,27,2300,10,0.75,1392,46.4,9152400,33.96,8.069565217,42.02956522,161.23,1060087.25,54.63439331,0.934666667,55.56905997
anthracite,supercritical,27,2400,10,0.75,1453,46.24,9553475,33.84,8.072222222,41.91222222,168.29,1106506.75,54.44133891,0.934944444,55.37628336
anthracite,supercritical,27,2500,10,0.75,1513,46.09,9947975,33.73,8.069333333,41.79933333,175.24,1152203,54.26437238,0.934613333,55.19898572
anthracite,supercritical,30,100,10,0.75,60.58,94.46,398313.5,69.13,8.077333333,77.20733333,7.02,46156.5,111.2154184,0.936,112.1514184
anthracite,supercritical,30,200,10,0.75,121.1,73.91,796232.5,54.09,8.073333333,62.16333333,14.03,92247.25,87.01926778,0.935333333,87.95460112
anthracite,supercritical,30,300,10,0.75,181.6,65.89,1194020,48.22,8.071111111,56.29111111,21.03,138272.25,77.57569038,0.934666667,78.51035704
anthracite,supercritical,30,400,10,0.75,242.2,61.37,1592465,44.92,8.073333333,52.99333333,28.05,184428.75,72.26669456,0.935,73.20169456
anthracite,supercritical,30,500,10,0.75,302.7,58.39,1990252.5,42.74,8.072,50.812,35.06,230519.5,68.75953975,0.934933333,69.69447308
anthracite,supercritical,30,600,10,0.75,363.2,56.22,2388040,41.15,8.071111111,49.22111111,42.07,276610.25,66.20156904,0.934888889,67.13645793
anthracite,supercritical,30,700,10,0.75,423.7,54.55,2785827.5,39.92,8.07047619,47.99047619,49.07,322635.25,64.22276151,0.934666667,65.15742817
anthracite,supercritical,30,800,10,0.75,484.3,53.21,3184272.5,38.94,8.071666667,47.01166667,56.09,368791.75,62.64615063,0.934833333,63.58098396
anthracite,supercritical,30,900,10,0.75,544.8,52.1,3582060,38.13,8.071111111,46.20111111,63.1,414882.5,61.34303347,0.934814815,62.27784829
anthracite,supercritical,30,1000,10,0.75,605.3,51.16,3979847.5,37.44,8.070666667,45.51066667,70.11,460973.25,60.23297071,0.9348,61.16777071
anthracite,supercritical,30,1100,10,0.75,665.8,50.35,4377635,36.85,8.07030303,44.92030303,77.12,507064,59.28378661,0.934787879,60.21857449
anthracite,supercritical,30,1200,10,0.75,726.4,49.63,4776080,36.32,8.071111111,44.39111111,84.13,553154.75,58.43112971,0.934777778,59.36590748
anthracite,supercritical,30,1300,10,0.75,786.9,48.99,5173867.5,35.86,8.070769231,43.93076923,91.14,599245.5,57.69108787,0.934769231,58.6258571
anthracite,supercritical,30,1400,10,0.75,847.4,48.41,5571655,35.43,8.07047619,43.50047619,98.15,645336.25,56.99930962,0.934761905,57.93407153
anthracite,supercritical,30,1500,10,0.75,907.9,47.88,5969442.5,35.04,8.070222222,43.11022222,105.16,691427,56.37188285,0.934755556,57.3066384
anthracite,supercritical,30,1600,10,0.75,968.5,47.52,6367887.5,34.78,8.070833333,42.85083333,112.18,737583.5,55.95359833,0.934833333,56.88843166
anthracite,supercritical,30,1700,10,0.75,1029,47.19,6765675,34.54,8.070588235,42.61058824,119.18,783608.5,55.56748954,0.934745098,56.50223464
anthracite,supercritical,30,1800,10,0.75,1090,46.9,7166750,34.33,8.074074074,42.40407407,126.25,830093.75,55.22964435,0.935185185,56.16482954
anthracite,supercritical,30,1900,10,0.75,1150,46.64,7561250,34.14,8.070175439,42.21017544,133.2,875790,54.9239749,0.934736842,55.85871174
anthracite,supercritical,30,2000,10,0.75,1211,46.41,7962325,33.97,8.073333333,42.04333333,140.26,922209.5,54.65048117,0.935066667,55.58554784
anthracite,supercritical,30,2100,10,0.75,1271,46.2,8356825,33.81,8.06984127,41.87984127,147.21,967905.75,54.39307531,0.934666667,55.32774198
anthracite,supercritical,30,2200,10,0.75,1332,46,8757900,33.67,8.072727273,41.74272727,154.28,1014391,54.16784519,0.935030303,55.10287549
anthracite,supercritical,30,2300,10,0.75,1392,45.82,9152400,33.54,8.069565217,41.60956522,161.23,1060087.25,53.95870293,0.934666667,54.8933696
anthracite,supercritical,30,2400,10,0.75,1453,45.66,9553475,33.42,8.072222222,41.49222222,168.29,1106506.75,53.76564854,0.934944444,54.70059298
anthracite,supercritical,30,2500,10,0.75,1513,45.51,9947975,33.31,8.069333333,41.37933333,175.24,1152203,53.58868201,0.934613333,54.52329534
anthracite,supercritical,33,100,10,0.75,60.58,93.35,398313.5,68.32,8.077333333,76.39733333,7.02,46156.5,109.9123013,0.936,110.8483013
anthracite,supercritical,33,200,10,0.75,121.1,72.97,796232.5,53.41,8.073333333,61.48333333,14.03,92247.25,85.92529289,0.935333333,86.86062622
anthracite,supercritical,33,300,10,0.75,181.6,65.03,1194020,47.6,8.071111111,55.67111111,21.03,138272.25,76.57824268,0.934666667,77.51290934
anthracite,supercritical,33,400,10,0.75,242.2,60.57,1592465,44.33,8.073333333,52.40333333,28.05,184428.75,71.31751046,0.935,72.25251046
anthracite,supercritical,33,500,10,0.75,302.7,57.62,1990252.5,42.17,8.072,50.242,35.06,230519.5,67.84253138,0.934933333,68.77746471
anthracite,supercritical,33,600,10,0.75,363.2,55.48,2388040,40.61,8.071111111,48.68111111,42.07,276610.25,65.33282427,0.934888889,66.26771316
anthracite,supercritical,33,700,10,0.75,423.7,53.84,2785827.5,39.41,8.07047619,47.48047619,49.07,322635.25,63.40228033,0.934666667,64.336947
anthracite,supercritical,33,800,10,0.75,484.3,52.52,3184272.5,38.44,8.071666667,46.51166667,56.09,368791.75,61.84175732,0.934833333,62.77659066
anthracite,supercritical,33,900,10,0.75,544.8,51.43,3582060,37.64,8.071111111,45.71111111,63.1,414882.5,60.55472803,0.934814815,61.48954285
anthracite,supercritical,33,1000,10,0.75,605.3,50.5,3979847.5,36.96,8.070666667,45.03066667,70.11,460973.25,59.46075314,0.9348,60.39555314
anthracite,supercritical,33,1100,10,0.75,665.8,49.69,4377635,36.37,8.07030303,44.44030303,77.12,507064,58.51156904,0.934787879,59.44635692
anthracite,supercritical,33,1200,10,0.75,726.4,48.99,4776080,35.86,8.071111111,43.93111111,84.13,553154.75,57.69108787,0.934777778,58.62586564
anthracite,supercritical,33,1300,10,0.75,786.9,48.36,5173867.5,35.39,8.070769231,43.46076923,91.14,599245.5,56.93495816,0.934769231,57.86972739
anthracite,supercritical,33,1400,10,0.75,847.4,47.79,5571655,34.98,8.07047619,43.05047619,98.15,645336.25,56.27535565,0.934761905,57.21011755
anthracite,supercritical,33,1500,10,0.75,907.9,47.27,5969442.5,34.6,8.070222222,42.67022222,105.16,691427,55.66401674,0.934755556,56.59877229
anthracite,supercritical,33,1600,10,0.75,968.5,46.91,6367887.5,34.33,8.070833333,42.40083333,112.18,737583.5,55.22964435,0.934833333,56.16447768
anthracite,supercritical,33,1700,10,0.75,1029,46.59,6765675,34.1,8.070588235,42.17058824,119.18,783608.5,54.85962343,0.934745098,55.79436853
anthracite,supercritical,33,1800,10,0.75,1090,46.3,7166750,33.89,8.074074074,41.96407407,126.25,830093.75,54.52177824,0.935185185,55.45696343
anthracite,supercritical,33,1900,10,0.75,1150,46.05,7561250,33.7,8.070175439,41.77017544,133.2,875790,54.21610879,0.934736842,55.15084563
anthracite,supercritical,33,2000,10,0.75,1211,45.82,7962325,33.54,8.073333333,41.61333333,140.26,922209.5,53.95870293,0.935066667,54.8937696
anthracite,supercritical,33,2100,10,0.75,1271,45.61,8356825,33.38,8.06984127,41.44984127,147.21,967905.75,53.70129707,0.934666667,54.63596374
anthracite,supercritical,33,2200,10,0.75,1332,45.42,8757900,33.24,8.072727273,41.31272727,154.28,1014391,53.47606695,0.935030303,54.41109725
anthracite,supercritical,33,2300,10,0.75,1392,45.24,9152400,33.11,8.069565217,41.17956522,161.23,1060087.25,53.26692469,0.934666667,54.20159135
anthracite,supercritical,33,2400,10,0.75,1453,45.08,9553475,32.99,8.072222222,41.06222222,168.29,1106506.75,53.07387029,0.934944444,54.00881474
anthracite,supercritical,33,2500,10,0.75,1513,44.93,9947975,32.88,8.069333333,40.94933333,175.24,1152203,52.89690377,0.934613333,53.8315171
anthracite,supercritical,37,100,10,0.75,60.58,91.88,398313.5,67.25,8.077333333,75.32733333,7.02,46156.5,108.1908996,0.936,109.1268996
anthracite,supercritical,37,200,10,0.75,121.1,71.71,796232.5,52.48,8.073333333,60.55333333,14.03,92247.25,84.42912134,0.935333333,85.36445467
anthracite,supercritical,37,300,10,0.75,181.6,63.88,1194020,46.75,8.071111111,54.82111111,21.03,138272.25,75.21077406,0.934666667,76.14544073
anthracite,supercritical,37,400,10,0.75,242.2,59.49,1592465,43.54,8.073333333,51.61333333,28.05,184428.75,70.04656904,0.935,70.98156904
anthracite,supercritical,37,500,10,0.75,302.7,56.59,1990252.5,41.42,8.072,49.492,35.06,230519.5,66.63594142,0.934933333,67.57087476
anthracite,supercritical,37,600,10,0.75,363.2,54.49,2388040,39.88,8.071111111,47.95111111,42.07,276610.25,64.15841004,0.934888889,65.09329893
anthracite,supercritical,37,700,10,0.75,423.7,52.88,2785827.5,38.7,8.07047619,46.77047619,49.07,322635.25,62.26004184,0.934666667,63.19470851
anthracite,supercritical,37,800,10,0.75,484.3,51.59,3184272.5,37.76,8.071666667,45.83166667,56.09,368791.75,60.74778243,0.934833333,61.68261576
anthracite,supercritical,37,900,10,0.75,544.8,50.52,3582060,36.98,8.071111111,45.05111111,63.1,414882.5,59.49292887,0.934814815,60.42774369
anthracite,supercritical,37,1000,10,0.75,605.3,49.61,3979847.5,36.31,8.070666667,44.38066667,70.11,460973.25,58.41504184,0.9348,59.34984184
anthracite,supercritical,37,1100,10,0.75,665.8,48.83,4377635,35.74,8.07030303,43.81030303,77.12,507064,57.49803347,0.934787879,58.43282135
anthracite,supercritical,37,1200,10,0.75,726.4,48.13,4776080,35.23,8.071111111,43.30111111,84.13,553154.75,56.6775523,0.934777778,57.61233008
anthracite,supercritical,37,1300,10,0.75,786.9,47.52,5173867.5,34.78,8.070769231,42.85076923,91.14,599245.5,55.95359833,0.934769231,56.88836756
anthracite,supercritical,37,1400,10,0.75,847.4,46.96,5571655,34.37,8.07047619,42.44047619,98.15,645336.25,55.29399582,0.934761905,56.22875772
anthracite,supercritical,37,1500,10,0.75,907.9,46.45,5969442.5,34,8.070222222,42.07022222,105.16,691427,54.69874477,0.934755556,55.63350033
anthracite,supercritical,37,1600,10,0.75,968.5,46.1,6367887.5,33.74,8.070833333,41.81083333,112.18,737583.5,54.28046025,0.934833333,55.21529358
anthracite,supercritical,37,1700,10,0.75,1029,45.79,6765675,33.51,8.070588235,41.58058824,119.18,783608.5,53.91043933,0.934745098,54.84518443
anthracite,supercritical,37,1800,10,0.75,1090,45.51,7166750,33.31,8.074074074,41.38407407,126.25,830093.75,53.58868201,0.935185185,54.52386719
anthracite,supercritical,37,1900,10,0.75,1150,45.26,7561250,33.13,8.070175439,41.20017544,133.2,875790,53.29910042,0.934736842,54.23383726
anthracite,supercritical,37,2000,10,0.75,1211,45.03,7962325,32.96,8.073333333,41.03333333,140.26,922209.5,53.02560669,0.935066667,53.96067336
anthracite,supercritical,37,2100,10,0.75,1271,44.83,8356825,32.81,8.06984127,40.87984127,147.21,967905.75,52.7842887,0.934666667,53.71895537
anthracite,supercritical,37,2200,10,0.75,1332,44.64,8757900,32.67,8.072727273,40.74272727,154.28,1014391,52.55905858,0.935030303,53.49408888
anthracite,supercritical,37,2300,10,0.75,1392,44.47,9152400,32.55,8.069565217,40.61956522,161.23,1060087.25,52.36600418,0.934666667,53.30067085
anthracite,supercritical,37,2400,10,0.75,1453,44.31,9553475,32.43,8.072222222,40.50222222,168.29,1106506.75,52.17294979,0.934944444,53.10789424
anthracite,supercritical,37,2500,10,0.75,1513,44.16,9947975,32.32,8.069333333,40.38933333,175.24,1152203,51.99598326,0.934613333,52.9305966
anthracite,supercritical,40,100,10,0.75,60.58,90.77,398313.5,66.43,8.077333333,74.50733333,7.02,46156.5,106.8716946,0.936,107.8076946
anthracite,supercritical,40,200,10,0.75,121.1,70.77,796232.5,51.8,8.073333333,59.87333333,14.03,92247.25,83.33514644,0.935333333,84.27047978
anthracite,supercritical,40,300,10,0.75,181.6,63.02,1194020,46.12,8.071111111,54.19111111,21.03,138272.25,74.19723849,0.934666667,75.13190516
anthracite,supercritical,40,400,10,0.75,242.2,58.68,1592465,42.95,8.073333333,51.02333333,28.05,184428.75,69.09738494,0.935,70.03238494
anthracite,supercritical,40,500,10,0.75,302.7,55.82,1990252.5,40.85,8.072,48.922,35.06,230519.5,65.71893305,0.934933333,66.65386639
anthracite,supercritical,40,600,10,0.75,363.2,53.76,2388040,39.35,8.071111111,47.42111111,42.07,276610.25,63.30575314,0.934888889,64.24064203
anthracite,supercritical,40,700,10,0.75,423.7,52.17,2785827.5,38.18,8.07047619,46.25047619,49.07,322635.25,61.4234728,0.934666667,62.35813947
anthracite,supercritical,40,800,10,0.75,484.3,50.9,3184272.5,37.25,8.071666667,45.32166667,56.09,368791.75,59.92730126,0.934833333,60.86213459
anthracite,supercritical,40,900,10,0.75,544.8,49.84,3582060,36.48,8.071111111,44.55111111,63.1,414882.5,58.68853556,0.934814815,59.62335038
anthracite,supercritical,40,1000,10,0.75,605.3,48.95,3979847.5,35.83,8.070666667,43.90066667,70.11,460973.25,57.64282427,0.9348,58.57762427
anthracite,supercritical,40,1100,10,0.75,665.8,48.17,4377635,35.26,8.07030303,43.33030303,77.12,507064,56.7258159,0.934787879,57.66060378
anthracite,supercritical,40,1200,10,0.75,726.4,47.49,4776080,34.76,8.071111111,42.83111111,84.13,553154.75,55.92142259,0.934777778,56.85620037
anthracite,supercritical,40,1300,10,0.75,786.9,46.88,5173867.5,34.31,8.070769231,42.38076923,91.14,599245.5,55.19746862,0.934769231,56.13223785
anthracite,supercritical,40,1400,10,0.75,847.4,46.34,5571655,33.92,8.07047619,41.99047619,98.15,645336.25,54.57004184,0.934761905,55.50480375
anthracite,supercritical,40,1500,10,0.75,907.9,45.83,5969442.5,33.54,8.070222222,41.61022222,105.16,691427,53.95870293,0.934755556,54.89345848
anthracite,supercritical,40,1600,10,0.75,968.5,45.49,6367887.5,33.29,8.070833333,41.36083333,112.18,737583.5,53.55650628,0.934833333,54.49133961
anthracite,supercritical,40,1700,10,0.75,1029,45.18,6765675,33.07,8.070588235,41.14058824,119.18,783608.5,53.20257322,0.934745098,54.13731832
anthracite,supercritical,40,1800,10,0.75,1090,44.91,7166750,32.87,8.074074074,40.94407407,126.25,830093.75,52.8808159,0.935185185,53.81600108
anthracite,supercritical,40,1900,10,0.75,1150,44.67,7561250,32.69,8.070175439,40.76017544,133.2,875790,52.59123431,0.934736842,53.52597115
anthracite,supercritical,40,2000,10,0.75,1211,44.44,7962325,32.53,8.073333333,40.60333333,140.26,922209.5,52.33382845,0.935066667,53.26889512
anthracite,supercritical,40,2100,10,0.75,1271,44.24,8356825,32.38,8.06984127,40.44984127,147.21,967905.75,52.09251046,0.934666667,53.02717713
anthracite,supercritical,40,2200,10,0.75,1332,44.06,8757900,32.25,8.072727273,40.32272727,154.28,1014391,51.8833682,0.935030303,52.8183985
anthracite,supercritical,40,2300,10,0.75,1392,43.89,9152400,32.12,8.069565217,40.18956522,161.23,1060087.25,51.67422594,0.934666667,52.60889261
anthracite,supercritical,40,2400,10,0.75,1453,43.73,9553475,32.01,8.072222222,40.08222222,168.29,1106506.75,51.49725941,0.934944444,52.43220386
anthracite,supercritical,40,2500,10,0.75,1513,43.58,9947975,31.9,8.069333333,39.96933333,175.24,1152203,51.32029289,0.934613333,52.25490622
anthracite,supercritical,43,100,10,0.75,60.58,89.66,398313.5,65.62,8.077333333,73.69733333,7.02,46156.5,105.5685774,0.936,106.5045774
anthracite,supercritical,43,200,10,0.75,121.1,69.82,796232.5,51.1,8.073333333,59.17333333,14.03,92247.25,82.20899582,0.935333333,83.14432915
anthracite,supercritical,43,300,10,0.75,181.6,62.16,1194020,45.49,8.071111111,53.56111111,21.03,138272.25,73.18370293,0.934666667,74.1183696
anthracite,supercritical,43,400,10,0.75,242.2,57.87,1592465,42.35,8.073333333,50.42333333,28.05,184428.75,68.13211297,0.935,69.06711297
anthracite,supercritical,43,500,10,0.75,302.7,55.05,1990252.5,40.29,8.072,48.362,35.06,230519.5,64.81801255,0.934933333,65.75294589
anthracite,supercritical,43,600,10,0.75,363.2,53.02,2388040,38.81,8.071111111,46.88111111,42.07,276610.25,62.43700837,0.934888889,63.37189726
anthracite,supercritical,43,700,10,0.75,423.7,51.45,2785827.5,37.66,8.07047619,45.73047619,49.07,322635.25,60.58690377,0.934666667,61.52157043
anthracite,supercritical,43,800,10,0.75,484.3,50.2,3184272.5,36.74,8.071666667,44.81166667,56.09,368791.75,59.10682008,0.934833333,60.04165342
anthracite,supercritical,43,900,10,0.75,544.8,49.16,3582060,35.98,8.071111111,44.05111111,63.1,414882.5,57.88414226,0.934814815,58.81895707
anthracite,supercritical,43,1000,10,0.75,605.3,48.28,3979847.5,35.34,8.070666667,43.41066667,70.11,460973.25,56.85451883,0.9348,57.78931883
anthracite,supercritical,43,1100,10,0.75,665.8,47.52,4377635,34.78,8.07030303,42.85030303,77.12,507064,55.95359833,0.934787879,56.88838621
anthracite,supercritical,43,1200,10,0.75,726.4,46.85,4776080,34.29,8.071111111,42.36111111,84.13,553154.75,55.16529289,0.934777778,56.10007066
anthracite,supercritical,43,1300,10,0.75,786.9,46.25,5173867.5,33.85,8.070769231,41.92076923,91.14,599245.5,54.45742678,0.934769231,55.39219601
anthracite,supercritical,43,1400,10,0.75,847.4,45.71,5571655,33.45,8.07047619,41.52047619,98.15,645336.25,53.81391213,0.934761905,54.74867404
anthracite,supercritical,43,1500,10,0.75,907.9,45.22,5969442.5,33.1,8.070222222,41.17022222,105.16,691427,53.25083682,0.934755556,54.18559238
anthracite,supercritical,43,1600,10,0.75,968.5,44.88,6367887.5,32.85,8.070833333,40.92083333,112.18,737583.5,52.84864017,0.934833333,53.7834735
anthracite,supercritical,43,1700,10,0.75,1029,44.58,6765675,32.63,8.070588235,40.70058824,119.18,783608.5,52.49470711,0.934745098,53.42945221
anthracite,supercritical,43,1800,10,0.75,1090,44.31,7166750,32.43,8.074074074,40.50407407,126.25,830093.75,52.17294979,0.935185185,53.10813498
anthracite,supercritical,43,1900,10,0.75,1150,44.07,7561250,32.25,8.070175439,40.32017544,133.2,875790,51.8833682,0.934736842,52.81810504
anthracite,supercritical,43,2000,10,0.75,1211,43.85,7962325,32.09,8.073333333,40.16333333,140.26,922209.5,51.62596234,0.935066667,52.56102901
anthracite,supercritical,43,2100,10,0.75,1271,43.66,8356825,31.95,8.06984127,40.01984127,147.21,967905.75,51.40073222,0.934666667,52.33539888
anthracite,supercritical,43,2200,10,0.75,1332,43.47,8757900,31.82,8.072727273,39.89272727,154.28,1014391,51.19158996,0.935030303,52.12662026
anthracite,supercritical,43,2300,10,0.75,1392,43.31,9152400,31.7,8.069565217,39.76956522,161.23,1060087.25,50.99853556,0.934666667,51.93320223
anthracite,supercritical,43,2400,10,0.75,1453,43.15,9553475,31.58,8.072222222,39.65222222,168.29,1106506.75,50.80548117,0.934944444,51.74042562
anthracite,supercritical,43,2500,10,0.75,1513,43.01,9947975,31.48,8.069333333,39.54933333,175.24,1152203,50.64460251,0.934613333,51.57921584
anthracite,supercritical,47,100,10,0.75,60.58,88.19,398313.5,64.55,8.077333333,72.62733333,7.02,46156.5,103.8471757,0.936,104.7831757
anthracite,supercritical,47,200,10,0.75,121.1,68.57,796232.5,50.19,8.073333333,58.26333333,14.03,92247.25,80.745,0.935333333,81.68033333
anthracite,supercritical,47,300,10,0.75,181.6,61.01,1194020,44.65,8.071111111,52.72111111,21.03,138272.25,71.83232218,0.934666667,72.76698884
anthracite,supercritical,47,400,10,0.75,242.2,56.79,1592465,41.56,8.073333333,49.63333333,28.05,184428.75,66.86117155,0.935,67.79617155
anthracite,supercritical,47,500,10,0.75,302.7,54.03,1990252.5,39.54,8.072,47.612,35.06,230519.5,63.61142259,0.934933333,64.54635593
anthracite,supercritical,47,600,10,0.75,363.2,52.03,2388040,38.08,8.071111111,46.15111111,42.07,276610.25,61.26259414,0.934888889,62.19748303
anthracite,supercritical,47,700,10,0.75,423.7,50.5,2785827.5,36.96,8.07047619,45.03047619,49.07,322635.25,59.46075314,0.934666667,60.3954198
anthracite,supercritical,47,800,10,0.75,484.3,49.27,3184272.5,36.06,8.071666667,44.13166667,56.09,368791.75,58.01284519,0.934833333,58.94767852
anthracite,supercritical,47,900,10,0.75,544.8,48.26,3582060,35.32,8.071111111,43.39111111,63.1,414882.5,56.8223431,0.934814815,57.75715791
anthracite,supercritical,47,1000,10,0.75,605.3,47.4,3979847.5,34.69,8.070666667,42.76066667,70.11,460973.25,55.80880753,0.9348,56.74360753
anthracite,supercritical,47,1100,10,0.75,665.8,46.65,4377635,34.14,8.07030303,42.21030303,77.12,507064,54.9239749,0.934787879,55.85876277
anthracite,supercritical,47,1200,10,0.75,726.4,46,4776080,33.67,8.071111111,41.74111111,84.13,553154.75,54.16784519,0.934777778,55.10262297
anthracite,supercritical,47,1300,10,0.75,786.9,45.41,5173867.5,33.24,8.070769231,41.31076923,91.14,599245.5,53.47606695,0.934769231,54.41083618
anthracite,supercritical,47,1400,10,0.75,847.4,44.88,5571655,32.85,8.07047619,40.92047619,98.15,645336.25,52.84864017,0.934761905,53.78340207
anthracite,supercritical,47,1500,10,0.75,907.9,44.4,5969442.5,32.5,8.070222222,40.57022222,105.16,691427,52.28556485,0.934755556,53.22032041
anthracite,supercritical,47,1600,10,0.75,968.5,44.07,6367887.5,32.25,8.070833333,40.32083333,112.18,737583.5,51.8833682,0.934833333,52.81820153
anthracite,supercritical,47,1700,10,0.75,1029,43.78,6765675,32.04,8.070588235,40.11058824,119.18,783608.5,51.54552301,0.934745098,52.48026811
anthracite,supercritical,47,1800,10,0.75,1090,43.52,7166750,31.85,8.074074074,39.92407407,126.25,830093.75,51.23985356,0.935185185,52.17503874
anthracite,supercritical,47,1900,10,0.75,1150,43.28,7561250,31.68,8.070175439,39.75017544,133.2,875790,50.96635983,0.934736842,51.90109667
anthracite,supercritical,47,2000,10,0.75,1211,43.07,7962325,31.52,8.073333333,39.59333333,140.26,922209.5,50.70895397,0.935066667,51.64402064
anthracite,supercritical,47,2100,10,0.75,1271,42.87,8356825,31.38,8.06984127,39.44984127,147.21,967905.75,50.48372385,0.934666667,51.41839052
anthracite,supercritical,47,2200,10,0.75,1332,42.7,8757900,31.25,8.072727273,39.32272727,154.28,1014391,50.27458159,0.935030303,51.20961189
anthracite,supercritical,47,2300,10,0.75,1392,42.53,9152400,31.13,8.069565217,39.19956522,161.23,1060087.25,50.0815272,0.934666667,51.01619386
anthracite,supercritical,47,2400,10,0.75,1453,42.38,9553475,31.02,8.072222222,39.09222222,168.29,1106506.75,49.90456067,0.934944444,50.83950511
anthracite,supercritical,47,2500,10,0.75,1513,42.24,9947975,30.92,8.069333333,38.98933333,175.24,1152203,49.74368201,0.934613333,50.67829534
anthracite,supercritical,50,100,10,0.75,60.58,87.08,398313.5,63.73,8.077333333,71.80733333,7.02,46156.5,102.5279707,0.936,103.4639707
anthracite,supercritical,50,200,10,0.75,121.1,67.62,796232.5,49.49,8.073333333,57.56333333,14.03,92247.25,79.61884937,0.935333333,80.55418271
anthracite,supercritical,50,300,10,0.75,181.6,60.15,1194020,44.02,8.071111111,52.09111111,21.03,138272.25,70.81878661,0.934666667,71.75345328
anthracite,supercritical,50,400,10,0.75,242.2,55.99,1592465,40.98,8.073333333,49.05333333,28.05,184428.75,65.92807531,0.935,66.86307531
anthracite,supercritical,50,500,10,0.75,302.7,53.26,1990252.5,38.98,8.072,47.052,35.06,230519.5,62.71050209,0.934933333,63.64543543
anthracite,supercritical,50,600,10,0.75,363.2,51.29,2388040,37.54,8.071111111,45.61111111,42.07,276610.25,60.39384937,0.934888889,61.32873826
anthracite,supercritical,50,700,10,0.75,423.7,49.78,2785827.5,36.43,8.07047619,44.50047619,49.07,322635.25,58.60809623,0.934666667,59.5427629
