primary_fuel,generation_technology,capacity_MW,amortization_rate,carbon_price_ton,capacity_factor,CO2_emission_rate_ton_hr,CO2_emission_annual,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
coal,IGCC,900,3,10,0.75,730,4796100,47.07,10.81481481,57.88481481,75.98,499568.5,59.82385965,1.12562963,60.94948928
coal,IGCC,900,7,10,0.75,730,4796100,46.78,10.81481481,57.59481481,75.98,499568.5,59.45528265,1.12562963,60.58091228
coal,IGCC,900,10,10,0.75,730,4796100,46.56,10.81481481,57.37481481,75.98,499568.5,59.17567251,1.12562963,60.30130214
coal,IGCC,900,13,10,0.75,730,4796100,46.34,10.81481481,57.15481481,75.98,499568.5,58.89606238,1.12562963,60.02169201
coal,IGCC,900,17,10,0.75,730,4796100,46.05,10.81481481,56.86481481,75.98,499568.5,58.52748538,1.12562963,59.65311501
coal,IGCC,900,20,10,0.75,730,4796100,45.82,10.81481481,56.63481481,75.98,499568.5,58.23516569,1.12562963,59.36079532
coal,IGCC,900,23,10,0.75,730,4796100,45.61,10.81481481,56.42481481,75.98,499568.5,57.96826511,1.12562963,59.09389474
coal,IGCC,900,27,10,0.75,730,4796100,45.31,10.81481481,56.12481481,75.98,499568.5,57.58697856,1.12562963,58.71260819
coal,IGCC,900,30,10,0.75,730,4796100,45.09,10.81481481,55.90481481,75.98,499568.5,57.30736842,1.12562963,58.43299805
coal,IGCC,900,33,10,0.75,730,4796100,44.87,10.81481481,55.68481481,75.98,499568.5,57.02775828,1.12562963,58.15338791
coal,IGCC,900,37,10,0.75,730,4796100,44.58,10.81481481,55.39481481,75.98,499568.5,56.65918129,1.12562963,57.78481092
coal,IGCC,900,40,10,0.75,730,4796100,44.36,10.81481481,55.17481481,75.98,499568.5,56.37957115,1.12562963,57.50520078
coal,IGCC,900,43,10,0.75,730,4796100,44.14,10.81481481,54.95481481,75.98,499568.5,56.09996101,1.12562963,57.22559064
coal,IGCC,900,47,10,0.75,730,4796100,43.85,10.81481481,54.66481481,75.98,499568.5,55.73138402,1.12562963,56.85701365
coal,IGCC,900,50,10,0.75,730,4796100,43.63,10.81481481,54.44481481,75.98,499568.5,55.45177388,1.12562963,56.57740351
coal,IGCC,900,53,10,0.75,730,4796100,43.41,10.81481481,54.22481481,75.98,499568.5,55.17216374,1.12562963,56.29779337
coal,IGCC,900,57,10,0.75,730,4796100,43.12,10.81481481,53.93481481,75.98,499568.5,54.80358674,1.12562963,55.92921637
coal,IGCC,900,60,10,0.75,730,4796100,42.89,10.81481481,53.70481481,75.98,499568.5,54.51126706,1.12562963,55.63689669
coal,IGCC,900,63,10,0.75,730,4796100,42.67,10.81481481,53.48481481,75.98,499568.5,54.23165692,1.12562963,55.35728655
coal,IGCC,900,67,10,0.75,730,4796100,42.38,10.81481481,53.19481481,75.98,499568.5,53.86307992,1.12562963,54.98870955
coal,IGCC,900,70,10,0.75,730,4796100,42.16,10.81481481,52.97481481,75.98,499568.5,53.58346979,1.12562963,54.70909942
coal,IGCC,900,73,10,0.75,730,4796100,41.94,10.81481481,52.75481481,75.98,499568.5,53.30385965,1.12562963,54.42948928
coal,IGCC,900,77,10,0.75,730,4796100,41.64,10.81481481,52.45481481,75.98,499568.5,52.9225731,1.12562963,54.04820273
coal,IGCC,900,80,10,0.75,730,4796100,41.42,10.81481481,52.23481481,75.98,499568.5,52.64296296,1.12562963,53.76859259
coal,IGCC,900,83,10,0.75,730,4796100,41.21,10.81481481,52.02481481,75.98,499568.5,52.37606238,1.12562963,53.50169201
coal,IGCC,900,87,10,0.75,730,4796100,40.91,10.81481481,51.72481481,75.98,499568.5,51.99477583,1.12562963,53.12040546
coal,IGCC,900,90,10,0.75,730,4796100,40.69,10.81481481,51.50481481,75.98,499568.5,51.71516569,1.12562963,52.84079532
coal,IGCC,900,93,10,0.75,730,4796100,40.48,10.81481481,51.29481481,75.98,499568.5,51.44826511,1.12562963,52.57389474
coal,IGCC,900,97,10,0.75,730,4796100,40.18,10.81481481,50.99481481,75.98,499568.5,51.06697856,1.12562963,52.19260819
coal,IGCC,900,100,10,0.75,730,4796100,39.96,10.81481481,50.77481481,75.98,499568.5,50.78736842,1.12562963,51.91299805
coal,IGCC,1200,3,10,0.75,1000,6570000,44.97,11.11111111,56.08111111,104.08,684326,57.1548538,1.156444444,58.31129825
coal,IGCC,1200,7,10,0.75,1000,6570000,44.68,11.11111111,55.79111111,104.08,684326,56.7862768,1.156444444,57.94272125
coal,IGCC,1200,10,10,0.75,1000,6570000,44.47,11.11111111,55.58111111,104.08,684326,56.51937622,1.156444444,57.67582066
coal,IGCC,1200,13,10,0.75,1000,6570000,44.25,11.11111111,55.36111111,104.08,684326,56.23976608,1.156444444,57.39621053
coal,IGCC,1200,17,10,0.75,1000,6570000,43.96,11.11111111,55.07111111,104.08,684326,55.87118908,1.156444444,57.02763353
coal,IGCC,1200,20,10,0.75,1000,6570000,43.75,11.11111111,54.86111111,104.08,684326,55.6042885,1.156444444,56.76073294
coal,IGCC,1200,23,10,0.75,1000,6570000,43.53,11.11111111,54.64111111,104.08,684326,55.32467836,1.156444444,56.48112281
coal,IGCC,1200,27,10,0.75,1000,6570000,43.24,11.11111111,54.35111111,104.08,684326,54.95610136,1.156444444,56.11254581
coal,IGCC,1200,30,10,0.75,1000,6570000,43.02,11.11111111,54.13111111,104.08,684326,54.67649123,1.156444444,55.83293567
coal,IGCC,1200,33,10,0.75,1000,6570000,42.81,11.11111111,53.92111111,104.08,684326,54.40959064,1.156444444,55.56603509
coal,IGCC,1200,37,10,0.75,1000,6570000,42.52,11.11111111,53.63111111,104.08,684326,54.04101365,1.156444444,55.19745809
coal,IGCC,1200,40,10,0.75,1000,6570000,42.3,11.11111111,53.41111111,104.08,684326,53.76140351,1.156444444,54.91784795
coal,IGCC,1200,43,10,0.75,1000,6570000,42.09,11.11111111,53.20111111,104.08,684326,53.49450292,1.156444444,54.65094737
coal,IGCC,1200,47,10,0.75,1000,6570000,41.8,11.11111111,52.91111111,104.08,684326,53.12592593,1.156444444,54.28237037
coal,IGCC,1200,50,10,0.75,1000,6570000,41.58,11.11111111,52.69111111,104.08,684326,52.84631579,1.156444444,54.00276023
coal,IGCC,1200,53,10,0.75,1000,6570000,41.36,11.11111111,52.47111111,104.08,684326,52.56670565,1.156444444,53.7231501
coal,IGCC,1200,57,10,0.75,1000,6570000,41.08,11.11111111,52.19111111,104.08,684326,52.21083821,1.156444444,53.36728265
coal,IGCC,1200,60,10,0.75,1000,6570000,40.86,11.11111111,51.97111111,104.08,684326,51.93122807,1.156444444,53.08767251
coal,IGCC,1200,63,10,0.75,1000,6570000,40.64,11.11111111,51.75111111,104.08,684326,51.65161793,1.156444444,52.80806238
coal,IGCC,1200,67,10,0.75,1000,6570000,40.35,11.11111111,51.46111111,104.08,684326,51.28304094,1.156444444,52.43948538
coal,IGCC,1200,70,10,0.75,1000,6570000,40.14,11.11111111,51.25111111,104.08,684326,51.01614035,1.156444444,52.1725848
coal,IGCC,1200,73,10,0.75,1000,6570000,39.92,11.11111111,51.03111111,104.08,684326,50.73653021,1.156444444,51.89297466
coal,IGCC,1200,77,10,0.75,1000,6570000,39.64,11.11111111,50.75111111,104.08,684326,50.38066277,1.156444444,51.53710721
coal,IGCC,1200,80,10,0.75,1000,6570000,39.42,11.11111111,50.53111111,104.08,684326,50.10105263,1.156444444,51.25749708
coal,IGCC,1200,83,10,0.75,1000,6570000,39.21,11.11111111,50.32111111,104.08,684326,49.83415205,1.156444444,50.99059649
coal,IGCC,1200,87,10,0.75,1000,6570000,38.92,11.11111111,50.03111111,104.08,684326,49.46557505,1.156444444,50.62201949
coal,IGCC,1200,90,10,0.75,1000,6570000,38.7,11.11111111,49.81111111,104.08,684326,49.18596491,1.156444444,50.34240936
coal,IGCC,1200,93,10,0.75,1000,6570000,38.48,11.11111111,49.59111111,104.08,684326,48.90635478,1.156444444,50.06279922
coal,IGCC,1200,97,10,0.75,1000,6570000,38.19,11.11111111,49.30111111,104.08,684326,48.53777778,1.156444444,49.69422222
coal,IGCC,1200,100,10,0.75,1000,6570000,37.98,11.11111111,49.09111111,104.08,684326,48.27087719,1.156444444,49.42732164
coal,IGCC,1500,3,10,0.75,1250,8212500,43.5,11.11111111,54.61111111,130.1,855407.5,55.28654971,1.156444444,56.44299415
coal,IGCC,1500,7,10,0.75,1250,8212500,43.22,11.11111111,54.33111111,130.1,855407.5,54.93068226,1.156444444,56.08712671
coal,IGCC,1500,10,10,0.75,1250,8212500,43,11.11111111,54.11111111,130.1,855407.5,54.65107212,1.156444444,55.80751657
coal,IGCC,1500,13,10,0.75,1250,8212500,42.79,11.11111111,53.90111111,130.1,855407.5,54.38417154,1.156444444,55.54061598
coal,IGCC,1500,17,10,0.75,1250,8212500,42.5,11.11111111,53.61111111,130.1,855407.5,54.01559454,1.156444444,55.17203899
coal,IGCC,1500,20,10,0.75,1250,8212500,42.29,11.11111111,53.40111111,130.1,855407.5,53.74869396,1.156444444,54.9051384
coal,IGCC,1500,23,10,0.75,1250,8212500,42.07,11.11111111,53.18111111,130.1,855407.5,53.46908382,1.156444444,54.62552827
coal,IGCC,1500,27,10,0.75,1250,8212500,41.79,11.11111111,52.90111111,130.1,855407.5,53.11321637,1.156444444,54.26966082
coal,IGCC,1500,30,10,0.75,1250,8212500,41.58,11.11111111,52.69111111,130.1,855407.5,52.84631579,1.156444444,54.00276023
coal,IGCC,1500,33,10,0.75,1250,8212500,41.36,11.11111111,52.47111111,130.1,855407.5,52.56670565,1.156444444,53.7231501
coal,IGCC,1500,37,10,0.75,1250,8212500,41.08,11.11111111,52.19111111,130.1,855407.5,52.21083821,1.156444444,53.36728265
coal,IGCC,1500,40,10,0.75,1250,8212500,40.87,11.11111111,51.98111111,130.1,855407.5,51.94393762,1.156444444,53.10038207
coal,IGCC,1500,43,10,0.75,1250,8212500,40.65,11.11111111,51.76111111,130.1,855407.5,51.66432749,1.156444444,52.82077193
coal,IGCC,1500,47,10,0.75,1250,8212500,40.37,11.11111111,51.48111111,130.1,855407.5,51.30846004,1.156444444,52.46490448
coal,IGCC,1500,50,10,0.75,1250,8212500,40.15,11.11111111,51.26111111,130.1,855407.5,51.0288499,1.156444444,52.18529435
coal,IGCC,1500,53,10,0.75,1250,8212500,39.94,11.11111111,51.05111111,130.1,855407.5,50.76194932,1.156444444,51.91839376
coal,IGCC,1500,57,10,0.75,1250,8212500,39.66,11.11111111,50.77111111,130.1,855407.5,50.40608187,1.156444444,51.56252632
coal,IGCC,1500,60,10,0.75,1250,8212500,39.44,11.11111111,50.55111111,130.1,855407.5,50.12647173,1.156444444,51.28291618
coal,IGCC,1500,63,10,0.75,1250,8212500,39.23,11.11111111,50.34111111,130.1,855407.5,49.85957115,1.156444444,51.01601559
coal,IGCC,1500,67,10,0.75,1250,8212500,38.94,11.11111111,50.05111111,130.1,855407.5,49.49099415,1.156444444,50.6474386
coal,IGCC,1500,70,10,0.75,1250,8212500,38.73,11.11111111,49.84111111,130.1,855407.5,49.22409357,1.156444444,50.38053801
coal,IGCC,1500,73,10,0.75,1250,8212500,38.51,11.11111111,49.62111111,130.1,855407.5,48.94448343,1.156444444,50.10092788
coal,IGCC,1500,77,10,0.75,1250,8212500,38.23,11.11111111,49.34111111,130.1,855407.5,48.58861598,1.156444444,49.74506043
coal,IGCC,1500,80,10,0.75,1250,8212500,38.02,11.11111111,49.13111111,130.1,855407.5,48.3217154,1.156444444,49.47815984
coal,IGCC,1500,83,10,0.75,1250,8212500,37.8,11.11111111,48.91111111,130.1,855407.5,48.04210526,1.156444444,49.19854971
coal,IGCC,1500,87,10,0.75,1250,8212500,37.52,11.11111111,48.63111111,130.1,855407.5,47.68623782,1.156444444,48.84268226
coal,IGCC,1500,90,10,0.75,1250,8212500,37.3,11.11111111,48.41111111,130.1,855407.5,47.40662768,1.156444444,48.56307212
coal,IGCC,1500,93,10,0.75,1250,8212500,37.09,11.11111111,48.20111111,130.1,855407.5,47.1397271,1.156444444,48.29617154
coal,IGCC,1500,97,10,0.75,1250,8212500,36.81,11.11111111,47.92111111,130.1,855407.5,46.78385965,1.156444444,47.94030409
coal,IGCC,1500,100,10,0.75,1250,8212500,36.59,11.11111111,47.70111111,130.1,855407.5,46.50424951,1.156444444,47.66069396
