primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
subbituminous,subcritical,3,100,10,0.75,88.74,583465.5,80.32,11.832,92.152,11.19,73574.25,135.4155372,1.492,136.9075372
subbituminous,subcritical,3,200,10,0.75,177.4,1166405,62.4,11.82666667,74.22666667,22.37,147082.75,105.2033058,1.491333333,106.6946391
subbituminous,subcritical,3,300,10,0.75,266.1,1749607.5,55.23,11.82666667,67.05666667,33.56,220657,93.11504132,1.491555556,94.60659688
subbituminous,subcritical,3,400,10,0.75,354.7,2332152.5,51.14,11.82333333,62.96333333,44.73,294099.75,86.21950413,1.491,87.71050413
subbituminous,subcritical,3,500,10,0.75,443.4,2915355,48.4,11.824,60.224,55.92,367674,81.6,1.4912,83.0912
subbituminous,subcritical,3,600,10,0.75,532,3497900,46.41,11.82222222,58.23222222,67.09,441116.75,78.24495868,1.490888889,79.73584757
subbituminous,subcritical,3,700,10,0.75,620.7,4081102.5,44.85,11.82285714,56.67285714,78.28,514691,75.61487603,1.491047619,77.10592365
subbituminous,subcritical,3,800,10,0.75,709.3,4663647.5,43.61,11.82166667,55.43166667,89.45,588133.75,73.52429752,1.490833333,75.01513085
subbituminous,subcritical,3,900,10,0.75,798,5246850,42.57,11.82222222,54.39222222,100.64,661708,71.77090909,1.490962963,73.26187205
subbituminous,subcritical,3,1000,10,0.75,886.7,5830052.5,41.68,11.82266667,53.50266667,111.83,735282.25,70.27041322,1.491066667,71.76147989
subbituminous,subcritical,3,1100,10,0.75,975.3,6412597.5,40.91,11.82181818,52.73181818,123,808725,68.9722314,1.490909091,70.4631405
subbituminous,subcritical,3,1200,10,0.75,1064,6995800,40.23,11.82222222,52.05222222,134.19,882299.25,67.82578512,1.491,69.31678512
subbituminous,subcritical,3,1300,10,0.75,1153,7580975,39.63,11.82564103,51.45564103,145.41,956070.75,66.81421488,1.491384615,68.30559949
subbituminous,subcritical,3,1400,10,0.75,1241,8159575,39.13,11.81904762,50.94904762,156.51,1029053.25,65.97123967,1.490571429,67.4618111
subbituminous,subcritical,3,1500,10,0.75,1330,8744750,38.76,11.82222222,50.58222222,167.73,1102824.75,65.34743802,1.490933333,66.83837135
subbituminous,subcritical,3,1600,10,0.75,1419,9329925,38.42,11.825,50.245,178.96,1176662,64.77421488,1.491333333,66.26554821
