primary_fuel,generation_technology,capacity_MW,amortization_rate,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh,age
natural_gas,CCGT,2500,47,10,0.75,895.12,5880938.4,53.14,4.773973333,57.91397333,50.19,329999.25,75.28166667,0.26768,75.54934667,14
natural_gas,CCGT,2500,50,10,0.75,895.12,5880938.4,52.8,4.773973333,57.57397333,50.19,329999.25,74.8,0.26768,75.06768,15
natural_gas,CCGT,2500,53,10,0.75,895.12,5880938.4,52.47,4.773973333,57.24397333,50.19,329999.25,74.3325,0.26768,74.60018,16
natural_gas,CCGT,2500,57,10,0.75,895.12,5880938.4,52.03,4.773973333,56.80397333,50.19,329999.25,73.70916667,0.26768,73.97684667,17
natural_gas,CCGT,2500,60,10,0.75,895.12,5880938.4,51.69,4.773973333,56.46397333,50.19,329999.25,73.2275,0.26768,73.49518,18
natural_gas,CCGT,2500,63,10,0.75,895.12,5880938.4,51.35,4.773973333,56.12397333,50.19,329999.25,72.74583333,0.26768,73.01351333,19
natural_gas,CCGT,2500,67,10,0.75,895.12,5880938.4,50.91,4.773973333,55.68397333,50.19,329999.25,72.1225,0.26768,72.39018,20
natural_gas,CCGT,2500,70,10,0.75,895.12,5880938.4,50.57,4.773973333,55.34397333,50.19,329999.25,71.64083333,0.26768,71.90851333,21
natural_gas,CCGT,2500,73,10,0.75,895.12,5880938.4,50.23,4.773973333,55.00397333,50.19,329999.25,71.15916667,0.26768,71.42684667,22
natural_gas,CCGT,2500,77,10,0.75,895.12,5880938.4,49.78,4.773973333,54.55397333,50.19,329999.25,70.52166667,0.26768,70.78934667,23
natural_gas,CCGT,2500,80,10,0.75,895.12,5880938.4,49.46,4.773973333,54.23397333,50.19,329999.25,70.06833333,0.26768,70.33601333,24
natural_gas,CCGT,2500,83,10,0.75,895.12,5880938.4,49.12,4.773973333,53.89397333,50.19,329999.25,69.58666667,0.26768,69.85434667,25
natural_gas,CCGT,2500,87,10,0.75,895.12,5880938.4,48.67,4.773973333,53.44397333,50.19,329999.25,68.94916667,0.26768,69.21684667,26
natural_gas,CCGT,2500,90,10,0.75,895.12,5880938.4,48.34,4.773973333,53.11397333,50.19,329999.25,68.48166667,0.26768,68.74934667,27
natural_gas,CCGT,2500,93,10,0.75,895.12,5880938.4,48,4.773973333,52.77397333,50.19,329999.25,68,0.26768,68.26768,28
natural_gas,CCGT,2500,97,10,0.75,895.12,5880938.4,47.55,4.773973333,52.32397333,50.19,329999.25,67.3625,0.26768,67.63018,29
natural_gas,CCGT,2500,100,10,0.75,895.12,5880938.4,47.22,4.773973333,51.99397333,50.19,329999.25,66.895,0.26768,67.16268,30
