primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
bituminous,supercritical,50,900,10,0.75,686.6,44.53,4514395,33.25,10.17185185,43.42185185,82.79,544344.25,53.49215481,1.226518519,54.71867333
bituminous,supercritical,50,1000,10,0.75,762.9,43.59,5016067.5,32.55,10.172,42.722,91.99,604834.25,52.36600418,1.226533333,53.59253752
bituminous,supercritical,50,1100,10,0.75,839.2,42.76,5517740,31.93,10.17212121,42.10212121,101.19,665324.25,51.36855649,1.226545455,52.59510194
bituminous,supercritical,50,1200,10,0.75,915.4,42.03,6018755,31.38,10.17111111,41.55111111,110.38,725748.5,50.48372385,1.226444444,51.71016829
bituminous,supercritical,50,1300,10,0.75,991.7,41.38,6520427.5,30.9,10.17128205,41.07128205,119.58,786238.5,49.71150628,1.226461538,50.93796781
bituminous,supercritical,50,1400,10,0.75,1068,40.86,7022100,30.51,10.17142857,40.68142857,128.78,846728.5,49.0840795,1.22647619,50.31055569
bituminous,supercritical,50,1500,10,0.75,1144,40.46,7521800,30.21,10.16888889,40.37888889,137.94,906955.5,48.60144351,1.226133333,49.82757685
bituminous,supercritical,50,1600,10,0.75,1221,40.12,8028075,29.96,10.175,40.135,147.22,967971.5,48.19924686,1.226833333,49.4260802
bituminous,supercritical,50,1700,10,0.75,1297,39.81,8527775,29.72,10.17254902,39.89254902,156.39,1028264.25,47.81313808,1.226588235,49.03972631
bituminous,supercritical,50,1800,10,0.75,1373,39.53,9027475,29.51,10.17037037,39.68037037,165.55,1088491.25,47.47529289,1.226296296,48.70158918
bituminous,supercritical,50,1900,10,0.75,1449,39.28,9527175,29.33,10.16842105,39.49842105,174.72,1148784,47.1857113,1.226105263,48.41181656
bituminous,supercritical,50,2000,10,0.75,1526,39.05,10033450,29.16,10.17333333,39.33333333,184,1209800,46.91221757,1.226666667,48.13888424
bituminous,supercritical,50,2100,10,0.75,1602,38.84,10533150,29,10.17142857,39.17142857,193.16,1270027,46.65481172,1.226412698,47.88122441
bituminous,supercritical,50,2200,10,0.75,1678,38.65,11032850,28.86,10.16969697,39.02969697,202.33,1330319.75,46.42958159,1.226242424,47.65582401
bituminous,supercritical,50,2300,10,0.75,1755,38.46,11539125,28.72,10.17391304,38.89391304,211.61,1391335.75,46.20435146,1.226724638,47.4310761
bituminous,supercritical,50,2400,10,0.75,1831,38.29,12038825,28.59,10.17222222,38.76222222,220.78,1451628.5,45.99520921,1.226555556,47.22176476
bituminous,supercritical,50,2500,10,0.75,1907,38.13,12538525,28.47,10.17066667,38.64066667,229.94,1511855.5,45.80215481,1.226346667,47.02850148
bituminous,supercritical,53,100,10,0.75,76.35,87.34,502001.25,65.21,10.18,75.39,9.21,60555.75,104.9089749,1.228,106.1369749
bituminous,supercritical,53,200,10,0.75,152.6,65.94,1003345,49.23,10.17333333,59.40333333,18.4,120980,79.20056485,1.226666667,80.42723152
bituminous,supercritical,53,300,10,0.75,228.9,57.71,1505017.5,43.09,10.17333333,53.26333333,27.6,181470,69.32261506,1.226666667,70.54928173
bituminous,supercritical,53,400,10,0.75,305.2,53.14,2006690,39.68,10.17333333,49.85333333,36.8,241960,63.83665272,1.226666667,65.06331939
bituminous,supercritical,53,500,10,0.75,381.5,50.14,2508362.5,37.44,10.17333333,47.61333333,46,302450,60.23297071,1.226666667,61.45963738
bituminous,supercritical,53,600,10,0.75,457.8,47.98,3010035,35.82,10.17333333,45.99333333,55.2,362940,57.6267364,1.226666667,58.85340307
bituminous,supercritical,53,700,10,0.75,534,46.32,3511050,34.58,10.17142857,44.75142857,64.39,423364.25,55.631841,1.22647619,56.85831719
bituminous,supercritical,53,800,10,0.75,610.3,44.99,4012722.5,33.59,10.17166667,43.76166667,73.59,483854.25,54.03914226,1.2265,55.26564226
bituminous,supercritical,53,900,10,0.75,686.6,43.89,4514395,32.77,10.17185185,42.94185185,82.79,544344.25,52.71993724,1.226518519,53.94645576
bituminous,supercritical,53,1000,10,0.75,762.9,42.96,5016067.5,32.08,10.172,42.252,91.99,604834.25,51.60987448,1.226533333,52.83640781
bituminous,supercritical,53,1100,10,0.75,839.2,42.15,5517740,31.47,10.17212121,41.64212121,101.19,665324.25,50.62851464,1.226545455,51.8550601
bituminous,supercritical,53,1200,10,0.75,915.4,41.43,6018755,30.93,10.17111111,41.10111111,110.38,725748.5,49.75976987,1.226444444,50.98621432
bituminous,supercritical,53,1300,10,0.75,991.7,40.79,6520427.5,30.46,10.17128205,40.63128205,119.58,786238.5,49.00364017,1.226461538,50.23010171
bituminous,supercritical,53,1400,10,0.75,1068,40.27,7022100,30.07,10.17142857,40.24142857,128.78,846728.5,48.37621339,1.22647619,49.60268958
bituminous,supercritical,53,1500,10,0.75,1144,39.88,7521800,29.78,10.16888889,39.94888889,137.94,906955.5,47.90966527,1.226133333,49.13579861
bituminous,supercritical,53,1600,10,0.75,1221,39.54,8028075,29.52,10.175,39.695,147.22,967971.5,47.49138075,1.226833333,48.71821409
bituminous,supercritical,53,1700,10,0.75,1297,39.24,8527775,29.3,10.17254902,39.47254902,156.39,1028264.25,47.1374477,1.226588235,48.36403593
bituminous,supercritical,53,1800,10,0.75,1373,38.97,9027475,29.1,10.17037037,39.27037037,165.55,1088491.25,46.81569038,1.226296296,48.04198667
bituminous,supercritical,53,1900,10,0.75,1449,38.72,9527175,28.91,10.16842105,39.07842105,174.72,1148784,46.51002092,1.226105263,47.73612618
bituminous,supercritical,53,2000,10,0.75,1526,38.49,10033450,28.74,10.17333333,38.91333333,184,1209800,46.2365272,1.226666667,47.46319386
bituminous,supercritical,53,2100,10,0.75,1602,38.29,10533150,28.59,10.17142857,38.76142857,193.16,1270027,45.99520921,1.226412698,47.2216219
bituminous,supercritical,53,2200,10,0.75,1678,38.09,11032850,28.44,10.16969697,38.60969697,202.33,1330319.75,45.75389121,1.226242424,46.98013364
bituminous,supercritical,53,2300,10,0.75,1755,37.91,11539125,28.31,10.17391304,38.48391304,211.61,1391335.75,45.54474895,1.226724638,46.77147359
bituminous,supercritical,53,2400,10,0.75,1831,37.74,12038825,28.18,10.17222222,38.35222222,220.78,1451628.5,45.33560669,1.226555556,46.56216225
bituminous,supercritical,53,2500,10,0.75,1907,37.58,12538525,28.06,10.17066667,38.23066667,229.94,1511855.5,45.1425523,1.226346667,46.36889897
bituminous,supercritical,57,100,10,0.75,76.35,85.91,502001.25,64.14,10.18,74.32,9.21,60555.75,103.1875732,1.228,104.4155732
bituminous,supercritical,57,200,10,0.75,152.6,64.73,1003345,48.33,10.17333333,58.50333333,18.4,120980,77.7526569,1.226666667,78.97932357
bituminous,supercritical,57,300,10,0.75,228.9,56.62,1505017.5,42.27,10.17333333,52.44333333,27.6,181470,68.00341004,1.226666667,69.23007671
bituminous,supercritical,57,400,10,0.75,305.2,52.11,2006690,38.91,10.17333333,49.08333333,36.8,241960,62.59788703,1.226666667,63.8245537
bituminous,supercritical,57,500,10,0.75,381.5,49.17,2508362.5,36.71,10.17333333,46.88333333,46,302450,59.05855649,1.226666667,60.28522315
bituminous,supercritical,57,600,10,0.75,457.8,47.04,3010035,35.12,10.17333333,45.29333333,55.2,362940,56.50058577,1.226666667,57.72725244
bituminous,supercritical,57,700,10,0.75,534,45.42,3511050,33.91,10.17142857,44.08142857,64.39,423364.25,54.55395397,1.22647619,55.78043017
bituminous,supercritical,57,800,10,0.75,610.3,44.12,4012722.5,32.94,10.17166667,43.11166667,73.59,483854.25,52.99343096,1.2265,54.21993096
bituminous,supercritical,57,900,10,0.75,686.6,43.04,4514395,32.14,10.17185185,42.31185185,82.79,544344.25,51.70640167,1.226518519,52.93292019
bituminous,supercritical,57,1000,10,0.75,762.9,42.13,5016067.5,31.46,10.172,41.632,91.99,604834.25,50.61242678,1.226533333,51.83896011
bituminous,supercritical,57,1100,10,0.75,839.2,41.33,5517740,30.86,10.17212121,41.03212121,101.19,665324.25,49.64715481,1.226545455,50.87370027
bituminous,supercritical,57,1200,10,0.75,915.4,40.63,6018755,30.34,10.17111111,40.51111111,110.38,725748.5,48.81058577,1.226444444,50.03703022
bituminous,supercritical,57,1300,10,0.75,991.7,39.99,6520427.5,29.86,10.17128205,40.03128205,119.58,786238.5,48.0383682,1.226461538,49.26482974
bituminous,supercritical,57,1400,10,0.75,1068,39.49,7022100,29.48,10.17142857,39.65142857,128.78,846728.5,47.42702929,1.22647619,48.65350548
bituminous,supercritical,57,1500,10,0.75,1144,39.11,7521800,29.2,10.16888889,39.36888889,137.94,906955.5,46.97656904,1.226133333,48.20270237
bituminous,supercritical,57,1600,10,0.75,1221,38.78,8028075,28.95,10.175,39.125,147.22,967971.5,46.57437238,1.226833333,47.80120572
bituminous,supercritical,57,1700,10,0.75,1297,38.48,8527775,28.73,10.17254902,38.90254902,156.39,1028264.25,46.22043933,1.226588235,47.44702757
bituminous,supercritical,57,1800,10,0.75,1373,38.21,9027475,28.53,10.17037037,38.70037037,165.55,1088491.25,45.89868201,1.226296296,47.1249783
bituminous,supercritical,57,1900,10,0.75,1449,37.97,9527175,28.35,10.16842105,38.51842105,174.72,1148784,45.60910042,1.226105263,46.83520568
bituminous,supercritical,57,2000,10,0.75,1526,37.75,10033450,28.19,10.17333333,38.36333333,184,1209800,45.35169456,1.226666667,46.57836123
bituminous,supercritical,57,2100,10,0.75,1602,37.54,10533150,28.03,10.17142857,38.20142857,193.16,1270027,45.0942887,1.226412698,46.3207014
bituminous,supercritical,57,2200,10,0.75,1678,37.35,11032850,27.89,10.16969697,38.05969697,202.33,1330319.75,44.86905858,1.226242424,46.095301
bituminous,supercritical,57,2300,10,0.75,1755,37.17,11539125,27.75,10.17391304,37.92391304,211.61,1391335.75,44.64382845,1.226724638,45.87055309
bituminous,supercritical,57,2400,10,0.75,1831,37,12038825,27.63,10.17222222,37.80222222,220.78,1451628.5,44.45077406,1.226555556,45.67732961
bituminous,supercritical,57,2500,10,0.75,1907,36.84,12538525,27.51,10.17066667,37.68066667,229.94,1511855.5,44.25771967,1.226346667,45.48406633
bituminous,supercritical,60,100,10,0.75,76.35,84.83,502001.25,63.34,10.18,73.52,9.21,60555.75,101.9005439,1.228,103.1285439
bituminous,supercritical,60,200,10,0.75,152.6,63.83,1003345,47.66,10.17333333,57.83333333,18.4,120980,76.67476987,1.226666667,77.90143654
bituminous,supercritical,60,300,10,0.75,228.9,55.8,1505017.5,41.66,10.17333333,51.83333333,27.6,181470,67.02205021,1.226666667,68.24871688
bituminous,supercritical,60,400,10,0.75,305.2,51.35,2006690,38.34,10.17333333,48.51333333,36.8,241960,61.68087866,1.226666667,62.90754533
bituminous,supercritical,60,500,10,0.75,381.5,48.44,2508362.5,36.17,10.17333333,46.34333333,46,302450,58.18981172,1.226666667,59.41647838
bituminous,supercritical,60,600,10,0.75,457.8,46.34,3010035,34.6,10.17333333,44.77333333,55.2,362940,55.66401674,1.226666667,56.8906834
bituminous,supercritical,60,700,10,0.75,534,44.74,3511050,33.4,10.17142857,43.57142857,64.39,423364.25,53.7334728,1.22647619,54.95994899
bituminous,supercritical,60,800,10,0.75,610.3,43.46,4012722.5,32.45,10.17166667,42.62166667,73.59,483854.25,52.20512552,1.2265,53.43162552
bituminous,supercritical,60,900,10,0.75,686.6,42.4,4514395,31.66,10.17185185,41.83185185,82.79,544344.25,50.9341841,1.226518519,52.16070262
bituminous,supercritical,60,1000,10,0.75,762.9,41.5,5016067.5,30.99,10.172,41.162,91.99,604834.25,49.85629707,1.226533333,51.0828304
bituminous,supercritical,60,1100,10,0.75,839.2,40.72,5517740,30.4,10.17212121,40.57212121,101.19,665324.25,48.90711297,1.226545455,50.13365843
bituminous,supercritical,60,1200,10,0.75,915.4,40.02,6018755,29.88,10.17111111,40.05111111,110.38,725748.5,48.07054393,1.226444444,49.29698838
bituminous,supercritical,60,1300,10,0.75,991.7,39.4,6520427.5,29.42,10.17128205,39.59128205,119.58,786238.5,47.33050209,1.226461538,48.55696363
bituminous,supercritical,60,1400,10,0.75,1068,38.9,7022100,29.04,10.17142857,39.21142857,128.78,846728.5,46.71916318,1.22647619,47.94563937
bituminous,supercritical,60,1500,10,0.75,1144,38.53,7521800,28.77,10.16888889,38.93888889,137.94,906955.5,46.28479079,1.226133333,47.51092413
bituminous,supercritical,60,1600,10,0.75,1221,38.2,8028075,28.52,10.175,38.695,147.22,967971.5,45.88259414,1.226833333,47.10942748
bituminous,supercritical,60,1700,10,0.75,1297,37.91,8527775,28.31,10.17254902,38.48254902,156.39,1028264.25,45.54474895,1.226588235,46.77133719
bituminous,supercritical,60,1800,10,0.75,1373,37.65,9027475,28.11,10.17037037,38.28037037,165.55,1088491.25,45.22299163,1.226296296,46.44928793
bituminous,supercritical,60,1900,10,0.75,1449,37.41,9527175,27.93,10.16842105,38.09842105,174.72,1148784,44.93341004,1.226105263,46.1595153
bituminous,supercritical,60,2000,10,0.75,1526,37.19,10033450,27.77,10.17333333,37.94333333,184,1209800,44.67600418,1.226666667,45.90267085
bituminous,supercritical,60,2100,10,0.75,1602,36.99,10533150,27.62,10.17142857,37.79142857,193.16,1270027,44.43468619,1.226412698,45.66109889
bituminous,supercritical,60,2200,10,0.75,1678,36.8,11032850,27.48,10.16969697,37.64969697,202.33,1330319.75,44.20945607,1.226242424,45.43569849
bituminous,supercritical,60,2300,10,0.75,1755,36.62,11539125,27.34,10.17391304,37.51391304,211.61,1391335.75,43.98422594,1.226724638,45.21095058
bituminous,supercritical,60,2400,10,0.75,1831,36.45,12038825,27.22,10.17222222,37.39222222,220.78,1451628.5,43.79117155,1.226555556,45.0177271
bituminous,supercritical,60,2500,10,0.75,1907,36.29,12538525,27.1,10.17066667,37.27066667,229.94,1511855.5,43.59811715,1.226346667,44.82446382
bituminous,supercritical,63,100,10,0.75,76.35,83.76,502001.25,62.54,10.18,72.72,9.21,60555.75,100.6135146,1.228,101.8415146
bituminous,supercritical,63,200,10,0.75,152.6,62.92,1003345,46.98,10.17333333,57.15333333,18.4,120980,75.58079498,1.226666667,76.80746165
bituminous,supercritical,63,300,10,0.75,228.9,54.98,1505017.5,41.05,10.17333333,51.22333333,27.6,181470,66.04069038,1.226666667,67.26735704
bituminous,supercritical,63,400,10,0.75,305.2,50.58,2006690,37.77,10.17333333,47.94333333,36.8,241960,60.76387029,1.226666667,61.99053696
bituminous,supercritical,63,500,10,0.75,381.5,47.71,2508362.5,35.62,10.17333333,45.79333333,46,302450,57.30497908,1.226666667,58.53164575
bituminous,supercritical,63,600,10,0.75,457.8,45.65,3010035,34.08,10.17333333,44.25333333,55.2,362940,54.8274477,1.226666667,56.05411437
bituminous,supercritical,63,700,10,0.75,534,44.07,3511050,32.9,10.17142857,43.07142857,64.39,423364.25,52.9290795,1.22647619,54.15555569
bituminous,supercritical,63,800,10,0.75,610.3,42.81,4012722.5,31.96,10.17166667,42.13166667,73.59,483854.25,51.41682008,1.2265,52.64332008
bituminous,supercritical,63,900,10,0.75,686.6,41.76,4514395,31.18,10.17185185,41.35185185,82.79,544344.25,50.16196653,1.226518519,51.38848505
bituminous,supercritical,63,1000,10,0.75,762.9,40.87,5016067.5,30.52,10.172,40.692,91.99,604834.25,49.10016736,1.226533333,50.3267007
bituminous,supercritical,63,1100,10,0.75,839.2,40.1,5517740,29.94,10.17212121,40.11212121,101.19,665324.25,48.16707113,1.226545455,49.39361658
bituminous,supercritical,63,1200,10,0.75,915.4,39.42,6018755,29.43,10.17111111,39.60111111,110.38,725748.5,47.34658996,1.226444444,48.5730344
bituminous,supercritical,63,1300,10,0.75,991.7,38.8,6520427.5,28.97,10.17128205,39.14128205,119.58,786238.5,46.60654812,1.226461538,47.83300966
bituminous,supercritical,63,1400,10,0.75,1068,38.31,7022100,28.6,10.17142857,38.77142857,128.78,846728.5,46.01129707,1.22647619,47.23777326
bituminous,supercritical,63,1500,10,0.75,1144,37.95,7521800,28.34,10.16888889,38.50888889,137.94,906955.5,45.59301255,1.226133333,46.81914589
bituminous,supercritical,63,1600,10,0.75,1221,37.63,8028075,28.1,10.175,38.275,147.22,967971.5,45.20690377,1.226833333,46.4337371
bituminous,supercritical,63,1700,10,0.75,1297,37.34,8527775,27.88,10.17254902,38.05254902,156.39,1028264.25,44.85297071,1.226588235,46.07955895
bituminous,supercritical,63,1800,10,0.75,1373,37.08,9027475,27.69,10.17037037,37.86037037,165.55,1088491.25,44.54730126,1.226296296,45.77359755
bituminous,supercritical,63,1900,10,0.75,1449,36.85,9527175,27.51,10.16842105,37.67842105,174.72,1148784,44.25771967,1.226105263,45.48382493
bituminous,supercritical,63,2000,10,0.75,1526,36.63,10033450,27.35,10.17333333,37.52333333,184,1209800,44.00031381,1.226666667,45.22698047
bituminous,supercritical,63,2100,10,0.75,1602,36.43,10533150,27.2,10.17142857,37.37142857,193.16,1270027,43.75899582,1.226412698,44.98540851
bituminous,supercritical,63,2200,10,0.75,1678,36.24,11032850,27.06,10.16969697,37.22969697,202.33,1330319.75,43.53376569,1.226242424,44.76000811
bituminous,supercritical,63,2300,10,0.75,1755,36.07,11539125,26.93,10.17391304,37.10391304,211.61,1391335.75,43.32462343,1.226724638,44.55134807
bituminous,supercritical,63,2400,10,0.75,1831,35.9,12038825,26.8,10.17222222,36.97222222,220.78,1451628.5,43.11548117,1.226555556,44.34203673
bituminous,supercritical,63,2500,10,0.75,1907,35.74,12538525,26.68,10.17066667,36.85066667,229.94,1511855.5,42.92242678,1.226346667,44.14877344
bituminous,supercritical,67,100,10,0.75,76.35,82.33,502001.25,61.47,10.18,71.65,9.21,60555.75,98.89211297,1.228,100.120113
bituminous,supercritical,67,200,10,0.75,152.6,61.72,1003345,46.08,10.17333333,56.25333333,18.4,120980,74.13288703,1.226666667,75.3595537
bituminous,supercritical,67,300,10,0.75,228.9,53.88,1505017.5,40.23,10.17333333,50.40333333,27.6,181470,64.72148536,1.226666667,65.94815202
bituminous,supercritical,67,400,10,0.75,305.2,49.55,2006690,37,10.17333333,47.17333333,36.8,241960,59.5251046,1.226666667,60.75177127
bituminous,supercritical,67,500,10,0.75,381.5,46.74,2508362.5,34.9,10.17333333,45.07333333,46,302450,56.14665272,1.226666667,57.37331939
bituminous,supercritical,67,600,10,0.75,457.8,44.71,3010035,33.38,10.17333333,43.55333333,55.2,362940,53.70129707,1.226666667,54.92796374
bituminous,supercritical,67,700,10,0.75,534,43.17,3511050,32.23,10.17142857,42.40142857,64.39,423364.25,51.85119247,1.22647619,53.07766866
bituminous,supercritical,67,800,10,0.75,610.3,41.93,4012722.5,31.31,10.17166667,41.48166667,73.59,483854.25,50.37110879,1.2265,51.59760879
bituminous,supercritical,67,900,10,0.75,686.6,40.91,4514395,30.55,10.17185185,40.72185185,82.79,544344.25,49.14843096,1.226518519,50.37494948
bituminous,supercritical,67,1000,10,0.75,762.9,40.04,5016067.5,29.9,10.172,40.072,91.99,604834.25,48.10271967,1.226533333,49.329253
bituminous,supercritical,67,1100,10,0.75,839.2,39.28,5517740,29.33,10.17212121,39.50212121,101.19,665324.25,47.1857113,1.226545455,48.41225675
bituminous,supercritical,67,1200,10,0.75,915.4,38.61,6018755,28.83,10.17111111,39.00111111,110.38,725748.5,46.38131799,1.226444444,47.60776244
bituminous,supercritical,67,1300,10,0.75,991.7,38.01,6520427.5,28.38,10.17128205,38.55128205,119.58,786238.5,45.65736402,1.226461538,46.88382556
bituminous,supercritical,67,1400,10,0.75,1068,37.53,7022100,28.02,10.17142857,38.19142857,128.78,846728.5,45.07820084,1.22647619,46.30467703
bituminous,supercritical,67,1500,10,0.75,1144,37.17,7521800,27.75,10.16888889,37.91888889,137.94,906955.5,44.64382845,1.226133333,45.86996179
bituminous,supercritical,67,1600,10,0.75,1221,36.86,8028075,27.52,10.175,37.695,147.22,967971.5,44.27380753,1.226833333,45.50064086
bituminous,supercritical,67,1700,10,0.75,1297,36.58,8527775,27.31,10.17254902,37.48254902,156.39,1028264.25,43.93596234,1.226588235,45.16255058
bituminous,supercritical,67,1800,10,0.75,1373,36.33,9027475,27.13,10.17037037,37.30037037,165.55,1088491.25,43.64638075,1.226296296,44.87267705
bituminous,supercritical,67,1900,10,0.75,1449,36.1,9527175,26.95,10.16842105,37.11842105,174.72,1148784,43.35679916,1.226105263,44.58290443
bituminous,supercritical,67,2000,10,0.75,1526,35.89,10033450,26.8,10.17333333,36.97333333,184,1209800,43.11548117,1.226666667,44.34214784
bituminous,supercritical,67,2100,10,0.75,1602,35.69,10533150,26.65,10.17142857,36.82142857,193.16,1270027,42.87416318,1.226412698,44.10057588
bituminous,supercritical,67,2200,10,0.75,1678,35.51,11032850,26.51,10.16969697,36.67969697,202.33,1330319.75,42.64893305,1.226242424,43.87517548
bituminous,supercritical,67,2300,10,0.75,1755,35.33,11539125,26.38,10.17391304,36.55391304,211.61,1391335.75,42.43979079,1.226724638,43.66651543
bituminous,supercritical,67,2400,10,0.75,1831,35.17,12038825,26.26,10.17222222,36.43222222,220.78,1451628.5,42.2467364,1.226555556,43.47329196
bituminous,supercritical,67,2500,10,0.75,1907,35.01,12538525,26.14,10.17066667,36.31066667,229.94,1511855.5,42.05368201,1.226346667,43.28002868
bituminous,supercritical,70,100,10,0.75,76.35,81.25,502001.25,60.66,10.18,70.84,9.21,60555.75,97.58899582,1.228,98.81699582
bituminous,supercritical,70,200,10,0.75,152.6,60.81,1003345,45.4,10.17333333,55.57333333,18.4,120980,73.03891213,1.226666667,74.2655788
bituminous,supercritical,70,300,10,0.75,228.9,53.06,1505017.5,39.62,10.17333333,49.79333333,27.6,181470,63.74012552,1.226666667,64.96679219
bituminous,supercritical,70,400,10,0.75,305.2,48.79,2006690,36.43,10.17333333,46.60333333,36.8,241960,58.60809623,1.226666667,59.8347629
bituminous,supercritical,70,500,10,0.75,381.5,46.01,2508362.5,34.35,10.17333333,44.52333333,46,302450,55.26182008,1.226666667,56.48848675
bituminous,supercritical,70,600,10,0.75,457.8,44.01,3010035,32.86,10.17333333,43.03333333,55.2,362940,52.86472803,1.226666667,54.0913947
bituminous,supercritical,70,700,10,0.75,534,42.49,3511050,31.72,10.17142857,41.89142857,64.39,423364.25,51.0307113,1.22647619,52.25718749
bituminous,supercritical,70,800,10,0.75,610.3,41.27,4012722.5,30.81,10.17166667,40.98166667,73.59,483854.25,49.56671548,1.2265,50.79321548
bituminous,supercritical,70,900,10,0.75,686.6,40.27,4514395,30.07,10.17185185,40.24185185,82.79,544344.25,48.37621339,1.226518519,49.60273191
bituminous,supercritical,70,1000,10,0.75,762.9,39.41,5016067.5,29.43,10.172,39.602,91.99,604834.25,47.34658996,1.226533333,48.57312329
bituminous,supercritical,70,1100,10,0.75,839.2,38.67,5517740,28.87,10.17212121,39.04212121,101.19,665324.25,46.44566946,1.226545455,47.67221491
bituminous,supercritical,70,1200,10,0.75,915.4,38.01,6018755,28.38,10.17111111,38.55111111,110.38,725748.5,45.65736402,1.226444444,46.88380846
bituminous,supercritical,70,1300,10,0.75,991.7,37.41,6520427.5,27.93,10.17128205,38.10128205,119.58,786238.5,44.93341004,1.226461538,46.15987158
bituminous,supercritical,70,1400,10,0.75,1068,36.94,7022100,27.58,10.17142857,37.75142857,128.78,846728.5,44.37033473,1.22647619,45.59681092
bituminous,supercritical,70,1500,10,0.75,1144,36.59,7521800,27.32,10.16888889,37.48888889,137.94,906955.5,43.95205021,1.226133333,45.17818354
bituminous,supercritical,70,1600,10,0.75,1221,36.29,8028075,27.1,10.175,37.275,147.22,967971.5,43.59811715,1.226833333,44.82495049
bituminous,supercritical,70,1700,10,0.75,1297,36.01,8527775,26.89,10.17254902,37.06254902,156.39,1028264.25,43.26027197,1.226588235,44.4868602
bituminous,supercritical,70,1800,10,0.75,1373,35.76,9027475,26.7,10.17037037,36.87037037,165.55,1088491.25,42.95460251,1.226296296,44.18089881
bituminous,supercritical,70,1900,10,0.75,1449,35.54,9527175,26.54,10.16842105,36.70842105,174.72,1148784,42.69719665,1.226105263,43.92330192
bituminous,supercritical,70,2000,10,0.75,1526,35.33,10033450,26.38,10.17333333,36.55333333,184,1209800,42.43979079,1.226666667,43.66645746
bituminous,supercritical,70,2100,10,0.75,1602,35.13,10533150,26.23,10.17142857,36.40142857,193.16,1270027,42.1984728,1.226412698,43.4248855
bituminous,supercritical,70,2200,10,0.75,1678,34.95,11032850,26.1,10.16969697,36.26969697,202.33,1330319.75,41.98933054,1.226242424,43.21557297
bituminous,supercritical,70,2300,10,0.75,1755,34.78,11539125,25.97,10.17391304,36.14391304,211.61,1391335.75,41.78018828,1.226724638,43.00691292
bituminous,supercritical,70,2400,10,0.75,1831,34.61,12038825,25.84,10.17222222,36.01222222,220.78,1451628.5,41.57104603,1.226555556,42.79760158
bituminous,supercritical,70,2500,10,0.75,1907,34.45,12538525,25.72,10.17066667,35.89066667,229.94,1511855.5,41.37799163,1.226346667,42.6043383
bituminous,supercritical,73,100,10,0.75,76.35,80.18,502001.25,59.87,10.18,70.05,9.21,60555.75,96.31805439,1.228,97.54605439
bituminous,supercritical,73,200,10,0.75,152.6,59.91,1003345,44.73,10.17333333,54.90333333,18.4,120980,71.9610251,1.226666667,73.18769177
bituminous,supercritical,73,300,10,0.75,228.9,52.24,1505017.5,39,10.17333333,49.17333333,27.6,181470,62.74267782,1.226666667,63.96934449
bituminous,supercritical,73,400,10,0.75,305.2,48.02,2006690,35.85,10.17333333,46.02333333,36.8,241960,57.675,1.226666667,58.90166667
bituminous,supercritical,73,500,10,0.75,381.5,45.28,2508362.5,33.81,10.17333333,43.98333333,46,302450,54.39307531,1.226666667,55.61974198
bituminous,supercritical,73,600,10,0.75,457.8,43.31,3010035,32.34,10.17333333,42.51333333,55.2,362940,52.028159,1.226666667,53.25482566
bituminous,supercritical,73,700,10,0.75,534,41.81,3511050,31.22,10.17142857,41.39142857,64.39,423364.25,50.22631799,1.22647619,51.45279418
bituminous,supercritical,73,800,10,0.75,610.3,40.62,4012722.5,30.33,10.17166667,40.50166667,73.59,483854.25,48.79449791,1.2265,50.02099791
bituminous,supercritical,73,900,10,0.75,686.6,39.63,4514395,29.59,10.17185185,39.76185185,82.79,544344.25,47.60399582,1.226518519,48.83051433
bituminous,supercritical,73,1000,10,0.75,762.9,38.79,5016067.5,28.96,10.172,39.132,91.99,604834.25,46.59046025,1.226533333,47.81699358
bituminous,supercritical,73,1100,10,0.75,839.2,38.05,5517740,28.41,10.17212121,38.58212121,101.19,665324.25,45.70562762,1.226545455,46.93217307
bituminous,supercritical,73,1200,10,0.75,915.4,37.4,6018755,27.92,10.17111111,38.09111111,110.38,725748.5,44.91732218,1.226444444,46.14376662
bituminous,supercritical,73,1300,10,0.75,991.7,36.82,6520427.5,27.49,10.17128205,37.66128205,119.58,786238.5,44.22554393,1.226461538,45.45200547
bituminous,supercritical,73,1400,10,0.75,1068,36.35,7022100,27.14,10.17142857,37.31142857,128.78,846728.5,43.66246862,1.22647619,44.88894481
bituminous,supercritical,73,1500,10,0.75,1144,36.01,7521800,26.89,10.16888889,37.05888889,137.94,906955.5,43.26027197,1.226133333,44.4864053
bituminous,supercritical,73,1600,10,0.75,1221,35.71,8028075,26.66,10.175,36.835,147.22,967971.5,42.89025105,1.226833333,44.11708438
bituminous,supercritical,73,1700,10,0.75,1297,35.44,8527775,26.46,10.17254902,36.63254902,156.39,1028264.25,42.56849372,1.226588235,43.79508196
bituminous,supercritical,73,1800,10,0.75,1373,35.2,9027475,26.28,10.17037037,36.45037037,165.55,1088491.25,42.27891213,1.226296296,43.50520843
