primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
bituminous,supercritical,23,2400,10,0.75,1831,43.26,12038825,32.3,10.17222222,42.47222222,220.78,1451628.5,51.96380753,1.226555556,53.19036309
bituminous,supercritical,23,2500,10,0.75,1907,43.09,12538525,32.17,10.17066667,42.34066667,229.94,1511855.5,51.75466527,1.226346667,52.98101194
bituminous,supercritical,27,100,10,0.75,76.35,96.64,502001.25,72.16,10.18,82.34,9.21,60555.75,116.0900418,1.228,117.3180418
bituminous,supercritical,27,200,10,0.75,152.6,73.78,1003345,55.09,10.17333333,65.26333333,18.4,120980,88.62805439,1.226666667,89.85472106
bituminous,supercritical,27,300,10,0.75,228.9,64.83,1505017.5,48.4,10.17333333,58.57333333,27.6,181470,77.86527197,1.226666667,79.09193863
bituminous,supercritical,27,400,10,0.75,305.2,59.79,2006690,44.64,10.17333333,54.81333333,36.8,241960,71.81623431,1.226666667,73.04290098
bituminous,supercritical,27,500,10,0.75,381.5,56.46,2508362.5,42.16,10.17333333,52.33333333,46,302450,67.82644351,1.226666667,69.05311018
bituminous,supercritical,27,600,10,0.75,457.8,54.04,3010035,40.35,10.17333333,50.52333333,55.2,362940,64.91453975,1.226666667,66.14120642
bituminous,supercritical,27,700,10,0.75,534,52.18,3511050,38.96,10.17142857,49.13142857,64.39,423364.25,62.67832636,1.22647619,63.90480255
bituminous,supercritical,27,800,10,0.75,610.3,50.68,4012722.5,37.84,10.17166667,48.01166667,73.59,483854.25,60.87648536,1.2265,62.10298536
bituminous,supercritical,27,900,10,0.75,686.6,49.44,4514395,36.91,10.17185185,47.08185185,82.79,544344.25,59.38031381,1.226518519,60.60683233
bituminous,supercritical,27,1000,10,0.75,762.9,48.39,5016067.5,36.13,10.172,46.302,91.99,604834.25,58.12546025,1.226533333,59.35199358
bituminous,supercritical,27,1100,10,0.75,839.2,47.47,5517740,35.44,10.17212121,45.61212121,101.19,665324.25,57.01539749,1.226545455,58.24194294
bituminous,supercritical,27,1200,10,0.75,915.4,46.66,6018755,34.84,10.17111111,45.01111111,110.38,725748.5,56.05012552,1.226444444,57.27656997
bituminous,supercritical,27,1300,10,0.75,991.7,45.94,6520427.5,34.3,10.17128205,44.47128205,119.58,786238.5,55.18138075,1.226461538,56.40784229
bituminous,supercritical,27,1400,10,0.75,1068,45.36,7022100,33.87,10.17142857,44.04142857,128.78,846728.5,54.48960251,1.22647619,55.7160787
bituminous,supercritical,27,1500,10,0.75,1144,44.91,7521800,33.53,10.16888889,43.69888889,137.94,906955.5,53.94261506,1.226133333,55.1687484
bituminous,supercritical,27,1600,10,0.75,1221,44.52,8028075,33.24,10.175,43.415,147.22,967971.5,53.47606695,1.226833333,54.70290028
bituminous,supercritical,27,1700,10,0.75,1297,44.17,8527775,32.98,10.17254902,43.15254902,156.39,1028264.25,53.05778243,1.226588235,54.28437066
bituminous,supercritical,27,1800,10,0.75,1373,43.86,9027475,32.75,10.17037037,42.92037037,165.55,1088491.25,52.68776151,1.226296296,53.9140578
bituminous,supercritical,27,1900,10,0.75,1449,43.59,9527175,32.55,10.16842105,42.71842105,174.72,1148784,52.36600418,1.226105263,53.59210945
bituminous,supercritical,27,2000,10,0.75,1526,43.33,10033450,32.35,10.17333333,42.52333333,184,1209800,52.04424686,1.226666667,53.27091353
bituminous,supercritical,27,2100,10,0.75,1602,43.11,10533150,32.19,10.17142857,42.36142857,193.16,1270027,51.786841,1.226412698,53.0132537
bituminous,supercritical,27,2200,10,0.75,1678,42.9,11032850,32.03,10.16969697,42.19969697,202.33,1330319.75,51.52943515,1.226242424,52.75567757
bituminous,supercritical,27,2300,10,0.75,1755,42.7,11539125,31.88,10.17391304,42.05391304,211.61,1391335.75,51.28811715,1.226724638,52.51484179
bituminous,supercritical,27,2400,10,0.75,1831,42.52,12038825,31.75,10.17222222,41.92222222,220.78,1451628.5,51.0789749,1.226555556,52.30553045
bituminous,supercritical,27,2500,10,0.75,1907,42.36,12538525,31.63,10.17066667,41.80066667,229.94,1511855.5,50.8859205,1.226346667,52.11226717
bituminous,supercritical,30,100,10,0.75,76.35,95.57,502001.25,71.36,10.18,81.54,9.21,60555.75,114.8030126,1.228,116.0310126
bituminous,supercritical,30,200,10,0.75,152.6,72.88,1003345,54.42,10.17333333,64.59333333,18.4,120980,87.55016736,1.226666667,88.77683403
bituminous,supercritical,30,300,10,0.75,228.9,64.01,1505017.5,47.79,10.17333333,57.96333333,27.6,181470,76.88391213,1.226666667,78.1105788
bituminous,supercritical,30,400,10,0.75,305.2,59.03,2006690,44.07,10.17333333,54.24333333,36.8,241960,70.89922594,1.226666667,72.12589261
bituminous,supercritical,30,500,10,0.75,381.5,55.73,2508362.5,41.61,10.17333333,51.78333333,46,302450,66.94161088,1.226666667,68.16827755
bituminous,supercritical,30,600,10,0.75,457.8,53.34,3010035,39.83,10.17333333,50.00333333,55.2,362940,64.07797071,1.226666667,65.30463738
bituminous,supercritical,30,700,10,0.75,534,51.5,3511050,38.45,10.17142857,48.62142857,64.39,423364.25,61.85784519,1.22647619,63.08432138
bituminous,supercritical,30,800,10,0.75,610.3,50.03,4012722.5,37.35,10.17166667,47.52166667,73.59,483854.25,60.08817992,1.2265,61.31467992
bituminous,supercritical,30,900,10,0.75,686.6,48.8,4514395,36.44,10.17185185,46.61185185,82.79,544344.25,58.6241841,1.226518519,59.85070262
bituminous,supercritical,30,1000,10,0.75,762.9,47.76,5016067.5,35.66,10.172,45.832,91.99,604834.25,57.36933054,1.226533333,58.59586388
bituminous,supercritical,30,1100,10,0.75,839.2,46.86,5517740,34.99,10.17212121,45.16212121,101.19,665324.25,56.29144351,1.226545455,57.51798897
bituminous,supercritical,30,1200,10,0.75,915.4,46.06,6018755,34.39,10.17111111,44.56111111,110.38,725748.5,55.32617155,1.226444444,56.55261599
bituminous,supercritical,30,1300,10,0.75,991.7,45.35,6520427.5,33.86,10.17128205,44.03128205,119.58,786238.5,54.47351464,1.226461538,55.69997618
bituminous,supercritical,30,1400,10,0.75,1068,44.77,7022100,33.43,10.17142857,43.60142857,128.78,846728.5,53.7817364,1.22647619,55.00821259
bituminous,supercritical,30,1500,10,0.75,1144,44.33,7521800,33.1,10.16888889,43.26888889,137.94,906955.5,53.25083682,1.226133333,54.47697015
bituminous,supercritical,30,1600,10,0.75,1221,43.95,8028075,32.81,10.175,42.985,147.22,967971.5,52.7842887,1.226833333,54.01112204
bituminous,supercritical,30,1700,10,0.75,1297,43.6,8527775,32.55,10.17254902,42.72254902,156.39,1028264.25,52.36600418,1.226588235,53.59259242
bituminous,supercritical,30,1800,10,0.75,1373,43.3,9027475,32.33,10.17037037,42.50037037,165.55,1088491.25,52.01207113,1.226296296,53.23836743
bituminous,supercritical,30,1900,10,0.75,1449,43.02,9527175,32.12,10.16842105,42.28842105,174.72,1148784,51.67422594,1.226105263,52.9003312
bituminous,supercritical,30,2000,10,0.75,1526,42.78,10033450,31.94,10.17333333,42.11333333,184,1209800,51.38464435,1.226666667,52.61131102
bituminous,supercritical,30,2100,10,0.75,1602,42.55,10533150,31.77,10.17142857,41.94142857,193.16,1270027,51.11115063,1.226412698,52.33756333
bituminous,supercritical,30,2200,10,0.75,1678,42.34,11032850,31.61,10.16969697,41.77969697,202.33,1330319.75,50.85374477,1.226242424,52.07998719
bituminous,supercritical,30,2300,10,0.75,1755,42.15,11539125,31.47,10.17391304,41.64391304,211.61,1391335.75,50.62851464,1.226724638,51.85523928
bituminous,supercritical,30,2400,10,0.75,1831,41.97,12038825,31.34,10.17222222,41.51222222,220.78,1451628.5,50.41937238,1.226555556,51.64592794
bituminous,supercritical,30,2500,10,0.75,1907,41.81,12538525,31.22,10.17066667,41.39066667,229.94,1511855.5,50.22631799,1.226346667,51.45266466
bituminous,supercritical,33,100,10,0.75,76.35,94.49,502001.25,70.55,10.18,80.73,9.21,60555.75,113.4998954,1.228,114.7278954
bituminous,supercritical,33,200,10,0.75,152.6,71.97,1003345,53.74,10.17333333,63.91333333,18.4,120980,86.45619247,1.226666667,87.68285914
bituminous,supercritical,33,300,10,0.75,228.9,63.19,1505017.5,47.18,10.17333333,57.35333333,27.6,181470,75.9025523,1.226666667,77.12921897
bituminous,supercritical,33,400,10,0.75,305.2,58.26,2006690,43.5,10.17333333,53.67333333,36.8,241960,69.98221757,1.226666667,71.20888424
bituminous,supercritical,33,500,10,0.75,381.5,55,2508362.5,41.07,10.17333333,51.24333333,46,302450,66.07286611,1.226666667,67.29953278
bituminous,supercritical,33,600,10,0.75,457.8,52.64,3010035,39.3,10.17333333,49.47333333,55.2,362940,63.22531381,1.226666667,64.45198047
bituminous,supercritical,33,700,10,0.75,534,50.83,3511050,37.95,10.17142857,48.12142857,64.39,423364.25,61.05345188,1.22647619,62.27992807
bituminous,supercritical,33,800,10,0.75,610.3,49.37,4012722.5,36.86,10.17166667,47.03166667,73.59,483854.25,59.29987448,1.2265,60.52637448
bituminous,supercritical,33,900,10,0.75,686.6,48.16,4514395,35.96,10.17185185,46.13185185,82.79,544344.25,57.85196653,1.226518519,59.07848505
bituminous,supercritical,33,1000,10,0.75,762.9,47.13,5016067.5,35.19,10.172,45.362,91.99,604834.25,56.61320084,1.226533333,57.83973417
bituminous,supercritical,33,1100,10,0.75,839.2,46.24,5517740,34.52,10.17212121,44.69212121,101.19,665324.25,55.53531381,1.226545455,56.76185926
bituminous,supercritical,33,1200,10,0.75,915.4,45.46,6018755,33.94,10.17111111,44.11111111,110.38,725748.5,54.60221757,1.226444444,55.82866202
bituminous,supercritical,33,1300,10,0.75,991.7,44.75,6520427.5,33.41,10.17128205,43.58128205,119.58,786238.5,53.74956067,1.226461538,54.97602221
bituminous,supercritical,33,1400,10,0.75,1068,44.18,7022100,32.99,10.17142857,43.16142857,128.78,846728.5,53.07387029,1.22647619,54.30034648
bituminous,supercritical,33,1500,10,0.75,1144,43.75,7521800,32.67,10.16888889,42.83888889,137.94,906955.5,52.55905858,1.226133333,53.78519191
bituminous,supercritical,33,1600,10,0.75,1221,43.37,8028075,32.38,10.175,42.555,147.22,967971.5,52.09251046,1.226833333,53.31934379
bituminous,supercritical,33,1700,10,0.75,1297,43.04,8527775,32.14,10.17254902,42.31254902,156.39,1028264.25,51.70640167,1.226588235,52.93298991
bituminous,supercritical,33,1800,10,0.75,1373,42.73,9027475,31.9,10.17037037,42.07037037,165.55,1088491.25,51.32029289,1.226296296,52.54658918
bituminous,supercritical,33,1900,10,0.75,1449,42.46,9527175,31.7,10.16842105,41.86842105,174.72,1148784,50.99853556,1.226105263,52.22464083
bituminous,supercritical,33,2000,10,0.75,1526,42.22,10033450,31.52,10.17333333,41.69333333,184,1209800,50.70895397,1.226666667,51.93562064
bituminous,supercritical,33,2100,10,0.75,1602,41.99,10533150,31.35,10.17142857,41.52142857,193.16,1270027,50.43546025,1.226412698,51.66187295
bituminous,supercritical,33,2200,10,0.75,1678,41.79,11032850,31.2,10.16969697,41.36969697,202.33,1330319.75,50.19414226,1.226242424,51.42038468
bituminous,supercritical,33,2300,10,0.75,1755,41.6,11539125,31.06,10.17391304,41.23391304,211.61,1391335.75,49.96891213,1.226724638,51.19563677
bituminous,supercritical,33,2400,10,0.75,1831,41.42,12038825,30.93,10.17222222,41.10222222,220.78,1451628.5,49.75976987,1.226555556,50.98632543
bituminous,supercritical,33,2500,10,0.75,1907,41.25,12538525,30.8,10.17066667,40.97066667,229.94,1511855.5,49.55062762,1.226346667,50.77697428
bituminous,supercritical,37,100,10,0.75,76.35,93.06,502001.25,69.48,10.18,79.66,9.21,60555.75,111.7784937,1.228,113.0064937
bituminous,supercritical,37,200,10,0.75,152.6,70.77,1003345,52.84,10.17333333,63.01333333,18.4,120980,85.00828452,1.226666667,86.23495119
bituminous,supercritical,37,300,10,0.75,228.9,62.1,1505017.5,46.37,10.17333333,56.54333333,27.6,181470,74.59943515,1.226666667,75.82610181
bituminous,supercritical,37,400,10,0.75,305.2,57.23,2006690,42.73,10.17333333,52.90333333,36.8,241960,68.74345188,1.226666667,69.97011855
bituminous,supercritical,37,500,10,0.75,381.5,54.03,2508362.5,40.34,10.17333333,50.51333333,46,302450,64.89845188,1.226666667,66.12511855
bituminous,supercritical,37,600,10,0.75,457.8,51.71,3010035,38.61,10.17333333,48.78333333,55.2,362940,62.11525105,1.226666667,63.34191771
bituminous,supercritical,37,700,10,0.75,534,49.93,3511050,37.28,10.17142857,47.45142857,64.39,423364.25,59.97556485,1.22647619,61.20204104
bituminous,supercritical,37,800,10,0.75,610.3,48.49,4012722.5,36.2,10.17166667,46.37166667,73.59,483854.25,58.23807531,1.2265,59.46457531
bituminous,supercritical,37,900,10,0.75,686.6,47.31,4514395,35.32,10.17185185,45.49185185,82.79,544344.25,56.8223431,1.226518519,58.04886161
bituminous,supercritical,37,1000,10,0.75,762.9,46.3,5016067.5,34.57,10.172,44.742,91.99,604834.25,55.61575314,1.226533333,56.84228647
bituminous,supercritical,37,1100,10,0.75,839.2,45.42,5517740,33.91,10.17212121,44.08212121,101.19,665324.25,54.55395397,1.226545455,55.78049943
bituminous,supercritical,37,1200,10,0.75,915.4,44.65,6018755,33.34,10.17111111,43.51111111,110.38,725748.5,53.63694561,1.226444444,54.86339005
bituminous,supercritical,37,1300,10,0.75,991.7,43.96,6520427.5,32.82,10.17128205,42.99128205,119.58,786238.5,52.80037657,1.226461538,54.02683811
bituminous,supercritical,37,1400,10,0.75,1068,43.4,7022100,32.4,10.17142857,42.57142857,128.78,846728.5,52.12468619,1.22647619,53.35116238
bituminous,supercritical,37,1500,10,0.75,1144,42.98,7521800,32.09,10.16888889,42.25888889,137.94,906955.5,51.62596234,1.226133333,52.85209568
bituminous,supercritical,37,1600,10,0.75,1221,42.61,8028075,31.81,10.175,41.985,147.22,967971.5,51.17550209,1.226833333,52.40233543
bituminous,supercritical,37,1700,10,0.75,1297,42.28,8527775,31.57,10.17254902,41.74254902,156.39,1028264.25,50.78939331,1.226588235,52.01598154
bituminous,supercritical,37,1800,10,0.75,1373,41.98,9027475,31.34,10.17037037,41.51037037,165.55,1088491.25,50.41937238,1.226296296,51.64566868
bituminous,supercritical,37,1900,10,0.75,1449,41.71,9527175,31.14,10.16842105,41.30842105,174.72,1148784,50.09761506,1.226105263,51.32372033
bituminous,supercritical,37,2000,10,0.75,1526,41.47,10033450,30.96,10.17333333,41.13333333,184,1209800,49.80803347,1.226666667,51.03470014
bituminous,supercritical,37,2100,10,0.75,1602,41.25,10533150,30.8,10.17142857,40.97142857,193.16,1270027,49.55062762,1.226412698,50.77704031
bituminous,supercritical,37,2200,10,0.75,1678,41.05,11032850,30.65,10.16969697,40.81969697,202.33,1330319.75,49.30930962,1.226242424,50.53555205
bituminous,supercritical,37,2300,10,0.75,1755,40.86,11539125,30.51,10.17391304,40.68391304,211.61,1391335.75,49.0840795,1.226724638,50.31080414
bituminous,supercritical,37,2400,10,0.75,1831,40.68,12038825,30.37,10.17222222,40.54222222,220.78,1451628.5,48.85884937,1.226555556,50.08540493
bituminous,supercritical,37,2500,10,0.75,1907,40.52,12538525,30.25,10.17066667,40.42066667,229.94,1511855.5,48.66579498,1.226346667,49.89214165
bituminous,supercritical,40,100,10,0.75,76.35,91.99,502001.25,68.68,10.18,78.86,9.21,60555.75,110.4914644,1.228,111.7194644
bituminous,supercritical,40,200,10,0.75,152.6,69.86,1003345,52.16,10.17333333,62.33333333,18.4,120980,83.91430962,1.226666667,85.14097629
bituminous,supercritical,40,300,10,0.75,228.9,61.27,1505017.5,45.75,10.17333333,55.92333333,27.6,181470,73.60198745,1.226666667,74.82865411
bituminous,supercritical,40,400,10,0.75,305.2,56.47,2006690,42.16,10.17333333,52.33333333,36.8,241960,67.82644351,1.226666667,69.05311018
bituminous,supercritical,40,500,10,0.75,381.5,53.3,2508362.5,39.8,10.17333333,49.97333333,46,302450,64.02970711,1.226666667,65.25637378
bituminous,supercritical,40,600,10,0.75,457.8,51.01,3010035,38.09,10.17333333,48.26333333,55.2,362940,61.27868201,1.226666667,62.50534868
bituminous,supercritical,40,700,10,0.75,534,49.25,3511050,36.77,10.17142857,46.94142857,64.39,423364.25,59.15508368,1.22647619,60.38155987
bituminous,supercritical,40,800,10,0.75,610.3,47.84,4012722.5,35.72,10.17166667,45.89166667,73.59,483854.25,57.46585774,1.2265,58.69235774
bituminous,supercritical,40,900,10,0.75,686.6,46.67,4514395,34.85,10.17185185,45.02185185,82.79,544344.25,56.06621339,1.226518519,57.29273191
bituminous,supercritical,40,1000,10,0.75,762.9,45.67,5016067.5,34.1,10.172,44.272,91.99,604834.25,54.85962343,1.226533333,56.08615676
bituminous,supercritical,40,1100,10,0.75,839.2,44.81,5517740,33.46,10.17212121,43.63212121,101.19,665324.25,53.83,1.226545455,55.05654545
bituminous,supercritical,40,1200,10,0.75,915.4,44.05,6018755,32.89,10.17111111,43.06111111,110.38,725748.5,52.91299163,1.226444444,54.13943608
bituminous,supercritical,40,1300,10,0.75,991.7,43.36,6520427.5,32.37,10.17128205,42.54128205,119.58,786238.5,52.07642259,1.226461538,53.30288413
bituminous,supercritical,40,1400,10,0.75,1068,42.81,7022100,31.96,10.17142857,42.13142857,128.78,846728.5,51.41682008,1.22647619,52.64329627
bituminous,supercritical,40,1500,10,0.75,1144,42.4,7521800,31.66,10.16888889,41.82888889,137.94,906955.5,50.9341841,1.226133333,52.16031743
bituminous,supercritical,40,1600,10,0.75,1221,42.03,8028075,31.38,10.175,41.555,147.22,967971.5,50.48372385,1.226833333,51.71055718
bituminous,supercritical,40,1700,10,0.75,1297,41.71,8527775,31.14,10.17254902,41.31254902,156.39,1028264.25,50.09761506,1.226588235,51.3242033
bituminous,supercritical,40,1800,10,0.75,1373,41.42,9027475,30.93,10.17037037,41.10037037,165.55,1088491.25,49.75976987,1.226296296,50.98606617
bituminous,supercritical,40,1900,10,0.75,1449,41.15,9527175,30.72,10.16842105,40.88842105,174.72,1148784,49.42192469,1.226105263,50.64802995
bituminous,supercritical,40,2000,10,0.75,1526,40.91,10033450,30.55,10.17333333,40.72333333,184,1209800,49.14843096,1.226666667,50.37509763
bituminous,supercritical,40,2100,10,0.75,1602,40.7,10533150,30.39,10.17142857,40.56142857,193.16,1270027,48.8910251,1.226412698,50.1174378
bituminous,supercritical,40,2200,10,0.75,1678,40.49,11032850,30.23,10.16969697,40.39969697,202.33,1330319.75,48.63361925,1.226242424,49.85986167
bituminous,supercritical,40,2300,10,0.75,1755,40.31,11539125,30.1,10.17391304,40.27391304,211.61,1391335.75,48.42447699,1.226724638,49.65120163
bituminous,supercritical,40,2400,10,0.75,1831,40.13,12038825,29.96,10.17222222,40.13222222,220.78,1451628.5,48.19924686,1.226555556,49.42580242
bituminous,supercritical,40,2500,10,0.75,1907,39.97,12538525,29.84,10.17066667,40.01066667,229.94,1511855.5,48.00619247,1.226346667,49.23253914
bituminous,supercritical,43,100,10,0.75,76.35,90.92,502001.25,67.88,10.18,78.06,9.21,60555.75,109.2044351,1.228,110.4324351
bituminous,supercritical,43,200,10,0.75,152.6,68.96,1003345,51.49,10.17333333,61.66333333,18.4,120980,82.83642259,1.226666667,84.06308926
bituminous,supercritical,43,300,10,0.75,228.9,60.45,1505017.5,45.13,10.17333333,55.30333333,27.6,181470,72.60453975,1.226666667,73.83120642
bituminous,supercritical,43,400,10,0.75,305.2,55.7,2006690,41.59,10.17333333,51.76333333,36.8,241960,66.90943515,1.226666667,68.13610181
bituminous,supercritical,43,500,10,0.75,381.5,52.57,2508362.5,39.25,10.17333333,49.42333333,46,302450,63.14487448,1.226666667,64.37154114
bituminous,supercritical,43,600,10,0.75,457.8,50.31,3010035,37.56,10.17333333,47.73333333,55.2,362940,60.4260251,1.226666667,61.65269177
bituminous,supercritical,43,700,10,0.75,534,48.57,3511050,36.26,10.17142857,46.43142857,64.39,423364.25,58.33460251,1.22647619,59.5610787
bituminous,supercritical,43,800,10,0.75,610.3,47.18,4012722.5,35.23,10.17166667,45.40166667,73.59,483854.25,56.6775523,1.2265,57.9040523
bituminous,supercritical,43,900,10,0.75,686.6,46.03,4514395,34.37,10.17185185,44.54185185,82.79,544344.25,55.29399582,1.226518519,56.52051433
bituminous,supercritical,43,1000,10,0.75,762.9,45.05,5016067.5,33.64,10.172,43.812,91.99,604834.25,54.11958159,1.226533333,55.34611492
bituminous,supercritical,43,1100,10,0.75,839.2,44.2,5517740,33,10.17212121,43.17212121,101.19,665324.25,53.08995816,1.226545455,54.31650361
bituminous,supercritical,43,1200,10,0.75,915.4,43.44,6018755,32.43,10.17111111,42.60111111,110.38,725748.5,52.17294979,1.226444444,53.39939424
bituminous,supercritical,43,1300,10,0.75,991.7,42.77,6520427.5,31.93,10.17128205,42.10128205,119.58,786238.5,51.36855649,1.226461538,52.59501802
bituminous,supercritical,43,1400,10,0.75,1068,42.23,7022100,31.53,10.17142857,41.70142857,128.78,846728.5,50.72504184,1.22647619,51.95151803
bituminous,supercritical,43,1500,10,0.75,1144,41.82,7521800,31.22,10.16888889,41.38888889,137.94,906955.5,50.22631799,1.226133333,51.45245132
bituminous,supercritical,43,1600,10,0.75,1221,41.46,8028075,30.96,10.175,41.135,147.22,967971.5,49.80803347,1.226833333,51.03486681
bituminous,supercritical,43,1700,10,0.75,1297,41.14,8527775,30.72,10.17254902,40.89254902,156.39,1028264.25,49.42192469,1.226588235,50.64851292
bituminous,supercritical,43,1800,10,0.75,1373,40.85,9027475,30.5,10.17037037,40.67037037,165.55,1088491.25,49.06799163,1.226296296,50.29428793
bituminous,supercritical,43,1900,10,0.75,1449,40.59,9527175,30.31,10.16842105,40.47842105,174.72,1148784,48.76232218,1.226105263,49.98842744
bituminous,supercritical,43,2000,10,0.75,1526,40.36,10033450,30.13,10.17333333,40.30333333,184,1209800,48.47274059,1.226666667,49.69940725
bituminous,supercritical,43,2100,10,0.75,1602,40.14,10533150,29.97,10.17142857,40.14142857,193.16,1270027,48.21533473,1.226412698,49.44174743
bituminous,supercritical,43,2200,10,0.75,1678,39.94,11032850,29.82,10.16969697,39.98969697,202.33,1330319.75,47.97401674,1.226242424,49.20025916
bituminous,supercritical,43,2300,10,0.75,1755,39.75,11539125,29.68,10.17391304,39.85391304,211.61,1391335.75,47.74878661,1.226724638,48.97551125
bituminous,supercritical,43,2400,10,0.75,1831,39.58,12038825,29.55,10.17222222,39.72222222,220.78,1451628.5,47.53964435,1.226555556,48.76619991
bituminous,supercritical,43,2500,10,0.75,1907,39.42,12538525,29.43,10.17066667,39.60066667,229.94,1511855.5,47.34658996,1.226346667,48.57293662
bituminous,supercritical,47,100,10,0.75,76.35,89.48,502001.25,66.81,10.18,76.99,9.21,60555.75,107.4830335,1.228,108.7110335
bituminous,supercritical,47,200,10,0.75,152.6,67.75,1003345,50.58,10.17333333,60.75333333,18.4,120980,81.37242678,1.226666667,82.59909344
bituminous,supercritical,47,300,10,0.75,228.9,59.36,1505017.5,44.32,10.17333333,54.49333333,27.6,181470,71.30142259,1.226666667,72.52808926
bituminous,supercritical,47,400,10,0.75,305.2,54.67,2006690,40.82,10.17333333,50.99333333,36.8,241960,65.67066946,1.226666667,66.89733612
bituminous,supercritical,47,500,10,0.75,381.5,51.6,2508362.5,38.53,10.17333333,48.70333333,46,302450,61.98654812,1.226666667,63.21321478
bituminous,supercritical,47,600,10,0.75,457.8,49.38,3010035,36.87,10.17333333,47.04333333,55.2,362940,59.31596234,1.226666667,60.54262901
bituminous,supercritical,47,700,10,0.75,534,47.67,3511050,35.59,10.17142857,45.76142857,64.39,423364.25,57.25671548,1.22647619,58.48319167
bituminous,supercritical,47,800,10,0.75,610.3,46.31,4012722.5,34.58,10.17166667,44.75166667,73.59,483854.25,55.631841,1.2265,56.858341
bituminous,supercritical,47,900,10,0.75,686.6,45.17,4514395,33.73,10.17185185,43.90185185,82.79,544344.25,54.26437238,1.226518519,55.4908909
bituminous,supercritical,47,1000,10,0.75,762.9,44.21,5016067.5,33.01,10.172,43.182,91.99,604834.25,53.10604603,1.226533333,54.33257936
bituminous,supercritical,47,1100,10,0.75,839.2,43.38,5517740,32.39,10.17212121,42.56212121,101.19,665324.25,52.10859833,1.226545455,53.33514378
bituminous,supercritical,47,1200,10,0.75,915.4,42.64,6018755,31.84,10.17111111,42.01111111,110.38,725748.5,51.22376569,1.226444444,52.45021013
bituminous,supercritical,47,1300,10,0.75,991.7,41.98,6520427.5,31.34,10.17128205,41.51128205,119.58,786238.5,50.41937238,1.226461538,51.64583392
bituminous,supercritical,47,1400,10,0.75,1068,41.44,7022100,30.94,10.17142857,41.11142857,128.78,846728.5,49.77585774,1.22647619,51.00233393
bituminous,supercritical,47,1500,10,0.75,1144,41.04,7521800,30.64,10.16888889,40.80888889,137.94,906955.5,49.29322176,1.226133333,50.51935509
bituminous,supercritical,47,1600,10,0.75,1221,40.69,8028075,30.38,10.175,40.555,147.22,967971.5,48.87493724,1.226833333,50.10177057
bituminous,supercritical,47,1700,10,0.75,1297,40.38,8527775,30.15,10.17254902,40.32254902,156.39,1028264.25,48.50491632,1.226588235,49.73150455
bituminous,supercritical,47,1800,10,0.75,1373,40.1,9027475,29.94,10.17037037,40.11037037,165.55,1088491.25,48.16707113,1.226296296,49.39336743
bituminous,supercritical,47,1900,10,0.75,1449,39.84,9527175,29.75,10.16842105,39.91842105,174.72,1148784,47.86140167,1.226105263,49.08750694
bituminous,supercritical,47,2000,10,0.75,1526,39.61,10033450,29.57,10.17333333,39.74333333,184,1209800,47.57182008,1.226666667,48.79848675
bituminous,supercritical,47,2100,10,0.75,1602,39.4,10533150,29.42,10.17142857,39.59142857,193.16,1270027,47.33050209,1.226412698,48.55691479
bituminous,supercritical,47,2200,10,0.75,1678,39.2,11032850,29.27,10.16969697,39.43969697,202.33,1330319.75,47.0891841,1.226242424,48.31542652
bituminous,supercritical,47,2300,10,0.75,1755,39.02,11539125,29.13,10.17391304,39.30391304,211.61,1391335.75,46.86395397,1.226724638,48.09067861
bituminous,supercritical,47,2400,10,0.75,1831,38.84,12038825,29,10.17222222,39.17222222,220.78,1451628.5,46.65481172,1.226555556,47.88136727
bituminous,supercritical,47,2500,10,0.75,1907,38.68,12538525,28.88,10.17066667,39.05066667,229.94,1511855.5,46.46175732,1.226346667,47.68810399
bituminous,supercritical,50,100,10,0.75,76.35,88.41,502001.25,66.01,10.18,76.19,9.21,60555.75,106.1960042,1.228,107.4240042
bituminous,supercritical,50,200,10,0.75,152.6,66.84,1003345,49.91,10.17333333,60.08333333,18.4,120980,80.29453975,1.226666667,81.52120642
bituminous,supercritical,50,300,10,0.75,228.9,58.54,1505017.5,43.71,10.17333333,53.88333333,27.6,181470,70.32006276,1.226666667,71.54672943
bituminous,supercritical,50,400,10,0.75,305.2,53.91,2006690,40.25,10.17333333,50.42333333,36.8,241960,64.75366109,1.226666667,65.98032775
bituminous,supercritical,50,500,10,0.75,381.5,50.87,2508362.5,37.98,10.17333333,48.15333333,46,302450,61.10171548,1.226666667,62.32838215
bituminous,supercritical,50,600,10,0.75,457.8,48.68,3010035,36.35,10.17333333,46.52333333,55.2,362940,58.47939331,1.226666667,59.70605997
bituminous,supercritical,50,700,10,0.75,534,47,3511050,35.09,10.17142857,45.26142857,64.39,423364.25,56.45232218,1.22647619,57.67879837
bituminous,supercritical,50,800,10,0.75,610.3,45.65,4012722.5,34.08,10.17166667,44.25166667,73.59,483854.25,54.8274477,1.2265,56.0539477
