primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
coal,ultrasupercritical,10,1800,10,0.75,1251,8225325,34.52,9.266666667,43.78666667,148.13,973954.75,54.02490405,1.097259259,55.12216331
coal,ultrasupercritical,10,1900,10,0.75,1321,8685575,34.24,9.270175439,43.51017544,156.42,1028461.5,53.5866951,1.097684211,54.68437931
coal,ultrasupercritical,10,2000,10,0.75,1390,9139250,33.99,9.266666667,43.25666667,164.59,1082179.25,53.1954371,1.097266667,54.29270377
coal,ultrasupercritical,10,2100,10,0.75,1460,9599500,33.75,9.26984127,43.01984127,172.88,1136686,52.81982942,1.097650794,53.91748022
coal,ultrasupercritical,10,2200,10,0.75,1529,10053175,33.54,9.266666667,42.80666667,181.05,1190403.75,52.49117271,1.097272727,53.58844544
coal,ultrasupercritical,10,2300,10,0.75,1599,10513425,33.34,9.269565217,42.60956522,189.34,1244910.5,52.17816631,1.097623188,53.2757895
coal,ultrasupercritical,10,2400,10,0.75,1668,10967100,33.16,9.266666667,42.42666667,197.51,1298628.25,51.89646055,1.097277778,52.99373833
coal,ultrasupercritical,10,2500,10,0.75,1738,11427350,32.99,9.269333333,42.25933333,205.8,1353135,51.63040512,1.0976,52.72800512
coal,ultrasupercritical,13,100,10,0.75,69.57,457422.75,75.69,9.276,84.966,8.24,54178,118.4572708,1.098666667,119.5559375
coal,ultrasupercritical,13,200,10,0.75,139.1,914582.5,58.3,9.273333333,67.57333333,16.47,108290.25,91.24136461,1.098,92.33936461
coal,ultrasupercritical,13,300,10,0.75,208.6,1371545,51.34,9.271111111,60.61111111,24.7,162402.5,80.348742,1.097777778,81.44651978
coal,ultrasupercritical,13,400,10,0.75,278.1,1828507.5,47.34,9.27,56.61,32.93,216514.75,74.08861407,1.097666667,75.18628074
coal,ultrasupercritical,13,500,10,0.75,347.6,2285470,44.68,9.269333333,53.94933333,41.16,270627,69.925629,1.0976,71.023229
coal,ultrasupercritical,13,600,10,0.75,417.1,2742432.5,42.73,9.268888889,51.99888889,49.39,324739.25,66.87381663,1.097555556,67.97137219
coal,ultrasupercritical,13,700,10,0.75,486.6,3199395,41.22,9.268571429,50.48857143,57.62,378851.5,64.51061834,1.09752381,65.60814215
coal,ultrasupercritical,13,800,10,0.75,556.1,3656357.5,40,9.268333333,49.26833333,65.85,432963.75,62.60127932,1.0975,63.69877932
coal,ultrasupercritical,13,900,10,0.75,625.6,4113320,39,9.268148148,48.26814815,74.08,487076,61.03624733,1.097481481,62.13372882
coal,ultrasupercritical,13,1000,10,0.75,695.1,4570282.5,38.14,9.268,47.408,82.31,541188.25,59.69031983,1.097466667,60.7877865
coal,ultrasupercritical,13,1100,10,0.75,764.6,5027245,37.4,9.267878788,46.66787879,90.54,595300.5,58.53219616,1.097454545,59.62965071
coal,ultrasupercritical,13,1200,10,0.75,834.1,5484207.5,36.75,9.267777778,46.01777778,98.77,649412.75,57.51492537,1.097444444,58.61236982
coal,ultrasupercritical,13,1300,10,0.75,903.6,5941170,36.18,9.267692308,45.44769231,107,703525,56.62285714,1.097435897,57.72029304
coal,ultrasupercritical,13,1400,10,0.75,973.1,6398132.5,35.66,9.267619048,44.92761905,115.23,757637.25,55.80904051,1.097428571,56.90646908
coal,ultrasupercritical,13,1500,10,0.75,1043,6857725,35.19,9.271111111,44.46111111,123.5,812012.5,55.07347548,1.097777778,56.17125326
coal,ultrasupercritical,13,1600,10,0.75,1112,7311400,34.77,9.266666667,44.03666667,131.67,865730.25,54.41616205,1.09725,55.51341205
coal,ultrasupercritical,13,1700,10,0.75,1182,7771650,34.37,9.270588235,43.64058824,139.96,920237,53.79014925,1.09772549,54.88787474
coal,ultrasupercritical,13,1800,10,0.75,1251,8225325,34.01,9.266666667,43.27666667,148.13,973954.75,53.22673774,1.097259259,54.323997
coal,ultrasupercritical,13,1900,10,0.75,1321,8685575,33.74,9.270175439,43.01017544,156.42,1028461.5,52.8041791,1.097684211,53.90186332
coal,ultrasupercritical,13,2000,10,0.75,1390,9139250,33.49,9.266666667,42.75666667,164.59,1082179.25,52.41292111,1.097266667,53.51018778
coal,ultrasupercritical,13,2100,10,0.75,1460,9599500,33.26,9.26984127,42.52984127,172.88,1136686,52.05296375,1.097650794,53.15061455
coal,ultrasupercritical,13,2200,10,0.75,1529,10053175,33.04,9.266666667,42.30666667,181.05,1190403.75,51.70865672,1.097272727,52.80592944
coal,ultrasupercritical,13,2300,10,0.75,1599,10513425,32.85,9.269565217,42.11956522,189.34,1244910.5,51.41130064,1.097623188,52.50892383
coal,ultrasupercritical,13,2400,10,0.75,1668,10967100,32.67,9.266666667,41.93666667,197.51,1298628.25,51.12959488,1.097277778,52.22687266
coal,ultrasupercritical,13,2500,10,0.75,1738,11427350,32.51,9.269333333,41.77933333,205.8,1353135,50.87918977,1.0976,51.97678977
coal,ultrasupercritical,17,100,10,0.75,69.57,457422.75,74.4,9.276,83.676,8.24,54178,116.4383795,1.098666667,117.5370462
coal,ultrasupercritical,17,200,10,0.75,139.1,914582.5,57.21,9.273333333,66.48333333,16.47,108290.25,89.53547974,1.098,90.63347974
coal,ultrasupercritical,17,300,10,0.75,208.6,1371545,50.33,9.271111111,59.60111111,24.7,162402.5,78.7680597,1.097777778,79.86583748
coal,ultrasupercritical,17,400,10,0.75,278.1,1828507.5,46.41,9.27,55.68,32.93,216514.75,72.63313433,1.097666667,73.730801
coal,ultrasupercritical,17,500,10,0.75,347.6,2285470,43.79,9.269333333,53.05933333,41.16,270627,68.53275053,1.0976,69.63035053
coal,ultrasupercritical,17,600,10,0.75,417.1,2742432.5,41.87,9.268888889,51.13888889,49.39,324739.25,65.52788913,1.097555556,66.62544468
coal,ultrasupercritical,17,700,10,0.75,486.6,3199395,40.39,9.268571429,49.65857143,57.62,378851.5,63.21164179,1.09752381,64.3091656
coal,ultrasupercritical,17,800,10,0.75,556.1,3656357.5,39.2,9.268333333,48.46833333,65.85,432963.75,61.34925373,1.0975,62.44675373
coal,ultrasupercritical,17,900,10,0.75,625.6,4113320,38.22,9.268148148,47.48814815,74.08,487076,59.81552239,1.097481481,60.91300387
coal,ultrasupercritical,17,1000,10,0.75,695.1,4570282.5,37.38,9.268,46.648,82.31,541188.25,58.50089552,1.097466667,59.59836219
coal,ultrasupercritical,17,1100,10,0.75,764.6,5027245,36.65,9.267878788,45.91787879,90.54,595300.5,57.35842217,1.097454545,58.45587672
