primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
subbituminous,supercritical,3,100,83.83,109.4,551182.25,10,0.75,15,79.2,11.17733333,90.37733333,10.3,71.2555,-2.2745,-14954.8375,127.4158996,-0.303266667,127.1126329
subbituminous,supercritical,3,200,167.6,85.13,1101970,10,0.75,15,61.63,11.17333333,72.80333333,20.59,142.46,-4.55,-29916.25,99.14951883,-0.303333333,98.8461855
subbituminous,supercritical,3,300,251.3,75.38,1652297.5,10,0.75,15,54.57,11.16888889,65.73888889,30.87,213.605,-6.825,-44874.375,87.79148536,-0.303333333,87.48815202
subbituminous,supercritical,3,400,335.1,69.78,2203282.5,10,0.75,15,50.51,11.17,61.68,41.16,284.835,-9.105,-59865.375,81.25981172,-0.3035,80.95631172
subbituminous,supercritical,3,500,418.8,66.03,2753610,10,0.75,15,47.8,11.168,58.968,51.44,355.98,-11.38,-74823.5,76.9,-0.303466667,76.59653333
subbituminous,supercritical,3,600,502.6,63.28,3304595,10,0.75,15,45.81,11.16888889,56.97888889,61.73,427.21,-13.66,-89814.5,73.69851464,-0.303555556,73.39495909
subbituminous,supercritical,3,700,586.3,61.15,3854922.5,10,0.75,15,44.27,11.16761905,55.43761905,72.01,498.355,-15.935,-104772.625,71.22098326,-0.30352381,70.91745945
subbituminous,supercritical,3,800,670.1,59.42,4405907.5,10,0.75,15,43.01,11.16833333,54.17833333,82.31,569.585,-18.205,-119697.875,69.19391213,-0.303416667,68.89049547
subbituminous,supercritical,3,900,753.8,57.99,4956235,10,0.75,15,41.98,11.16740741,53.14740741,92.59,640.73,-20.48,-134656,67.53686192,-0.303407407,67.23345452
subbituminous,supercritical,3,1000,837.6,56.77,5507220,10,0.75,15,41.1,11.168,52.268,102.88,711.96,-22.76,-149647,66.12112971,-0.303466667,65.81766304
subbituminous,supercritical,3,1100,921.4,55.72,6058205,10,0.75,15,40.34,11.16848485,51.50848485,113.17,783.19,-25.04,-164638,64.89845188,-0.303515152,64.59493673
subbituminous,supercritical,3,1200,1005,54.79,6607875,10,0.75,15,39.66,11.16666667,50.82666667,123.44,854.25,-27.31,-179563.25,63.80447699,-0.303444444,63.50103254
subbituminous,supercritical,3,1300,1089,53.96,7160175,10,0.75,15,39.06,11.16923077,50.22923077,133.76,925.65,-29.59,-194554.25,62.83920502,-0.303487179,62.53571784
subbituminous,supercritical,3,1400,1173,53.22,7712475,10,0.75,15,38.53,11.17142857,49.70142857,144.08,997.05,-31.87,-209545.25,61.98654812,-0.30352381,61.68302431
subbituminous,supercritical,3,1500,1256,52.54,8258200,10,0.75,15,38.03,11.16444444,49.19444444,154.27,1067.6,-34.13,-224404.75,61.18215481,-0.303377778,60.87877703
subbituminous,supercritical,3,1600,1340,52.04,8810500,10,0.75,15,37.67,11.16666667,48.83666667,164.59,1139,-36.41,-239395.75,60.60299163,-0.303416667,60.29957497
subbituminous,supercritical,3,1700,1424,51.6,9362800,10,0.75,15,37.35,11.16862745,48.51862745,174.91,1210.4,-38.69,-254386.75,60.08817992,-0.30345098,59.78472894
subbituminous,supercritical,3,1800,1508,51.2,9915100,10,0.75,15,37.06,11.17037037,48.23037037,185.22,1281.8,-40.98,-269443.5,59.6216318,-0.303555556,59.31807624
subbituminous,supercritical,3,1900,1591,50.85,10460825,10,0.75,15,36.81,11.16491228,47.97491228,195.42,1352.35,-43.23,-284237.25,59.21943515,-0.303368421,58.91606673
subbituminous,supercritical,3,2000,1675,50.52,11013125,10,0.75,15,36.57,11.16666667,47.73666667,205.74,1423.75,-45.51,-299228.25,58.83332636,-0.3034,58.52992636
subbituminous,supercritical,3,2100,1759,50.23,11565425,10,0.75,15,36.36,11.16825397,47.52825397,216.05,1495.15,-47.8,-314285,58.49548117,-0.303492063,58.19198911
subbituminous,supercritical,3,2200,1843,49.97,12117725,10,0.75,15,36.17,11.16969697,47.33969697,226.37,1566.55,-50.08,-329276,58.18981172,-0.303515152,57.88629656
subbituminous,supercritical,3,2300,1926,49.73,12663450,10,0.75,15,36,11.16521739,47.16521739,236.57,1637.1,-52.33,-344069.75,57.91631799,-0.303362319,57.61295567
subbituminous,supercritical,3,2400,2010,49.5,13215750,10,0.75,15,35.83,11.16666667,46.99666667,246.88,1708.5,-54.62,-359126.5,57.64282427,-0.303444444,57.33937982
subbituminous,supercritical,3,2500,2094,49.3,13768050,10,0.75,15,35.69,11.168,46.858,257.2,1779.9,-56.9,-374117.5,57.41759414,-0.303466667,57.11412748
subbituminous,supercritical,7,100,83.83,107.7,551182.25,10,0.75,15,77.97,11.17733333,89.14733333,10.3,71.2555,-2.2745,-14954.8375,125.4370921,-0.303266667,125.1338254
subbituminous,supercritical,7,200,167.6,83.71,1101970,10,0.75,15,60.6,11.17333333,71.77333333,20.59,142.46,-4.55,-29916.25,97.49246862,-0.303333333,97.18913529
