primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal_biomass,subcritical,3,100,68.096,104.7,447731.2,10,0.75,15,82.21,9.079466667,91.28946667,8.53,57.8816,-1.6844,-11074.93,138.6019835,-0.224586667,138.3773968
coal_biomass,subcritical,3,200,136.16,80.42,895252,10,0.75,15,63.15,9.077333333,72.22733333,17.05,115.736,-3.374,-22184.05,106.4677686,-0.224933333,106.2428353
coal_biomass,subcritical,3,300,204.16,70.78,1342352,10,0.75,15,55.58,9.073777778,64.65377778,25.56,173.536,-5.064,-33295.8,93.70512397,-0.225066667,93.4800573
coal_biomass,subcritical,3,400,272.24,65.3,1789978,10,0.75,15,51.27,9.074666667,60.34466667,34.09,231.404,-6.746,-44354.95,86.43867769,-0.224866667,86.21381102
coal_biomass,subcritical,3,500,340.24,61.64,2237078,10,0.75,15,48.4,9.073066667,57.47306667,42.6,289.204,-8.436,-55466.7,81.6,-0.22496,81.37504
coal_biomass,subcritical,3,600,408.32,58.97,2684704,10,0.75,15,46.3,9.073777778,55.37377778,51.12,347.072,-10.128,-66591.6,78.05950413,-0.225066667,77.83443747
coal_biomass,subcritical,3,700,476.32,56.9,3131804,10,0.75,15,44.68,9.072761905,53.7527619,59.64,404.872,-11.808,-77637.6,75.32826446,-0.224914286,75.10335018
coal_biomass,subcritical,3,800,544.4,55.24,3579430,10,0.75,15,43.37,9.073333333,52.44333333,68.16,462.74,-13.5,-88762.5,73.11966942,-0.225,72.89466942
coal_biomass,subcritical,3,900,612.4,53.86,4026530,10,0.75,15,42.29,9.072592593,51.36259259,76.68,520.54,-15.18,-99808.5,71.29884298,-0.224888889,71.07395409
coal_biomass,subcritical,3,1000,680.48,52.69,4474156,10,0.75,15,41.37,9.073066667,50.44306667,85.2,578.408,-16.872,-110933.4,69.7477686,-0.22496,69.5228086
coal_biomass,subcritical,3,1100,748.48,51.67,4921256,10,0.75,15,40.57,9.072484848,49.64248485,93.71,636.208,-18.562,-122045.15,68.39900826,-0.224993939,68.17401433
coal_biomass,subcritical,3,1200,816.8,50.77,5370460,10,0.75,15,39.86,9.075555556,48.93555556,102.27,694.28,-20.25,-133143.75,67.20198347,-0.225,66.97698347
coal_biomass,subcritical,3,1300,884.8,49.97,5817560,10,0.75,15,39.24,9.074871795,48.31487179,110.78,752.08,-21.94,-144255.5,66.15669421,-0.225025641,65.93166857
coal_biomass,subcritical,3,1400,952.8,49.32,6264660,10,0.75,15,38.73,9.074285714,47.80428571,119.3,809.88,-23.62,-155301.5,65.2968595,-0.224952381,65.07190712
coal_biomass,subcritical,3,1500,1020.8,48.82,6711760,10,0.75,15,38.33,9.073777778,47.40377778,127.81,867.68,-25.31,-166413.25,64.62247934,-0.224977778,64.39750156
coal_biomass,subcritical,3,1600,1088.8,48.38,7158860,10,0.75,15,37.99,9.073333333,47.06333333,136.32,925.48,-27,-177525,64.0492562,-0.225,63.8242562
coal_biomass,subcritical,3,1700,1156.8,47.99,7605960,10,0.75,15,37.68,9.072941176,46.75294118,144.84,983.28,-28.68,-188571,63.52661157,-0.224941176,63.30167039
coal_biomass,subcritical,3,1800,1224.8,47.64,8053060,10,0.75,15,37.41,9.072592593,46.48259259,153.35,1041.08,-30.37,-199682.75,63.07140496,-0.224962963,62.846442
coal_biomass,subcritical,3,1900,1292.8,47.33,8500160,10,0.75,15,37.16,9.072280702,46.2322807,161.87,1098.88,-32.05,-210728.75,62.64991736,-0.224912281,62.42500507
coal_biomass,subcritical,3,2000,1360.8,47.05,8947260,10,0.75,15,36.94,9.072,46.012,170.38,1156.68,-33.74,-221840.5,62.27900826,-0.224933333,62.05407493
coal_biomass,subcritical,3,2100,1428.8,46.8,9394360,10,0.75,15,36.75,9.071746032,45.82174603,178.89,1214.48,-35.43,-232952.25,61.95867769,-0.224952381,61.7337253
