primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal_biomass,supercritical,7,2500,1607.2,45.94,10567340,10,0.75,15,34.61,8.571733333,43.18173333,200,1366.12,-41.08,-270101,55.6801046,-0.219093333,55.46101127
coal_biomass,supercritical,10,100,64.336,104.5,423009.2,10,0.75,15,78.74,8.578133333,87.31813333,8.01,54.6856,-1.6404,-10785.63,126.6758577,-0.21872,126.4571377
coal_biomass,supercritical,10,200,128.64,80.32,845808,10,0.75,15,60.52,8.576,69.096,16.01,109.344,-3.286,-21605.45,97.36376569,-0.219066667,97.14469902
coal_biomass,supercritical,10,300,192.88,70.67,1268186,10,0.75,15,53.25,8.572444444,61.82244444,24,163.948,-4.932,-32427.9,85.66788703,-0.2192,85.44868703
coal_biomass,supercritical,10,400,257.12,65.17,1690564,10,0.75,15,49.1,8.570666667,57.67066667,32,218.552,-6.568,-43184.6,78.99142259,-0.218933333,78.77248926
coal_biomass,supercritical,10,500,321.44,61.5,2113468,10,0.75,15,46.34,8.571733333,54.91173333,40,273.224,-8.216,-54020.2,74.55117155,-0.219093333,74.33207821
coal_biomass,supercritical,10,600,385.68,58.82,2535846,10,0.75,15,44.32,8.570666667,52.89066667,47.99,327.828,-9.862,-64842.65,71.30142259,-0.219155556,71.08226704
coal_biomass,supercritical,10,700,450,56.74,2958750,10,0.75,15,42.75,8.571428571,51.32142857,56,382.5,-11.5,-75612.5,68.77562762,-0.219047619,68.55658
coal_biomass,supercritical,10,800,514.24,55.07,3381128,10,0.75,15,41.49,8.570666667,50.06066667,63.99,437.104,-13.146,-86434.95,66.74855649,-0.2191,66.52945649
coal_biomass,supercritical,10,900,578.56,53.69,3804032,10,0.75,15,40.45,8.571259259,49.02125926,72,491.776,-14.784,-97204.8,65.07541841,-0.219022222,64.85639619
coal_biomass,supercritical,10,1000,642.8,52.51,4226410,10,0.75,15,39.56,8.570666667,48.13066667,79.99,546.38,-16.43,-108027.25,63.64359833,-0.219066667,63.42453166
coal_biomass,supercritical,10,1100,707.04,51.49,4648788,10,0.75,15,38.8,8.570181818,47.37018182,87.98,600.984,-18.076,-118849.7,62.4209205,-0.21910303,62.20181747
coal_biomass,supercritical,10,1200,771.36,50.59,5071692,10,0.75,15,38.12,8.570666667,46.69066667,95.99,655.656,-19.714,-129619.55,61.32694561,-0.219044444,61.10790116
coal_biomass,supercritical,10,1300,836,49.8,5496700,10,0.75,15,37.52,8.574358974,46.09435897,104.03,710.6,-21.37,-140507.75,60.36167364,-0.219179487,60.14249415
coal_biomass,supercritical,10,1400,900,49.08,5917500,10,0.75,15,36.98,8.571428571,45.55142857,112,765,-23,-151225,59.49292887,-0.219047619,59.27388125
coal_biomass,supercritical,10,1500,964,48.43,6338300,10,0.75,15,36.49,8.568888889,45.05888889,119.96,819.4,-24.64,-162008,58.70462343,-0.219022222,58.48560121
coal_biomass,supercritical,10,1600,1028.8,47.95,6764360,10,0.75,15,36.13,8.573333333,44.70333333,128.02,874.48,-26.3,-172922.5,58.12546025,-0.219166667,57.90629358
coal_biomass,supercritical,10,1700,1092.8,47.52,7185160,10,0.75,15,35.8,8.570980392,44.37098039,135.99,928.88,-27.93,-183639.75,57.59456067,-0.219058824,57.37550185
coal_biomass,supercritical,10,1800,1156.8,47.14,7605960,10,0.75,15,35.52,8.568888889,44.08888889,143.95,983.28,-29.57,-194422.75,57.14410042,-0.219037037,56.92506338
coal_biomass,supercritical,10,1900,1221.6,46.8,8032020,10,0.75,15,35.26,8.572631579,43.83263158,152.02,1038.36,-31.22,-205271.5,56.7258159,-0.219087719,56.50672818
coal_biomass,supercritical,10,2000,1285.6,46.5,8452820,10,0.75,15,35.04,8.570666667,43.61066667,159.98,1092.76,-32.86,-216054.5,56.37188285,-0.219066667,56.15281618
coal_biomass,supercritical,10,2100,1349.6,46.22,8873620,10,0.75,15,34.83,8.568888889,43.39888889,167.94,1147.16,-34.5,-226837.5,56.03403766,-0.219047619,55.81499004
coal_biomass,supercritical,10,2200,1414.4,45.96,9299680,10,0.75,15,34.63,8.572121212,43.20212121,176.01,1202.24,-36.15,-237686.25,55.71228033,-0.219090909,55.49318943
coal_biomass,supercritical,10,2300,1478.4,45.73,9720480,10,0.75,15,34.46,8.570434783,43.03043478,183.97,1256.64,-37.79,-248469.25,55.43878661,-0.219072464,55.21971415
coal_biomass,supercritical,10,2400,1542.4,45.52,10141280,10,0.75,15,34.3,8.568888889,42.86888889,191.94,1311.04,-39.42,-259186.5,55.18138075,-0.219,54.96238075
coal_biomass,supercritical,10,2500,1607.2,45.32,10567340,10,0.75,15,34.15,8.571733333,42.72173333,200,1366.12,-41.08,-270101,54.94006276,-0.219093333,54.72096943
coal_biomass,supercritical,13,100,64.336,103.3,423009.2,10,0.75,15,77.83,8.578133333,86.40813333,8.01,54.6856,-1.6404,-10785.63,125.2118619,-0.21872,124.9931419
coal_biomass,supercritical,13,200,128.64,79.29,845808,10,0.75,15,59.74,8.576,68.316,16.01,109.344,-3.286,-21605.45,96.10891213,-0.219066667,95.88984547
coal_biomass,supercritical,13,300,192.88,69.74,1268186,10,0.75,15,52.55,8.572444444,61.12244444,24,163.948,-4.932,-32427.9,84.5417364,-0.2192,84.3225364
coal_biomass,supercritical,13,400,257.12,64.3,1690564,10,0.75,15,48.45,8.570666667,57.02066667,32,218.552,-6.568,-43184.6,77.9457113,-0.218933333,77.72677796
coal_biomass,supercritical,13,500,321.44,60.67,2113468,10,0.75,15,45.71,8.571733333,54.28173333,40,273.224,-8.216,-54020.2,73.53763598,-0.219093333,73.31854265
coal_biomass,supercritical,13,600,385.68,58.02,2535846,10,0.75,15,43.72,8.570666667,52.29066667,47.99,327.828,-9.862,-64842.65,70.33615063,-0.219155556,70.11699507
coal_biomass,supercritical,13,700,450,55.97,2958750,10,0.75,15,42.17,8.571428571,50.74142857,56,382.5,-11.5,-75612.5,67.84253138,-0.219047619,67.62348376
coal_biomass,supercritical,13,800,514.24,54.32,3381128,10,0.75,15,40.93,8.570666667,49.50066667,63.99,437.104,-13.146,-86434.95,65.84763598,-0.2191,65.62853598
coal_biomass,supercritical,13,900,578.56,52.96,3804032,10,0.75,15,39.9,8.571259259,48.47125926,72,491.776,-14.784,-97204.8,64.19058577,-0.219022222,63.97156355
coal_biomass,supercritical,13,1000,642.8,51.8,4226410,10,0.75,15,39.03,8.570666667,47.60066667,79.99,546.38,-16.43,-108027.25,62.79094142,-0.219066667,62.57187476
coal_biomass,supercritical,13,1100,707.04,50.79,4648788,10,0.75,15,38.27,8.570181818,46.84018182,87.98,600.984,-18.076,-118849.7,61.5682636,-0.21910303,61.34916057
coal_biomass,supercritical,13,1200,771.36,49.91,5071692,10,0.75,15,37.61,8.570666667,46.18066667,95.99,655.656,-19.714,-129619.55,60.50646444,-0.219044444,60.28741999
coal_biomass,supercritical,13,1300,836,49.12,5496700,10,0.75,15,37.01,8.574358974,45.58435897,104.03,710.6,-21.37,-140507.75,59.54119247,-0.219179487,59.32201298
coal_biomass,supercritical,13,1400,900,48.41,5917500,10,0.75,15,36.48,8.571428571,45.05142857,112,765,-23,-151225,58.68853556,-0.219047619,58.46948795
coal_biomass,supercritical,13,1500,964,47.77,6338300,10,0.75,15,35.99,8.568888889,44.55888889,119.96,819.4,-24.64,-162008,57.90023013,-0.219022222,57.6812079
coal_biomass,supercritical,13,1600,1028.8,47.3,6764360,10,0.75,15,35.64,8.573333333,44.21333333,128.02,874.48,-26.3,-172922.5,57.33715481,-0.219166667,57.11798815
coal_biomass,supercritical,13,1700,1092.8,46.88,7185160,10,0.75,15,35.32,8.570980392,43.89098039,135.99,928.88,-27.93,-183639.75,56.8223431,-0.219058824,56.60328427
coal_biomass,supercritical,13,1800,1156.8,46.5,7605960,10,0.75,15,35.04,8.568888889,43.60888889,143.95,983.28,-29.57,-194422.75,56.37188285,-0.219037037,56.15284581
coal_biomass,supercritical,13,1900,1221.6,46.17,8032020,10,0.75,15,34.79,8.572631579,43.36263158,152.02,1038.36,-31.22,-205271.5,55.96968619,-0.219087719,55.75059847
coal_biomass,supercritical,13,2000,1285.6,45.87,8452820,10,0.75,15,34.56,8.570666667,43.13066667,159.98,1092.76,-32.86,-216054.5,55.59966527,-0.219066667,55.38059861
coal_biomass,supercritical,13,2100,1349.6,45.59,8873620,10,0.75,15,34.35,8.568888889,42.91888889,167.94,1147.16,-34.5,-226837.5,55.26182008,-0.219047619,55.04277246
coal_biomass,supercritical,13,2200,1414.4,45.34,9299680,10,0.75,15,34.16,8.572121212,42.73212121,176.01,1202.24,-36.15,-237686.25,54.95615063,-0.219090909,54.73705972
coal_biomass,supercritical,13,2300,1478.4,45.11,9720480,10,0.75,15,33.99,8.570434783,42.56043478,183.97,1256.64,-37.79,-248469.25,54.6826569,-0.219072464,54.46358444
coal_biomass,supercritical,13,2400,1542.4,44.9,10141280,10,0.75,15,33.83,8.568888889,42.39888889,191.94,1311.04,-39.42,-259186.5,54.42525105,-0.219,54.20625105
