primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal,IGCC,300,3,245,92.37,1609650,10,0.75,15,62.06,10.88888889,72.94888889,25.5,208.25,-11.25,-73968.75,78.87547758,-0.5,78.37547758
coal,IGCC,300,7,245,91.89,1609650,10,0.75,15,61.74,10.88888889,72.62888889,25.5,208.25,-11.25,-73968.75,78.46877193,-0.5,77.96877193
coal,IGCC,300,10,245,91.54,1609650,10,0.75,15,61.51,10.88888889,72.39888889,25.5,208.25,-11.25,-73968.75,78.17645224,-0.5,77.67645224
coal,IGCC,300,13,245,91.18,1609650,10,0.75,15,61.26,10.88888889,72.14888889,25.5,208.25,-11.25,-73968.75,77.85871345,-0.5,77.35871345
coal,IGCC,300,17,245,90.71,1609650,10,0.75,15,60.95,10.88888889,71.83888889,25.5,208.25,-11.25,-73968.75,77.46471735,-0.5,76.96471735
coal,IGCC,300,20,245,90.35,1609650,10,0.75,15,60.71,10.88888889,71.59888889,25.5,208.25,-11.25,-73968.75,77.15968811,-0.5,76.65968811
coal,IGCC,300,23,245,90,1609650,10,0.75,15,60.47,10.88888889,71.35888889,25.5,208.25,-11.25,-73968.75,76.85465887,-0.5,76.35465887
coal,IGCC,300,27,245,89.52,1609650,10,0.75,15,60.15,10.88888889,71.03888889,25.5,208.25,-11.25,-73968.75,76.44795322,-0.5,75.94795322
coal,IGCC,300,30,245,89.17,1609650,10,0.75,15,59.91,10.88888889,70.79888889,25.5,208.25,-11.25,-73968.75,76.14292398,-0.5,75.64292398
coal,IGCC,300,33,245,88.81,1609650,10,0.75,15,59.67,10.88888889,70.55888889,25.5,208.25,-11.25,-73968.75,75.83789474,-0.5,75.33789474
coal,IGCC,300,37,245,88.34,1609650,10,0.75,15,59.36,10.88888889,70.24888889,25.5,208.25,-11.25,-73968.75,75.44389864,-0.5,74.94389864
coal,IGCC,300,40,245,87.98,1609650,10,0.75,15,59.11,10.88888889,69.99888889,25.5,208.25,-11.25,-73968.75,75.12615984,-0.5,74.62615984
coal,IGCC,300,43,245,87.63,1609650,10,0.75,15,58.88,10.88888889,69.76888889,25.5,208.25,-11.25,-73968.75,74.83384016,-0.5,74.33384016
coal,IGCC,300,47,245,87.15,1609650,10,0.75,15,58.56,10.88888889,69.44888889,25.5,208.25,-11.25,-73968.75,74.4271345,-0.5,73.9271345
coal,IGCC,300,50,245,86.8,1609650,10,0.75,15,58.32,10.88888889,69.20888889,25.5,208.25,-11.25,-73968.75,74.12210526,-0.5,73.62210526
coal,IGCC,300,53,245,86.44,1609650,10,0.75,15,58.08,10.88888889,68.96888889,25.5,208.25,-11.25,-73968.75,73.81707602,-0.5,73.31707602
coal,IGCC,300,57,245,85.97,1609650,10,0.75,15,57.76,10.88888889,68.64888889,25.5,208.25,-11.25,-73968.75,73.41037037,-0.5,72.91037037
coal,IGCC,300,60,245,85.61,1609650,10,0.75,15,57.52,10.88888889,68.40888889,25.5,208.25,-11.25,-73968.75,73.10534113,-0.5,72.60534113
coal,IGCC,300,63,245,85.26,1609650,10,0.75,15,57.29,10.88888889,68.17888889,25.5,208.25,-11.25,-73968.75,72.81302144,-0.5,72.31302144
coal,IGCC,300,67,245,84.78,1609650,10,0.75,15,56.96,10.88888889,67.84888889,25.5,208.25,-11.25,-73968.75,72.39360624,-0.5,71.89360624
coal,IGCC,300,70,245,84.43,1609650,10,0.75,15,56.73,10.88888889,67.61888889,25.5,208.25,-11.25,-73968.75,72.10128655,-0.5,71.60128655
coal,IGCC,300,73,245,84.07,1609650,10,0.75,15,56.49,10.88888889,67.37888889,25.5,208.25,-11.25,-73968.75,71.79625731,-0.5,71.29625731
coal,IGCC,300,77,245,83.6,1609650,10,0.75,15,56.17,10.88888889,67.05888889,25.5,208.25,-11.25,-73968.75,71.38955166,-0.5,70.88955166
coal,IGCC,300,80,245,83.24,1609650,10,0.75,15,55.93,10.88888889,66.81888889,25.5,208.25,-11.25,-73968.75,71.08452242,-0.5,70.58452242
coal,IGCC,300,83,245,82.89,1609650,10,0.75,15,55.69,10.88888889,66.57888889,25.5,208.25,-11.25,-73968.75,70.77949318,-0.5,70.27949318
coal,IGCC,300,87,245,82.41,1609650,10,0.75,15,55.37,10.88888889,66.25888889,25.5,208.25,-11.25,-73968.75,70.37278752,-0.5,69.87278752
coal,IGCC,300,90,245,82.06,1609650,10,0.75,15,55.14,10.88888889,66.02888889,25.5,208.25,-11.25,-73968.75,70.08046784,-0.5,69.58046784
coal,IGCC,300,93,245,81.7,1609650,10,0.75,15,54.89,10.88888889,65.77888889,25.5,208.25,-11.25,-73968.75,69.76272904,-0.5,69.26272904
coal,IGCC,300,97,245,81.23,1609650,10,0.75,15,54.58,10.88888889,65.46888889,25.5,208.25,-11.25,-73968.75,69.36873294,-0.5,68.86873294
coal,IGCC,300,100,245,80.87,1609650,10,0.75,15,54.34,10.88888889,65.22888889,25.5,208.25,-11.25,-73968.75,69.0637037,-0.5,68.5637037
coal,IGCC,600,3,490,76.35,3219300,10,0.75,15,51.3,10.88888889,62.18888889,51,416.5,-22.5,335325,65.2,-0.5,64.7
coal,IGCC,600,7,490,75.9,3219300,10,0.75,15,51,10.88888889,61.88888889,51,416.5,-22.5,335325,64.81871345,-0.5,64.31871345
coal,IGCC,600,10,490,75.56,3219300,10,0.75,15,50.77,10.88888889,61.65888889,51,416.5,-22.5,335325,64.52639376,-0.5,64.02639376
coal,IGCC,600,13,490,75.23,3219300,10,0.75,15,50.55,10.88888889,61.43888889,51,416.5,-22.5,335325,64.24678363,-0.5,63.74678363
coal,IGCC,600,17,490,74.78,3219300,10,0.75,15,50.25,10.88888889,61.13888889,51,416.5,-22.5,335325,63.86549708,-0.5,63.36549708
coal,IGCC,600,20,490,74.44,3219300,10,0.75,15,50.02,10.88888889,60.90888889,51,416.5,-22.5,335325,63.57317739,-0.5,63.07317739
coal,IGCC,600,23,490,74.1,3219300,10,0.75,15,49.79,10.88888889,60.67888889,51,416.5,-22.5,335325,63.2808577,-0.5,62.7808577
