primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
bituminous,subcritical,43,1800,1454,40.85,9560050,10,0.75,30.16,10.77037037,40.93037037,179.46,1235.9,-38.64,1179949.5,53.50121739,-0.286222222,53.21499517
bituminous,subcritical,43,1900,1534,40.59,10086050,10,0.75,29.97,10.76491228,40.73491228,189.34,1303.9,-40.76,1244910.5,53.16417391,-0.286035088,52.87813883
bituminous,subcritical,43,2000,1615,40.36,10618625,10,0.75,29.8,10.76666667,40.56666667,199.34,1372.75,-42.91,1310660.5,52.8626087,-0.286066667,52.57654203
bituminous,subcritical,43,2100,1696,40.14,11151200,10,0.75,29.64,10.76825397,40.40825397,209.33,1441.6,-45.07,1376344.75,52.57878261,-0.28615873,52.29262388
bituminous,subcritical,43,2200,1777,39.94,11683775,10,0.75,29.49,10.76969697,40.25969697,219.33,1510.45,-47.22,1442094.75,52.31269565,-0.286181818,52.02651383
bituminous,subcritical,43,2300,1857,39.75,12209775,10,0.75,29.35,10.76521739,40.11521739,229.2,1578.45,-49.35,1506990,52.06434783,-0.286086957,51.77826087
bituminous,subcritical,43,2400,1938,39.58,12742350,10,0.75,29.22,10.76666667,39.98666667,239.2,1647.3,-51.5,1572740,51.83373913,-0.286111111,51.54762802
bituminous,subcritical,43,2500,2019,39.42,13274925,10,0.75,29.11,10.768,39.878,249.2,1716.15,-53.65,1638490,51.6386087,-0.286133333,51.35247536
bituminous,subcritical,47,100,80.82,89.48,531391.5,10,0.75,66.07,10.776,76.846,9.98,68.697,-2.143,65618.5,117.2024348,-0.285733333,116.9167014
bituminous,subcritical,47,200,161.6,67.75,1062520,10,0.75,50.02,10.77333333,60.79333333,19.95,137.36,-4.29,131171.25,88.73113043,-0.286,88.44513043
bituminous,subcritical,47,300,242.3,59.36,1593122.5,10,0.75,43.83,10.76888889,54.59888889,29.91,205.955,-6.435,196658.25,77.7506087,-0.286,77.4646087
bituminous,subcritical,47,400,323.1,54.67,2124382.5,10,0.75,40.37,10.77,51.14,39.88,274.635,-8.585,262211,71.61286957,-0.286166667,71.3267029
bituminous,subcritical,47,500,403.8,51.6,2654985,10,0.75,38.1,10.768,48.868,49.84,343.23,-10.73,327698,67.58608696,-0.286133333,67.29995362
bituminous,subcritical,47,600,484.6,49.38,3186245,10,0.75,36.46,10.76888889,47.22888889,59.81,411.91,-12.88,393250.75,64.67686957,-0.286222222,64.39064734
bituminous,subcritical,47,700,565.3,47.67,3716847.5,10,0.75,35.2,10.76761905,45.96761905,69.77,480.505,-15.025,458737.75,62.44173913,-0.286190476,62.15554865
bituminous,subcritical,47,800,646.1,46.31,4248107.5,10,0.75,34.19,10.76833333,44.95833333,79.75,549.185,-17.165,524356.25,60.65008696,-0.286083333,60.36400362
bituminous,subcritical,47,900,726.8,45.17,4778710,10,0.75,33.35,10.76740741,44.11740741,89.71,617.78,-19.31,589843.25,59.16,-0.286074074,58.87392593
bituminous,subcritical,47,1000,807.6,44.21,5309970,10,0.75,32.64,10.768,43.408,99.68,686.46,-21.46,655396,57.90052174,-0.286133333,57.61438841
bituminous,subcritical,47,1100,888.3,43.38,5840572.5,10,0.75,32.03,10.76727273,42.79727273,109.64,755.055,-23.605,720883,56.81843478,-0.286121212,56.53231357
bituminous,subcritical,47,1200,969.1,42.64,6371832.5,10,0.75,31.48,10.76777778,42.24777778,119.61,823.735,-25.755,786435.75,55.84278261,-0.286166667,55.55661594
bituminous,subcritical,47,1300,1050,41.98,6903750,10,0.75,31,10.76923077,41.76923077,129.6,892.5,-27.9,852120,54.99130435,-0.286153846,54.7051505
bituminous,subcritical,47,1400,1131,41.44,7436325,10,0.75,30.6,10.77142857,41.37142857,139.6,961.35,-30.05,917870,54.28173913,-0.286190476,53.99554865
bituminous,subcritical,47,1500,1211,41.04,7962325,10,0.75,30.3,10.76444444,41.06444444,149.47,1029.35,-32.18,982765.25,53.74956522,-0.286044444,53.46352077
bituminous,subcritical,47,1600,1292,40.69,8494900,10,0.75,30.04,10.76666667,40.80666667,159.47,1098.2,-34.33,1048515.25,53.28834783,-0.286083333,53.00226449
bituminous,subcritical,47,1700,1373,40.38,9027475,10,0.75,29.82,10.76862745,40.58862745,169.47,1167.05,-36.48,1114265.25,52.89808696,-0.286117647,52.61196931
bituminous,subcritical,47,1800,1454,40.1,9560050,10,0.75,29.61,10.77037037,40.38037037,179.46,1235.9,-38.64,1179949.5,52.52556522,-0.286222222,52.239343
bituminous,subcritical,47,1900,1534,39.84,10086050,10,0.75,29.42,10.76491228,40.18491228,189.34,1303.9,-40.76,1244910.5,52.18852174,-0.286035088,51.90248665
bituminous,subcritical,47,2000,1615,39.61,10618625,10,0.75,29.25,10.76666667,40.01666667,199.34,1372.75,-42.91,1310660.5,51.88695652,-0.286066667,51.60088986
bituminous,subcritical,47,2100,1696,39.4,11151200,10,0.75,29.09,10.76825397,39.85825397,209.33,1441.6,-45.07,1376344.75,51.60313043,-0.28615873,51.3169717
bituminous,subcritical,47,2200,1777,39.2,11683775,10,0.75,28.94,10.76969697,39.70969697,219.33,1510.45,-47.22,1442094.75,51.33704348,-0.286181818,51.05086166
bituminous,subcritical,47,2300,1857,39.02,12209775,10,0.75,28.81,10.76521739,39.57521739,229.2,1578.45,-49.35,1506990,51.10643478,-0.286086957,50.82034783
bituminous,subcritical,47,2400,1938,38.84,12742350,10,0.75,28.68,10.76666667,39.44666667,239.2,1647.3,-51.5,1572740,50.87582609,-0.286111111,50.58971498
bituminous,subcritical,47,2500,2019,38.68,13274925,10,0.75,28.56,10.768,39.328,249.2,1716.15,-53.65,1638490,50.66295652,-0.286133333,50.37682319
bituminous,subcritical,50,100,80.82,88.41,531391.5,10,0.75,65.28,10.776,76.056,9.98,68.697,-2.143,65618.5,115.8010435,-0.285733333,115.5153101
bituminous,subcritical,50,200,161.6,66.84,1062520,10,0.75,49.35,10.77333333,60.12333333,19.95,137.36,-4.29,131171.25,87.5426087,-0.286,87.2566087
bituminous,subcritical,50,300,242.3,58.54,1593122.5,10,0.75,43.22,10.76888889,53.98888889,29.91,205.955,-6.435,196658.25,76.66852174,-0.286,76.38252174
bituminous,subcritical,50,400,323.1,53.91,2124382.5,10,0.75,39.81,10.77,50.58,39.88,274.635,-8.585,262211,70.61947826,-0.286166667,70.33331159
bituminous,subcritical,50,500,403.8,50.87,2654985,10,0.75,37.56,10.768,48.328,49.84,343.23,-10.73,327698,66.62817391,-0.286133333,66.34204058
bituminous,subcritical,50,600,484.6,48.68,3186245,10,0.75,35.94,10.76888889,46.70888889,59.81,411.91,-12.88,393250.75,63.75443478,-0.286222222,63.46821256
bituminous,subcritical,50,700,565.3,47,3716847.5,10,0.75,34.7,10.76761905,45.46761905,69.77,480.505,-15.025,458737.75,61.55478261,-0.286190476,61.26859213
bituminous,subcritical,50,800,646.1,45.65,4248107.5,10,0.75,33.71,10.76833333,44.47833333,79.75,549.185,-17.165,524356.25,59.7986087,-0.286083333,59.51252536
bituminous,subcritical,50,900,726.8,44.53,4778710,10,0.75,32.88,10.76740741,43.64740741,89.71,617.78,-19.31,589843.25,58.32626087,-0.286074074,58.0401868
bituminous,subcritical,50,1000,807.6,43.59,5309970,10,0.75,32.19,10.768,42.958,99.68,686.46,-21.46,655396,57.10226087,-0.286133333,56.81612754
bituminous,subcritical,50,1100,888.3,42.76,5840572.5,10,0.75,31.57,10.76727273,42.33727273,109.64,755.055,-23.605,720883,56.00243478,-0.286121212,55.71631357
bituminous,subcritical,50,1200,969.1,42.03,6371832.5,10,0.75,31.03,10.76777778,41.79777778,119.61,823.735,-25.755,786435.75,55.04452174,-0.286166667,54.75835507
bituminous,subcritical,50,1300,1050,41.38,6903750,10,0.75,30.55,10.76923077,41.31923077,129.6,892.5,-27.9,852120,54.19304348,-0.286153846,53.90688963
bituminous,subcritical,50,1400,1131,40.86,7436325,10,0.75,30.17,10.77142857,40.94142857,139.6,961.35,-30.05,917870,53.51895652,-0.286190476,53.23276605
bituminous,subcritical,50,1500,1211,40.46,7962325,10,0.75,29.87,10.76444444,40.63444444,149.47,1029.35,-32.18,982765.25,52.98678261,-0.286044444,52.70073816
bituminous,subcritical,50,1600,1292,40.12,8494900,10,0.75,29.62,10.76666667,40.38666667,159.47,1098.2,-34.33,1048515.25,52.54330435,-0.286083333,52.25722101
bituminous,subcritical,50,1700,1373,39.81,9027475,10,0.75,29.39,10.76862745,40.15862745,169.47,1167.05,-36.48,1114265.25,52.13530435,-0.286117647,51.8491867
bituminous,subcritical,50,1800,1454,39.53,9560050,10,0.75,29.19,10.77037037,39.96037037,179.46,1235.9,-38.64,1179949.5,51.78052174,-0.286222222,51.49429952
bituminous,subcritical,50,1900,1534,39.28,10086050,10,0.75,29,10.76491228,39.76491228,189.34,1303.9,-40.76,1244910.5,51.44347826,-0.286035088,51.15744317
bituminous,subcritical,50,2000,1615,39.05,10618625,10,0.75,28.83,10.76666667,39.59666667,199.34,1372.75,-42.91,1310660.5,51.14191304,-0.286066667,50.85584638
bituminous,subcritical,50,2100,1696,38.84,11151200,10,0.75,28.68,10.76825397,39.44825397,209.33,1441.6,-45.07,1376344.75,50.87582609,-0.28615873,50.58966736
bituminous,subcritical,50,2200,1777,38.65,11683775,10,0.75,28.54,10.76969697,39.30969697,219.33,1510.45,-47.22,1442094.75,50.62747826,-0.286181818,50.34129644
bituminous,subcritical,50,2300,1857,38.46,12209775,10,0.75,28.4,10.76521739,39.16521739,229.2,1578.45,-49.35,1506990,50.37913043,-0.286086957,50.09304348
bituminous,subcritical,50,2400,1938,38.29,12742350,10,0.75,28.27,10.76666667,39.03666667,239.2,1647.3,-51.5,1572740,50.14852174,-0.286111111,49.86241063
bituminous,subcritical,50,2500,2019,38.13,13274925,10,0.75,28.15,10.768,38.918,249.2,1716.15,-53.65,1638490,49.93565217,-0.286133333,49.64951884
bituminous,subcritical,53,100,80.82,87.34,531391.5,10,0.75,64.49,10.776,75.266,9.98,68.697,-2.143,65618.5,114.3996522,-0.285733333,114.1139188
bituminous,subcritical,53,200,161.6,65.94,1062520,10,0.75,48.69,10.77333333,59.46333333,19.95,137.36,-4.29,131171.25,86.37182609,-0.286,86.08582609
bituminous,subcritical,53,300,242.3,57.71,1593122.5,10,0.75,42.61,10.76888889,53.37888889,29.91,205.955,-6.435,196658.25,75.58643478,-0.286,75.30043478
bituminous,subcritical,53,400,323.1,53.14,2124382.5,10,0.75,39.24,10.77,50.01,39.88,274.635,-8.585,262211,69.60834783,-0.286166667,69.32218116
bituminous,subcritical,53,500,403.8,50.14,2654985,10,0.75,37.02,10.768,47.788,49.84,343.23,-10.73,327698,65.67026087,-0.286133333,65.38412754
bituminous,subcritical,53,600,484.6,47.98,3186245,10,0.75,35.43,10.76888889,46.19888889,59.81,411.91,-12.88,393250.75,62.84973913,-0.286222222,62.56351691
bituminous,subcritical,53,700,565.3,46.32,3716847.5,10,0.75,34.2,10.76761905,44.96761905,69.77,480.505,-15.025,458737.75,60.66782609,-0.286190476,60.38163561
bituminous,subcritical,53,800,646.1,44.99,4248107.5,10,0.75,33.22,10.76833333,43.98833333,79.75,549.185,-17.165,524356.25,58.9293913,-0.286083333,58.64330797
bituminous,subcritical,53,900,726.8,43.89,4778710,10,0.75,32.41,10.76740741,43.17740741,89.71,617.78,-19.31,589843.25,57.49252174,-0.286074074,57.20644767
bituminous,subcritical,53,1000,807.6,42.96,5309970,10,0.75,31.72,10.768,42.488,99.68,686.46,-21.46,655396,56.26852174,-0.286133333,55.98238841
bituminous,subcritical,53,1100,888.3,42.15,5840572.5,10,0.75,31.12,10.76727273,41.88727273,109.64,755.055,-23.605,720883,55.20417391,-0.286121212,54.9180527
bituminous,subcritical,53,1200,969.1,41.43,6371832.5,10,0.75,30.59,10.76777778,41.35777778,119.61,823.735,-25.755,786435.75,54.264,-0.286166667,53.97783333
bituminous,subcritical,53,1300,1050,40.79,6903750,10,0.75,30.12,10.76923077,40.88923077,129.6,892.5,-27.9,852120,53.43026087,-0.286153846,53.14410702
bituminous,subcritical,53,1400,1131,40.27,7436325,10,0.75,29.73,10.77142857,40.50142857,139.6,961.35,-30.05,917870,52.73843478,-0.286190476,52.45224431
bituminous,subcritical,53,1500,1211,39.88,7962325,10,0.75,29.45,10.76444444,40.21444444,149.47,1029.35,-32.18,982765.25,52.24173913,-0.286044444,51.95569469
bituminous,subcritical,53,1600,1292,39.54,8494900,10,0.75,29.19,10.76666667,39.95666667,159.47,1098.2,-34.33,1048515.25,51.78052174,-0.286083333,51.49443841
bituminous,subcritical,53,1700,1373,39.24,9027475,10,0.75,28.97,10.76862745,39.73862745,169.47,1167.05,-36.48,1114265.25,51.39026087,-0.286117647,51.10414322
bituminous,subcritical,53,1800,1454,38.97,9560050,10,0.75,28.77,10.77037037,39.54037037,179.46,1235.9,-38.64,1179949.5,51.03547826,-0.286222222,50.74925604
bituminous,subcritical,53,1900,1534,38.72,10086050,10,0.75,28.59,10.76491228,39.35491228,189.34,1303.9,-40.76,1244910.5,50.71617391,-0.286035088,50.43013883
bituminous,subcritical,53,2000,1615,38.49,10618625,10,0.75,28.42,10.76666667,39.18666667,199.34,1372.75,-42.91,1310660.5,50.4146087,-0.286066667,50.12854203
bituminous,subcritical,53,2100,1696,38.29,11151200,10,0.75,28.27,10.76825397,39.03825397,209.33,1441.6,-45.07,1376344.75,50.14852174,-0.28615873,49.86236301
bituminous,subcritical,53,2200,1777,38.09,11683775,10,0.75,28.12,10.76969697,38.88969697,219.33,1510.45,-47.22,1442094.75,49.88243478,-0.286181818,49.59625296
bituminous,subcritical,53,2300,1857,37.91,12209775,10,0.75,27.99,10.76521739,38.75521739,229.2,1578.45,-49.35,1506990,49.65182609,-0.286086957,49.36573913
bituminous,subcritical,53,2400,1938,37.74,12742350,10,0.75,27.87,10.76666667,38.63666667,239.2,1647.3,-51.5,1572740,49.43895652,-0.286111111,49.15284541
bituminous,subcritical,53,2500,2019,37.58,13274925,10,0.75,27.75,10.768,38.518,249.2,1716.15,-53.65,1638490,49.22608696,-0.286133333,48.93995362
bituminous,subcritical,57,100,80.82,85.91,531391.5,10,0.75,63.43,10.776,74.206,9.98,68.697,-2.143,65618.5,112.5193043,-0.285733333,112.233571
bituminous,subcritical,57,200,161.6,64.73,1062520,10,0.75,47.79,10.77333333,58.56333333,19.95,137.36,-4.29,131171.25,84.77530435,-0.286,84.48930435
bituminous,subcritical,57,300,242.3,56.62,1593122.5,10,0.75,41.81,10.76888889,52.57888889,29.91,205.955,-6.435,196658.25,74.16730435,-0.286,73.88130435
bituminous,subcritical,57,400,323.1,52.11,2124382.5,10,0.75,38.48,10.77,49.25,39.88,274.635,-8.585,262211,68.26017391,-0.286166667,67.97400725
bituminous,subcritical,57,500,403.8,49.17,2654985,10,0.75,36.31,10.768,47.078,49.84,343.23,-10.73,327698,64.41078261,-0.286133333,64.12464928
bituminous,subcritical,57,600,484.6,47.04,3186245,10,0.75,34.73,10.76888889,45.49888889,59.81,411.91,-12.88,393250.75,61.608,-0.286222222,61.32177778
bituminous,subcritical,57,700,565.3,45.42,3716847.5,10,0.75,33.54,10.76761905,44.30761905,69.77,480.505,-15.025,458737.75,59.49704348,-0.286190476,59.210853
bituminous,subcritical,57,800,646.1,44.12,4248107.5,10,0.75,32.58,10.76833333,43.34833333,79.75,549.185,-17.165,524356.25,57.79408696,-0.286083333,57.50800362
bituminous,subcritical,57,900,726.8,43.04,4778710,10,0.75,31.78,10.76740741,42.54740741,89.71,617.78,-19.31,589843.25,56.37495652,-0.286074074,56.08888245
bituminous,subcritical,57,1000,807.6,42.13,5309970,10,0.75,31.11,10.768,41.878,99.68,686.46,-21.46,655396,55.18643478,-0.286133333,54.90030145
bituminous,subcritical,57,1100,888.3,41.33,5840572.5,10,0.75,30.52,10.76727273,41.28727273,109.64,755.055,-23.605,720883,54.13982609,-0.286121212,53.85370487
bituminous,subcritical,57,1200,969.1,40.63,6371832.5,10,0.75,30,10.76777778,40.76777778,119.61,823.735,-25.755,786435.75,53.2173913,-0.286166667,52.93122464
bituminous,subcritical,57,1300,1050,39.99,6903750,10,0.75,29.53,10.76923077,40.29923077,129.6,892.5,-27.9,852120,52.38365217,-0.286153846,52.09749833
bituminous,subcritical,57,1400,1131,39.49,7436325,10,0.75,29.16,10.77142857,39.93142857,139.6,961.35,-30.05,917870,51.72730435,-0.286190476,51.44111387
bituminous,subcritical,57,1500,1211,39.11,7962325,10,0.75,28.88,10.76444444,39.64444444,149.47,1029.35,-32.18,982765.25,51.2306087,-0.286044444,50.94456425
bituminous,subcritical,57,1600,1292,38.78,8494900,10,0.75,28.63,10.76666667,39.39666667,159.47,1098.2,-34.33,1048515.25,50.78713043,-0.286083333,50.5010471
bituminous,subcritical,57,1700,1373,38.48,9027475,10,0.75,28.41,10.76862745,39.17862745,169.47,1167.05,-36.48,1114265.25,50.39686957,-0.286117647,50.11075192
bituminous,subcritical,57,1800,1454,38.21,9560050,10,0.75,28.21,10.77037037,38.98037037,179.46,1235.9,-38.64,1179949.5,50.04208696,-0.286222222,49.75586473
bituminous,subcritical,57,1900,1534,37.97,10086050,10,0.75,28.04,10.76491228,38.80491228,189.34,1303.9,-40.76,1244910.5,49.74052174,-0.286035088,49.45448665
bituminous,subcritical,57,2000,1615,37.75,10618625,10,0.75,27.87,10.76666667,38.63666667,199.34,1372.75,-42.91,1310660.5,49.43895652,-0.286066667,49.15288986
bituminous,subcritical,57,2100,1696,37.54,11151200,10,0.75,27.72,10.76825397,38.48825397,209.33,1441.6,-45.07,1376344.75,49.17286957,-0.28615873,48.88671084
bituminous,subcritical,57,2200,1777,37.35,11683775,10,0.75,27.58,10.76969697,38.34969697,219.33,1510.45,-47.22,1442094.75,48.92452174,-0.286181818,48.63833992
bituminous,subcritical,57,2300,1857,37.17,12209775,10,0.75,27.44,10.76521739,38.20521739,229.2,1578.45,-49.35,1506990,48.67617391,-0.286086957,48.39008696
bituminous,subcritical,57,2400,1938,37,12742350,10,0.75,27.32,10.76666667,38.08666667,239.2,1647.3,-51.5,1572740,48.46330435,-0.286111111,48.17719324
bituminous,subcritical,57,2500,2019,36.84,13274925,10,0.75,27.2,10.768,37.968,249.2,1716.15,-53.65,1638490,48.25043478,-0.286133333,47.96430145
bituminous,subcritical,60,100,80.82,84.83,531391.5,10,0.75,62.64,10.776,73.416,9.98,68.697,-2.143,65618.5,111.117913,-0.285733333,110.8321797
bituminous,subcritical,60,200,161.6,63.83,1062520,10,0.75,47.13,10.77333333,57.90333333,19.95,137.36,-4.29,131171.25,83.60452174,-0.286,83.31852174
bituminous,subcritical,60,300,242.3,55.8,1593122.5,10,0.75,41.2,10.76888889,51.96888889,29.91,205.955,-6.435,196658.25,73.08521739,-0.286,72.79921739
bituminous,subcritical,60,400,323.1,51.35,2124382.5,10,0.75,37.91,10.77,48.68,39.88,274.635,-8.585,262211,67.24904348,-0.286166667,66.96287681
bituminous,subcritical,60,500,403.8,48.44,2654985,10,0.75,35.77,10.768,46.538,49.84,343.23,-10.73,327698,63.45286957,-0.286133333,63.16673623
bituminous,subcritical,60,600,484.6,46.34,3186245,10,0.75,34.22,10.76888889,44.98888889,59.81,411.91,-12.88,393250.75,60.70330435,-0.286222222,60.41708213
bituminous,subcritical,60,700,565.3,44.74,3716847.5,10,0.75,33.03,10.76761905,43.79761905,69.77,480.505,-15.025,458737.75,58.59234783,-0.286190476,58.30615735
bituminous,subcritical,60,800,646.1,43.46,4248107.5,10,0.75,32.09,10.76833333,42.85833333,79.75,549.185,-17.165,524356.25,56.92486957,-0.286083333,56.63878623
bituminous,subcritical,60,900,726.8,42.4,4778710,10,0.75,31.31,10.76740741,42.07740741,89.71,617.78,-19.31,589843.25,55.54121739,-0.286074074,55.25514332
bituminous,subcritical,60,1000,807.6,41.5,5309970,10,0.75,30.64,10.768,41.408,99.68,686.46,-21.46,655396,54.35269565,-0.286133333,54.06656232
bituminous,subcritical,60,1100,888.3,40.72,5840572.5,10,0.75,30.07,10.76727273,40.83727273,109.64,755.055,-23.605,720883,53.34156522,-0.286121212,53.05544401
bituminous,subcritical,60,1200,969.1,40.02,6371832.5,10,0.75,29.55,10.76777778,40.31777778,119.61,823.735,-25.755,786435.75,52.41913043,-0.286166667,52.13296377
bituminous,subcritical,60,1300,1050,39.4,6903750,10,0.75,29.09,10.76923077,39.85923077,129.6,892.5,-27.9,852120,51.60313043,-0.286153846,51.31697659
bituminous,subcritical,60,1400,1131,38.9,7436325,10,0.75,28.72,10.77142857,39.49142857,139.6,961.35,-30.05,917870,50.94678261,-0.286190476,50.66059213
bituminous,subcritical,60,1500,1211,38.53,7962325,10,0.75,28.45,10.76444444,39.21444444,149.47,1029.35,-32.18,982765.25,50.46782609,-0.286044444,50.18178164
bituminous,subcritical,60,1600,1292,38.2,8494900,10,0.75,28.21,10.76666667,38.97666667,159.47,1098.2,-34.33,1048515.25,50.04208696,-0.286083333,49.75600362
bituminous,subcritical,60,1700,1373,37.91,9027475,10,0.75,27.99,10.76862745,38.75862745,169.47,1167.05,-36.48,1114265.25,49.65182609,-0.286117647,49.36570844
bituminous,subcritical,60,1800,1454,37.65,9560050,10,0.75,27.8,10.77037037,38.57037037,179.46,1235.9,-38.64,1179949.5,49.31478261,-0.286222222,49.02856039
bituminous,subcritical,60,1900,1534,37.41,10086050,10,0.75,27.62,10.76491228,38.38491228,189.34,1303.9,-40.76,1244910.5,48.99547826,-0.286035088,48.70944317
bituminous,subcritical,60,2000,1615,37.19,10618625,10,0.75,27.46,10.76666667,38.22666667,199.34,1372.75,-42.91,1310660.5,48.71165217,-0.286066667,48.42558551
bituminous,subcritical,60,2100,1696,36.99,11151200,10,0.75,27.31,10.76825397,38.07825397,209.33,1441.6,-45.07,1376344.75,48.44556522,-0.28615873,48.15940649
bituminous,subcritical,60,2200,1777,36.8,11683775,10,0.75,27.17,10.76969697,37.93969697,219.33,1510.45,-47.22,1442094.75,48.19721739,-0.286181818,47.91103557
bituminous,subcritical,60,2300,1857,36.62,12209775,10,0.75,27.04,10.76521739,37.80521739,229.2,1578.45,-49.35,1506990,47.9666087,-0.286086957,47.68052174
bituminous,subcritical,60,2400,1938,36.45,12742350,10,0.75,26.91,10.76666667,37.67666667,239.2,1647.3,-51.5,1572740,47.736,-0.286111111,47.44988889
bituminous,subcritical,60,2500,2019,36.29,13274925,10,0.75,26.8,10.768,37.568,249.2,1716.15,-53.65,1638490,47.54086957,-0.286133333,47.25473623
bituminous,subcritical,63,100,80.82,83.76,531391.5,10,0.75,61.85,10.776,72.626,9.98,68.697,-2.143,65618.5,109.7165217,-0.285733333,109.4307884
bituminous,subcritical,63,200,161.6,62.92,1062520,10,0.75,46.46,10.77333333,57.23333333,19.95,137.36,-4.29,131171.25,82.416,-0.286,82.13
bituminous,subcritical,63,300,242.3,54.98,1593122.5,10,0.75,40.6,10.76888889,51.36888889,29.91,205.955,-6.435,196658.25,72.02086957,-0.286,71.73486957
bituminous,subcritical,63,400,323.1,50.58,2124382.5,10,0.75,37.35,10.77,48.12,39.88,274.635,-8.585,262211,66.25565217,-0.286166667,65.96948551
bituminous,subcritical,63,500,403.8,47.71,2654985,10,0.75,35.23,10.768,45.998,49.84,343.23,-10.73,327698,62.49495652,-0.286133333,62.20882319
bituminous,subcritical,63,600,484.6,45.65,3186245,10,0.75,33.71,10.76888889,44.47888889,59.81,411.91,-12.88,393250.75,59.7986087,-0.286222222,59.51238647
bituminous,subcritical,63,700,565.3,44.07,3716847.5,10,0.75,32.54,10.76761905,43.30761905,69.77,480.505,-15.025,458737.75,57.72313043,-0.286190476,57.43693996
bituminous,subcritical,63,800,646.1,42.81,4248107.5,10,0.75,31.61,10.76833333,42.37833333,79.75,549.185,-17.165,524356.25,56.0733913,-0.286083333,55.78730797
bituminous,subcritical,63,900,726.8,41.76,4778710,10,0.75,30.83,10.76740741,41.59740741,89.71,617.78,-19.31,589843.25,54.68973913,-0.286074074,54.40366506
bituminous,subcritical,63,1000,807.6,40.87,5309970,10,0.75,30.18,10.768,40.948,99.68,686.46,-21.46,655396,53.53669565,-0.286133333,53.25056232
bituminous,subcritical,63,1100,888.3,40.1,5840572.5,10,0.75,29.61,10.76727273,40.37727273,109.64,755.055,-23.605,720883,52.52556522,-0.286121212,52.23944401
bituminous,subcritical,63,1200,969.1,39.42,6371832.5,10,0.75,29.11,10.76777778,39.87777778,119.61,823.735,-25.755,786435.75,51.6386087,-0.286166667,51.35244203
bituminous,subcritical,63,1300,1050,38.8,6903750,10,0.75,28.65,10.76923077,39.41923077,129.6,892.5,-27.9,852120,50.8226087,-0.286153846,50.53645485
bituminous,subcritical,63,1400,1131,38.31,7436325,10,0.75,28.29,10.77142857,39.06142857,139.6,961.35,-30.05,917870,50.184,-0.286190476,49.89780952
bituminous,subcritical,63,1500,1211,37.95,7962325,10,0.75,28.02,10.76444444,38.78444444,149.47,1029.35,-32.18,982765.25,49.70504348,-0.286044444,49.41899903
bituminous,subcritical,63,1600,1292,37.63,8494900,10,0.75,27.78,10.76666667,38.54666667,159.47,1098.2,-34.33,1048515.25,49.27930435,-0.286083333,48.99322101
bituminous,subcritical,63,1700,1373,37.34,9027475,10,0.75,27.57,10.76862745,38.33862745,169.47,1167.05,-36.48,1114265.25,48.90678261,-0.286117647,48.62066496
bituminous,subcritical,63,1800,1454,37.08,9560050,10,0.75,27.38,10.77037037,38.15037037,179.46,1235.9,-38.64,1179949.5,48.56973913,-0.286222222,48.28351691
bituminous,subcritical,63,1900,1534,36.85,10086050,10,0.75,27.21,10.76491228,37.97491228,189.34,1303.9,-40.76,1244910.5,48.26817391,-0.286035088,47.98213883
bituminous,subcritical,63,2000,1615,36.63,10618625,10,0.75,27.05,10.76666667,37.81666667,199.34,1372.75,-42.91,1310660.5,47.98434783,-0.286066667,47.69828116
bituminous,subcritical,63,2100,1696,36.43,11151200,10,0.75,26.9,10.76825397,37.66825397,209.33,1441.6,-45.07,1376344.75,47.71826087,-0.28615873,47.43210214
bituminous,subcritical,63,2200,1777,36.24,11683775,10,0.75,26.76,10.76969697,37.52969697,219.33,1510.45,-47.22,1442094.75,47.46991304,-0.286181818,47.18373123
bituminous,subcritical,63,2300,1857,36.07,12209775,10,0.75,26.63,10.76521739,37.39521739,229.2,1578.45,-49.35,1506990,47.23930435,-0.286086957,46.95321739
bituminous,subcritical,63,2400,1938,35.9,12742350,10,0.75,26.51,10.76666667,37.27666667,239.2,1647.3,-51.5,1572740,47.02643478,-0.286111111,46.74032367
bituminous,subcritical,63,2500,2019,35.74,13274925,10,0.75,26.39,10.768,37.158,249.2,1716.15,-53.65,1638490,46.81356522,-0.286133333,46.52743188
bituminous,subcritical,67,100,80.82,82.33,531391.5,10,0.75,60.79,10.776,71.566,9.98,68.697,-2.143,65618.5,107.8361739,-0.285733333,107.5504406
bituminous,subcritical,67,200,161.6,61.72,1062520,10,0.75,45.57,10.77333333,56.34333333,19.95,137.36,-4.29,131171.25,80.83721739,-0.286,80.55121739
bituminous,subcritical,67,300,242.3,53.88,1593122.5,10,0.75,39.78,10.76888889,50.54888889,29.91,205.955,-6.435,196658.25,70.56626087,-0.286,70.28026087
bituminous,subcritical,67,400,323.1,49.55,2124382.5,10,0.75,36.59,10.77,47.36,39.88,274.635,-8.585,262211,64.90747826,-0.286166667,64.62131159
bituminous,subcritical,67,500,403.8,46.74,2654985,10,0.75,34.51,10.768,45.278,49.84,343.23,-10.73,327698,61.21773913,-0.286133333,60.9316058
