primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
bituminous,subcritical,23,600,484.6,54.97,3186245,10,0.75,40.59,10.76888889,51.35888889,59.81,411.91,-12.88,393250.75,72.00313043,-0.286222222,71.71690821
bituminous,subcritical,23,700,565.3,53.08,3716847.5,10,0.75,39.19,10.76761905,49.95761905,69.77,480.505,-15.025,458737.75,69.51965217,-0.286190476,69.2334617
bituminous,subcritical,23,800,646.1,51.56,4248107.5,10,0.75,38.07,10.76833333,48.83833333,79.75,549.185,-17.165,524356.25,67.53286957,-0.286083333,67.24678623
bituminous,subcritical,23,900,726.8,50.3,4778710,10,0.75,37.14,10.76740741,47.90740741,89.71,617.78,-19.31,589843.25,65.88313043,-0.286074074,65.59705636
bituminous,subcritical,23,1000,807.6,49.22,5309970,10,0.75,36.34,10.768,47.108,99.68,686.46,-21.46,655396,64.464,-0.286133333,64.17786667
bituminous,subcritical,23,1100,888.3,48.29,5840572.5,10,0.75,35.66,10.76727273,46.42727273,109.64,755.055,-23.605,720883,63.25773913,-0.286121212,62.97161792
bituminous,subcritical,23,1200,969.1,47.47,6371832.5,10,0.75,35.05,10.76777778,45.81777778,119.61,823.735,-25.755,786435.75,62.17565217,-0.286166667,61.88948551
bituminous,subcritical,23,1300,1050,46.74,6903750,10,0.75,34.51,10.76923077,45.27923077,129.6,892.5,-27.9,852120,61.21773913,-0.286153846,60.93158528
bituminous,subcritical,23,1400,1131,46.14,7436325,10,0.75,34.07,10.77142857,44.84142857,139.6,961.35,-30.05,917870,60.43721739,-0.286190476,60.15102692
bituminous,subcritical,23,1500,1211,45.69,7962325,10,0.75,33.74,10.76444444,44.50444444,149.47,1029.35,-32.18,982765.25,59.85182609,-0.286044444,59.56578164
bituminous,subcritical,23,1600,1292,45.29,8494900,10,0.75,33.44,10.76666667,44.20666667,159.47,1098.2,-34.33,1048515.25,59.31965217,-0.286083333,59.03356884
bituminous,subcritical,23,1700,1373,44.93,9027475,10,0.75,33.17,10.76862745,43.93862745,169.47,1167.05,-36.48,1114265.25,58.84069565,-0.286117647,58.55457801
bituminous,subcritical,23,1800,1454,44.62,9560050,10,0.75,32.95,10.77037037,43.72037037,179.46,1235.9,-38.64,1179949.5,58.45043478,-0.286222222,58.16421256
bituminous,subcritical,23,1900,1534,44.34,10086050,10,0.75,32.74,10.76491228,43.50491228,189.34,1303.9,-40.76,1244910.5,58.07791304,-0.286035088,57.79187796
bituminous,subcritical,23,2000,1615,44.08,10618625,10,0.75,32.55,10.76666667,43.31666667,199.34,1372.75,-42.91,1310660.5,57.74086957,-0.286066667,57.4548029
bituminous,subcritical,23,2100,1696,43.85,11151200,10,0.75,32.38,10.76825397,43.14825397,209.33,1441.6,-45.07,1376344.75,57.43930435,-0.28615873,57.15314562
bituminous,subcritical,23,2200,1777,43.63,11683775,10,0.75,32.21,10.76969697,42.97969697,219.33,1510.45,-47.22,1442094.75,57.13773913,-0.286181818,56.85155731
bituminous,subcritical,23,2300,1857,43.44,12209775,10,0.75,32.07,10.76521739,42.83521739,229.2,1578.45,-49.35,1506990,56.8893913,-0.286086957,56.60330435
bituminous,subcritical,23,2400,1938,43.26,12742350,10,0.75,31.94,10.76666667,42.70666667,239.2,1647.3,-51.5,1572740,56.65878261,-0.286111111,56.3726715
bituminous,subcritical,23,2500,2019,43.09,13274925,10,0.75,31.82,10.768,42.588,249.2,1716.15,-53.65,1638490,56.44591304,-0.286133333,56.15977971
bituminous,subcritical,27,100,80.82,96.64,531391.5,10,0.75,71.36,10.776,82.136,9.98,68.697,-2.143,65618.5,126.5864348,-0.285733333,126.3007014
bituminous,subcritical,27,200,161.6,73.78,1062520,10,0.75,54.48,10.77333333,65.25333333,19.95,137.36,-4.29,131171.25,96.64278261,-0.286,96.35678261
bituminous,subcritical,27,300,242.3,64.83,1593122.5,10,0.75,47.87,10.76888889,58.63888889,29.91,205.955,-6.435,196658.25,84.91721739,-0.286,84.63121739
bituminous,subcritical,27,400,323.1,59.79,2124382.5,10,0.75,44.15,10.77,54.92,39.88,274.635,-8.585,262211,78.31826087,-0.286166667,78.0320942
bituminous,subcritical,27,500,403.8,56.46,2654985,10,0.75,41.69,10.768,52.458,49.84,343.23,-10.73,327698,73.95443478,-0.286133333,73.66830145
bituminous,subcritical,27,600,484.6,54.04,3186245,10,0.75,39.9,10.76888889,50.66888889,59.81,411.91,-12.88,393250.75,70.77913043,-0.286222222,70.49290821
bituminous,subcritical,27,700,565.3,52.18,3716847.5,10,0.75,38.53,10.76761905,49.29761905,69.77,480.505,-15.025,458737.75,68.34886957,-0.286190476,68.06267909
bituminous,subcritical,27,800,646.1,50.68,4248107.5,10,0.75,37.42,10.76833333,48.18833333,79.75,549.185,-17.165,524356.25,66.37982609,-0.286083333,66.09374275
bituminous,subcritical,27,900,726.8,49.44,4778710,10,0.75,36.5,10.76740741,47.26740741,89.71,617.78,-19.31,589843.25,64.74782609,-0.286074074,64.46175201
bituminous,subcritical,27,1000,807.6,48.39,5309970,10,0.75,35.73,10.768,46.498,99.68,686.46,-21.46,655396,63.38191304,-0.286133333,63.09577971
bituminous,subcritical,27,1100,888.3,47.47,5840572.5,10,0.75,35.05,10.76727273,45.81727273,109.64,755.055,-23.605,720883,62.17565217,-0.286121212,61.88953096
bituminous,subcritical,27,1200,969.1,46.66,6371832.5,10,0.75,34.45,10.76777778,45.21777778,119.61,823.735,-25.755,786435.75,61.11130435,-0.286166667,60.82513768
bituminous,subcritical,27,1300,1050,45.94,6903750,10,0.75,33.92,10.76923077,44.68923077,129.6,892.5,-27.9,852120,60.17113043,-0.286153846,59.88497659
bituminous,subcritical,27,1400,1131,45.36,7436325,10,0.75,33.49,10.77142857,44.26142857,139.6,961.35,-30.05,917870,59.40834783,-0.286190476,59.12215735
bituminous,subcritical,27,1500,1211,44.91,7962325,10,0.75,33.16,10.76444444,43.92444444,149.47,1029.35,-32.18,982765.25,58.82295652,-0.286044444,58.53691208
bituminous,subcritical,27,1600,1292,44.52,8494900,10,0.75,32.87,10.76666667,43.63666667,159.47,1098.2,-34.33,1048515.25,58.30852174,-0.286083333,58.02243841
bituminous,subcritical,27,1700,1373,44.17,9027475,10,0.75,32.61,10.76862745,43.37862745,169.47,1167.05,-36.48,1114265.25,57.84730435,-0.286117647,57.5611867
bituminous,subcritical,27,1800,1454,43.86,9560050,10,0.75,32.38,10.77037037,43.15037037,179.46,1235.9,-38.64,1179949.5,57.43930435,-0.286222222,57.15308213
bituminous,subcritical,27,1900,1534,43.59,10086050,10,0.75,32.19,10.76491228,42.95491228,189.34,1303.9,-40.76,1244910.5,57.10226087,-0.286035088,56.81622578
bituminous,subcritical,27,2000,1615,43.33,10618625,10,0.75,31.99,10.76666667,42.75666667,199.34,1372.75,-42.91,1310660.5,56.74747826,-0.286066667,56.46141159
bituminous,subcritical,27,2100,1696,43.11,11151200,10,0.75,31.83,10.76825397,42.59825397,209.33,1441.6,-45.07,1376344.75,56.46365217,-0.28615873,56.17749344
bituminous,subcritical,27,2200,1777,42.9,11683775,10,0.75,31.68,10.76969697,42.44969697,219.33,1510.45,-47.22,1442094.75,56.19756522,-0.286181818,55.9113834
bituminous,subcritical,27,2300,1857,42.7,12209775,10,0.75,31.53,10.76521739,42.29521739,229.2,1578.45,-49.35,1506990,55.93147826,-0.286086957,55.6453913
bituminous,subcritical,27,2400,1938,42.52,12742350,10,0.75,31.4,10.76666667,42.16666667,239.2,1647.3,-51.5,1572740,55.70086957,-0.286111111,55.41475845
bituminous,subcritical,27,2500,2019,42.36,13274925,10,0.75,31.28,10.768,42.048,249.2,1716.15,-53.65,1638490,55.488,-0.286133333,55.20186667
bituminous,subcritical,30,100,80.82,95.57,531391.5,10,0.75,70.57,10.776,81.346,9.98,68.697,-2.143,65618.5,125.1850435,-0.285733333,124.8993101
bituminous,subcritical,30,200,161.6,72.88,1062520,10,0.75,53.81,10.77333333,64.58333333,19.95,137.36,-4.29,131171.25,95.45426087,-0.286,95.16826087
bituminous,subcritical,30,300,242.3,64.01,1593122.5,10,0.75,47.26,10.76888889,58.02888889,29.91,205.955,-6.435,196658.25,83.83513043,-0.286,83.54913043
bituminous,subcritical,30,400,323.1,59.03,2124382.5,10,0.75,43.59,10.77,54.36,39.88,274.635,-8.585,262211,77.32486957,-0.286166667,77.0387029
bituminous,subcritical,30,500,403.8,55.73,2654985,10,0.75,41.15,10.768,51.918,49.84,343.23,-10.73,327698,72.99652174,-0.286133333,72.71038841
bituminous,subcritical,30,600,484.6,53.34,3186245,10,0.75,39.38,10.76888889,50.14888889,59.81,411.91,-12.88,393250.75,69.85669565,-0.286222222,69.57047343
bituminous,subcritical,30,700,565.3,51.5,3716847.5,10,0.75,38.03,10.76761905,48.79761905,69.77,480.505,-15.025,458737.75,67.46191304,-0.286190476,67.17572257
bituminous,subcritical,30,800,646.1,50.03,4248107.5,10,0.75,36.94,10.76833333,47.70833333,79.75,549.185,-17.165,524356.25,65.52834783,-0.286083333,65.24226449
bituminous,subcritical,30,900,726.8,48.8,4778710,10,0.75,36.03,10.76740741,46.79740741,89.71,617.78,-19.31,589843.25,63.91408696,-0.286074074,63.62801288
bituminous,subcritical,30,1000,807.6,47.76,5309970,10,0.75,35.26,10.768,46.028,99.68,686.46,-21.46,655396,62.54817391,-0.286133333,62.26204058
bituminous,subcritical,30,1100,888.3,46.86,5840572.5,10,0.75,34.6,10.76727273,45.36727273,109.64,755.055,-23.605,720883,61.3773913,-0.286121212,61.09127009
bituminous,subcritical,30,1200,969.1,46.06,6371832.5,10,0.75,34.01,10.76777778,44.77777778,119.61,823.735,-25.755,786435.75,60.33078261,-0.286166667,60.04461594
bituminous,subcritical,30,1300,1050,45.35,6903750,10,0.75,33.48,10.76923077,44.24923077,129.6,892.5,-27.9,852120,59.3906087,-0.286153846,59.10445485
bituminous,subcritical,30,1400,1131,44.77,7436325,10,0.75,33.06,10.77142857,43.83142857,139.6,961.35,-30.05,917870,58.64556522,-0.286190476,58.35937474
bituminous,subcritical,30,1500,1211,44.33,7962325,10,0.75,32.73,10.76444444,43.49444444,149.47,1029.35,-32.18,982765.25,58.06017391,-0.286044444,57.77412947
bituminous,subcritical,30,1600,1292,43.95,8494900,10,0.75,32.45,10.76666667,43.21666667,159.47,1098.2,-34.33,1048515.25,57.56347826,-0.286083333,57.27739493
bituminous,subcritical,30,1700,1373,43.6,9027475,10,0.75,32.19,10.76862745,42.95862745,169.47,1167.05,-36.48,1114265.25,57.10226087,-0.286117647,56.81614322
bituminous,subcritical,30,1800,1454,43.3,9560050,10,0.75,31.97,10.77037037,42.74037037,179.46,1235.9,-38.64,1179949.5,56.712,-0.286222222,56.42577778
bituminous,subcritical,30,1900,1534,43.02,10086050,10,0.75,31.76,10.76491228,42.52491228,189.34,1303.9,-40.76,1244910.5,56.33947826,-0.286035088,56.05344317
bituminous,subcritical,30,2000,1615,42.78,10618625,10,0.75,31.59,10.76666667,42.35666667,199.34,1372.75,-42.91,1310660.5,56.03791304,-0.286066667,55.75184638
bituminous,subcritical,30,2100,1696,42.55,11151200,10,0.75,31.42,10.76825397,42.18825397,209.33,1441.6,-45.07,1376344.75,55.73634783,-0.28615873,55.4501891
bituminous,subcritical,30,2200,1777,42.34,11683775,10,0.75,31.26,10.76969697,42.02969697,219.33,1510.45,-47.22,1442094.75,55.45252174,-0.286181818,55.16633992
bituminous,subcritical,30,2300,1857,42.15,12209775,10,0.75,31.12,10.76521739,41.88521739,229.2,1578.45,-49.35,1506990,55.20417391,-0.286086957,54.91808696
bituminous,subcritical,30,2400,1938,41.97,12742350,10,0.75,30.99,10.76666667,41.75666667,239.2,1647.3,-51.5,1572740,54.97356522,-0.286111111,54.68745411
bituminous,subcritical,30,2500,2019,41.81,13274925,10,0.75,30.87,10.768,41.638,249.2,1716.15,-53.65,1638490,54.76069565,-0.286133333,54.47456232
bituminous,subcritical,33,100,80.82,94.49,531391.5,10,0.75,69.77,10.776,80.546,9.98,68.697,-2.143,65618.5,123.765913,-0.285733333,123.4801797
bituminous,subcritical,33,200,161.6,71.97,1062520,10,0.75,53.14,10.77333333,63.91333333,19.95,137.36,-4.29,131171.25,94.26573913,-0.286,93.97973913
bituminous,subcritical,33,300,242.3,63.19,1593122.5,10,0.75,46.66,10.76888889,57.42888889,29.91,205.955,-6.435,196658.25,82.77078261,-0.286,82.48478261
bituminous,subcritical,33,400,323.1,58.26,2124382.5,10,0.75,43.02,10.77,53.79,39.88,274.635,-8.585,262211,76.31373913,-0.286166667,76.02757246
bituminous,subcritical,33,500,403.8,55,2654985,10,0.75,40.61,10.768,51.378,49.84,343.23,-10.73,327698,72.0386087,-0.286133333,71.75247536
bituminous,subcritical,33,600,484.6,52.64,3186245,10,0.75,38.87,10.76888889,49.63888889,59.81,411.91,-12.88,393250.75,68.952,-0.286222222,68.66577778
bituminous,subcritical,33,700,565.3,50.83,3716847.5,10,0.75,37.53,10.76761905,48.29761905,69.77,480.505,-15.025,458737.75,66.57495652,-0.286190476,66.28876605
bituminous,subcritical,33,800,646.1,49.37,4248107.5,10,0.75,36.45,10.76833333,47.21833333,79.75,549.185,-17.165,524356.25,64.65913043,-0.286083333,64.3730471
bituminous,subcritical,33,900,726.8,48.16,4778710,10,0.75,35.56,10.76740741,46.32740741,89.71,617.78,-19.31,589843.25,63.08034783,-0.286074074,62.79427375
bituminous,subcritical,33,1000,807.6,47.13,5309970,10,0.75,34.8,10.768,45.568,99.68,686.46,-21.46,655396,61.73217391,-0.286133333,61.44604058
bituminous,subcritical,33,1100,888.3,46.24,5840572.5,10,0.75,34.14,10.76727273,44.90727273,109.64,755.055,-23.605,720883,60.5613913,-0.286121212,60.27527009
bituminous,subcritical,33,1200,969.1,45.46,6371832.5,10,0.75,33.57,10.76777778,44.33777778,119.61,823.735,-25.755,786435.75,59.55026087,-0.286166667,59.2640942
bituminous,subcritical,33,1300,1050,44.75,6903750,10,0.75,33.04,10.76923077,43.80923077,129.6,892.5,-27.9,852120,58.61008696,-0.286153846,58.32393311
bituminous,subcritical,33,1400,1131,44.18,7436325,10,0.75,32.62,10.77142857,43.39142857,139.6,961.35,-30.05,917870,57.86504348,-0.286190476,57.578853
bituminous,subcritical,33,1500,1211,43.75,7962325,10,0.75,32.3,10.76444444,43.06444444,149.47,1029.35,-32.18,982765.25,57.2973913,-0.286044444,57.01134686
bituminous,subcritical,33,1600,1292,43.37,8494900,10,0.75,32.02,10.76666667,42.78666667,159.47,1098.2,-34.33,1048515.25,56.80069565,-0.286083333,56.51461232
bituminous,subcritical,33,1700,1373,43.04,9027475,10,0.75,31.78,10.76862745,42.54862745,169.47,1167.05,-36.48,1114265.25,56.37495652,-0.286117647,56.08883887
bituminous,subcritical,33,1800,1454,42.73,9560050,10,0.75,31.55,10.77037037,42.32037037,179.46,1235.9,-38.64,1179949.5,55.96695652,-0.286222222,55.6807343
bituminous,subcritical,33,1900,1534,42.46,10086050,10,0.75,31.35,10.76491228,42.11491228,189.34,1303.9,-40.76,1244910.5,55.61217391,-0.286035088,55.32613883
bituminous,subcritical,33,2000,1615,42.22,10618625,10,0.75,31.17,10.76666667,41.93666667,199.34,1372.75,-42.91,1310660.5,55.29286957,-0.286066667,55.0068029
bituminous,subcritical,33,2100,1696,41.99,11151200,10,0.75,31,10.76825397,41.76825397,209.33,1441.6,-45.07,1376344.75,54.99130435,-0.28615873,54.70514562
bituminous,subcritical,33,2200,1777,41.79,11683775,10,0.75,30.86,10.76969697,41.62969697,219.33,1510.45,-47.22,1442094.75,54.74295652,-0.286181818,54.4567747
bituminous,subcritical,33,2300,1857,41.6,12209775,10,0.75,30.72,10.76521739,41.48521739,229.2,1578.45,-49.35,1506990,54.4946087,-0.286086957,54.20852174
bituminous,subcritical,33,2400,1938,41.42,12742350,10,0.75,30.58,10.76666667,41.34666667,239.2,1647.3,-51.5,1572740,54.24626087,-0.286111111,53.96014976
bituminous,subcritical,33,2500,2019,41.25,13274925,10,0.75,30.46,10.768,41.228,249.2,1716.15,-53.65,1638490,54.0333913,-0.286133333,53.74725797
bituminous,subcritical,37,100,80.82,93.06,531391.5,10,0.75,68.71,10.776,79.486,9.98,68.697,-2.143,65618.5,121.8855652,-0.285733333,121.5998319
bituminous,subcritical,37,200,161.6,70.77,1062520,10,0.75,52.25,10.77333333,63.02333333,19.95,137.36,-4.29,131171.25,92.68695652,-0.286,92.40095652
bituminous,subcritical,37,300,242.3,62.1,1593122.5,10,0.75,45.85,10.76888889,56.61888889,29.91,205.955,-6.435,196658.25,81.33391304,-0.286,81.04791304
bituminous,subcritical,37,400,323.1,57.23,2124382.5,10,0.75,42.26,10.77,53.03,39.88,274.635,-8.585,262211,74.96556522,-0.286166667,74.67939855
bituminous,subcritical,37,500,403.8,54.03,2654985,10,0.75,39.89,10.768,50.658,49.84,343.23,-10.73,327698,70.7613913,-0.286133333,70.47525797
bituminous,subcritical,37,600,484.6,51.71,3186245,10,0.75,38.18,10.76888889,48.94888889,59.81,411.91,-12.88,393250.75,67.728,-0.286222222,67.44177778
bituminous,subcritical,37,700,565.3,49.93,3716847.5,10,0.75,36.87,10.76761905,47.63761905,69.77,480.505,-15.025,458737.75,65.40417391,-0.286190476,65.11798344
bituminous,subcritical,37,800,646.1,48.49,4248107.5,10,0.75,35.8,10.76833333,46.56833333,79.75,549.185,-17.165,524356.25,63.50608696,-0.286083333,63.22000362
bituminous,subcritical,37,900,726.8,47.31,4778710,10,0.75,34.93,10.76740741,45.69740741,89.71,617.78,-19.31,589843.25,61.96278261,-0.286074074,61.67670853
bituminous,subcritical,37,1000,807.6,46.3,5309970,10,0.75,34.19,10.768,44.958,99.68,686.46,-21.46,655396,60.65008696,-0.286133333,60.36395362
bituminous,subcritical,37,1100,888.3,45.42,5840572.5,10,0.75,33.54,10.76727273,44.30727273,109.64,755.055,-23.605,720883,59.49704348,-0.286121212,59.21092227
bituminous,subcritical,37,1200,969.1,44.65,6371832.5,10,0.75,32.97,10.76777778,43.73777778,119.61,823.735,-25.755,786435.75,58.48591304,-0.286166667,58.19974638
bituminous,subcritical,37,1300,1050,43.96,6903750,10,0.75,32.46,10.76923077,43.22923077,129.6,892.5,-27.9,852120,57.58121739,-0.286153846,57.29506355
bituminous,subcritical,37,1400,1131,43.4,7436325,10,0.75,32.04,10.77142857,42.81142857,139.6,961.35,-30.05,917870,56.83617391,-0.286190476,56.54998344
bituminous,subcritical,37,1500,1211,42.98,7962325,10,0.75,31.73,10.76444444,42.49444444,149.47,1029.35,-32.18,982765.25,56.28626087,-0.286044444,56.00021643
bituminous,subcritical,37,1600,1292,42.61,8494900,10,0.75,31.46,10.76666667,42.22666667,159.47,1098.2,-34.33,1048515.25,55.80730435,-0.286083333,55.52122101
bituminous,subcritical,37,1700,1373,42.28,9027475,10,0.75,31.22,10.76862745,41.98862745,169.47,1167.05,-36.48,1114265.25,55.38156522,-0.286117647,55.09544757
bituminous,subcritical,37,1800,1454,41.98,9560050,10,0.75,31,10.77037037,41.77037037,179.46,1235.9,-38.64,1179949.5,54.99130435,-0.286222222,54.70508213
bituminous,subcritical,37,1900,1534,41.71,10086050,10,0.75,30.8,10.76491228,41.56491228,189.34,1303.9,-40.76,1244910.5,54.63652174,-0.286035088,54.35048665
bituminous,subcritical,37,2000,1615,41.47,10618625,10,0.75,30.62,10.76666667,41.38666667,199.34,1372.75,-42.91,1310660.5,54.31721739,-0.286066667,54.03115072
bituminous,subcritical,37,2100,1696,41.25,11151200,10,0.75,30.46,10.76825397,41.22825397,209.33,1441.6,-45.07,1376344.75,54.0333913,-0.28615873,53.74723257
bituminous,subcritical,37,2200,1777,41.05,11683775,10,0.75,30.31,10.76969697,41.07969697,219.33,1510.45,-47.22,1442094.75,53.76730435,-0.286181818,53.48112253
bituminous,subcritical,37,2300,1857,40.86,12209775,10,0.75,30.17,10.76521739,40.93521739,229.2,1578.45,-49.35,1506990,53.51895652,-0.286086957,53.23286957
bituminous,subcritical,37,2400,1938,40.68,12742350,10,0.75,30.04,10.76666667,40.80666667,239.2,1647.3,-51.5,1572740,53.28834783,-0.286111111,53.00223671
bituminous,subcritical,37,2500,2019,40.52,13274925,10,0.75,29.92,10.768,40.688,249.2,1716.15,-53.65,1638490,53.07547826,-0.286133333,52.78934493
bituminous,subcritical,40,100,80.82,91.99,531391.5,10,0.75,67.92,10.776,78.696,9.98,68.697,-2.143,65618.5,120.4841739,-0.285733333,120.1984406
bituminous,subcritical,40,200,161.6,69.86,1062520,10,0.75,51.58,10.77333333,62.35333333,19.95,137.36,-4.29,131171.25,91.49843478,-0.286,91.21243478
bituminous,subcritical,40,300,242.3,61.27,1593122.5,10,0.75,45.24,10.76888889,56.00888889,29.91,205.955,-6.435,196658.25,80.25182609,-0.286,79.96582609
bituminous,subcritical,40,400,323.1,56.47,2124382.5,10,0.75,41.7,10.77,52.47,39.88,274.635,-8.585,262211,73.97217391,-0.286166667,73.68600725
bituminous,subcritical,40,500,403.8,53.3,2654985,10,0.75,39.35,10.768,50.118,49.84,343.23,-10.73,327698,69.80347826,-0.286133333,69.51734493
bituminous,subcritical,40,600,484.6,51.01,3186245,10,0.75,37.66,10.76888889,48.42888889,59.81,411.91,-12.88,393250.75,66.80556522,-0.286222222,66.519343
bituminous,subcritical,40,700,565.3,49.25,3716847.5,10,0.75,36.36,10.76761905,47.12761905,69.77,480.505,-15.025,458737.75,64.49947826,-0.286190476,64.21328778
bituminous,subcritical,40,800,646.1,47.84,4248107.5,10,0.75,35.32,10.76833333,46.08833333,79.75,549.185,-17.165,524356.25,62.6546087,-0.286083333,62.36852536
bituminous,subcritical,40,900,726.8,46.67,4778710,10,0.75,34.46,10.76740741,45.22740741,89.71,617.78,-19.31,589843.25,61.12904348,-0.286074074,60.8429694
bituminous,subcritical,40,1000,807.6,45.67,5309970,10,0.75,33.72,10.768,44.488,99.68,686.46,-21.46,655396,59.81634783,-0.286133333,59.53021449
bituminous,subcritical,40,1100,888.3,44.81,5840572.5,10,0.75,33.09,10.76727273,43.85727273,109.64,755.055,-23.605,720883,58.69878261,-0.286121212,58.4126614
bituminous,subcritical,40,1200,969.1,44.05,6371832.5,10,0.75,32.52,10.76777778,43.28777778,119.61,823.735,-25.755,786435.75,57.68765217,-0.286166667,57.40148551
bituminous,subcritical,40,1300,1050,43.36,6903750,10,0.75,32.02,10.76923077,42.78923077,129.6,892.5,-27.9,852120,56.80069565,-0.286153846,56.51454181
bituminous,subcritical,40,1400,1131,42.81,7436325,10,0.75,31.61,10.77142857,42.38142857,139.6,961.35,-30.05,917870,56.0733913,-0.286190476,55.78720083
bituminous,subcritical,40,1500,1211,42.4,7962325,10,0.75,31.31,10.76444444,42.07444444,149.47,1029.35,-32.18,982765.25,55.54121739,-0.286044444,55.25517295
bituminous,subcritical,40,1600,1292,42.03,8494900,10,0.75,31.03,10.76666667,41.79666667,159.47,1098.2,-34.33,1048515.25,55.04452174,-0.286083333,54.75843841
bituminous,subcritical,40,1700,1373,41.71,9027475,10,0.75,30.8,10.76862745,41.56862745,169.47,1167.05,-36.48,1114265.25,54.63652174,-0.286117647,54.35040409
bituminous,subcritical,40,1800,1454,41.42,9560050,10,0.75,30.58,10.77037037,41.35037037,179.46,1235.9,-38.64,1179949.5,54.24626087,-0.286222222,53.96003865
bituminous,subcritical,40,1900,1534,41.15,10086050,10,0.75,30.38,10.76491228,41.14491228,189.34,1303.9,-40.76,1244910.5,53.89147826,-0.286035088,53.60544317
bituminous,subcritical,40,2000,1615,40.91,10618625,10,0.75,30.21,10.76666667,40.97666667,199.34,1372.75,-42.91,1310660.5,53.58991304,-0.286066667,53.30384638
bituminous,subcritical,40,2100,1696,40.7,11151200,10,0.75,30.05,10.76825397,40.81825397,209.33,1441.6,-45.07,1376344.75,53.30608696,-0.28615873,53.01992823
bituminous,subcritical,40,2200,1777,40.49,11683775,10,0.75,29.9,10.76969697,40.66969697,219.33,1510.45,-47.22,1442094.75,53.04,-0.286181818,52.75381818
bituminous,subcritical,40,2300,1857,40.31,12209775,10,0.75,29.76,10.76521739,40.52521739,229.2,1578.45,-49.35,1506990,52.79165217,-0.286086957,52.50556522
bituminous,subcritical,40,2400,1938,40.13,12742350,10,0.75,29.63,10.76666667,40.39666667,239.2,1647.3,-51.5,1572740,52.56104348,-0.286111111,52.27493237
bituminous,subcritical,40,2500,2019,39.97,13274925,10,0.75,29.51,10.768,40.278,249.2,1716.15,-53.65,1638490,52.34817391,-0.286133333,52.06204058
bituminous,subcritical,43,100,80.82,90.92,531391.5,10,0.75,67.13,10.776,77.906,9.98,68.697,-2.143,65618.5,119.0827826,-0.285733333,118.7970493
bituminous,subcritical,43,200,161.6,68.96,1062520,10,0.75,50.92,10.77333333,61.69333333,19.95,137.36,-4.29,131171.25,90.32765217,-0.286,90.04165217
bituminous,subcritical,43,300,242.3,60.45,1593122.5,10,0.75,44.63,10.76888889,55.39888889,29.91,205.955,-6.435,196658.25,79.16973913,-0.286,78.88373913
bituminous,subcritical,43,400,323.1,55.7,2124382.5,10,0.75,41.13,10.77,51.9,39.88,274.635,-8.585,262211,72.96104348,-0.286166667,72.67487681
bituminous,subcritical,43,500,403.8,52.57,2654985,10,0.75,38.82,10.768,49.588,49.84,343.23,-10.73,327698,68.86330435,-0.286133333,68.57717101
bituminous,subcritical,43,600,484.6,50.31,3186245,10,0.75,37.15,10.76888889,47.91888889,59.81,411.91,-12.88,393250.75,65.90086957,-0.286222222,65.61464734
bituminous,subcritical,43,700,565.3,48.57,3716847.5,10,0.75,35.86,10.76761905,46.62761905,69.77,480.505,-15.025,458737.75,63.61252174,-0.286190476,63.32633126
bituminous,subcritical,43,800,646.1,47.18,4248107.5,10,0.75,34.84,10.76833333,45.60833333,79.75,549.185,-17.165,524356.25,61.80313043,-0.286083333,61.5170471
bituminous,subcritical,43,900,726.8,46.03,4778710,10,0.75,33.99,10.76740741,44.75740741,89.71,617.78,-19.31,589843.25,60.29530435,-0.286074074,60.00923027
bituminous,subcritical,43,1000,807.6,45.05,5309970,10,0.75,33.26,10.768,44.028,99.68,686.46,-21.46,655396,59.00034783,-0.286133333,58.71421449
bituminous,subcritical,43,1100,888.3,44.2,5840572.5,10,0.75,32.64,10.76727273,43.40727273,109.64,755.055,-23.605,720883,57.90052174,-0.286121212,57.61440053
bituminous,subcritical,43,1200,969.1,43.44,6371832.5,10,0.75,32.07,10.76777778,42.83777778,119.61,823.735,-25.755,786435.75,56.8893913,-0.286166667,56.60322464
bituminous,subcritical,43,1300,1050,42.77,6903750,10,0.75,31.58,10.76923077,42.34923077,129.6,892.5,-27.9,852120,56.02017391,-0.286153846,55.73402007
bituminous,subcritical,43,1400,1131,42.23,7436325,10,0.75,31.18,10.77142857,41.95142857,139.6,961.35,-30.05,917870,55.3106087,-0.286190476,55.02441822
bituminous,subcritical,43,1500,1211,41.82,7962325,10,0.75,30.88,10.76444444,41.64444444,149.47,1029.35,-32.18,982765.25,54.77843478,-0.286044444,54.49239034
bituminous,subcritical,43,1600,1292,41.46,8494900,10,0.75,30.61,10.76666667,41.37666667,159.47,1098.2,-34.33,1048515.25,54.29947826,-0.286083333,54.01339493
bituminous,subcritical,43,1700,1373,41.14,9027475,10,0.75,30.38,10.76862745,41.14862745,169.47,1167.05,-36.48,1114265.25,53.89147826,-0.286117647,53.60536061
