Case,Response,Total Var,PVfarm1_GenMW_6_1,PVfarm2_GenMW_8_1,PVfarm3_GenMW_10_1,PVfarm1_BusNomVolt_6,PVfarm2_BusNomVolt_8,PVfarm3_BusNomVolt_10,PVfarm1_GenMW_6_1*PVfarm2_GenMW_8_1,PVfarm1_GenMW_6_1*PVfarm3_GenMW_10_1,PVfarm1_GenMW_6_1*PVfarm1_BusNomVolt_6,PVfarm1_GenMW_6_1*PVfarm2_BusNomVolt_8,PVfarm1_GenMW_6_1*PVfarm3_BusNomVolt_10,PVfarm2_GenMW_8_1*PVfarm3_GenMW_10_1,PVfarm2_GenMW_8_1*PVfarm1_BusNomVolt_6,PVfarm2_GenMW_8_1*PVfarm2_BusNomVolt_8,PVfarm2_GenMW_8_1*PVfarm3_BusNomVolt_10,PVfarm3_GenMW_10_1*PVfarm1_BusNomVolt_6,PVfarm3_GenMW_10_1*PVfarm2_BusNomVolt_8,PVfarm3_GenMW_10_1*PVfarm3_BusNomVolt_10,PVfarm1_BusNomVolt_6*PVfarm2_BusNomVolt_8,PVfarm1_BusNomVolt_6*PVfarm3_BusNomVolt_10,PVfarm2_BusNomVolt_8*PVfarm3_BusNomVolt_10
CaseGroup1_Case1,Bus9_sub%20microgrid%203_PWBUSPUVOLT,3.0036109067348212e-016,0.26628521318841386,0.029815717308731688,0.65799165173217444,0.0004167363246451529,0.00046034914876849094,0.00092637267107912159,0.0020201510281851283,0.012113844696377288,0.0019135065885228625,0.0026200543030091743,0.0030781209261528356,0.0019581452716373117,0.0011501717745033902,0.0015721918212047974,0.0019624862611974489,0.0022444361715238826,0.0031735975224732645,0.002163978102246849,0.0028444825879825938,0.0040841473517255113,0.0012046452194450755
CaseGroup1_Case1,Bus9_sub%20microgrid%203_PWBUSANGLE,9.2452614095156977e-006,0.28722063405099235,0.031914156189654978,0.68086520935897066,1.6601199159139474e-012,5.6290508688216101e-011,3.4243125538025315e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus9_sub%20microgrid%203_PWBUSKVVOLT,1.2071076953694093e-014,0.28457219531371719,0.032752760363090848,0.6746935420535447,4.5185054821840171e-005,4.4228636927394572e-005,3.7887896803604642e-005,0.00031815229580852821,0.0059396788152272367,4.5404965620596931e-005,0.00019862754532040203,5.9385334082052768e-005,0.00071941606874503924,5.2059664018743234e-005,5.9268105574270262e-005,6.8275038087200744e-005,3.0345987530186661e-005,8.7984512950889043e-005,6.9827098437102512e-005,4.4952473659944755e-005,4.7153391135426857e-005,0.00011366938489666234
CaseGroup1_Case1,Bus9_sub%20microgrid%203_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus9_sub%20microgrid%203_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus9_sub%20microgrid%203_BusGenMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus9_sub%20microgrid%203_BusGenMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_PWBUSPUVOLT,2.284895999714818e-016,0.24449098014573395,0.030480547681686985,0.65208664452236931,0.0023763644452586734,0.00078174915339825199,0.0019093483678265745,0.0027830384187549372,0.013123600952381487,0.0049960736493746636,0.0037337413874137092,0.0026078802762215564,0.0020086681909828831,0.0018520370326080347,0.0032013219666790545,0.0069574204238677991,0.0039693082673480529,0.0038852161870820282,0.0055396722066331115,0.0037352664049956578,0.0056147845218268095,0.0038663357975564556
CaseGroup1_Case1,Bus10_PVfarm3_PWBUSANGLE,1.0683362672805944e-005,0.24853397270706182,0.02761627102361968,0.72384975585161171,2.4758652233154621e-012,5.5054186299771908e-011,3.6017670378482851e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_PWBUSKVVOLT,0.0018749057822685662,2.3409265966599852e-011,1.0405764775606992e-010,4.2770733888498075e-010,1.2430397180782159e-010,1.6921730271768898e-010,0.99999999915130444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_BusGenMW,0.00013332597130109628,6.3798218577863562e-011,6.7471088327128563e-011,0.99999999937971096,2.0933626305917332e-011,3.3331581998322961e-011,4.3475459066620387e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus10_PVfarm3_BusGenMVR,0.00011552512359470228,3.7976647438599936e-007,3.4430683984634972e-008,0.99999958527624266,2.2040404726228094e-011,2.4485182988599473e-011,4.8007339011677534e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_PWBUSPUVOLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_PWBUSANGLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_PWBUSKVVOLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_BusGenMW,0.00021818751639855641,0.34608503204535479,0.038426990689208032,0.61548797690959201,8.983037172598991e-013,6.2760730480349333e-011,2.9218615792037432e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus11_11_BusGenMVR,0.00018789926429917561,0.34617723034286435,0.038475422231551988,0.61534734704723948,7.1251960936843128e-013,5.47061708715389e-011,3.229256061664215e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_PWBUSPUVOLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_PWBUSANGLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_PWBUSKVVOLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_BusGenMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus12_12_BusGenMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus13_Desalination3_PWBUSPUVOLT,8.6991205491049449e-014,0.27438069418542232,0.010067791300399222,0.71511837022972535,2.8066597735236131e-006,2.4294671550911291e-006,3.5052394428779717e-006,1.8531220664597061e-005,0.00016325497071504865,2.0767846067725302e-005,1.916268287486999e-005,1.6754519426204145e-005,4.7058183228836315e-005,1.580755167610179e-005,1.8271656108217434e-005,1.9285406897292982e-005,1.2908095629286749e-005,2.1006469946128197e-005,1.0883872377086326e-005,1.4923711896256994e-005,1.1520540789367422e-005,1.4266189784859715e-005
CaseGroup1_Case1,Bus13_Desalination3_PWBUSANGLE,7.951155999866842e-006,0.34613438659146378,0.038452825359860422,0.61541278770729668,7.3961699473191712e-013,5.9279511415595647e-011,2.813602034939618e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus13_Desalination3_PWBUSKVVOLT,1.7634937181971108e-014,0.27454127897987413,0.010070896715397442,0.71385598014311979,9.5191523870218005e-006,3.2313334890921798e-005,1.8159966802048948e-005,9.2708011326989999e-005,0.00031554047682197346,4.4319888468131084e-005,7.7624294886139623e-005,6.4451641573925981e-005,9.49507702602457e-005,6.3224396363293468e-005,7.1956084097270218e-005,0.00012237885519047765,3.4777495199745565e-005,6.95692841866999e-005,0.00014140743982464193,9.9423733157797005e-005,9.6190309743519325e-005,8.3329026427765888e-005
CaseGroup1_Case1,Bus13_Desalination3_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus13_Desalination3_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus13_Desalination3_BusGenMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus13_Desalination3_BusGenMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus14_FishHatchery_PWBUSPUVOLT,1.0799076438472687e-012,0.27661579927793961,0.010749046869140728,0.71250127551028786,2.0968537583819979e-008,3.992828345217001e-008,9.9243237074364421e-008,4.3464660741675975e-006,0.00011237143843070352,3.6572722345842237e-009,3.9240436542899679e-008,2.8894363403374113e-008,1.6626900159734708e-005,3.5571030004501422e-008,8.3363529815423521e-008,9.4675303899763395e-009,1.0378306113659702e-008,2.446998382489915e-008,1.2734861429767032e-009,5.2457845323711024e-008,5.0400370911171513e-008,3.4223754622173106e-008
CaseGroup1_Case1,Bus14_FishHatchery_PWBUSANGLE,8.6901583162511591e-006,0.34609257165216911,0.038430903781610119,0.61547652421017018,1.363906876940742e-013,5.5092998014666344e-011,3.0082112087610982e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus14_FishHatchery_PWBUSKVVOLT,2.1889315050097814e-013,0.27696190293391432,0.010739131928154977,0.7120539285910964,1.2327748124822542e-006,1.7114861601274552e-006,1.6030444110061198e-006,1.1241134286722766e-005,0.00012100472610986293,6.3312686405365695e-006,9.5255908037392231e-006,6.3910430686558985e-006,2.0015233353380151e-005,4.3247346845857278e-006,9.5792742913130574e-006,7.2242675058470226e-006,9.1795270832869197e-006,7.6055543005945683e-006,7.9678965675951511e-006,5.5509673696573996e-006,7.5623744789564041e-006,6.985648905977229e-006
CaseGroup1_Case1,Bus14_FishHatchery_BusLoadMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus14_FishHatchery_BusLoadMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus14_FishHatchery_BusGenMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus14_FishHatchery_BusGenMVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus15_Desalination2_PWBUSPUVOLT,1.1179663986532355e-013,0.27514593842950524,0.010206533393183118,0.71433872945222354,3.13083608069464e-006,4.8926703006159734e-006,6.5458250219197881e-006,8.8814684118332639e-006,0.00015774318985450832,4.5814806188789465e-006,6.360595514117764e-006,6.9815094512325254e-006,4.6041958638619023e-005,7.4404285453468876e-006,7.527460502016598e-006,8.8581382397080639e-006,2.0101410223689133e-006,5.066414275874568e-006,1.109616243124094e-005,5.5302740173860762e-006,8.0469617480038057e-006,8.0632104136846217e-006
CaseGroup1_Case1,Bus15_Desalination2_PWBUSANGLE,7.9879664788743889e-006,0.34613205861703827,0.038451650973437744,0.61541629003160059,4.4736799980250709e-013,5.8106038652337864e-011,3.1937016911554482e-010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaseGroup1_Case1,Bus15_Desalination2_PWBUSKVVOLT,2.2713840556243484e-014,0.27551068419342534,0.01034837275967756,0.71364695673114464,1.4430135235186806e-005,1.3411005936156496e-005,3.4047820710629978e-005,1.0406161813915484e-005,0.00014485757013859592,1.6265485889890735e-005,1.7669791173217997e-005,3.1912440394028464e-005,5.7192081997448623e-005,2.8059355770948292e-005,9.3470070864180448e-006,2.5875951771306809e-005,1.7862598933839179e-005,1.2929337087521256e-005,1.7853905065270301e-005,1.1677655152468081e-005,2.3441853203413195e-005,6.7461583921354581e-006
