Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
OntoMatPassport,TBox,http://www.theworldavatar.com/kg/ontomatpassport,https://www.w3.org/2007/05/powder-s#hasIRI,,,,,,
OntoMatPassport,TBox,1,http://www.w3.org/2002/07/owl#versionInfo,,,,,,
OntoMatPassport,TBox,OntoMatPassport is an ontology developed for representing material passport of products and components.,http://www.w3.org/2000/01/rdf-schema#comment,,,,,,
OntoMatPassport,TBox,,http://www.w3.org/2002/07/owl#imports,,,,,,
Product,Class,,,,,,An artefact manufactured in an industrial setting to meet the demands of consumers and usually consists of multiple parts.,http://www.theworldavatar.com/kg/ontomatpassport,Product
Component,Class,,,,,,Part of a bigger whole that can be a system or a product of composite nature.,http://www.theworldavatar.com/kg/ontomatpassport,Component
http://emmo.info/emmo#EMMO_4207e895_8b83_4318_996a_72cfb32acd94,Class,,,,,,,http://emmo.info/emmo,Material
Material Passport,Class,,,,,,"A passport or document providing identification, physical, temporal, sustainability and other properties of a product or component.",http://www.theworldavatar.com/kg/ontomatpassport,Material passport
http://xmlns.com/foaf/0.1/Agent,Class,,,,,,,http://xmlns.com/foaf/0.1,Agent
Manufacturer,Class,,,,,,"A business, company or entity manufacturing goods for the consumer market.",http://www.theworldavatar.com/kg/ontomatpassport,Manufacturer
Supplier,Class,,,,,,"A business, company or entity supplying goods to another business, company or entity.",http://www.theworldavatar.com/kg/ontomatpassport,Supplier
http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,Class,,,,,,A characteristic of an object that can be applied in determining its use in applications.,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl,Property
https://w3id.org/mdo/core/PhysicalProperty,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the physical aspect of an object.,https://w3id.org/mdo/core,Physical property
Thermal Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the thermal aspect of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Thermal property
Temporal Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the temporal aspect of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Temporal property
Composition Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to describe the composition aspect of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Composition property
Chemical Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the chemical aspect of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Chemical property
Biological Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the biological feature of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Biological property
Sustainability Property,Class,http://www.theworldavatar.com/ontology/ontocape/upper_level/system.owl#Property,IS-A,,,,A property to express the biological feature of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Sustainability property
Dimension,Class,https://w3id.org/mdo/core/PhysicalProperty,IS-A,,,,A physical propertythat describes the dimension of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Dimension
Height,Class,Dimension,IS-A,,,,A dimensional property expressing the height of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Height
Width,Class,Dimension,IS-A,,,,A dimensional property expressing the width of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Width
Length,Class,Dimension,IS-A,,,,A dimensional property expressing the length of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Length
Mass,Class,https://w3id.org/mdo/core/PhysicalProperty,IS-A,,,,A physical property to describe the mass of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Mass
Density,Class,https://w3id.org/mdo/core/PhysicalProperty,IS-A,,,,A physical property that describes the density of an object.,http://www.theworldavatar.com/kg/ontomatpassport,Density
