Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By
WebFile,Class,,,,,,A generic web file concept.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
WebServer,Class,,,,,,A generic web server concept.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
hasWebFile,Object Property,,,,WebFile,only,A relation between a class in an ontology and a web file.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
hasWebServer,Object Property,,,WebFile,WebServer,only,A relation between a web file and a web server the file is located on.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
hasFilePath,Data Property,,,WebFile,String,only,Location of a web file on the web server.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
hasAddress,Data Property,,,WebServer,String,only,Address of the web server.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
hasPortNumber,Data Property,,,WebServer,integer,only,Port number that the web server.,http://www.theworldavatar.com/ontology/ontowebfile/OntoWebServer.owl
