Case_name,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR_1,subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE_1,subtype_CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus95_Petrofac_LineMW_1,subtype_CaseGroup1_Bus95_Petrofac_LineMVR_1
CaseGroup1_Case1,0.0073655784278084946,0.0077356000973847205,0.0076625896740618593,0.0076624451526550175,0.0073605312947955248,0.0077354042954479452,0.0076592462049510646,0.0076609579444415488,0.0073604873448641639,0.0077354026256482022,0.0076530519500929151,0.0076601513457705828
