CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1
-72.749171630000006
-56.195615220000001
-56.204480590000003
-56.193167070000001
-56.189079849999999
-56.197145880000001
-56.211170320000001
-56.198916079999996
-56.198953170000003
-56.394938310000001
-56.192750670000002
-56.184511720000003
-56.192125140000002
-56.199994680000003
-56.201377919999999
-56.20801805
-56.207458099999997
-56.201711920000001
-56.186513249999997
-56.213092160000002
-56.213656159999999
-56.195949140000003
-56.202594349999998
-56.188166129999999
-56.188667049999999
-56.210726979999997
-56.203289339999998
-56.203533790000002
-56.198504929999999
-56.190804610000001
-56.200909099999997
-56.204210699999997
-56.209116010000002
-56.191494349999999
-56.195487020000002
-56.205461190000001
-56.201574659999999
-56.207832170000003
-56.192223120000001
-56.212476840000001
-56.192499599999998
-56.198627809999998
-56.190041890000003
-56.20037198
-56.215083419999999
-56.203099569999999
-56.197153149999998
-56.191995560000002
-56.193226719999998
-56.211351630000003
-56.196596530000001
-56.197033689999998
-56.206444210000001
-56.196544500000002
-56.204131169999997
-56.188770290000001
-56.203237260000002
-56.193097899999998
-56.209106089999999
-56.190752789999998
-56.20174789
-56.192871220000001
-56.193289569999997
-56.209332830000001
-56.196195269999997
-56.210168400000001
-56.186452809999999
-56.19241469
-56.21016779
-56.202439259999998
-56.210677070000003
-56.197702280000001
-56.203293199999997
-56.206879530000002
-56.200654280000002
-56.186432160000003
-56.199107410000003
-56.210239610000002
-56.200041280000001
-56.191375790000002
-56.207893630000001
-56.189748649999999
-56.192792050000001
-56.19114149
-56.20644386
-56.187181010000003
-56.202072530000002
-56.206607720000001
-56.190615299999997
-56.207376150000002
-56.196533420000002
-56.209099270000003
-56.192183900000003
-56.210989570000002
-56.206449689999999
-56.20137596
-56.18714568
-56.199449049999998
-56.199975940000002
-55.848056759999999
-56.184792029999997
-56.203444249999997
-56.198765690000002
-56.192138620000001
-56.201551870000003
-56.198459700000001
-56.18609008
-56.190375690000003
-56.195648249999998
-56.193750659999999
-56.190995280000003
-56.199343560000003
-56.198325650000001
-56.191855769999997
-56.18932487
-56.19946298
-56.186508400000001
-56.185538119999997
-56.187015440000003
-56.200776570000002
-56.200453699999997
-56.193098910000003
-56.193435280000003
-56.19096141
-56.185699149999998
-56.194532670000001
-56.191413160000003
-56.204173699999998
-56.192909280000002
-56.198370130000001
-56.203344770000001
-56.209689939999997
-56.212589440000002
-56.207544470000002
-56.205198590000002
-56.195666580000001
-56.204627840000001
-56.208866550000003
-56.198580300000003
-56.195860349999997
-56.196315949999999
-56.186578150000003
-56.204667059999998
-56.201258760000002
-56.211152839999997
-56.215740699999998
-56.204011829999999
-56.19444524
-56.2114586
-56.205630399999997
-56.210554369999997
-56.197724469999997
-56.201063089999998
-56.207805899999997
-56.199246940000002
-56.195988759999999
-56.199172750000002
-56.189064080000001
-56.198989750000003
-56.191013890000001
-56.207607160000002
-56.201440890000001
-56.210896300000002
-56.215375440000003
-56.194061699999999
-56.20865311
-56.200236850000003
-56.209221890000002
-56.215507610000003
-56.19833843
-56.196995379999997
-56.1998435
-56.198485900000001
-56.212368490000003
-56.197446399999997
-56.197306900000001
-56.209981390000003
-56.203955260000001
-56.208220269999998
-56.203271639999997
-56.200919579999997
-56.210648880000001
