CaseGroup1_Case1_subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE_1
-72.841526860000002
-56.45951934
-56.468464640000001
-56.457080699999999
-56.452968849999998
-56.461091279999998
-56.47521296
-56.462881639999999
-56.46292313
-56.65985938
-56.456606860000001
-56.448316830000003
-56.455984719999996
-56.463908779999997
-56.465304490000001
-56.471990329999997
-56.471430230000003
-56.465649370000001
-56.45035395
-56.477110949999997
-56.477686120000001
-56.459867279999997
-56.466560059999999
-56.452040869999998
-56.45254559
-56.474751240000003
-56.467265339999997
-56.467511459999997
-56.462449659999997
-56.454699009999999
-56.464869970000002
-56.468193380000002
-56.473130990000001
-56.455394060000003
-56.45941346
-56.469453129999998
-56.465542839999998
-56.471841499999996
-56.456130209999998
-56.476517170000001
-56.456409360000002
-56.46257791
-56.453935799999996
-56.464333750000002
-56.479142080000003
-56.467079740000003
-56.46109474
-56.455903380000002
-56.457142830000002
-56.475386780000001
-56.460535159999999
-56.460975560000001
-56.470448699999999
-56.460484180000002
-56.468120740000003
-56.452659310000001
-56.467221590000001
-56.457015820000002
-56.473129219999997
-56.454656270000001
-56.465723709999999
-56.45678891
-56.457210140000001
-56.473359209999998
-56.460135569999998
-56.474200850000003
-56.450330010000002
-56.456333309999998
-56.474203189999997
-56.466424889999999
-56.474717149999996
-56.4616574
-56.467285089999997
-56.47089502
-56.46462906
-56.450314259999999
-56.463072840000002
-56.474278759999997
-56.464014089999999
-56.45529191
-56.471918510000002
-56.453655089999998
-56.456718870000003
-56.45505773
-56.470460610000003
-56.451072140000001
-56.466061840000002
-56.470626950000003
-56.454530009999999
-56.471401370000002
-56.460487809999997
-56.473136599999997
-56.456110359999997
-56.475039950000003
-56.470470710000001
-56.465363779999997
-56.451040659999997
-56.463424830000001
-56.463955570000003
-56.109522040000002
-56.448593000000002
-56.467368090000001
-56.46265906
-56.455988689999998
-56.46546438
-56.462352240000001
-56.449901689999997
-56.454215939999997
-56.459523150000003
-56.45761341
-56.454840509999997
-56.463243599999998
-56.462219429999998
-56.455707189999998
-56.453159919999997
-56.463365009999997
-56.450325900000003
-56.449349380000001
-56.450836649999999
-56.464688350000003
-56.464364029999999
-56.45696135
-56.457300400000001
-56.454810600000002
-56.449514409999999
-56.458406369999999
-56.455266450000003
