CaseGroup1_Case1_subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW_1
341.48790836000001
193.88873577000001
193.88484955000001
193.88415813
193.88371706000001
193.88308524999999
193.88214350000001
193.88154745
193.88079643
193.93987655999999
193.89398098000001
193.89342070000001
193.89264584
193.89213323999999
193.89153719000001
193.89114380000001
193.89051198999999
193.88995170999999
193.88942718999999
193.88874769
193.88744831
193.88663768999999
193.88588666999999
193.88523101999999
193.88515949000001
193.8849926
193.88488530999999
193.88487339
193.88486147
193.88482571
193.88477802
193.88476610000001
193.88475417999999
193.88465880999999
193.88457536999999
193.88456345
193.88427734000001
193.88426541999999
193.88420582000001
193.88417006
193.88406277000001
193.884027
193.88400315999999
193.88399124
193.88391971999999
193.88388395000001
193.88378858999999
193.88377666
193.88374089999999
193.88371706000001
193.88365745999999
193.88358593000001
193.88341904000001
193.8833952
193.88337135
193.88332367000001
193.88327598999999
193.88325214
193.88324022
193.88306141000001
193.88303757
193.88301372999999
193.88298988
193.88289452000001
193.88287066999999
193.88279915000001
193.88270378000001
193.88228655
193.88226270999999
193.88210773
193.88203621
193.88198853
193.88198853
193.8819766
193.88194084
193.88179779000001
193.88177395
193.88167858
193.88158321
193.88153553000001
193.88148785000001
193.88136864000001
193.88129710999999
193.88124943
193.88122559000001
193.88108252999999
193.88098717
193.88096332999999
193.8808918
193.88079643
193.88074875000001
193.8806653
193.88062954
193.88054609
193.88047456999999
193.88045073000001
193.88031960000001
193.88034343999999
193.88025999000001
193.91778708000001
193.89455318
193.89443398
193.89439820999999
193.89436244999999
193.89424324000001
193.89420748000001
193.89414787000001
193.89406442999999
193.89405250999999
193.89398098000001
193.89387368999999
193.89386177
193.89379025
193.8937664
193.89371872000001
193.89364719
193.89355183000001
193.89352797999999
193.89348029999999
193.89344453999999
193.89332533000001
193.89326571999999
193.89319420000001
193.89314651000001
193.89300345999999
193.89293194000001
193.89293194000001
193.89278888999999
193.89271736000001
193.89264584
193.89257430999999
193.89255047
193.89245510000001
193.89238358
193.89231204999999
193.89226436999999
193.89226436999999
193.89224052
193.892169
193.89213323999999
193.89207363
193.89200210999999
193.89185904999999
193.89181137
193.89177561
193.89175177000001
193.89169215999999
193.89166832000001
193.89158487
193.89153719000001
193.89150143000001
193.89142989999999
193.89135838000001
193.89133452999999
193.89131069000001
193.89129876999999
193.89128685
193.89121531999999
193.89120339999999
193.89111996
193.89111996
193.89107227
193.89096498000001
193.89086961999999
193.89073848999999
193.89069079999999
193.89066696
193.89065504000001
193.89053583
193.89050007
193.89048815000001
193.89016627999999
193.89013052000001
193.89013052000001
193.89009476000001
193.89008283999999
193.89008283999999
193.89004707000001
193.89002323
193.88995170999999
193.88990401999999
193.88988018000001
193.88985633999999
193.88978481000001
193.88973712999999
193.88968944999999
193.88962984
193.88957024000001
193.88953447
193.88942718999999
193.88942718999999
193.88936758
193.88933182
193.8893199
193.88928412999999
193.88904572000001
193.88902186999999
193.88893843
193.88883114000001
193.88870001000001
193.88853312000001
193.88833045999999
193.88827085
193.88824700999999
193.88821125000001
193.88786554000001
193.88773441000001
193.88775826
193.88756752
193.88740063
193.88740063
193.88725758000001
193.88720989000001
193.88722181
193.88711452000001
193.88703108000001
193.88693570999999
193.88687611
193.88680457999999
193.88663768999999
193.88649464
193.88641118999999
193.88637542999999
193.88633966
