Source,Type,Target,Relation,Value,Data Type
Gross Calorific Value_2,Instance,Weblink_2,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_2_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_2_1,,17.7,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_2_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_2,Instance,Gross Calorific Value_2_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_2,,"sugarbeet (#417), based on ""dry"" value",string
Gross Calorific Value_6,Instance,Weblink_6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_6_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_6_1,,19.26,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_6_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_6,Instance,Gross Calorific Value_6_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_6,,"flax (#521), based on ""dry"" value",string
Gross Calorific Value_7,Instance,Weblink_7,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_7_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_7_1,,18.92,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_7_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_7,Instance,Gross Calorific Value_7_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_7,,"maize (#533), based on ""dry"" value",string
Gross Calorific Value_8,Instance,Weblink_8,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_8_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_8_1,,17.39,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_8_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_8,Instance,Gross Calorific Value_8_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_8,,"oat straw (#2816), based on ""as received"" value",string
Gross Calorific Value_9,Instance,Weblink_9,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_9_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_9_1,,14.62,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_9_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_9,Instance,Gross Calorific Value_9_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_9,,"onion peel (#3068), based on ""as received"" value but HHV_Milne",string
Gross Calorific Value_10,Instance,Weblink_10,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_10_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_10_1,,18.79,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_10_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_10,Instance,Gross Calorific Value_10_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_10,,"rye straw (#547), based on ""dry"" value",string
Gross Calorific Value_12,Instance,Weblink_12,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_12_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_12_1,,15.91,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_12_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_12,Instance,Gross Calorific Value_12_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_12,,"wheat + rye (#484), based on ""dry"" value",string
Gross Calorific Value_13,Instance,Weblink_13,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_13_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_13_1,,16.05,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_13_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_13,Instance,Gross Calorific Value_13_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_13,,"wheat straw (#703), based on ""as received"" value",string
Gross Calorific Value_16,Instance,Weblink_16,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_16_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_16_1,,16.96,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_16_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_16,Instance,Gross Calorific Value_16_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_16,,"rape (#539), based on ""as received"" value",string
Gross Calorific Value_18,Instance,Weblink_18,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_18_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_18_1,,1.55,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_18_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_18,Instance,Gross Calorific Value_18_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_18,,"tomato plant (#2887), based on ""as received"" value",string
Gross Calorific Value_19,Instance,Weblink_19,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_19_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_19_1,,16.94,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_19_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_19,Instance,Gross Calorific Value_19_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_19,,"barley (#435), based on ""as received"" value",string
Gross Calorific Value_20,Instance,Weblink_20,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_20_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_20_1,,19.26,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_20_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_20,Instance,Gross Calorific Value_20_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_20,,"flax (#521), based on ""dry"" value",string
Gross Calorific Value_21,Instance,Weblink_21,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_21_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_21_1,,17.39,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_21_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_21,Instance,Gross Calorific Value_21_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_21,,"oat straw (#2816), based on ""as received"" value",string
Gross Calorific Value_22,Instance,Weblink_22,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_22_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_22_1,,16.05,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_22_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_22,Instance,Gross Calorific Value_22_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_22,,"wheat straw (#703), based on ""as received"" value",string
Gross Calorific Value_23,Instance,Weblink_23,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_23_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_23_1,,16.96,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_23_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_23,Instance,Gross Calorific Value_23_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_23,,"rape (#539), based on ""as received"" value",string
Gross Calorific Value_24,Instance,Weblink_24,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_24_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_24_1,,18.79,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_24_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_24,Instance,Gross Calorific Value_24_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_24,,"rye straw (#547), based on ""dry"" value",string
Gross Calorific Value_25,Instance,Weblink_25,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_25_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_25_1,,15.91,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_25_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_25,Instance,Gross Calorific Value_25_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_25,,"wheat + rye (#484), based on ""dry"" value",string
Gross Calorific Value_27,Instance,Weblink_27,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_27_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_27_1,,15.78,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_27_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_27,Instance,Gross Calorific Value_27_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_27,,"sunflower pellets (#2747), based on ""as received"" value",string
Gross Calorific Value_28,Instance,Weblink_28,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_28_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_28_1,,2.46,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_28_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_28,Instance,Gross Calorific Value_28_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_28,,"bean plant (#2888), based on ""as received"" value",string
Gross Calorific Value_29,Instance,Weblink_29,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_29_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_29_1,,2.46,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_29_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_29,Instance,Gross Calorific Value_29_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_29,,"bean plant (#2888), based on ""as received"" value",string
Gross Calorific Value_31,Instance,Weblink_31,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_31_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_31_1,,2.46,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_31_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_31,Instance,Gross Calorific Value_31_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_31,,"bean plant (#2888), based on ""as received"" value",string
Gross Calorific Value_33,Instance,Weblink_33,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Gross Calorific Value_33_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Gross Calorific Value_33_1,,11.79,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Gross Calorific Value_33_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Gross Calorific Value_33,Instance,Gross Calorific Value_33_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Gross Calorific Value_33,,"miscanthus (#573), based on ""as received"" value",string
Net Calorific Value_1,Instance,Weblink_34,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_1_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_1_1,,15.56,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_1_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_1,Instance,Net Calorific Value_1_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_1,,"barley (#435), based on ""as received"" value",string
Net Calorific Value_2,Instance,Weblink_35,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_2_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_2_1,,16.6,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_2_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_2,Instance,Net Calorific Value_2_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_2,,"sugarbeet (#417), based on ""dry"" value",string
Net Calorific Value_6,Instance,Weblink_39,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_6_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_6_1,,18.07,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_6_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_6,Instance,Net Calorific Value_6_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_6,,"flax (#521), based on ""dry"" value",string
Net Calorific Value_7,Instance,Weblink_40,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_7_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_7_1,,17.71,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_7_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_7,Instance,Net Calorific Value_7_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_7,,"maize (#533), based on ""dry"" value",string
Net Calorific Value_8,Instance,Weblink_41,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_8_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_8_1,,16.02,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_8_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_8,Instance,Net Calorific Value_8_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_8,,"oat straw (#2816), based on ""as received"" value",string
Net Calorific Value_9,Instance,Weblink_42,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_9_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_9_1,,12.47,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_9_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_9,Instance,Net Calorific Value_9_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_9,,"onion peel (#3068), based on ""as received"" value but HHV_Milne",string
Net Calorific Value_10,Instance,Weblink_43,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_10_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_10_1,,17.63,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_10_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_10,Instance,Net Calorific Value_10_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_10,,"rye straw (#547), based on ""dry"" value",string
Net Calorific Value_12,Instance,Weblink_45,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_12_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_12_1,,14.5,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
Net Calorific Value_12_1,Instance,http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,,
Net Calorific Value_12,Instance,Net Calorific Value_12_1,http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,,
http://www.w3.org/2000/01/rdf-schema#comment,Data Property,Net Calorific Value_12,,"wheat + rye (#484), based on ""dry"" value",string
Net Calorific Value_13,Instance,Weblink_46,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasWeblink,,
Net Calorific Value_13_1,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,Net Calorific Value_13_1,,14.7,string
http://theworldavatar.com/resource/ontouom/megajoule_per_kilogram,Instance,http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,,,
