primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_$_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
lignite,subcritical,83,1800,1651,32.82,10855325,,10,0.75,15,,24.36,12.22962963,36.58962963,,1403.35,9227026.25,24.1164,10.39518519,34.51158519
lignite,subcritical,83,1900,1743,32.59,11460225,,10,0.75,15,,24.19,12.23157895,36.42157895,,1481.55,9741191.25,23.9481,10.39684211,34.34494211
lignite,subcritical,83,2000,1835,32.37,12065125,,10,0.75,15,,24.03,12.23333333,36.26333333,,1559.75,10255356.25,23.7897,10.39833333,34.18803333
lignite,subcritical,83,2100,1927,32.17,12670025,,10,0.75,15,,23.88,12.23492063,36.11492063,,1637.95,10769521.25,23.6412,10.39968254,34.04088254
lignite,subcritical,83,2200,2018,31.98,13268350,,10,0.75,15,,23.74,12.23030303,35.97030303,,1715.3,11278097.5,23.5026,10.39575758,33.89835758
lignite,subcritical,83,2300,2110,31.8,13873250,,10,0.75,15,,23.61,12.23188406,35.84188406,,1793.5,11792262.5,23.3739,10.39710145,33.77100145
lignite,subcritical,83,2400,2202,31.62,14478150,,10,0.75,15,,23.47,12.23333333,35.70333333,,1871.7,12306427.5,23.2353,10.39833333,33.63363333
lignite,subcritical,83,2500,2294,31.45,15083050,,10,0.75,15,,23.35,12.23466667,35.58466667,,1949.9,12820592.5,23.1165,10.39946667,33.51596667
lignite,subcritical,87,100,91.83,76.93,603782.25,,10,0.75,15,,57.11,12.244,69.354,,78.0555,513214.9125,56.5389,10.4074,66.9463
lignite,subcritical,87,200,183.6,56.51,1207170,,10,0.75,15,,41.95,12.24,54.19,,156.06,1026094.5,41.5305,10.404,51.9345
lignite,subcritical,87,300,275.3,48.84,1810097.5,,10,0.75,15,,36.26,12.23555556,48.49555556,,234.005,1538582.875,35.8974,10.40022222,46.29762222
lignite,subcritical,87,400,367.1,44.65,2413682.5,,10,0.75,15,,33.15,12.23666667,45.38666667,,312.035,2051630.125,32.8185,10.40116667,43.21966667
lignite,subcritical,87,500,458.8,41.93,3016610,,10,0.75,15,,31.13,12.23466667,43.36466667,,389.98,2564118.5,30.8187,10.39946667,41.21816667
lignite,subcritical,87,600,550.6,39.99,3620195,,10,0.75,15,,29.69,12.23555556,41.92555556,,468.01,3077165.75,29.3931,10.40022222,39.79332222
lignite,subcritical,87,700,642.3,38.52,4223122.5,,10,0.75,15,,28.59,12.23428571,40.82428571,,545.955,3589654.125,28.3041,10.39914286,38.70324286
lignite,subcritical,87,800,734,37.34,4826050,,10,0.75,15,,27.72,12.23333333,39.95333333,,623.9,4102142.5,27.4428,10.39833333,37.84113333
lignite,subcritical,87,900,825.8,36.36,5429635,,10,0.75,15,,26.99,12.23407407,39.22407407,,701.93,4615189.75,26.7201,10.39896296,37.11906296
lignite,subcritical,87,1000,917.5,35.53,6032562.5,,10,0.75,15,,26.38,12.23333333,38.61333333,,779.875,5127678.125,26.1162,10.39833333,36.51453333
lignite,subcritical,87,1100,1009,34.81,6634175,,10,0.75,15,,25.84,12.23030303,38.07030303,,857.65,5639048.75,25.5816,10.39575758,35.97735758
lignite,subcritical,87,1200,1101,34.16,7239075,,10,0.75,15,,25.36,12.23333333,37.59333333,,935.85,6153213.75,25.1064,10.39833333,35.50473333
lignite,subcritical,87,1300,1193,33.58,7843975,,10,0.75,15,,24.93,12.23589744,37.16589744,,1014.05,6667378.75,24.6807,10.40051282,35.08121282
lignite,subcritical,87,1400,1285,33.12,8448875,,10,0.75,15,,24.59,12.23809524,36.82809524,,1092.25,7181543.75,24.3441,10.40238095,34.74648095
lignite,subcritical,87,1500,1376,32.78,9047200,,10,0.75,15,,24.33,12.23111111,36.56111111,,1169.6,7690120,24.0867,10.39644444,34.48314444
lignite,subcritical,87,1600,1468,32.48,9652100,,10,0.75,15,,24.11,12.23333333,36.34333333,,1247.8,8204285,23.8689,10.39833333,34.26723333
lignite,subcritical,87,1700,1560,32.21,10257000,,10,0.75,15,,23.91,12.23529412,36.14529412,,1326,8718450,23.6709,10.4,34.0709
lignite,subcritical,87,1800,1651,31.97,10855325,,10,0.75,15,,23.73,12.22962963,35.95962963,,1403.35,9227026.25,23.4927,10.39518519,33.88788519
lignite,subcritical,87,1900,1743,31.74,11460225,,10,0.75,15,,23.56,12.23157895,35.79157895,,1481.55,9741191.25,23.3244,10.39684211,33.72124211
lignite,subcritical,87,2000,1835,31.54,12065125,,10,0.75,15,,23.41,12.23333333,35.64333333,,1559.75,10255356.25,23.1759,10.39833333,33.57423333
lignite,subcritical,87,2100,1927,31.34,12670025,,10,0.75,15,,23.26,12.23492063,35.49492063,,1637.95,10769521.25,23.0274,10.39968254,33.42708254
lignite,subcritical,87,2200,2018,31.15,13268350,,10,0.75,15,,23.12,12.23030303,35.35030303,,1715.3,11278097.5,22.8888,10.39575758,33.28455758
lignite,subcritical,87,2300,2110,30.97,13873250,,10,0.75,15,,22.99,12.23188406,35.22188406,,1793.5,11792262.5,22.7601,10.39710145,33.15720145
lignite,subcritical,87,2400,2202,30.8,14478150,,10,0.75,15,,22.86,12.23333333,35.09333333,,1871.7,12306427.5,22.6314,10.39833333,33.02973333
lignite,subcritical,87,2500,2294,30.63,15083050,,10,0.75,15,,22.74,12.23466667,34.97466667,,1949.9,12820592.5,22.5126,10.39946667,32.91206667
lignite,subcritical,90,100,91.83,75.69,603782.25,,10,0.75,15,,56.19,12.244,68.434,,78.0555,513214.9125,55.6281,10.4074,66.0355
lignite,subcritical,90,200,183.6,55.47,1207170,,10,0.75,15,,41.18,12.24,53.42,,156.06,1026094.5,40.7682,10.404,51.1722
lignite,subcritical,90,300,275.3,47.9,1810097.5,,10,0.75,15,,35.56,12.23555556,47.79555556,,234.005,1538582.875,35.2044,10.40022222,45.60462222
lignite,subcritical,90,400,367.1,43.77,2413682.5,,10,0.75,15,,32.49,12.23666667,44.72666667,,312.035,2051630.125,32.1651,10.40116667,42.56626667
lignite,subcritical,90,500,458.8,41.1,3016610,,10,0.75,15,,30.51,12.23466667,42.74466667,,389.98,2564118.5,30.2049,10.39946667,40.60436667
lignite,subcritical,90,600,550.6,39.2,3620195,,10,0.75,15,,29.1,12.23555556,41.33555556,,468.01,3077165.75,28.809,10.40022222,39.20922222
lignite,subcritical,90,700,642.3,37.75,4223122.5,,10,0.75,15,,28.02,12.23428571,40.25428571,,545.955,3589654.125,27.7398,10.39914286,38.13894286
lignite,subcritical,90,800,734,36.59,4826050,,10,0.75,15,,27.16,12.23333333,39.39333333,,623.9,4102142.5,26.8884,10.39833333,37.28673333
lignite,subcritical,90,900,825.8,35.63,5429635,,10,0.75,15,,26.45,12.23407407,38.68407407,,701.93,4615189.75,26.1855,10.39896296,36.58446296
lignite,subcritical,90,1000,917.5,34.82,6032562.5,,10,0.75,15,,25.85,12.23333333,38.08333333,,779.875,5127678.125,25.5915,10.39833333,35.98983333
lignite,subcritical,90,1100,1009,34.11,6634175,,10,0.75,15,,25.32,12.23030303,37.55030303,,857.65,5639048.75,25.0668,10.39575758,35.46255758
lignite,subcritical,90,1200,1101,33.48,7239075,,10,0.75,15,,24.85,12.23333333,37.08333333,,935.85,6153213.75,24.6015,10.39833333,34.99983333
lignite,subcritical,90,1300,1193,32.91,7843975,,10,0.75,15,,24.43,12.23589744,36.66589744,,1014.05,6667378.75,24.1857,10.40051282,34.58621282
lignite,subcritical,90,1400,1285,32.46,8448875,,10,0.75,15,,24.1,12.23809524,36.33809524,,1092.25,7181543.75,23.859,10.40238095,34.26138095
lignite,subcritical,90,1500,1376,32.13,9047200,,10,0.75,15,,23.85,12.23111111,36.08111111,,1169.6,7690120,23.6115,10.39644444,34.00794444
lignite,subcritical,90,1600,1468,31.84,9652100,,10,0.75,15,,23.64,12.23333333,35.87333333,,1247.8,8204285,23.4036,10.39833333,33.80193333
lignite,subcritical,90,1700,1560,31.57,10257000,,10,0.75,15,,23.44,12.23529412,35.67529412,,1326,8718450,23.2056,10.4,33.6056
lignite,subcritical,90,1800,1651,31.33,10855325,,10,0.75,15,,23.26,12.22962963,35.48962963,,1403.35,9227026.25,23.0274,10.39518519,33.42258519
lignite,subcritical,90,1900,1743,31.11,11460225,,10,0.75,15,,23.09,12.23157895,35.32157895,,1481.55,9741191.25,22.8591,10.39684211,33.25594211
lignite,subcritical,90,2000,1835,30.91,12065125,,10,0.75,15,,22.95,12.23333333,35.18333333,,1559.75,10255356.25,22.7205,10.39833333,33.11883333
lignite,subcritical,90,2100,1927,30.71,12670025,,10,0.75,15,,22.8,12.23492063,35.03492063,,1637.95,10769521.25,22.572,10.39968254,32.97168254
lignite,subcritical,90,2200,2018,30.53,13268350,,10,0.75,15,,22.66,12.23030303,34.89030303,,1715.3,11278097.5,22.4334,10.39575758,32.82915758
lignite,subcritical,90,2300,2110,30.35,13873250,,10,0.75,15,,22.53,12.23188406,34.76188406,,1793.5,11792262.5,22.3047,10.39710145,32.70180145
lignite,subcritical,90,2400,2202,30.18,14478150,,10,0.75,15,,22.4,12.23333333,34.63333333,,1871.7,12306427.5,22.176,10.39833333,32.57433333
lignite,subcritical,90,2500,2294,30.01,15083050,,10,0.75,15,,22.28,12.23466667,34.51466667,,1949.9,12820592.5,22.0572,10.39946667,32.45666667
lignite,subcritical,93,100,91.83,74.45,603782.25,,10,0.75,15,,55.27,12.244,67.514,,78.0555,513214.9125,54.7173,10.4074,65.1247
lignite,subcritical,93,200,183.6,54.43,1207170,,10,0.75,15,,40.41,12.24,52.65,,156.06,1026094.5,40.0059,10.404,50.4099
lignite,subcritical,93,300,275.3,46.96,1810097.5,,10,0.75,15,,34.86,12.23555556,47.09555556,,234.005,1538582.875,34.5114,10.40022222,44.91162222
lignite,subcritical,93,400,367.1,42.9,2413682.5,,10,0.75,15,,31.85,12.23666667,44.08666667,,312.035,2051630.125,31.5315,10.40116667,41.93266667
lignite,subcritical,93,500,458.8,40.27,3016610,,10,0.75,15,,29.89,12.23466667,42.12466667,,389.98,2564118.5,29.5911,10.39946667,39.99056667
lignite,subcritical,93,600,550.6,38.4,3620195,,10,0.75,15,,28.51,12.23555556,40.74555556,,468.01,3077165.75,28.2249,10.40022222,38.62512222
lignite,subcritical,93,700,642.3,36.98,4223122.5,,10,0.75,15,,27.45,12.23428571,39.68428571,,545.955,3589654.125,27.1755,10.39914286,37.57464286
lignite,subcritical,93,800,734,35.85,4826050,,10,0.75,15,,26.61,12.23333333,38.84333333,,623.9,4102142.5,26.3439,10.39833333,36.74223333
lignite,subcritical,93,900,825.8,34.91,5429635,,10,0.75,15,,25.91,12.23407407,38.14407407,,701.93,4615189.75,25.6509,10.39896296,36.04986296
lignite,subcritical,93,1000,917.5,34.11,6032562.5,,10,0.75,15,,25.32,12.23333333,37.55333333,,779.875,5127678.125,25.0668,10.39833333,35.46513333
lignite,subcritical,93,1100,1009,33.42,6634175,,10,0.75,15,,24.81,12.23030303,37.04030303,,857.65,5639048.75,24.5619,10.39575758,34.95765758
lignite,subcritical,93,1200,1101,32.8,7239075,,10,0.75,15,,24.35,12.23333333,36.58333333,,935.85,6153213.75,24.1065,10.39833333,34.50483333
lignite,subcritical,93,1300,1193,32.24,7843975,,10,0.75,15,,23.93,12.23589744,36.16589744,,1014.05,6667378.75,23.6907,10.40051282,34.09121282
lignite,subcritical,93,1400,1285,31.79,8448875,,10,0.75,15,,23.6,12.23809524,35.83809524,,1092.25,7181543.75,23.364,10.40238095,33.76638095
lignite,subcritical,93,1500,1376,31.47,9047200,,10,0.75,15,,23.36,12.23111111,35.59111111,,1169.6,7690120,23.1264,10.39644444,33.52284444
lignite,subcritical,93,1600,1468,31.19,9652100,,10,0.75,15,,23.15,12.23333333,35.38333333,,1247.8,8204285,22.9185,10.39833333,33.31683333
lignite,subcritical,93,1700,1560,30.93,10257000,,10,0.75,15,,22.96,12.23529412,35.19529412,,1326,8718450,22.7304,10.4,33.1304
lignite,subcritical,93,1800,1651,30.7,10855325,,10,0.75,15,,22.79,12.22962963,35.01962963,,1403.35,9227026.25,22.5621,10.39518519,32.95728519
lignite,subcritical,93,1900,1743,30.48,11460225,,10,0.75,15,,22.63,12.23157895,34.86157895,,1481.55,9741191.25,22.4037,10.39684211,32.80054211
lignite,subcritical,93,2000,1835,30.28,12065125,,10,0.75,15,,22.48,12.23333333,34.71333333,,1559.75,10255356.25,22.2552,10.39833333,32.65353333
lignite,subcritical,93,2100,1927,30.09,12670025,,10,0.75,15,,22.34,12.23492063,34.57492063,,1637.95,10769521.25,22.1166,10.39968254,32.51628254
lignite,subcritical,93,2200,2018,29.91,13268350,,10,0.75,15,,22.2,12.23030303,34.43030303,,1715.3,11278097.5,21.978,10.39575758,32.37375758
lignite,subcritical,93,2300,2110,29.73,13873250,,10,0.75,15,,22.07,12.23188406,34.30188406,,1793.5,11792262.5,21.8493,10.39710145,32.24640145
lignite,subcritical,93,2400,2202,29.56,14478150,,10,0.75,15,,21.94,12.23333333,34.17333333,,1871.7,12306427.5,21.7206,10.39833333,32.11893333
lignite,subcritical,93,2500,2294,29.39,15083050,,10,0.75,15,,21.82,12.23466667,34.05466667,,1949.9,12820592.5,21.6018,10.39946667,32.00126667
lignite,subcritical,97,100,91.83,72.8,603782.25,,10,0.75,15,,54.04,12.244,66.284,,78.0555,513214.9125,53.4996,10.4074,63.907
lignite,subcritical,97,200,183.6,53.04,1207170,,10,0.75,15,,39.37,12.24,51.61,,156.06,1026094.5,38.9763,10.404,49.3803
lignite,subcritical,97,300,275.3,45.71,1810097.5,,10,0.75,15,,33.93,12.23555556,46.16555556,,234.005,1538582.875,33.5907,10.40022222,43.99092222
lignite,subcritical,97,400,367.1,41.73,2413682.5,,10,0.75,15,,30.98,12.23666667,43.21666667,,312.035,2051630.125,30.6702,10.40116667,41.07136667
lignite,subcritical,97,500,458.8,39.16,3016610,,10,0.75,15,,29.07,12.23466667,41.30466667,,389.98,2564118.5,28.7793,10.39946667,39.17876667
lignite,subcritical,97,600,550.6,37.34,3620195,,10,0.75,15,,27.72,12.23555556,39.95555556,,468.01,3077165.75,27.4428,10.40022222,37.84302222
lignite,subcritical,97,700,642.3,35.96,4223122.5,,10,0.75,15,,26.69,12.23428571,38.92428571,,545.955,3589654.125,26.4231,10.39914286,36.82224286
lignite,subcritical,97,800,734,34.85,4826050,,10,0.75,15,,25.87,12.23333333,38.10333333,,623.9,4102142.5,25.6113,10.39833333,36.00963333
lignite,subcritical,97,900,825.8,33.94,5429635,,10,0.75,15,,25.19,12.23407407,37.42407407,,701.93,4615189.75,24.9381,10.39896296,35.33706296
lignite,subcritical,97,1000,917.5,33.17,6032562.5,,10,0.75,15,,24.62,12.23333333,36.85333333,,779.875,5127678.125,24.3738,10.39833333,34.77213333
lignite,subcritical,97,1100,1009,32.49,6634175,,10,0.75,15,,24.12,12.23030303,36.35030303,,857.65,5639048.75,23.8788,10.39575758,34.27455758
lignite,subcritical,97,1200,1101,31.89,7239075,,10,0.75,15,,23.67,12.23333333,35.90333333,,935.85,6153213.75,23.4333,10.39833333,33.83163333
lignite,subcritical,97,1300,1193,31.34,7843975,,10,0.75,15,,23.26,12.23589744,35.49589744,,1014.05,6667378.75,23.0274,10.40051282,33.42791282
lignite,subcritical,97,1400,1285,30.91,8448875,,10,0.75,15,,22.95,12.23809524,35.18809524,,1092.25,7181543.75,22.7205,10.40238095,33.12288095
lignite,subcritical,97,1500,1376,30.6,9047200,,10,0.75,15,,22.72,12.23111111,34.95111111,,1169.6,7690120,22.4928,10.39644444,32.88924444
lignite,subcritical,97,1600,1468,30.33,9652100,,10,0.75,15,,22.51,12.23333333,34.74333333,,1247.8,8204285,22.2849,10.39833333,32.68323333
lignite,subcritical,97,1700,1560,30.08,10257000,,10,0.75,15,,22.33,12.23529412,34.56529412,,1326,8718450,22.1067,10.4,32.5067
lignite,subcritical,97,1800,1651,29.85,10855325,,10,0.75,15,,22.16,12.22962963,34.38962963,,1403.35,9227026.25,21.9384,10.39518519,32.33358519
lignite,subcritical,97,1900,1743,29.64,11460225,,10,0.75,15,,22,12.23157895,34.23157895,,1481.55,9741191.25,21.78,10.39684211,32.17684211
lignite,subcritical,97,2000,1835,29.44,12065125,,10,0.75,15,,21.85,12.23333333,34.08333333,,1559.75,10255356.25,21.6315,10.39833333,32.02983333
lignite,subcritical,97,2100,1927,29.26,12670025,,10,0.75,15,,21.72,12.23492063,33.95492063,,1637.95,10769521.25,21.5028,10.39968254,31.90248254
lignite,subcritical,97,2200,2018,29.08,13268350,,10,0.75,15,,21.59,12.23030303,33.82030303,,1715.3,11278097.5,21.3741,10.39575758,31.76985758
lignite,subcritical,97,2300,2110,28.91,13873250,,10,0.75,15,,21.46,12.23188406,33.69188406,,1793.5,11792262.5,21.2454,10.39710145,31.64250145
lignite,subcritical,97,2400,2202,28.74,14478150,,10,0.75,15,,21.33,12.23333333,33.56333333,,1871.7,12306427.5,21.1167,10.39833333,31.51503333
lignite,subcritical,97,2500,2294,28.57,15083050,,10,0.75,15,,21.21,12.23466667,33.44466667,,1949.9,12820592.5,20.9979,10.39946667,31.39736667
lignite,subcritical,100,100,91.83,71.56,603782.25,,10,0.75,15,,53.12,12.244,65.364,,78.0555,513214.9125,52.5888,10.4074,62.9962
lignite,subcritical,100,200,183.6,52,1207170,,10,0.75,15,,38.6,12.24,50.84,,156.06,1026094.5,38.214,10.404,48.618
lignite,subcritical,100,300,275.3,44.77,1810097.5,,10,0.75,15,,33.23,12.23555556,45.46555556,,234.005,1538582.875,32.8977,10.40022222,43.29792222
lignite,subcritical,100,400,367.1,40.85,2413682.5,,10,0.75,15,,30.32,12.23666667,42.55666667,,312.035,2051630.125,30.0168,10.40116667,40.41796667
lignite,subcritical,100,500,458.8,38.33,3016610,,10,0.75,15,,28.45,12.23466667,40.68466667,,389.98,2564118.5,28.1655,10.39946667,38.56496667
lignite,subcritical,100,600,550.6,36.54,3620195,,10,0.75,15,,27.12,12.23555556,39.35555556,,468.01,3077165.75,26.8488,10.40022222,37.24902222
lignite,subcritical,100,700,642.3,35.19,4223122.5,,10,0.75,15,,26.12,12.23428571,38.35428571,,545.955,3589654.125,25.8588,10.39914286,36.25794286
lignite,subcritical,100,800,734,34.11,4826050,,10,0.75,15,,25.32,12.23333333,37.55333333,,623.9,4102142.5,25.0668,10.39833333,35.46513333
lignite,subcritical,100,900,825.8,33.22,5429635,,10,0.75,15,,24.66,12.23407407,36.89407407,,701.93,4615189.75,24.4134,10.39896296,34.81236296
lignite,subcritical,100,1000,917.5,32.46,6032562.5,,10,0.75,15,,24.1,12.23333333,36.33333333,,779.875,5127678.125,23.859,10.39833333,34.25733333
lignite,subcritical,100,1100,1009,31.79,6634175,,10,0.75,15,,23.6,12.23030303,35.83030303,,857.65,5639048.75,23.364,10.39575758,33.75975758
lignite,subcritical,100,1200,1101,31.21,7239075,,10,0.75,15,,23.17,12.23333333,35.40333333,,935.85,6153213.75,22.9383,10.39833333,33.33663333
lignite,subcritical,100,1300,1193,30.67,7843975,,10,0.75,15,,22.77,12.23589744,35.00589744,,1014.05,6667378.75,22.5423,10.40051282,32.94281282
lignite,subcritical,100,1400,1285,30.25,8448875,,10,0.75,15,,22.46,12.23809524,34.69809524,,1092.25,7181543.75,22.2354,10.40238095,32.63778095
lignite,subcritical,100,1500,1376,29.95,9047200,,10,0.75,15,,22.23,12.23111111,34.46111111,,1169.6,7690120,22.0077,10.39644444,32.40414444
lignite,subcritical,100,1600,1468,29.68,9652100,,10,0.75,15,,22.03,12.23333333,34.26333333,,1247.8,8204285,21.8097,10.39833333,32.20803333
lignite,subcritical,100,1700,1560,29.44,10257000,,10,0.75,15,,21.85,12.23529412,34.08529412,,1326,8718450,21.6315,10.4,32.0315
lignite,subcritical,100,1800,1651,29.21,10855325,,10,0.75,15,,21.68,12.22962963,33.90962963,,1403.35,9227026.25,21.4632,10.39518519,31.85838519
lignite,subcritical,100,1900,1743,29.01,11460225,,10,0.75,15,,21.54,12.23157895,33.77157895,,1481.55,9741191.25,21.3246,10.39684211,31.72144211
lignite,subcritical,100,2000,1835,28.82,12065125,,10,0.75,15,,21.39,12.23333333,33.62333333,,1559.75,10255356.25,21.1761,10.39833333,31.57443333
lignite,subcritical,100,2100,1927,28.63,12670025,,10,0.75,15,,21.25,12.23492063,33.48492063,,1637.95,10769521.25,21.0375,10.39968254,31.43718254
lignite,subcritical,100,2200,2018,28.46,13268350,,10,0.75,15,,21.13,12.23030303,33.36030303,,1715.3,11278097.5,20.9187,10.39575758,31.31445758
lignite,subcritical,100,2300,2110,28.29,13873250,,10,0.75,15,,21,12.23188406,33.23188406,,1793.5,11792262.5,20.79,10.39710145,31.18710145
lignite,subcritical,100,2400,2202,28.12,14478150,,10,0.75,15,,20.87,12.23333333,33.10333333,,1871.7,12306427.5,20.6613,10.39833333,31.05963333
lignite,subcritical,100,2500,2294,27.96,15083050,,10,0.75,15,,20.76,12.23466667,32.99466667,,1949.9,12820592.5,20.5524,10.39946667,30.95186667
