primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_$_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
lignite,subcritical,3,100,91.83,111.7,603782.25,,10,0.75,15,,82.92,12.244,95.164,,78.0555,513214.9125,82.0908,10.4074,92.4982
lignite,subcritical,3,200,183.6,85.6,1207170,,10,0.75,15,,63.54,12.24,75.78,,156.06,1026094.5,62.9046,10.404,73.3086
lignite,subcritical,3,300,275.3,75.16,1810097.5,,10,0.75,15,,55.79,12.23555556,68.02555556,,234.005,1538582.875,55.2321,10.40022222,65.63232222
lignite,subcritical,3,400,367.1,69.19,2413682.5,,10,0.75,15,,51.36,12.23666667,63.59666667,,312.035,2051630.125,50.8464,10.40116667,61.24756667
lignite,subcritical,3,500,458.8,65.2,3016610,,10,0.75,15,,48.4,12.23466667,60.63466667,,389.98,2564118.5,47.916,10.39946667,58.31546667
lignite,subcritical,3,600,550.6,62.28,3620195,,10,0.75,15,,46.23,12.23555556,58.46555556,,468.01,3077165.75,45.7677,10.40022222,56.16792222
lignite,subcritical,3,700,642.3,60.02,4223122.5,,10,0.75,15,,44.55,12.23428571,56.78428571,,545.955,3589654.125,44.1045,10.39914286,54.50364286
lignite,subcritical,3,800,734,58.19,4826050,,10,0.75,15,,43.2,12.23333333,55.43333333,,623.9,4102142.5,42.768,10.39833333,53.16633333
lignite,subcritical,3,900,825.8,56.68,5429635,,10,0.75,15,,42.08,12.23407407,54.31407407,,701.93,4615189.75,41.6592,10.39896296,52.05816296
lignite,subcritical,3,1000,917.5,55.39,6032562.5,,10,0.75,15,,41.12,12.23333333,53.35333333,,779.875,5127678.125,40.7088,10.39833333,51.10713333
lignite,subcritical,3,1100,1009,54.27,6634175,,10,0.75,15,,40.29,12.23030303,52.52030303,,857.65,5639048.75,39.8871,10.39575758,50.28285758
lignite,subcritical,3,1200,1101,53.28,7239075,,10,0.75,15,,39.55,12.23333333,51.78333333,,935.85,6153213.75,39.1545,10.39833333,49.55283333
lignite,subcritical,3,1300,1193,52.4,7843975,,10,0.75,15,,38.9,12.23589744,51.13589744,,1014.05,6667378.75,38.511,10.40051282,48.91151282
lignite,subcritical,3,1400,1285,51.67,8448875,,10,0.75,15,,38.36,12.23809524,50.59809524,,1092.25,7181543.75,37.9764,10.40238095,48.37878095
lignite,subcritical,3,1500,1376,51.11,9047200,,10,0.75,15,,37.94,12.23111111,50.17111111,,1169.6,7690120,37.5606,10.39644444,47.95704444
lignite,subcritical,3,1600,1468,50.61,9652100,,10,0.75,15,,37.57,12.23333333,49.80333333,,1247.8,8204285,37.1943,10.39833333,47.59263333
lignite,subcritical,3,1700,1560,50.17,10257000,,10,0.75,15,,37.24,12.23529412,49.47529412,,1326,8718450,36.8676,10.4,47.2676
lignite,subcritical,3,1800,1651,49.77,10855325,,10,0.75,15,,36.95,12.22962963,49.17962963,,1403.35,9227026.25,36.5805,10.39518519,46.97568519
lignite,subcritical,3,1900,1743,49.42,11460225,,10,0.75,15,,36.69,12.23157895,48.92157895,,1481.55,9741191.25,36.3231,10.39684211,46.71994211
lignite,subcritical,3,2000,1835,49.1,12065125,,10,0.75,15,,36.45,12.23333333,48.68333333,,1559.75,10255356.25,36.0855,10.39833333,46.48383333
lignite,subcritical,3,2100,1927,48.81,12670025,,10,0.75,15,,36.23,12.23492063,48.46492063,,1637.95,10769521.25,35.8677,10.39968254,46.26738254
lignite,subcritical,3,2200,2018,48.54,13268350,,10,0.75,15,,36.03,12.23030303,48.26030303,,1715.3,11278097.5,35.6697,10.39575758,46.06545758
lignite,subcritical,3,2300,2110,48.3,13873250,,10,0.75,15,,35.85,12.23188406,48.08188406,,1793.5,11792262.5,35.4915,10.39710145,45.88860145
lignite,subcritical,3,2400,2202,48.08,14478150,,10,0.75,15,,35.69,12.23333333,47.92333333,,1871.7,12306427.5,35.3331,10.39833333,45.73143333
lignite,subcritical,3,2500,2294,47.88,15083050,,10,0.75,15,,35.54,12.23466667,47.77466667,,1949.9,12820592.5,35.1846,10.39946667,45.58406667
lignite,subcritical,7,100,91.83,110,603782.25,,10,0.75,15,,81.66,12.244,93.904,,78.0555,513214.9125,80.8434,10.4074,91.2508
lignite,subcritical,7,200,183.6,84.22,1207170,,10,0.75,15,,62.52,12.24,74.76,,156.06,1026094.5,61.8948,10.404,72.2988
lignite,subcritical,7,300,275.3,73.91,1810097.5,,10,0.75,15,,54.87,12.23555556,67.10555556,,234.005,1538582.875,54.3213,10.40022222,64.72152222
lignite,subcritical,7,400,367.1,68.02,2413682.5,,10,0.75,15,,50.49,12.23666667,62.72666667,,312.035,2051630.125,49.9851,10.40116667,60.38626667
lignite,subcritical,7,500,458.8,64.09,3016610,,10,0.75,15,,47.58,12.23466667,59.81466667,,389.98,2564118.5,47.1042,10.39946667,57.50366667
lignite,subcritical,7,600,550.6,61.22,3620195,,10,0.75,15,,45.45,12.23555556,57.68555556,,468.01,3077165.75,44.9955,10.40022222,55.39572222
lignite,subcritical,7,700,642.3,58.99,4223122.5,,10,0.75,15,,43.79,12.23428571,56.02428571,,545.955,3589654.125,43.3521,10.39914286,53.75124286
lignite,subcritical,7,800,734,57.2,4826050,,10,0.75,15,,42.46,12.23333333,54.69333333,,623.9,4102142.5,42.0354,10.39833333,52.43373333
lignite,subcritical,7,900,825.8,55.71,5429635,,10,0.75,15,,41.36,12.23407407,53.59407407,,701.93,4615189.75,40.9464,10.39896296,51.34536296
lignite,subcritical,7,1000,917.5,54.44,6032562.5,,10,0.75,15,,40.41,12.23333333,52.64333333,,779.875,5127678.125,40.0059,10.39833333,50.40423333
lignite,subcritical,7,1100,1009,53.34,6634175,,10,0.75,15,,39.6,12.23030303,51.83030303,,857.65,5639048.75,39.204,10.39575758,49.59975758
lignite,subcritical,7,1200,1101,52.37,7239075,,10,0.75,15,,38.88,12.23333333,51.11333333,,935.85,6153213.75,38.4912,10.39833333,48.88953333
lignite,subcritical,7,1300,1193,51.5,7843975,,10,0.75,15,,38.23,12.23589744,50.46589744,,1014.05,6667378.75,37.8477,10.40051282,48.24821282
lignite,subcritical,7,1400,1285,50.79,8448875,,10,0.75,15,,37.7,12.23809524,49.93809524,,1092.25,7181543.75,37.323,10.40238095,47.72538095
lignite,subcritical,7,1500,1376,50.24,9047200,,10,0.75,15,,37.29,12.23111111,49.52111111,,1169.6,7690120,36.9171,10.39644444,47.31354444
lignite,subcritical,7,1600,1468,49.75,9652100,,10,0.75,15,,36.93,12.23333333,49.16333333,,1247.8,8204285,36.5607,10.39833333,46.95903333
lignite,subcritical,7,1700,1560,49.31,10257000,,10,0.75,15,,36.6,12.23529412,48.83529412,,1326,8718450,36.234,10.4,46.634
lignite,subcritical,7,1800,1651,48.92,10855325,,10,0.75,15,,36.31,12.22962963,48.53962963,,1403.35,9227026.25,35.9469,10.39518519,46.34208519
lignite,subcritical,7,1900,1743,48.58,11460225,,10,0.75,15,,36.06,12.23157895,48.29157895,,1481.55,9741191.25,35.6994,10.39684211,46.09624211
lignite,subcritical,7,2000,1835,48.26,12065125,,10,0.75,15,,35.82,12.23333333,48.05333333,,1559.75,10255356.25,35.4618,10.39833333,45.86013333
lignite,subcritical,7,2100,1927,47.98,12670025,,10,0.75,15,,35.62,12.23492063,47.85492063,,1637.95,10769521.25,35.2638,10.39968254,45.66348254
lignite,subcritical,7,2200,2018,47.72,13268350,,10,0.75,15,,35.42,12.23030303,47.65030303,,1715.3,11278097.5,35.0658,10.39575758,45.46155758
lignite,subcritical,7,2300,2110,47.48,13873250,,10,0.75,15,,35.25,12.23188406,47.48188406,,1793.5,11792262.5,34.8975,10.39710145,45.29460145
lignite,subcritical,7,2400,2202,47.26,14478150,,10,0.75,15,,35.08,12.23333333,47.31333333,,1871.7,12306427.5,34.7292,10.39833333,45.12753333
lignite,subcritical,7,2500,2294,47.06,15083050,,10,0.75,15,,34.93,12.23466667,47.16466667,,1949.9,12820592.5,34.5807,10.39946667,44.98016667
lignite,subcritical,10,100,91.83,108.8,603782.25,,10,0.75,15,,80.77,12.244,93.014,,78.0555,513214.9125,79.9623,10.4074,90.3697
lignite,subcritical,10,200,183.6,83.18,1207170,,10,0.75,15,,61.75,12.24,73.99,,156.06,1026094.5,61.1325,10.404,71.5365
lignite,subcritical,10,300,275.3,72.97,1810097.5,,10,0.75,15,,54.17,12.23555556,66.40555556,,234.005,1538582.875,53.6283,10.40022222,64.02852222
lignite,subcritical,10,400,367.1,67.15,2413682.5,,10,0.75,15,,49.85,12.23666667,62.08666667,,312.035,2051630.125,49.3515,10.40116667,59.75266667
lignite,subcritical,10,500,458.8,63.26,3016610,,10,0.75,15,,46.96,12.23466667,59.19466667,,389.98,2564118.5,46.4904,10.39946667,56.88986667
lignite,subcritical,10,600,550.6,60.42,3620195,,10,0.75,15,,44.85,12.23555556,57.08555556,,468.01,3077165.75,44.4015,10.40022222,54.80172222
lignite,subcritical,10,700,642.3,58.23,4223122.5,,10,0.75,15,,43.23,12.23428571,55.46428571,,545.955,3589654.125,42.7977,10.39914286,53.19684286
lignite,subcritical,10,800,734,56.46,4826050,,10,0.75,15,,41.91,12.23333333,54.14333333,,623.9,4102142.5,41.4909,10.39833333,51.88923333
lignite,subcritical,10,900,825.8,54.98,5429635,,10,0.75,15,,40.81,12.23407407,53.04407407,,701.93,4615189.75,40.4019,10.39896296,50.80086296
lignite,subcritical,10,1000,917.5,53.73,6032562.5,,10,0.75,15,,39.89,12.23333333,52.12333333,,779.875,5127678.125,39.4911,10.39833333,49.88943333
lignite,subcritical,10,1100,1009,52.64,6634175,,10,0.75,15,,39.08,12.23030303,51.31030303,,857.65,5639048.75,38.6892,10.39575758,49.08495758
lignite,subcritical,10,1200,1101,51.69,7239075,,10,0.75,15,,38.37,12.23333333,50.60333333,,935.85,6153213.75,37.9863,10.39833333,48.38463333
lignite,subcritical,10,1300,1193,50.83,7843975,,10,0.75,15,,37.73,12.23589744,49.96589744,,1014.05,6667378.75,37.3527,10.40051282,47.75321282
lignite,subcritical,10,1400,1285,50.13,8448875,,10,0.75,15,,37.21,12.23809524,49.44809524,,1092.25,7181543.75,36.8379,10.40238095,47.24028095
lignite,subcritical,10,1500,1376,49.58,9047200,,10,0.75,15,,36.8,12.23111111,49.03111111,,1169.6,7690120,36.432,10.39644444,46.82844444
lignite,subcritical,10,1600,1468,49.1,9652100,,10,0.75,15,,36.45,12.23333333,48.68333333,,1247.8,8204285,36.0855,10.39833333,46.48383333
lignite,subcritical,10,1700,1560,48.67,10257000,,10,0.75,15,,36.13,12.23529412,48.36529412,,1326,8718450,35.7687,10.4,46.1687
lignite,subcritical,10,1800,1651,48.29,10855325,,10,0.75,15,,35.85,12.22962963,48.07962963,,1403.35,9227026.25,35.4915,10.39518519,45.88668519
lignite,subcritical,10,1900,1743,47.94,11460225,,10,0.75,15,,35.59,12.23157895,47.82157895,,1481.55,9741191.25,35.2341,10.39684211,45.63094211
lignite,subcritical,10,2000,1835,47.63,12065125,,10,0.75,15,,35.36,12.23333333,47.59333333,,1559.75,10255356.25,35.0064,10.39833333,45.40473333
lignite,subcritical,10,2100,1927,47.35,12670025,,10,0.75,15,,35.15,12.23492063,47.38492063,,1637.95,10769521.25,34.7985,10.39968254,45.19818254
lignite,subcritical,10,2200,2018,47.09,13268350,,10,0.75,15,,34.96,12.23030303,47.19030303,,1715.3,11278097.5,34.6104,10.39575758,45.00615758
lignite,subcritical,10,2300,2110,46.86,13873250,,10,0.75,15,,34.79,12.23188406,47.02188406,,1793.5,11792262.5,34.4421,10.39710145,44.83920145
lignite,subcritical,10,2400,2202,46.64,14478150,,10,0.75,15,,34.62,12.23333333,46.85333333,,1871.7,12306427.5,34.2738,10.39833333,44.67213333
lignite,subcritical,10,2500,2294,46.44,15083050,,10,0.75,15,,34.47,12.23466667,46.70466667,,1949.9,12820592.5,34.1253,10.39946667,44.52476667
lignite,subcritical,13,100,91.83,107.5,603782.25,,10,0.75,15,,79.8,12.244,92.044,,78.0555,513214.9125,79.002,10.4074,89.4094
lignite,subcritical,13,200,183.6,82.14,1207170,,10,0.75,15,,60.98,12.24,73.22,,156.06,1026094.5,60.3702,10.404,70.7742
lignite,subcritical,13,300,275.3,72.03,1810097.5,,10,0.75,15,,53.47,12.23555556,65.70555556,,234.005,1538582.875,52.9353,10.40022222,63.33552222
lignite,subcritical,13,400,367.1,66.27,2413682.5,,10,0.75,15,,49.19,12.23666667,61.42666667,,312.035,2051630.125,48.6981,10.40116667,59.09926667
lignite,subcritical,13,500,458.8,62.43,3016610,,10,0.75,15,,46.34,12.23466667,58.57466667,,389.98,2564118.5,45.8766,10.39946667,56.27606667
lignite,subcritical,13,600,550.6,59.63,3620195,,10,0.75,15,,44.27,12.23555556,56.50555556,,468.01,3077165.75,43.8273,10.40022222,54.22752222
lignite,subcritical,13,700,642.3,57.46,4223122.5,,10,0.75,15,,42.65,12.23428571,54.88428571,,545.955,3589654.125,42.2235,10.39914286,52.62264286
lignite,subcritical,13,800,734,55.71,4826050,,10,0.75,15,,41.36,12.23333333,53.59333333,,623.9,4102142.5,40.9464,10.39833333,51.34473333
lignite,subcritical,13,900,825.8,54.26,5429635,,10,0.75,15,,40.28,12.23407407,52.51407407,,701.93,4615189.75,39.8772,10.39896296,50.27616296
lignite,subcritical,13,1000,917.5,53.02,6032562.5,,10,0.75,15,,39.36,12.23333333,51.59333333,,779.875,5127678.125,38.9664,10.39833333,49.36473333
lignite,subcritical,13,1100,1009,51.95,6634175,,10,0.75,15,,38.56,12.23030303,50.79030303,,857.65,5639048.75,38.1744,10.39575758,48.57015758
lignite,subcritical,13,1200,1101,51,7239075,,10,0.75,15,,37.86,12.23333333,50.09333333,,935.85,6153213.75,37.4814,10.39833333,47.87973333
lignite,subcritical,13,1300,1193,50.16,7843975,,10,0.75,15,,37.24,12.23589744,49.47589744,,1014.05,6667378.75,36.8676,10.40051282,47.26811282
lignite,subcritical,13,1400,1285,49.47,8448875,,10,0.75,15,,36.72,12.23809524,48.95809524,,1092.25,7181543.75,36.3528,10.40238095,46.75518095
lignite,subcritical,13,1500,1376,48.93,9047200,,10,0.75,15,,36.32,12.23111111,48.55111111,,1169.6,7690120,35.9568,10.39644444,46.35324444
lignite,subcritical,13,1600,1468,48.45,9652100,,10,0.75,15,,35.97,12.23333333,48.20333333,,1247.8,8204285,35.6103,10.39833333,46.00863333
lignite,subcritical,13,1700,1560,48.03,10257000,,10,0.75,15,,35.65,12.23529412,47.88529412,,1326,8718450,35.2935,10.4,45.6935
lignite,subcritical,13,1800,1651,47.65,10855325,,10,0.75,15,,35.37,12.22962963,47.59962963,,1403.35,9227026.25,35.0163,10.39518519,45.41148519
lignite,subcritical,13,1900,1743,47.31,11460225,,10,0.75,15,,35.12,12.23157895,47.35157895,,1481.55,9741191.25,34.7688,10.39684211,45.16564211
lignite,subcritical,13,2000,1835,47.01,12065125,,10,0.75,15,,34.9,12.23333333,47.13333333,,1559.75,10255356.25,34.551,10.39833333,44.94933333
lignite,subcritical,13,2100,1927,46.73,12670025,,10,0.75,15,,34.69,12.23492063,46.92492063,,1637.95,10769521.25,34.3431,10.39968254,44.74278254
lignite,subcritical,13,2200,2018,46.47,13268350,,10,0.75,15,,34.5,12.23030303,46.73030303,,1715.3,11278097.5,34.155,10.39575758,44.55075758
lignite,subcritical,13,2300,2110,46.24,13873250,,10,0.75,15,,34.33,12.23188406,46.56188406,,1793.5,11792262.5,33.9867,10.39710145,44.38380145
lignite,subcritical,13,2400,2202,46.03,14478150,,10,0.75,15,,34.17,12.23333333,46.40333333,,1871.7,12306427.5,33.8283,10.39833333,44.22663333
lignite,subcritical,13,2500,2294,45.83,15083050,,10,0.75,15,,34.02,12.23466667,46.25466667,,1949.9,12820592.5,33.6798,10.39946667,44.07926667
lignite,subcritical,17,100,91.83,105.9,603782.25,,10,0.75,15,,78.61,12.244,90.854,,78.0555,513214.9125,77.8239,10.4074,88.2313
lignite,subcritical,17,200,183.6,80.75,1207170,,10,0.75,15,,59.94,12.24,72.18,,156.06,1026094.5,59.3406,10.404,69.7446
lignite,subcritical,17,300,275.3,70.77,1810097.5,,10,0.75,15,,52.53,12.23555556,64.76555556,,234.005,1538582.875,52.0047,10.40022222,62.40492222
lignite,subcritical,17,400,367.1,65.1,2413682.5,,10,0.75,15,,48.33,12.23666667,60.56666667,,312.035,2051630.125,47.8467,10.40116667,58.24786667
lignite,subcritical,17,500,458.8,61.32,3016610,,10,0.75,15,,45.52,12.23466667,57.75466667,,389.98,2564118.5,45.0648,10.39946667,55.46426667
lignite,subcritical,17,600,550.6,58.56,3620195,,10,0.75,15,,43.47,12.23555556,55.70555556,,468.01,3077165.75,43.0353,10.40022222,53.43552222
lignite,subcritical,17,700,642.3,56.43,4223122.5,,10,0.75,15,,41.89,12.23428571,54.12428571,,545.955,3589654.125,41.4711,10.39914286,51.87024286
lignite,subcritical,17,800,734,54.72,4826050,,10,0.75,15,,40.62,12.23333333,52.85333333,,623.9,4102142.5,40.2138,10.39833333,50.61213333
lignite,subcritical,17,900,825.8,53.29,5429635,,10,0.75,15,,39.56,12.23407407,51.79407407,,701.93,4615189.75,39.1644,10.39896296,49.56336296
lignite,subcritical,17,1000,917.5,52.08,6032562.5,,10,0.75,15,,38.66,12.23333333,50.89333333,,779.875,5127678.125,38.2734,10.39833333,48.67173333
lignite,subcritical,17,1100,1009,51.02,6634175,,10,0.75,15,,37.87,12.23030303,50.10030303,,857.65,5639048.75,37.4913,10.39575758,47.88705758
lignite,subcritical,17,1200,1101,50.09,7239075,,10,0.75,15,,37.18,12.23333333,49.41333333,,935.85,6153213.75,36.8082,10.39833333,47.20653333
lignite,subcritical,17,1300,1193,49.26,7843975,,10,0.75,15,,36.57,12.23589744,48.80589744,,1014.05,6667378.75,36.2043,10.40051282,46.60481282
lignite,subcritical,17,1400,1285,48.58,8448875,,10,0.75,15,,36.06,12.23809524,48.29809524,,1092.25,7181543.75,35.6994,10.40238095,46.10178095
lignite,subcritical,17,1500,1376,48.06,9047200,,10,0.75,15,,35.68,12.23111111,47.91111111,,1169.6,7690120,35.3232,10.39644444,45.71964444
lignite,subcritical,17,1600,1468,47.59,9652100,,10,0.75,15,,35.33,12.23333333,47.56333333,,1247.8,8204285,34.9767,10.39833333,45.37503333
lignite,subcritical,17,1700,1560,47.18,10257000,,10,0.75,15,,35.02,12.23529412,47.25529412,,1326,8718450,34.6698,10.4,45.0698
lignite,subcritical,17,1800,1651,46.81,10855325,,10,0.75,15,,34.75,12.22962963,46.97962963,,1403.35,9227026.25,34.4025,10.39518519,44.79768519
lignite,subcritical,17,1900,1743,46.47,11460225,,10,0.75,15,,34.5,12.23157895,46.73157895,,1481.55,9741191.25,34.155,10.39684211,44.55184211
lignite,subcritical,17,2000,1835,46.17,12065125,,10,0.75,15,,34.27,12.23333333,46.50333333,,1559.75,10255356.25,33.9273,10.39833333,44.32563333
lignite,subcritical,17,2100,1927,45.9,12670025,,10,0.75,15,,34.07,12.23492063,46.30492063,,1637.95,10769521.25,33.7293,10.39968254,44.12898254
lignite,subcritical,17,2200,2018,45.64,13268350,,10,0.75,15,,33.88,12.23030303,46.11030303,,1715.3,11278097.5,33.5412,10.39575758,43.93695758
lignite,subcritical,17,2300,2110,45.41,13873250,,10,0.75,15,,33.71,12.23188406,45.94188406,,1793.5,11792262.5,33.3729,10.39710145,43.77000145
lignite,subcritical,17,2400,2202,45.2,14478150,,10,0.75,15,,33.55,12.23333333,45.78333333,,1871.7,12306427.5,33.2145,10.39833333,43.61283333
lignite,subcritical,17,2500,2294,45,15083050,,10,0.75,15,,33.4,12.23466667,45.63466667,,1949.9,12820592.5,33.066,10.39946667,43.46546667
lignite,subcritical,20,100,91.83,104.6,603782.25,,10,0.75,15,,77.65,12.244,89.894,,78.0555,513214.9125,76.8735,10.4074,87.2809
lignite,subcritical,20,200,183.6,79.71,1207170,,10,0.75,15,,59.17,12.24,71.41,,156.06,1026094.5,58.5783,10.404,68.9823
lignite,subcritical,20,300,275.3,69.83,1810097.5,,10,0.75,15,,51.84,12.23555556,64.07555556,,234.005,1538582.875,51.3216,10.40022222,61.72182222
lignite,subcritical,20,400,367.1,64.22,2413682.5,,10,0.75,15,,47.67,12.23666667,59.90666667,,312.035,2051630.125,47.1933,10.40116667,57.59446667
lignite,subcritical,20,500,458.8,60.49,3016610,,10,0.75,15,,44.9,12.23466667,57.13466667,,389.98,2564118.5,44.451,10.39946667,54.85046667
lignite,subcritical,20,600,550.6,57.77,3620195,,10,0.75,15,,42.88,12.23555556,55.11555556,,468.01,3077165.75,42.4512,10.40022222,52.85142222
lignite,subcritical,20,700,642.3,55.67,4223122.5,,10,0.75,15,,41.33,12.23428571,53.56428571,,545.955,3589654.125,40.9167,10.39914286,51.31584286
lignite,subcritical,20,800,734,53.97,4826050,,10,0.75,15,,40.06,12.23333333,52.29333333,,623.9,4102142.5,39.6594,10.39833333,50.05773333
lignite,subcritical,20,900,825.8,52.56,5429635,,10,0.75,15,,39.02,12.23407407,51.25407407,,701.93,4615189.75,38.6298,10.39896296,49.02876296
lignite,subcritical,20,1000,917.5,51.37,6032562.5,,10,0.75,15,,38.13,12.23333333,50.36333333,,779.875,5127678.125,37.7487,10.39833333,48.14703333
lignite,subcritical,20,1100,1009,50.33,6634175,,10,0.75,15,,37.36,12.23030303,49.59030303,,857.65,5639048.75,36.9864,10.39575758,47.38215758
lignite,subcritical,20,1200,1101,49.41,7239075,,10,0.75,15,,36.68,12.23333333,48.91333333,,935.85,6153213.75,36.3132,10.39833333,46.71153333
lignite,subcritical,20,1300,1193,48.59,7843975,,10,0.75,15,,36.07,12.23589744,48.30589744,,1014.05,6667378.75,35.7093,10.40051282,46.10981282
lignite,subcritical,20,1400,1285,47.92,8448875,,10,0.75,15,,35.57,12.23809524,47.80809524,,1092.25,7181543.75,35.2143,10.40238095,45.61668095
lignite,subcritical,20,1500,1376,47.4,9047200,,10,0.75,15,,35.19,12.23111111,47.42111111,,1169.6,7690120,34.8381,10.39644444,45.23454444
lignite,subcritical,20,1600,1468,46.94,9652100,,10,0.75,15,,34.85,12.23333333,47.08333333,,1247.8,8204285,34.5015,10.39833333,44.89983333
lignite,subcritical,20,1700,1560,46.53,10257000,,10,0.75,15,,34.54,12.23529412,46.77529412,,1326,8718450,34.1946,10.4,44.5946
lignite,subcritical,20,1800,1651,46.17,10855325,,10,0.75,15,,34.27,12.22962963,46.49962963,,1403.35,9227026.25,33.9273,10.39518519,44.32248519
lignite,subcritical,20,1900,1743,45.84,11460225,,10,0.75,15,,34.03,12.23157895,46.26157895,,1481.55,9741191.25,33.6897,10.39684211,44.08654211
lignite,subcritical,20,2000,1835,45.54,12065125,,10,0.75,15,,33.81,12.23333333,46.04333333,,1559.75,10255356.25,33.4719,10.39833333,43.87023333
lignite,subcritical,20,2100,1927,45.27,12670025,,10,0.75,15,,33.61,12.23492063,45.84492063,,1637.95,10769521.25,33.2739,10.39968254,43.67358254
lignite,subcritical,20,2200,2018,45.02,13268350,,10,0.75,15,,33.42,12.23030303,45.65030303,,1715.3,11278097.5,33.0858,10.39575758,43.48155758
lignite,subcritical,20,2300,2110,44.8,13873250,,10,0.75,15,,33.26,12.23188406,45.49188406,,1793.5,11792262.5,32.9274,10.39710145,43.32450145
lignite,subcritical,20,2400,2202,44.58,14478150,,10,0.75,15,,33.09,12.23333333,45.32333333,,1871.7,12306427.5,32.7591,10.39833333,43.15743333
lignite,subcritical,20,2500,2294,44.39,15083050,,10,0.75,15,,32.95,12.23466667,45.18466667,,1949.9,12820592.5,32.6205,10.39946667,43.01996667
lignite,subcritical,23,100,91.83,103.4,603782.25,,10,0.75,15,,76.76,12.244,89.004,,78.0555,513214.9125,75.9924,10.4074,86.3998
lignite,subcritical,23,200,183.6,78.67,1207170,,10,0.75,15,,58.4,12.24,70.64,,156.06,1026094.5,57.816,10.404,68.22
lignite,subcritical,23,300,275.3,68.9,1810097.5,,10,0.75,15,,51.15,12.23555556,63.38555556,,234.005,1538582.875,50.6385,10.40022222,61.03872222
lignite,subcritical,23,400,367.1,63.35,2413682.5,,10,0.75,15,,47.03,12.23666667,59.26666667,,312.035,2051630.125,46.5597,10.40116667,56.96086667
lignite,subcritical,23,500,458.8,59.66,3016610,,10,0.75,15,,44.29,12.23466667,56.52466667,,389.98,2564118.5,43.8471,10.39946667,54.24656667
lignite,subcritical,23,600,550.6,56.97,3620195,,10,0.75,15,,42.29,12.23555556,54.52555556,,468.01,3077165.75,41.8671,10.40022222,52.26732222
lignite,subcritical,23,700,642.3,54.9,4223122.5,,10,0.75,15,,40.75,12.23428571,52.98428571,,545.955,3589654.125,40.3425,10.39914286,50.74164286
lignite,subcritical,23,800,734,53.23,4826050,,10,0.75,15,,39.51,12.23333333,51.74333333,,623.9,4102142.5,39.1149,10.39833333,49.51323333
lignite,subcritical,23,900,825.8,51.84,5429635,,10,0.75,15,,38.48,12.23407407,50.71407407,,701.93,4615189.75,38.0952,10.39896296,48.49416296
lignite,subcritical,23,1000,917.5,50.66,6032562.5,,10,0.75,15,,37.61,12.23333333,49.84333333,,779.875,5127678.125,37.2339,10.39833333,47.63223333
lignite,subcritical,23,1100,1009,49.63,6634175,,10,0.75,15,,36.84,12.23030303,49.07030303,,857.65,5639048.75,36.4716,10.39575758,46.86735758
lignite,subcritical,23,1200,1101,48.73,7239075,,10,0.75,15,,36.17,12.23333333,48.40333333,,935.85,6153213.75,35.8083,10.39833333,46.20663333
lignite,subcritical,23,1300,1193,47.92,7843975,,10,0.75,15,,35.57,12.23589744,47.80589744,,1014.05,6667378.75,35.2143,10.40051282,45.61481282
lignite,subcritical,23,1400,1285,47.26,8448875,,10,0.75,15,,35.08,12.23809524,47.31809524,,1092.25,7181543.75,34.7292,10.40238095,45.13158095
lignite,subcritical,23,1500,1376,46.75,9047200,,10,0.75,15,,34.7,12.23111111,46.93111111,,1169.6,7690120,34.353,10.39644444,44.74944444
lignite,subcritical,23,1600,1468,46.29,9652100,,10,0.75,15,,34.36,12.23333333,46.59333333,,1247.8,8204285,34.0164,10.39833333,44.41473333
lignite,subcritical,23,1700,1560,45.89,10257000,,10,0.75,15,,34.07,12.23529412,46.30529412,,1326,8718450,33.7293,10.4,44.1293
lignite,subcritical,23,1800,1651,45.53,10855325,,10,0.75,15,,33.8,12.22962963,46.02962963,,1403.35,9227026.25,33.462,10.39518519,43.85718519
lignite,subcritical,23,1900,1743,45.21,11460225,,10,0.75,15,,33.56,12.23157895,45.79157895,,1481.55,9741191.25,33.2244,10.39684211,43.62124211
lignite,subcritical,23,2000,1835,44.92,12065125,,10,0.75,15,,33.35,12.23333333,45.58333333,,1559.75,10255356.25,33.0165,10.39833333,43.41483333
lignite,subcritical,23,2100,1927,44.65,12670025,,10,0.75,15,,33.15,12.23492063,45.38492063,,1637.95,10769521.25,32.8185,10.39968254,43.21818254
lignite,subcritical,23,2200,2018,44.4,13268350,,10,0.75,15,,32.96,12.23030303,45.19030303,,1715.3,11278097.5,32.6304,10.39575758,43.02615758
lignite,subcritical,23,2300,2110,44.18,13873250,,10,0.75,15,,32.8,12.23188406,45.03188406,,1793.5,11792262.5,32.472,10.39710145,42.86910145
lignite,subcritical,23,2400,2202,43.97,14478150,,10,0.75,15,,32.64,12.23333333,44.87333333,,1871.7,12306427.5,32.3136,10.39833333,42.71193333
lignite,subcritical,23,2500,2294,43.77,15083050,,10,0.75,15,,32.49,12.23466667,44.72466667,,1949.9,12820592.5,32.1651,10.39946667,42.56456667
