primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
subbituminous,subcritical,10,1600,1419,49.64,9329925,,10,0.75,15,,37.37,11.825,49.195,,1206.15,7930436.25,36.9963,10.05125,47.04755
subbituminous,subcritical,10,1700,1507,49.25,9908525,,10,0.75,15,,37.07,11.81960784,48.88960784,,1280.95,8422246.25,36.6993,10.04666667,46.74596667
subbituminous,subcritical,10,1800,1596,48.91,10493700,,10,0.75,15,,36.82,11.82222222,48.64222222,,1356.6,8919645,36.4518,10.04888889,46.50068889
subbituminous,subcritical,10,1900,1685,48.61,11078875,,10,0.75,15,,36.59,11.8245614,48.4145614,,1432.25,9417043.75,36.2241,10.05087719,46.27497719
subbituminous,subcritical,10,2000,1773,48.34,11657475,,10,0.75,15,,36.39,11.82,48.21,,1507.05,9908853.75,36.0261,10.047,46.0731
subbituminous,subcritical,10,2100,1862,48.09,12242650,,10,0.75,15,,36.2,11.82222222,48.02222222,,1582.7,10406252.5,35.838,10.04888889,45.88688889
subbituminous,subcritical,10,2200,1951,47.86,12827825,,10,0.75,15,,36.03,11.82424242,47.85424242,,1658.35,10903651.25,35.6697,10.05060606,45.72030606
subbituminous,subcritical,10,2300,2039,47.66,13406425,,10,0.75,15,,35.87,11.82028986,47.69028986,,1733.15,11395461.25,35.5113,10.04724638,45.55854638
subbituminous,subcritical,10,2400,2128,47.47,13991600,,10,0.75,15,,35.73,11.82222222,47.55222222,,1808.8,11892860,35.3727,10.04888889,45.42158889
subbituminous,subcritical,10,2500,2217,47.29,14576775,,10,0.75,15,,35.6,11.824,47.424,,1884.45,12390258.75,35.244,10.0504,45.2944
subbituminous,subcritical,13,100,88.74,103,583465.5,,10,0.75,15,,77.53,11.832,89.362,,75.429,495945.675,76.7547,10.0572,86.8119
subbituminous,subcritical,13,200,177.4,79.73,1166405,,10,0.75,15,,60.01,11.82666667,71.83666667,,150.79,991444.25,59.4099,10.05266667,69.46256667
subbituminous,subcritical,13,300,266.1,70.5,1749607.5,,10,0.75,15,,53.07,11.82666667,64.89666667,,226.185,1487166.375,52.5393,10.05266667,62.59196667
subbituminous,subcritical,13,400,354.7,65.25,2332152.5,,10,0.75,15,,49.12,11.82333333,60.94333333,,301.495,1982329.625,48.6288,10.04983333,58.67863333
subbituminous,subcritical,13,500,443.4,61.75,2915355,,10,0.75,15,,46.48,11.824,58.304,,376.89,2478051.75,46.0152,10.0504,56.0656
subbituminous,subcritical,13,600,532,59.2,3497900,,10,0.75,15,,44.56,11.82222222,56.38222222,,452.2,2973215,44.1144,10.04888889,54.16328889
subbituminous,subcritical,13,700,620.7,57.22,4081102.5,,10,0.75,15,,43.07,11.82285714,54.89285714,,527.595,3468937.125,42.6393,10.04942857,52.68872857
subbituminous,subcritical,13,800,709.3,55.63,4663647.5,,10,0.75,15,,41.87,11.82166667,53.69166667,,602.905,3964100.375,41.4513,10.04841667,51.49971667
subbituminous,subcritical,13,900,798,54.31,5246850,,10,0.75,15,,40.88,11.82222222,52.70222222,,678.3,4459822.5,40.4712,10.04888889,50.52008889
subbituminous,subcritical,13,1000,886.7,53.18,5830052.5,,10,0.75,15,,40.03,11.82266667,51.85266667,,753.695,4955544.625,39.6297,10.04926667,49.67896667
subbituminous,subcritical,13,1100,975.3,52.2,6412597.5,,10,0.75,15,,39.29,11.82181818,51.11181818,,829.005,5450707.875,38.8971,10.04854545,48.94564545
subbituminous,subcritical,13,1200,1064,51.34,6995800,,10,0.75,15,,38.64,11.82222222,50.46222222,,904.4,5946430,38.2536,10.04888889,48.30248889
subbituminous,subcritical,13,1300,1153,50.57,7580975,,10,0.75,15,,38.07,11.82564103,49.89564103,,980.05,6443828.75,37.6893,10.05179487,47.74109487
subbituminous,subcritical,13,1400,1241,49.94,8159575,,10,0.75,15,,37.59,11.81904762,49.40904762,,1054.85,6935638.75,37.2141,10.04619048,47.26029048
subbituminous,subcritical,13,1500,1330,49.46,8744750,,10,0.75,15,,37.23,11.82222222,49.05222222,,1130.5,7433037.5,36.8577,10.04888889,46.90658889
subbituminous,subcritical,13,1600,1419,49.03,9329925,,10,0.75,15,,36.91,11.825,48.735,,1206.15,7930436.25,36.5409,10.05125,46.59215
subbituminous,subcritical,13,1700,1507,48.66,9908525,,10,0.75,15,,36.63,11.81960784,48.44960784,,1280.95,8422246.25,36.2637,10.04666667,46.31036667
subbituminous,subcritical,13,1800,1596,48.32,10493700,,10,0.75,15,,36.37,11.82222222,48.19222222,,1356.6,8919645,36.0063,10.04888889,46.05518889
subbituminous,subcritical,13,1900,1685,48.02,11078875,,10,0.75,15,,36.15,11.8245614,47.9745614,,1432.25,9417043.75,35.7885,10.05087719,45.83937719
subbituminous,subcritical,13,2000,1773,47.75,11657475,,10,0.75,15,,35.94,11.82,47.76,,1507.05,9908853.75,35.5806,10.047,45.6276
subbituminous,subcritical,13,2100,1862,47.51,12242650,,10,0.75,15,,35.76,11.82222222,47.58222222,,1582.7,10406252.5,35.4024,10.04888889,45.45128889
subbituminous,subcritical,13,2200,1951,47.28,12827825,,10,0.75,15,,35.59,11.82424242,47.41424242,,1658.35,10903651.25,35.2341,10.05060606,45.28470606
subbituminous,subcritical,13,2300,2039,47.08,13406425,,10,0.75,15,,35.44,11.82028986,47.26028986,,1733.15,11395461.25,35.0856,10.04724638,45.13284638
subbituminous,subcritical,13,2400,2128,46.89,13991600,,10,0.75,15,,35.3,11.82222222,47.12222222,,1808.8,11892860,34.947,10.04888889,44.99588889
subbituminous,subcritical,13,2500,2217,46.72,14576775,,10,0.75,15,,35.17,11.824,46.994,,1884.45,12390258.75,34.8183,10.0504,44.8687
subbituminous,subcritical,17,100,88.74,101.5,583465.5,,10,0.75,15,,76.4,11.832,88.232,,75.429,495945.675,75.636,10.0572,85.6932
subbituminous,subcritical,17,200,177.4,78.46,1166405,,10,0.75,15,,59.06,11.82666667,70.88666667,,150.79,991444.25,58.4694,10.05266667,68.52206667
subbituminous,subcritical,17,300,266.1,69.35,1749607.5,,10,0.75,15,,52.2,11.82666667,64.02666667,,226.185,1487166.375,51.678,10.05266667,61.73066667
subbituminous,subcritical,17,400,354.7,64.17,2332152.5,,10,0.75,15,,48.3,11.82333333,60.12333333,,301.495,1982329.625,47.817,10.04983333,57.86683333
subbituminous,subcritical,17,500,443.4,60.73,2915355,,10,0.75,15,,45.71,11.824,57.534,,376.89,2478051.75,45.2529,10.0504,55.3033
subbituminous,subcritical,17,600,532,58.22,3497900,,10,0.75,15,,43.82,11.82222222,55.64222222,,452.2,2973215,43.3818,10.04888889,53.43068889
subbituminous,subcritical,17,700,620.7,56.27,4081102.5,,10,0.75,15,,42.36,11.82285714,54.18285714,,527.595,3468937.125,41.9364,10.04942857,51.98582857
subbituminous,subcritical,17,800,709.3,54.71,4663647.5,,10,0.75,15,,41.18,11.82166667,53.00166667,,602.905,3964100.375,40.7682,10.04841667,50.81661667
subbituminous,subcritical,17,900,798,53.41,5246850,,10,0.75,15,,40.2,11.82222222,52.02222222,,678.3,4459822.5,39.798,10.04888889,49.84688889
subbituminous,subcritical,17,1000,886.7,52.3,5830052.5,,10,0.75,15,,39.37,11.82266667,51.19266667,,753.695,4955544.625,38.9763,10.04926667,49.02556667
subbituminous,subcritical,17,1100,975.3,51.34,6412597.5,,10,0.75,15,,38.64,11.82181818,50.46181818,,829.005,5450707.875,38.2536,10.04854545,48.30214545
subbituminous,subcritical,17,1200,1064,50.49,6995800,,10,0.75,15,,38,11.82222222,49.82222222,,904.4,5946430,37.62,10.04888889,47.66888889
subbituminous,subcritical,17,1300,1153,49.73,7580975,,10,0.75,15,,37.43,11.82564103,49.25564103,,980.05,6443828.75,37.0557,10.05179487,47.10749487
subbituminous,subcritical,17,1400,1241,49.12,8159575,,10,0.75,15,,36.97,11.81904762,48.78904762,,1054.85,6935638.75,36.6003,10.04619048,46.64649048
subbituminous,subcritical,17,1500,1330,48.64,8744750,,10,0.75,15,,36.61,11.82222222,48.43222222,,1130.5,7433037.5,36.2439,10.04888889,46.29278889
subbituminous,subcritical,17,1600,1419,48.23,9329925,,10,0.75,15,,36.3,11.825,48.125,,1206.15,7930436.25,35.937,10.05125,45.98825
subbituminous,subcritical,17,1700,1507,47.86,9908525,,10,0.75,15,,36.03,11.81960784,47.84960784,,1280.95,8422246.25,35.6697,10.04666667,45.71636667
subbituminous,subcritical,17,1800,1596,47.53,10493700,,10,0.75,15,,35.78,11.82222222,47.60222222,,1356.6,8919645,35.4222,10.04888889,45.47108889
subbituminous,subcritical,17,1900,1685,47.24,11078875,,10,0.75,15,,35.56,11.8245614,47.3845614,,1432.25,9417043.75,35.2044,10.05087719,45.25527719
subbituminous,subcritical,17,2000,1773,46.97,11657475,,10,0.75,15,,35.36,11.82,47.18,,1507.05,9908853.75,35.0064,10.047,45.0534
subbituminous,subcritical,17,2100,1862,46.73,12242650,,10,0.75,15,,35.17,11.82222222,46.99222222,,1582.7,10406252.5,34.8183,10.04888889,44.86718889
subbituminous,subcritical,17,2200,1951,46.51,12827825,,10,0.75,15,,35.01,11.82424242,46.83424242,,1658.35,10903651.25,34.6599,10.05060606,44.71050606
subbituminous,subcritical,17,2300,2039,46.31,13406425,,10,0.75,15,,34.86,11.82028986,46.68028986,,1733.15,11395461.25,34.5114,10.04724638,44.55864638
subbituminous,subcritical,17,2400,2128,46.12,13991600,,10,0.75,15,,34.72,11.82222222,46.54222222,,1808.8,11892860,34.3728,10.04888889,44.42168889
subbituminous,subcritical,17,2500,2217,45.95,14576775,,10,0.75,15,,34.59,11.824,46.414,,1884.45,12390258.75,34.2441,10.0504,44.2945
subbituminous,subcritical,20,100,88.74,100.4,583465.5,,10,0.75,15,,75.57,11.832,87.402,,75.429,495945.675,74.8143,10.0572,84.8715
subbituminous,subcritical,20,200,177.4,77.51,1166405,,10,0.75,15,,58.34,11.82666667,70.16666667,,150.79,991444.25,57.7566,10.05266667,67.80926667
subbituminous,subcritical,20,300,266.1,68.48,1749607.5,,10,0.75,15,,51.55,11.82666667,63.37666667,,226.185,1487166.375,51.0345,10.05266667,61.08716667
subbituminous,subcritical,20,400,354.7,63.36,2332152.5,,10,0.75,15,,47.69,11.82333333,59.51333333,,301.495,1982329.625,47.2131,10.04983333,57.26293333
subbituminous,subcritical,20,500,443.4,59.96,2915355,,10,0.75,15,,45.13,11.824,56.954,,376.89,2478051.75,44.6787,10.0504,54.7291
subbituminous,subcritical,20,600,532,57.48,3497900,,10,0.75,15,,43.27,11.82222222,55.09222222,,452.2,2973215,42.8373,10.04888889,52.88618889
subbituminous,subcritical,20,700,620.7,55.56,4081102.5,,10,0.75,15,,41.82,11.82285714,53.64285714,,527.595,3468937.125,41.4018,10.04942857,51.45122857
subbituminous,subcritical,20,800,709.3,54.02,4663647.5,,10,0.75,15,,40.66,11.82166667,52.48166667,,602.905,3964100.375,40.2534,10.04841667,50.30181667
subbituminous,subcritical,20,900,798,52.74,5246850,,10,0.75,15,,39.7,11.82222222,51.52222222,,678.3,4459822.5,39.303,10.04888889,49.35188889
subbituminous,subcritical,20,1000,886.7,51.64,5830052.5,,10,0.75,15,,38.87,11.82266667,50.69266667,,753.695,4955544.625,38.4813,10.04926667,48.53056667
subbituminous,subcritical,20,1100,975.3,50.7,6412597.5,,10,0.75,15,,38.16,11.82181818,49.98181818,,829.005,5450707.875,37.7784,10.04854545,47.82694545
subbituminous,subcritical,20,1200,1064,49.86,6995800,,10,0.75,15,,37.53,11.82222222,49.35222222,,904.4,5946430,37.1547,10.04888889,47.20358889
subbituminous,subcritical,20,1300,1153,49.11,7580975,,10,0.75,15,,36.97,11.82564103,48.79564103,,980.05,6443828.75,36.6003,10.05179487,46.65209487
subbituminous,subcritical,20,1400,1241,48.5,8159575,,10,0.75,15,,36.51,11.81904762,48.32904762,,1054.85,6935638.75,36.1449,10.04619048,46.19109048
subbituminous,subcritical,20,1500,1330,48.03,8744750,,10,0.75,15,,36.15,11.82222222,47.97222222,,1130.5,7433037.5,35.7885,10.04888889,45.83738889
subbituminous,subcritical,20,1600,1419,47.63,9329925,,10,0.75,15,,35.85,11.825,47.675,,1206.15,7930436.25,35.4915,10.05125,45.54275
subbituminous,subcritical,20,1700,1507,47.26,9908525,,10,0.75,15,,35.57,11.81960784,47.38960784,,1280.95,8422246.25,35.2143,10.04666667,45.26096667
subbituminous,subcritical,20,1800,1596,46.94,10493700,,10,0.75,15,,35.33,11.82222222,47.15222222,,1356.6,8919645,34.9767,10.04888889,45.02558889
subbituminous,subcritical,20,1900,1685,46.65,11078875,,10,0.75,15,,35.11,11.8245614,46.9345614,,1432.25,9417043.75,34.7589,10.05087719,44.80977719
subbituminous,subcritical,20,2000,1773,46.38,11657475,,10,0.75,15,,34.91,11.82,46.73,,1507.05,9908853.75,34.5609,10.047,44.6079
subbituminous,subcritical,20,2100,1862,46.14,12242650,,10,0.75,15,,34.73,11.82222222,46.55222222,,1582.7,10406252.5,34.3827,10.04888889,44.43158889
subbituminous,subcritical,20,2200,1951,45.93,12827825,,10,0.75,15,,34.57,11.82424242,46.39424242,,1658.35,10903651.25,34.2243,10.05060606,44.27490606
subbituminous,subcritical,20,2300,2039,45.73,13406425,,10,0.75,15,,34.42,11.82028986,46.24028986,,1733.15,11395461.25,34.0758,10.04724638,44.12304638
subbituminous,subcritical,20,2400,2128,45.54,13991600,,10,0.75,15,,34.28,11.82222222,46.10222222,,1808.8,11892860,33.9372,10.04888889,43.98608889
subbituminous,subcritical,20,2500,2217,45.37,14576775,,10,0.75,15,,34.15,11.824,45.974,,1884.45,12390258.75,33.8085,10.0504,43.8589
subbituminous,subcritical,23,100,88.74,99.23,583465.5,,10,0.75,15,,74.69,11.832,86.522,,75.429,495945.675,73.9431,10.0572,84.0003
subbituminous,subcritical,23,200,177.4,76.56,1166405,,10,0.75,15,,57.63,11.82666667,69.45666667,,150.79,991444.25,57.0537,10.05266667,67.10636667
subbituminous,subcritical,23,300,266.1,67.62,1749607.5,,10,0.75,15,,50.9,11.82666667,62.72666667,,226.185,1487166.375,50.391,10.05266667,60.44366667
subbituminous,subcritical,23,400,354.7,62.56,2332152.5,,10,0.75,15,,47.09,11.82333333,58.91333333,,301.495,1982329.625,46.6191,10.04983333,56.66893333
subbituminous,subcritical,23,500,443.4,59.19,2915355,,10,0.75,15,,44.55,11.824,56.374,,376.89,2478051.75,44.1045,10.0504,54.1549
subbituminous,subcritical,23,600,532,56.74,3497900,,10,0.75,15,,42.71,11.82222222,54.53222222,,452.2,2973215,42.2829,10.04888889,52.33178889
subbituminous,subcritical,23,700,620.7,54.85,4081102.5,,10,0.75,15,,41.29,11.82285714,53.11285714,,527.595,3468937.125,40.8771,10.04942857,50.92652857
subbituminous,subcritical,23,800,709.3,53.33,4663647.5,,10,0.75,15,,40.14,11.82166667,51.96166667,,602.905,3964100.375,39.7386,10.04841667,49.78701667
subbituminous,subcritical,23,900,798,52.06,5246850,,10,0.75,15,,39.19,11.82222222,51.01222222,,678.3,4459822.5,38.7981,10.04888889,48.84698889
subbituminous,subcritical,23,1000,886.7,50.99,5830052.5,,10,0.75,15,,38.38,11.82266667,50.20266667,,753.695,4955544.625,37.9962,10.04926667,48.04546667
subbituminous,subcritical,23,1100,975.3,50.05,6412597.5,,10,0.75,15,,37.67,11.82181818,49.49181818,,829.005,5450707.875,37.2933,10.04854545,47.34184545
subbituminous,subcritical,23,1200,1064,49.22,6995800,,10,0.75,15,,37.05,11.82222222,48.87222222,,904.4,5946430,36.6795,10.04888889,46.72838889
subbituminous,subcritical,23,1300,1153,48.48,7580975,,10,0.75,15,,36.49,11.82564103,48.31564103,,980.05,6443828.75,36.1251,10.05179487,46.17689487
subbituminous,subcritical,23,1400,1241,47.88,8159575,,10,0.75,15,,36.04,11.81904762,47.85904762,,1054.85,6935638.75,35.6796,10.04619048,45.72579048
subbituminous,subcritical,23,1500,1330,47.43,8744750,,10,0.75,15,,35.7,11.82222222,47.52222222,,1130.5,7433037.5,35.343,10.04888889,45.39188889
subbituminous,subcritical,23,1600,1419,47.02,9329925,,10,0.75,15,,35.39,11.825,47.215,,1206.15,7930436.25,35.0361,10.05125,45.08735
subbituminous,subcritical,23,1700,1507,46.66,9908525,,10,0.75,15,,35.12,11.81960784,46.93960784,,1280.95,8422246.25,34.7688,10.04666667,44.81546667
subbituminous,subcritical,23,1800,1596,46.35,10493700,,10,0.75,15,,34.89,11.82222222,46.71222222,,1356.6,8919645,34.5411,10.04888889,44.58998889
subbituminous,subcritical,23,1900,1685,46.06,11078875,,10,0.75,15,,34.67,11.8245614,46.4945614,,1432.25,9417043.75,34.3233,10.05087719,44.37417719
