primary_fuel,generation_technology,capacity_MW,amortization_rate,emission_rate_ton_h,generation_cost_per_MWh,annual_emission_ton,carbon_price_$_ton,capacity_factor,biomass_cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh,age
natural_gas,CCGT,1200,77,429,53.4,2818530,10,0.75,15,50.91,4.766666667,55.67666667,364.65,2397573.75,47.8554,4.051666667,51.90706667,23
natural_gas,CCGT,1200,80,429,53.03,2818530,10,0.75,15,50.55,4.766666667,55.31666667,364.65,2397573.75,47.517,4.051666667,51.56866667,24
natural_gas,CCGT,1200,83,429,52.67,2818530,10,0.75,15,50.21,4.766666667,54.97666667,364.65,2397573.75,47.1974,4.051666667,51.24906667,25
natural_gas,CCGT,1200,87,429,52.19,2818530,10,0.75,15,49.75,4.766666667,54.51666667,364.65,2397573.75,46.765,4.051666667,50.81666667,26
natural_gas,CCGT,1200,90,429,51.83,2818530,10,0.75,15,49.41,4.766666667,54.17666667,364.65,2397573.75,46.4454,4.051666667,50.49706667,27
natural_gas,CCGT,1200,93,429,51.47,2818530,10,0.75,15,49.07,4.766666667,53.83666667,364.65,2397573.75,46.1258,4.051666667,50.17746667,28
natural_gas,CCGT,1200,97,429,50.99,2818530,10,0.75,15,48.61,4.766666667,53.37666667,364.65,2397573.75,45.6934,4.051666667,49.74506667,29
natural_gas,CCGT,1200,100,429,50.63,2818530,10,0.75,15,48.27,4.766666667,53.03666667,364.65,2397573.75,45.3738,4.051666667,49.42546667,30
natural_gas,CCGT,1500,3,536,62.15,3521520,10,0.75,15,59.25,4.764444444,64.01444444,455.6,2995570,55.695,4.049777778,59.74477778,1
natural_gas,CCGT,1500,7,536,61.67,3521520,10,0.75,15,58.79,4.764444444,63.55444444,455.6,2995570,55.2626,4.049777778,59.31237778,2
natural_gas,CCGT,1500,10,536,61.31,3521520,10,0.75,15,58.45,4.764444444,63.21444444,455.6,2995570,54.943,4.049777778,58.99277778,3
natural_gas,CCGT,1500,13,536,60.95,3521520,10,0.75,15,58.1,4.764444444,62.86444444,455.6,2995570,54.614,4.049777778,58.66377778,4
natural_gas,CCGT,1500,17,536,60.47,3521520,10,0.75,15,57.65,4.764444444,62.41444444,455.6,2995570,54.191,4.049777778,58.24077778,5
natural_gas,CCGT,1500,20,536,60.11,3521520,10,0.75,15,57.3,4.764444444,62.06444444,455.6,2995570,53.862,4.049777778,57.91177778,6
natural_gas,CCGT,1500,23,536,59.75,3521520,10,0.75,15,56.96,4.764444444,61.72444444,455.6,2995570,53.5424,4.049777778,57.59217778,7
natural_gas,CCGT,1500,27,536,59.27,3521520,10,0.75,15,56.5,4.764444444,61.26444444,455.6,2995570,53.11,4.049777778,57.15977778,8
natural_gas,CCGT,1500,30,536,58.92,3521520,10,0.75,15,56.17,4.764444444,60.93444444,455.6,2995570,52.7998,4.049777778,56.84957778,9
natural_gas,CCGT,1500,33,536,58.56,3521520,10,0.75,15,55.82,4.764444444,60.58444444,455.6,2995570,52.4708,4.049777778,56.52057778,10
natural_gas,CCGT,1500,37,536,58.08,3521520,10,0.75,15,55.37,4.764444444,60.13444444,455.6,2995570,52.0478,4.049777778,56.09757778,11
natural_gas,CCGT,1500,40,536,57.72,3521520,10,0.75,15,55.02,4.764444444,59.78444444,455.6,2995570,51.7188,4.049777778,55.76857778,12
natural_gas,CCGT,1500,43,536,57.36,3521520,10,0.75,15,54.68,4.764444444,59.44444444,455.6,2995570,51.3992,4.049777778,55.44897778,13
natural_gas,CCGT,1500,47,536,56.88,3521520,10,0.75,15,54.22,4.764444444,58.98444444,455.6,2995570,50.9668,4.049777778,55.01657778,14
natural_gas,CCGT,1500,50,536,56.52,3521520,10,0.75,15,53.88,4.764444444,58.64444444,455.6,2995570,50.6472,4.049777778,54.69697778,15
natural_gas,CCGT,1500,53,536,56.16,3521520,10,0.75,15,53.54,4.764444444,58.30444444,455.6,2995570,50.3276,4.049777778,54.37737778,16
natural_gas,CCGT,1500,57,536,55.69,3521520,10,0.75,15,53.09,4.764444444,57.85444444,455.6,2995570,49.9046,4.049777778,53.95437778,17
natural_gas,CCGT,1500,60,536,55.33,3521520,10,0.75,15,52.75,4.764444444,57.51444444,455.6,2995570,49.585,4.049777778,53.63477778,18
