primary_fuel,generation_technology,capacity_MW,amortization_rate,emission_rate_ton_h,generation_cost_per_MWh,annual_emission_ton,carbon_price_$_ton,capacity_factor,biomass_cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh,age
natural_gas,CCGT,1500,63,536,54.97,3521520,10,0.75,15,52.4,4.764444444,57.16444444,455.6,2995570,49.256,4.049777778,53.30577778,19
natural_gas,CCGT,1500,67,536,54.49,3521520,10,0.75,15,51.94,4.764444444,56.70444444,455.6,2995570,48.8236,4.049777778,52.87337778,20
natural_gas,CCGT,1500,70,536,54.13,3521520,10,0.75,15,51.6,4.764444444,56.36444444,455.6,2995570,48.504,4.049777778,52.55377778,21
natural_gas,CCGT,1500,73,536,53.77,3521520,10,0.75,15,51.26,4.764444444,56.02444444,455.6,2995570,48.1844,4.049777778,52.23417778,22
natural_gas,CCGT,1500,77,536,53.29,3521520,10,0.75,15,50.8,4.764444444,55.56444444,455.6,2995570,47.752,4.049777778,51.80177778,23
natural_gas,CCGT,1500,80,536,52.94,3521520,10,0.75,15,50.47,4.764444444,55.23444444,455.6,2995570,47.4418,4.049777778,51.49157778,24
natural_gas,CCGT,1500,83,536,52.58,3521520,10,0.75,15,50.12,4.764444444,54.88444444,455.6,2995570,47.1128,4.049777778,51.16257778,25
natural_gas,CCGT,1500,87,536,52.1,3521520,10,0.75,15,49.67,4.764444444,54.43444444,455.6,2995570,46.6898,4.049777778,50.73957778,26
natural_gas,CCGT,1500,90,536,51.74,3521520,10,0.75,15,49.32,4.764444444,54.08444444,455.6,2995570,46.3608,4.049777778,50.41057778,27
natural_gas,CCGT,1500,93,536,51.38,3521520,10,0.75,15,48.98,4.764444444,53.74444444,455.6,2995570,46.0412,4.049777778,50.09097778,28
natural_gas,CCGT,1500,97,536,50.9,3521520,10,0.75,15,48.52,4.764444444,53.28444444,455.6,2995570,45.6088,4.049777778,49.65857778,29
natural_gas,CCGT,1500,100,536,50.54,3521520,10,0.75,15,48.18,4.764444444,52.94444444,455.6,2995570,45.2892,4.049777778,49.33897778,30
natural_gas,CCGT,2500,3,895.12,60.907,5880938.4,10,0.75,15,58.06,4.773973333,62.83397333,760.852,5002601.9,54.5764,4.057877333,58.63427733,1
natural_gas,CCGT,2500,7,895.12,60.4366,5880938.4,10,0.75,15,57.61,4.773973333,62.38397333,760.852,5002601.9,54.1534,4.057877333,58.21127733,2
natural_gas,CCGT,2500,10,895.12,60.0838,5880938.4,10,0.75,15,57.28,4.773973333,62.05397333,760.852,5002601.9,53.8432,4.057877333,57.90107733,3
natural_gas,CCGT,2500,13,895.12,59.731,5880938.4,10,0.75,15,56.94,4.773973333,61.71397333,760.852,5002601.9,53.5236,4.057877333,57.58147733,4
natural_gas,CCGT,2500,17,895.12,59.2606,5880938.4,10,0.75,15,56.49,4.773973333,61.26397333,760.852,5002601.9,53.1006,4.057877333,57.15847733,5
natural_gas,CCGT,2500,20,895.12,58.9078,5880938.4,10,0.75,15,56.16,4.773973333,60.93397333,760.852,5002601.9,52.7904,4.057877333,56.84827733,6
natural_gas,CCGT,2500,23,895.12,58.555,5880938.4,10,0.75,15,55.82,4.773973333,60.59397333,760.852,5002601.9,52.4708,4.057877333,56.52867733,7
natural_gas,CCGT,2500,27,895.12,58.0846,5880938.4,10,0.75,15,55.37,4.773973333,60.14397333,760.852,5002601.9,52.0478,4.057877333,56.10567733,8
natural_gas,CCGT,2500,30,895.12,57.7416,5880938.4,10,0.75,15,55.04,4.773973333,59.81397333,760.852,5002601.9,51.7376,4.057877333,55.79547733,9
natural_gas,CCGT,2500,33,895.12,57.3888,5880938.4,10,0.75,15,54.71,4.773973333,59.48397333,760.852,5002601.9,51.4274,4.057877333,55.48527733,10
natural_gas,CCGT,2500,37,895.12,56.9184,5880938.4,10,0.75,15,54.26,4.773973333,59.03397333,760.852,5002601.9,51.0044,4.057877333,55.06227733,11
natural_gas,CCGT,2500,40,895.12,56.5656,5880938.4,10,0.75,15,53.92,4.773973333,58.69397333,760.852,5002601.9,50.6848,4.057877333,54.74267733,12
natural_gas,CCGT,2500,43,895.12,56.2128,5880938.4,10,0.75,15,53.59,4.773973333,58.36397333,760.852,5002601.9,50.3746,4.057877333,54.43247733,13
natural_gas,CCGT,2500,47,895.12,55.7424,5880938.4,10,0.75,15,53.14,4.773973333,57.91397333,760.852,5002601.9,49.9516,4.057877333,54.00947733,14
natural_gas,CCGT,2500,50,895.12,55.3896,5880938.4,10,0.75,15,52.8,4.773973333,57.57397333,760.852,5002601.9,49.632,4.057877333,53.68987733,15
natural_gas,CCGT,2500,53,895.12,55.0368,5880938.4,10,0.75,15,52.47,4.773973333,57.24397333,760.852,5002601.9,49.3218,4.057877333,53.37967733,16
natural_gas,CCGT,2500,57,895.12,54.5762,5880938.4,10,0.75,15,52.03,4.773973333,56.80397333,760.852,5002601.9,48.9082,4.057877333,52.96607733,17
natural_gas,CCGT,2500,60,895.12,54.2234,5880938.4,10,0.75,15,51.69,4.773973333,56.46397333,760.852,5002601.9,48.5886,4.057877333,52.64647733,18
natural_gas,CCGT,2500,63,895.12,53.8706,5880938.4,10,0.75,15,51.35,4.773973333,56.12397333,760.852,5002601.9,48.269,4.057877333,52.32687733,19
natural_gas,CCGT,2500,67,895.12,53.4002,5880938.4,10,0.75,15,50.91,4.773973333,55.68397333,760.852,5002601.9,47.8554,4.057877333,51.91327733,20
natural_gas,CCGT,2500,70,895.12,53.0474,5880938.4,10,0.75,15,50.57,4.773973333,55.34397333,760.852,5002601.9,47.5358,4.057877333,51.59367733,21
natural_gas,CCGT,2500,73,895.12,52.6946,5880938.4,10,0.75,15,50.23,4.773973333,55.00397333,760.852,5002601.9,47.2162,4.057877333,51.27407733,22
natural_gas,CCGT,2500,77,895.12,52.2242,5880938.4,10,0.75,15,49.78,4.773973333,54.55397333,760.852,5002601.9,46.7932,4.057877333,50.85107733,23
natural_gas,CCGT,2500,80,895.12,51.8812,5880938.4,10,0.75,15,49.46,4.773973333,54.23397333,760.852,5002601.9,46.4924,4.057877333,50.55027733,24
natural_gas,CCGT,2500,83,895.12,51.5284,5880938.4,10,0.75,15,49.12,4.773973333,53.89397333,760.852,5002601.9,46.1728,4.057877333,50.23067733,25
natural_gas,CCGT,2500,87,895.12,51.058,5880938.4,10,0.75,15,48.67,4.773973333,53.44397333,760.852,5002601.9,45.7498,4.057877333,49.80767733,26
natural_gas,CCGT,2500,90,895.12,50.7052,5880938.4,10,0.75,15,48.34,4.773973333,53.11397333,760.852,5002601.9,45.4396,4.057877333,49.49747733,27
natural_gas,CCGT,2500,93,895.12,50.3524,5880938.4,10,0.75,15,48,4.773973333,52.77397333,760.852,5002601.9,45.12,4.057877333,49.17787733,28
natural_gas,CCGT,2500,97,895.12,49.882,5880938.4,10,0.75,15,47.55,4.773973333,52.32397333,760.852,5002601.9,44.697,4.057877333,48.75487733,29
natural_gas,CCGT,2500,100,895.12,49.5292,5880938.4,10,0.75,15,47.22,4.773973333,51.99397333,760.852,5002601.9,44.3868,4.057877333,48.44467733,30
