primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,biomass_cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
anthracite,supercritical,20,1500,907.9,49.94,5969442.5,10,0.75,15,36.55,8.070222222,44.62022222,771.715,5074026.125,36.1845,6.859688889,43.04418889
anthracite,supercritical,20,1600,968.5,49.55,6367887.5,10,0.75,15,36.27,8.070833333,44.34083333,823.225,5412704.375,35.9073,6.860208333,42.76750833
anthracite,supercritical,20,1700,1029,49.2,6765675,10,0.75,15,36.01,8.070588235,44.08058824,874.65,5750823.75,35.6499,6.86,42.5099
anthracite,supercritical,20,1800,1090,48.9,7166750,10,0.75,15,35.79,8.074074074,43.86407407,926.5,6091737.5,35.4321,6.862962963,42.29506296
anthracite,supercritical,20,1900,1150,48.62,7561250,10,0.75,15,35.58,8.070175439,43.65017544,977.5,6427062.5,35.2242,6.859649123,42.08384912
anthracite,supercritical,20,2000,1211,48.37,7962325,10,0.75,15,35.4,8.073333333,43.47333333,1029.35,6767976.25,35.046,6.862333333,41.90833333
anthracite,supercritical,20,2100,1271,48.15,8356825,10,0.75,15,35.24,8.06984127,43.30984127,1080.35,7103301.25,34.8876,6.859365079,41.74696508
anthracite,supercritical,20,2200,1332,47.95,8757900,10,0.75,15,35.09,8.072727273,43.16272727,1132.2,7444215,34.7391,6.861818182,41.60091818
anthracite,supercritical,20,2300,1392,47.76,9152400,10,0.75,15,34.96,8.069565217,43.02956522,1183.2,7779540,34.6104,6.859130435,41.46953043
anthracite,supercritical,20,2400,1453,47.59,9553475,10,0.75,15,34.83,8.072222222,42.90222222,1235.05,8120453.75,34.4817,6.861388889,41.34308889
anthracite,supercritical,20,2500,1513,47.43,9947975,10,0.75,15,34.71,8.069333333,42.77933333,1286.05,8455778.75,34.3629,6.858933333,41.22183333
anthracite,supercritical,23,100,60.58,97.05,398313.5,10,0.75,15,71.03,8.077333333,79.10733333,51.493,338566.475,70.3197,6.865733333,77.18543333
anthracite,supercritical,23,200,121.1,76.12,796232.5,10,0.75,15,55.71,8.073333333,63.78333333,102.935,676797.625,55.1529,6.862333333,62.01523333
anthracite,supercritical,23,300,181.6,67.9,1194020,10,0.75,15,49.7,8.071111111,57.77111111,154.36,1014917,49.203,6.860444444,56.06344444
