Case,Response,Total Var,var1,var2,var3
CaseGroup_Case,var4,0.07534582374209299,0.069668932440137554,0.93033106755986239,0
CaseGroup_Case,var5,0.070853477444484697,0.3056778201775498,0.69432217982245026,0
CaseGroup_Case,var6,1.0774321068364572,0.238728631215579,0.76127136878442103,0
