PVfarm1_GenMW_6_1,PVfarm2_GenMW_8_1,PVfarm3_GenMW_10_1,PVfarm1_BusNomVolt_6,PVfarm2_BusNomVolt_8,PVfarm3_BusNomVolt_10
0.15,0.05,0.2,0.75,0.75,0.75
