primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
subbituminous,subcritical,57,2400,2128,38.41,13991600.00,17
subbituminous,subcritical,57,2500,2217,38.25,14576775.00,17
subbituminous,subcritical,60,100,88.74,85.33,583465.50,18
subbituminous,subcritical,60,200,177.4,64.83,1166405.00,18
subbituminous,subcritical,60,300,266.1,56.97,1749607.50,18
subbituminous,subcritical,60,400,354.7,52.6,2332152.50,18
subbituminous,subcritical,60,500,443.4,49.74,2915355.00,18
subbituminous,subcritical,60,600,532,47.68,3497900.00,18
subbituminous,subcritical,60,700,620.7,46.09,4081102.50,18
subbituminous,subcritical,60,800,709.3,44.82,4663647.50,18
subbituminous,subcritical,60,900,798,43.77,5246850.00,18
subbituminous,subcritical,60,1000,886.7,42.87,5830052.50,18
subbituminous,subcritical,60,1100,975.3,42.09,6412597.50,18
subbituminous,subcritical,60,1200,1064,41.4,6995800.00,18
subbituminous,subcritical,60,1300,1153,40.78,7580975.00,18
subbituminous,subcritical,60,1400,1241,40.28,8159575.00,18
subbituminous,subcritical,60,1500,1330,39.91,8744750.00,18
subbituminous,subcritical,60,1600,1419,39.59,9329925.00,18
subbituminous,subcritical,60,1700,1507,39.29,9908525.00,18
