group1,0.60,0.2,0.10,0.20,0.01,0.17,0.32,0.65,0.45,0.73,0.95
group2,0.60,0.2,0.10,0.20,0.01,0.17,0.20,0.65,0.45,0.73,0.95
group3,0.60,0.2,0.10,0.20,0.01,0.17,0.24,0.65,0.45,0.73,0.95
