Isc_ref,5.99
Voc_ref,48.7
Imp_ref ,5.64
Vmp_ref,41
 alpha_sc,0.002132
a_ref ,1.9136
Il_ref,5.995
Io_ref ,5.194E-11
Rs_ref ,0.321
Rsh_ref ,367.11
Tc_ref ,298.15
G_ref ,1000
Eg_ref ,1.121
