group1,3.90,3,3.10,0.20,0.10,0.17,0.32,0.65,0.45,0.73,0.95
group2,3.90,3,3.10,0.20,0.10,0.17,0.2,0.65,0.45,0.73,0.95
group3,3.90,3,3.10,0.20,0.10,0.17,0.24,0.65,0.45,0.73,0.95
