1	0	0	400	-400	1	100	1	400	0	0	0	0	0	0	0	0	0	0	0	0
2	400	0	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
2	400	0	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
2	0	0	400	-400	1	100	1	250	25	0	0	0	0	0	0	0	0	0	0	0
2	0	0	400	-400	1	100	1	250	25	0	0	0	0	0	0	0	0	0	0	0
3	400	0	400	-400	1	100	1	400	120	0	0	0	0	0	0	0	0	0	0	0
3	400	0	400	-400	1	100	1	400	120	0	0	0	0	0	0	0	0	0	0	0
4	400	0	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
4	200	0	400	-400	1	100	1	408	143	0	0	0	0	0	0	0	0	0	0	0
4	200	0	400	-400	1	100	1	408	143	0	0	0	0	0	0	0	0	0	0	0
5	400	0	400	-400	1	100	1	400	120	0	0	0	0	0	0	0	0	0	0	0
5	400	0	400	-400	1	100	1	400	120	0	0	0	0	0	0	0	0	0	0	0
5	250	0	400	-400	1	100	1	407	122	0	0	0	0	0	0	0	0	0	0	0
5	0	0	400	-400	1	100	1	407	122	0	0	0	0	0	0	0	0	0	0	0
