year,coal_power_capacity_GW,coal_power_capacity_existing,coal_power_capacity_new,coal_annual_emission,coal_power_annual_emission_existing,coal_power_annual_emission_new,coal_lock_emission,coal_power_lock_emission_existing,coal_power_lock_emission_new,gas_power_capacity_GW,gas_power_capacity_existing,gas_power_capacity_new,gas_annual_emission,gas_power_annual_emission_existing,gas_power_annual_emission_new,gas_lock_emission,gas_power_lock_emission_existing,gas_power_lock_emission_new,oil_power_capacity_GW,oil_power_capacity_existing,oil_power_capacity_new,oil_annual_emission,oil_power_annual_emission_existing,oil_power_annual_emission_new,oil_lock_emission,oil_power_lock_emission_existing,oil_power_lock_emission_new,coal_power_capacity_new1,coal_power_annual_emission_new1,coal_power_annual_emission_new1,coal_power_capacity_new2,coal_power_annual_emission_new2,coal_power_annual_emission_new2,gas_power_capacity_new1,gas_power_annual_emission_new1,gas_power_annual_emission_new1,gas_power_capacity_new2,gas_power_annual_emission_new2,gas_power_annual_emission_new2,oil_power_capacity_new1,oil_power_annual_emission_new1,oil_power_annual_emission_new1,oil_power_capacity_new2,oil_power_annual_emission_new2,oil_power_annual_emission_new2
2029,2147.5,1595.292502,37.09,11.0617942160054,8.161771977,0.19478780305090584,117.01423391261169,91.73706606,3.5061804549163047,1822.7,1262.777736,43.37,4.358399980041709,3.0453232389999996,0.10170581726104856,44.391384815312406,32.05827289,1.8307047106988745,331.9,301.8747987,4.98,0.821127425430549,0.728993938,0.011804084574328109,7.693383553887875,6.821337251,0.21247352233790603,0.0,0.0,0.0,37.09,0.19478780305090584,0.19478780305090584,0.0,0.0,0.0,43.37,0.10170581726104856,0.10170581726104856,0.0,0.0,0.0,4.98,0.011804084574328109,0.011804084574328109
2030,2145.5,1552.485325,40.81,11.037357870728705,7.923011279,0.21432435272330727,113.11641377096848,84.51259165,4.072162701742838,1845.5,1207.752344,77.83,4.408329718876788,2.9127359439999996,0.18251703383507978,45.16967761139751,29.72347186,3.4678236428665175,324.3,277.37781,16.9,0.8030107144438311,0.670819189,0.04005803801328213,7.833924020439113,6.225663718,0.7611027222523606,0.0,0.0,0.0,40.81,0.21432435272330727,0.21432435272330727,0.0,0.0,0.0,77.83,0.18251703383507978,0.18251703383507978,0.0,0.0,0.0,16.9,0.04005803801328213,0.04005803801328213
2031,2142.2,1484.819715,64.37,10.911198832710555,7.458796407,0.3380558339818498,112.02199481967587,77.50436852,6.761116679636995,1872.1,1178.0905599999999,56.26,4.467122744479662,2.839595161,0.13193380860287277,45.096642445601894,27.45318593,2.638676172057456,321.9,270.61463710000004,4.36,0.7970671251916364,0.6545411,0.010334499747805332,7.604893106637788,5.8338591,0.20668999495610668,0.0,0.0,0.0,64.37,0.3380558339818498,0.3380558339818498,0.0,0.0,0.0,56.25999999999999,0.13193380860287277,0.13193380860287277,0.0,0.0,0.0,4.36,0.010334499747805332,0.010334499747805332
2032,2143.0,1448.938185,36.68,10.867500085888965,7.222463079,0.19263458117840995,108.29271702650193,70.74610494,4.045326204746608,1895.5,1149.691039,51.8,4.519396442373881,2.770394076,0.12147478289421987,44.934109474226005,25.24707483,2.5509704407786176,317.6,258.0234495,8.29,0.7869744995011102,0.624798703,0.019649771309473898,7.543713400505407,5.409117737000001,0.4126451974989519,0.0,0.0,0.0,36.68,0.19263458117840995,0.19263458117840995,0.0,0.0,0.0,51.8,0.12147478289421987,0.12147478289421987,0.0,0.0,0.0,8.29,0.019649771309473898,0.019649771309473898
2033,2143.9,1352.01595,97.82,10.71051319810249,6.551748963,0.513727228213524,111.91596105416025,64.18482352,11.301999020697528,1917.3,1070.88973,100.6,4.565095988075782,2.580179275,0.2359143467019019,47.34800884849387,23.04202515,5.190115627441843,315.2,228.68564069999996,26.94,0.7815544765116321,0.5555228489999999,0.06385583101052193,8.434145425168081,4.95412115,1.4048282822314826,0.0,0.0,0.0,97.82,0.513727228213524,0.513727228213524,0.0,0.0,0.0,100.6,0.2359143467019019,0.2359143467019019,0.0,0.0,0.0,26.94,0.06385583101052193,0.06385583101052193
2034,2146.6,1290.915097,63.8,10.727944019505504,6.234117454,0.33506233040301403,112.30793650487294,58.27038892,7.706433599269321,1946.0,983.1934075999999,116.4,4.628656490633451,2.370773277,0.2729665005576678,50.78170577746021,20.89841203,6.278229512826365,310.6,208.36043999999998,15.73,0.7702911497393794,0.506974733,0.03728478922774722,8.819570511781672,4.576516462,0.8575501522381862,0.0,0.0,0.0,63.8,0.33506233040301403,0.33506233040301403,0.0,0.0,0.0,116.4,0.2729665005576678,0.2729665005576678,0.0,0.0,0.0,15.73,0.03728478922774722,0.03728478922774722
2035,2150.0,1239.056215,55.26,10.703380805832628,5.919341946,0.2902122943271247,112.18826322018555,52.77830496,6.965095063850991,1977.7,930.4685472000001,84.42,4.700983586728626,2.245129308,0.19797106509517456,52.66497377806372,18.88824967,4.75130556228419,307.0,189.3985784,15.36,0.7607157326674276,0.460991537,0.03640777892804814,9.132425978624278,4.131544366,0.8737866942731554,0.0,0.0,0.0,55.26,0.2902122943271247,0.2902122943271247,0.0,0.0,0.0,84.42,0.19797106509517456,0.19797106509517456,0.0,0.0,0.0,15.36,0.03640777892804814,0.03640777892804814
2036,2151.2,1190.083223,50.17,10.634678034376817,5.587158342,0.26348083254418836,111.64258176865562,47.41241446,6.587020813604707,2004.7,851.0995012,106.37,4.758539720806969,2.053240024,0.24944541807834303,55.95584216928451,16.91964045,6.236135451958577,304.0,180.0023917,6.4,0.7536805585541143,0.438786455,0.015169907886686727,9.039263518004068,3.796938007,0.3792476971671683,0.0,0.0,0.0,50.17,0.26348083254418836,0.26348083254418836,0.0,0.0,0.0,106.37,0.24944541807834303,0.24944541807834303,0.0,0.0,0.0,6.4,0.015169907886686727,0.015169907886686727
2037,2151.2,1143.615592,46.47,10.586015978461896,5.294446968,0.24404931808507935,111.07374955339291,42.42978726,6.345282270212062,2034.9,809.9745045,71.32,4.825939870224261,1.953389565,0.16725060841729267,57.37531291109738,15.1231566,4.348515818849609,299.2,161.95636100000002,13.25,0.7424159364757703,0.396115383,0.031406449921656115,9.27702724575057,3.3654190280000003,0.8165676979630591,0.0,0.0,0.0,46.47,0.24404931808507935,0.24404931808507935,0.0,0.0,0.0,71.32,0.16725060841729267,0.16725060841729267,0.0,0.0,0.0,13.25,0.031406449921656115,0.031406449921656115
2038,2155.6,1104.716827,43.3,10.593907028240118,5.074936781,0.2274012367782211,110.4805776641748,37.78690132,6.139833393011969,2063.0,769.9159513999999,68.16,4.888648250870401,1.856257768,0.1598401776461395,58.81458951503515,13.48802253,4.315684796445766,297.0,150.8905671,8.87,0.7373673506874752,0.370042253,0.021024544211704882,9.366193570800968,3.054621843,0.5676626937160318,0.0,0.0,0.0,43.3,0.2274012367782211,0.2274012367782211,0.0,0.0,0.0,68.16,0.1598401776461395,0.1598401776461395,0.0,0.0,0.0,8.87,0.021024544211704882,0.021024544211704882
2039,2159.7,1078.5216289999998,30.3,10.585719848378226,4.907621253,0.15912834813810856,108.18462615498649,33.27897124,4.45559374786704,2095.7,710.062683,92.55,4.962399059690092,1.712972068,0.21703650881969205,61.89091445956739,11.83649147,6.07702224695138,293.0,135.36009769999998,11.53,0.7266851758645843,0.332030541,0.027329537177109054,9.652179136751485,2.757271119,0.7652270409590537,0.0,0.0,0.0,30.299999999999997,0.15912834813810856,0.15912834813810856,0.0,0.0,0.0,92.55,0.21703650881969205,0.21703650881969205,0.0,0.0,0.0,11.53,0.027329537177109054,0.027329537177109054
2040,2164.5,1031.362906,51.96,10.555459460512091,4.604479381,0.27288148413386537,109.19828191411652,28.73406898,7.913563039882095,2121.9,658.4845664,77.78,4.99202659987373,1.560199828,0.18239978018363748,64.07189231629997,10.2289675,5.289593625325488,290.8,128.0052029,5.15,0.7195247271171525,0.31266305699999997,0.012207035252568225,9.578987348043455,2.531096735,0.35400402232447853,0.0,0.0,0.0,51.96,0.27288148413386537,0.27288148413386537,0.0,0.0,0.0,77.78,0.18239978018363748,0.18239978018363748,0.0,0.0,0.0,5.15,0.012207035252568225,0.012207035252568225
2041,2169.0,998.6876488,37.18,10.555410805022813,4.409170264,0.195260461510722,108.3397633926891,24.57058071,5.857813845321658,2150.4,620.9885774,66.0,5.024691084777562,1.438089493,0.15477481990383227,65.56934766918887,8.716509895,4.643244597114968,287.9,124.89048590000002,0.21,0.7124877197196844,0.305128287,0.0004977626025319082,9.15938598052879,2.306434017,0.01493287807595725,0.0,0.0,0.0,37.18,0.195260461510722,0.195260461510722,0.0,0.0,0.0,66.0,0.15477481990383227,0.15477481990383227,0.0,0.0,0.0,0.21,0.0004977626025319082,0.0004977626025319082
2042,2173.8,935.5663038999999,67.92,10.471360629364078,3.9684205039999996,0.35669958434126514,112.58592875438617,20.4583484,11.057687114579217,2180.6,578.5266519999999,72.66,5.091823705053509,1.334829107,0.17039300627594622,67.84925042058929,7.463642206,5.282183194554333,285.7,115.4705114,7.22,0.6894866350543529,0.26501365,0.01711355233466846,9.117654238360986,1.9444270019999998,0.5305201223747225,0.0,0.0,0.0,67.92,0.35669958434126514,0.35669958434126514,0.0,0.0,0.0,72.66,0.17039300627594622,0.17039300627594622,0.0,0.0,0.0,7.22,0.01711355233466846,0.01711355233466846
2043,2177.8,878.8231337999999,60.74,10.442460228133344,3.62052816,0.3189919427692645,116.06317461225602,16.70358371,10.207742168616464,2210.3,523.5998741999999,84.63,5.15643856048474,1.200980432,0.19846353043123216,71.16543078237092,6.310456928,6.350832973799429,283.1,112.4881142,0.38,0.6668582503351249,0.241484552,0.0009007132807720245,8.618820305743801,1.640278097,0.028822824984704783,0.0,0.0,0.0,60.74,0.3189919427692645,0.3189919427692645,0.0,0.0,0.0,84.63,0.19846353043123216,0.19846353043123216,0.0,0.0,0.0,0.38,0.0009007132807720245,0.0009007132807720245
2044,2183.8,806.4598185,78.36,10.423420245813283,3.189960212,0.4115279656799401,122.87685923473202,13.16777064,13.58042286743802,2246.5,478.1781098999999,81.62,5.147372769099146,1.00050978,0.19140486061440593,74.06646950328354,4.935373407,6.316360400275398,280.8,106.4906115,3.7,0.6604415603321157,0.226297759,0.008770102996990764,8.476826787417991,1.433099603,0.28941339890069534,0.0,0.0,0.0,78.35999999999999,0.4115279656799401,0.4115279656799401,0.0,0.0,0.0,81.62,0.19140486061440593,0.19140486061440593,0.0,0.0,0.0,3.7000000000000006,0.008770102996990764,0.008770102996990764
2045,2189.5,701.8361463,110.32,10.403755791334609,2.590921521,0.5793742365213246,135.88245216980908,10.04507528,19.698724041725033,2281.3,433.4691864,79.51,5.212120168622688,0.8788004229999999,0.186456756523541,77.24317459671427,3.970695947,6.339529721800395,279.3,101.3464966,3.64,0.6365758464426687,0.19380416,0.008627885110553075,8.253359704977768,1.147748185,0.2933480937588046,0.0,0.0,0.0,110.32,0.5793742365213246,0.5793742365213246,0.0,0.0,0.0,79.51,0.186456756523541,0.186456756523541,0.0,0.0,0.0,3.64,0.008627885110553075,0.008627885110553075
2046,2197.4,648.0390155,61.7,10.425309054341913,2.288441151,0.3240336330073036,140.72530759637363,7.609657399,11.341177155255624,2317.2,378.136681,91.23,5.215529567044302,0.668268809,0.21394101242161542,81.21920621905616,2.8154275460000004,7.487935434756541,274.9,94.60116447,2.35,0.5967934339948116,0.148451547,0.005570200552142783,7.875178020759774,0.8134069420000001,0.1949570193249974,0.0,0.0,0.0,61.7,0.3240336330073036,0.3240336330073036,0.0,0.0,0.0,91.23,0.21394101242161542,0.21394101242161542,0.0,0.0,0.0,2.35,0.005570200552142783,0.005570200552142783
2047,2204.9,588.898506,66.64,10.358367019032459,1.871521785,0.3499773306905463,146.67098222666075,5.302581401,12.599183904859666,2350.6,342.04101560000004,69.5,5.258344807549095,0.548101474,0.16298257550479306,83.7918300889451,2.064512495,5.867372718172551,272.7,85.76399141,6.64,0.590302076427249,0.12622141,0.015738779432437476,8.062305717301403,0.677609965,0.5665960595677494,0.0,0.0,0.0,66.64,0.3499773306905463,0.3499773306905463,0.0,0.0,0.0,69.5,0.16298257550479306,0.16298257550479306,0.0,0.0,0.0,6.64,0.015738779432437476,0.015738779432437476
2048,2212.3,491.7344506,104.56,10.331250281125548,1.295280952,0.5491240950930901,160.09297415991108,3.06839469,20.31759151844433,2378.8,288.32860289999996,81.91,5.2604476913418665,0.358119426,0.19208493179277122,87.41173859903977,1.2677966440000001,7.107142476332536,269.8,68.70812848,14.16,0.5826915726265434,0.085047485,0.03356342119929438,8.930589093159982,0.561883044,1.2418465843738922,0.0,0.0,0.0,104.56,0.5491240950930901,0.5491240950930901,0.0,0.0,0.0,81.91,0.19208493179277122,0.19208493179277122,0.0,0.0,0.0,14.159999999999998,0.03356342119929438,0.03356342119929438
2049,2218.0,440.15789680000006,57.28,10.332631262995212,0.995841083,0.30082085086966526,164.78034442680328,1.4939252859999999,11.431192333047278,2406.3,263.4848335,52.34,5.290636171671663,0.265566784,0.12274112232979668,88.61218230742583,0.6722743809999999,4.664162648532276,267.6,65.12211545,1.39,0.5768092869956832,0.075870485,0.0032947143691397732,8.66813939906263,0.463116656,0.12519914602731141,0.0,0.0,0.0,57.28,0.30082085086966526,0.30082085086966526,0.0,0.0,0.0,52.34,0.12274112232979668,0.12274112232979668,0.0,0.0,0.0,1.39,0.0032947143691397732,0.0032947143691397732
2050,2224.8,355.2358619,91.72,10.261979838154529,0.44349817,0.48169148815931734,176.8321236315354,0.21486892300000002,18.785968038213372,2436.1,225.3295372,67.96,5.306349796712034,0.121909246,0.1593711630403703,91.14859698264077,-0.021985559,6.21547535857444,265.4,59.51265146,3.41,0.5474604625415584,0.038438943999999996,0.00808271654587527,8.450687998576422,0.222451741,0.3152259452891356,0.0,0.0,0.0,91.72,0.48169148815931734,0.48169148815931734,0.0,0.0,0.0,67.96,0.1593711630403703,0.1593711630403703,0.0,0.0,0.0,3.41,0.00808271654587527,0.00808271654587527
