powerplanteic,time,power,*
48WSTN0000WTMSOT,38,0.742,*
48WSTN0000WTMSOT,39,0.0,*
48WSTN0000WTMSOT,40,0.16,*
48WSTN0000WTMSOT,41,0.0,*
48WSTN0000WTMSOT,42,0.0,*
48WSTN0000WTMSOT,43,0.0,*
48WSTN0000WTMSOT,44,0.116,*
48WSTN0000WTMSOT,45,2.72,*
48WSTN0000WTMSOT,46,0.54,*
48WSTN0000WTMSOT,47,0.614,*
48WSTN0000WTMSOT,48,0.184,*
48WSTN0000GRIFWQ,1,5.394,*
48WSTN0000GRIFWQ,2,4.668,*
48WSTN0000GRIFWQ,3,5.084,*
48WSTN0000GRIFWQ,4,4.848,*
48WSTN0000GRIFWQ,5,7.665999999999999,*
48WSTN0000GRIFWQ,6,12.15,*
48WSTN0000GRIFWQ,7,14.738,*
48WSTN0000GRIFWQ,8,14.922,*
48WSTN0000GRIFWQ,9,13.2,*
48WSTN0000GRIFWQ,10,10.172,*
48WSTN0000GRIFWQ,11,9.744,*
48WSTN0000GRIFWQ,12,7.874,*
48WSTN0000GRIFWQ,13,9.49,*
48WSTN0000GRIFWQ,14,9.542,*
48WSTN0000GRIFWQ,15,5.708,*
48WSTN0000GRIFWQ,16,3.792,*
48WSTN0000GRIFWQ,17,3.224,*
48WSTN0000GRIFWQ,18,2.618,*
48WSTN0000GRIFWQ,19,6.720000000000001,*
48WSTN0000GRIFWQ,20,9.734,*
48WSTN0000GRIFWQ,21,2.5540000000000003,*
48WSTN0000GRIFWQ,22,0.26,*
48WSTN0000GRIFWQ,23,0.476,*
48WSTN0000GRIFWQ,24,2.77,*
48WSTN0000GRIFWQ,25,1.946,*
48WSTN0000GRIFWQ,26,7.805999999999999,*
48WSTN0000GRIFWQ,27,12.874,*
48WSTN0000GRIFWQ,28,0.88,*
48WSTN0000GRIFWQ,29,1.006,*
48WSTN0000GRIFWQ,30,2.336,*
48WSTN0000GRIFWQ,31,3.74,*
48WSTN0000GRIFWQ,32,5.314,*
48WSTN0000GRIFWQ,33,7.798,*
48WSTN0000GRIFWQ,34,9.156,*
48WSTN0000GRIFWQ,35,4.648,*
48WSTN0000GRIFWQ,36,5.274,*
48WSTN0000GRIFWQ,37,1.134,*
48WSTN0000GRIFWQ,38,1.104,*
48WSTN0000GRIFWQ,39,2.366,*
48WSTN0000GRIFWQ,40,3.988,*
48WSTN0000GRIFWQ,41,8.586,*
48WSTN0000GRIFWQ,42,21.966,*
48WSTN0000GRIFWQ,43,14.338,*
48WSTN0000GRIFWQ,44,14.11,*
48WSTN0000GRIFWQ,45,17.406,*
48WSTN0000GRIFWQ,46,9.26,*
48WSTN0000GRIFWQ,47,8.815999999999999,*
48WSTN0000GRIFWQ,48,4.694,*
48WSTN0000CLDNW2,1,24.72,*
48WSTN0000CLDNW2,2,23.58,*
48WSTN0000CLDNW2,3,30.6,*
48WSTN0000CLDNW2,4,35.7,*
48WSTN0000CLDNW2,5,38.88,*
48WSTN0000CLDNW2,6,30.98,*
48WSTN0000CLDNW2,7,37.18,*
48WSTN0000CLDNW2,8,41.52,*
48WSTN0000CLDNW2,9,41.68,*
48WSTN0000CLDNW2,10,38.7,*
48WSTN0000CLDNW2,11,36.12,*
48WSTN0000CLDNW2,12,41.88,*
48WSTN0000CLDNW2,13,38.22,*
48WSTN0000CLDNW2,14,54.06,*
48WSTN0000CLDNW2,15,68.84,*
48WSTN0000CLDNW2,16,69.64,*
48WSTN0000CLDNW2,17,69.78,*
48WSTN0000CLDNW2,18,63.3,*
48WSTN0000CLDNW2,19,51.58,*
48WSTN0000CLDNW2,20,60.3,*
48WSTN0000CLDNW2,21,63.14,*
48WSTN0000CLDNW2,22,65.04,*
48WSTN0000CLDNW2,23,71.38,*
48WSTN0000CLDNW2,24,57.14,*
48WSTN0000CLDNW2,25,50.2,*
48WSTN0000CLDNW2,26,43.38,*
48WSTN0000CLDNW2,27,45.96,*
48WSTN0000CLDNW2,28,50.12,*
48WSTN0000CLDNW2,29,54.92,*
48WSTN0000CLDNW2,30,65.56,*
48WSTN0000CLDNW2,31,60.84,*
48WSTN0000CLDNW2,32,57.3,*
48WSTN0000CLDNW2,33,57.8,*
48WSTN0000CLDNW2,34,65.84,*
48WSTN0000CLDNW2,35,65.76,*
48WSTN0000CLDNW2,36,68.28,*
48WSTN0000CLDNW2,37,76.3,*
48WSTN0000CLDNW2,38,89.18,*
48WSTN0000CLDNW2,39,117.72,*
48WSTN0000CLDNW2,40,126.28,*
48WSTN0000CLDNW2,41,123.72,*
48WSTN0000CLDNW2,42,125.82,*
48WSTN0000CLDNW2,43,126.4,*
48WSTN0000CLDNW2,44,109.8,*
48WSTN0000CLDNW2,45,121.52,*
48WSTN0000CLDNW2,46,125.96,*
48WSTN0000CLDNW2,47,118.64,*
48WSTN0000CLDNW2,48,120.2,*
48WSTN0000CLDCWZ,1,19.04,*
48WSTN0000CLDCWZ,2,18.44,*
48WSTN0000CLDCWZ,3,27.5,*
48WSTN0000CLDCWZ,4,30.56,*
48WSTN0000CLDCWZ,5,37.02,*
48WSTN0000CLDCWZ,6,25.84,*
48WSTN0000CLDCWZ,7,30.7,*
48WSTN0000CLDCWZ,8,33.02,*
48WSTN0000CLDCWZ,9,35.04,*
48WSTN0000CLDCWZ,10,36.1,*
48WSTN0000CLDCWZ,11,30.74,*
48WSTN0000CLDCWZ,12,37.74,*
48WSTN0000CLDCWZ,13,33.24,*
48WSTN0000CLDCWZ,14,49.92,*
48WSTN0000CLDCWZ,15,65.9,*
48WSTN0000CLDCWZ,16,42.68,*
48WSTN0000CLDCWZ,17,24.02,*
48WSTN0000CLDCWZ,18,65.48,*
48WSTN0000CLDCWZ,19,52.34,*
48WSTN0000CLDCWZ,20,51.74,*
48WSTN0000CLDCWZ,21,54.14,*
48WSTN0000CLDCWZ,22,55.62,*
48WSTN0000CLDCWZ,23,56.24,*
48WSTN0000CLDCWZ,24,52.26,*
48WSTN0000CLDCWZ,25,50.14,*
48WSTN0000CLDCWZ,26,38.5,*
48WSTN0000CLDCWZ,27,35.52,*
48WSTN0000CLDCWZ,28,38.5,*
48WSTN0000CLDCWZ,29,53.32,*
48WSTN0000CLDCWZ,30,63.96,*
48WSTN0000CLDCWZ,31,59.0,*
48WSTN0000CLDCWZ,32,57.68,*
48WSTN0000CLDCWZ,33,57.76,*
48WSTN0000CLDCWZ,34,61.84,*
48WSTN0000CLDCWZ,35,64.16,*
48WSTN0000CLDCWZ,36,65.86,*
48WSTN0000CLDCWZ,37,68.76,*
48WSTN0000CLDCWZ,38,79.9,*
48WSTN0000CLDCWZ,39,89.56,*
48WSTN0000CLDCWZ,40,94.52,*
48WSTN0000CLDCWZ,41,86.26,*
48WSTN0000CLDCWZ,42,101.78,*
48WSTN0000CLDCWZ,43,121.16,*
48WSTN0000CLDCWZ,44,108.38,*
48WSTN0000CLDCWZ,45,97.18,*
48WSTN0000CLDCWZ,46,99.18,*
48WSTN0000CLDCWZ,47,111.96,*
48WSTN0000CLDCWZ,48,95.46,*
48WSTN0000GNFSWJ,1,22.52,*
48WSTN0000GNFSWJ,2,18.98,*
48WSTN0000GNFSWJ,3,20.52,*
48WSTN0000GNFSWJ,4,30.54,*
48WSTN0000GNFSWJ,5,39.34,*
48WSTN0000GNFSWJ,6,28.92,*
48WSTN0000GNFSWJ,7,28.68,*
48WSTN0000GNFSWJ,8,45.94,*
48WSTN0000GNFSWJ,9,43.84,*
48WSTN0000GNFSWJ,10,45.36,*
48WSTN0000GNFSWJ,11,54.0,*
48WSTN0000GNFSWJ,12,61.8,*
48WSTN0000GNFSWJ,13,64.8,*
48WSTN0000GNFSWJ,14,52.3,*
48WSTN0000GNFSWJ,15,49.08,*
48WSTN0000GNFSWJ,16,33.46,*
48WSTN0000GNFSWJ,17,28.5,*
48WSTN0000GNFSWJ,18,29.28,*
48WSTN0000GNFSWJ,19,29.54,*
48WSTN0000GNFSWJ,20,27.92,*
48WSTN0000GNFSWJ,21,41.96,*
48WSTN0000GNFSWJ,22,30.14,*
48WSTN0000GNFSWJ,23,27.54,*
48WSTN0000GNFSWJ,24,34.76,*
48WSTN0000GNFSWJ,25,64.34,*
48WSTN0000GNFSWJ,26,104.46,*
48WSTN0000GNFSWJ,27,81.86,*
48WSTN0000GNFSWJ,28,68.46,*
48WSTN0000GNFSWJ,29,51.31999999999999,*
48WSTN0000GNFSWJ,30,35.34,*
48WSTN0000GNFSWJ,31,28.04,*
48WSTN0000GNFSWJ,32,29.6,*
48WSTN0000GNFSWJ,33,24.68,*
48WSTN0000GNFSWJ,34,22.36,*
48WSTN0000GNFSWJ,35,26.42,*
48WSTN0000GNFSWJ,36,33.5,*
48WSTN0000GNFSWJ,37,20.72,*
48WSTN0000GNFSWJ,38,11.44,*
48WSTN0000GNFSWJ,39,10.98,*
48WSTN0000GNFSWJ,40,9.88,*
48WSTN0000GNFSWJ,41,12.66,*
48WSTN0000GNFSWJ,42,18.24,*
48WSTN0000GNFSWJ,43,10.5,*
48WSTN0000GNFSWJ,44,6.02,*
48WSTN0000GNFSWJ,45,4.94,*
48WSTN0000GNFSWJ,46,5.92,*
48WSTN0000GNFSWJ,47,9.56,*
48WSTN0000GNFSWJ,48,10.6,*
48WSTN0000FALGWS,1,0.0,*
48WSTN0000FALGWS,2,0.0,*
48WSTN0000FALGWS,3,0.0,*
48WSTN0000FALGWS,4,1.06,*
48WSTN0000FALGWS,5,4.2,*
48WSTN0000FALGWS,6,6.82,*
48WSTN0000FALGWS,7,8.04,*
48WSTN0000FALGWS,8,8.52,*
48WSTN0000FALGWS,9,12.26,*
48WSTN0000FALGWS,10,10.1,*
48WSTN0000FALGWS,11,12.46,*
48WSTN0000FALGWS,12,12.12,*
48WSTN0000FALGWS,13,17.04,*
48WSTN0000FALGWS,14,19.4,*
48WSTN0000FALGWS,15,16.86,*
48WSTN0000FALGWS,16,17.14,*
48WSTN0000FALGWS,17,20.3,*
48WSTN0000FALGWS,18,20.4,*
48WSTN0000FALGWS,19,23.1,*
48WSTN0000FALGWS,20,18.56,*
48WSTN0000FALGWS,21,22.32,*
48WSTN0000FALGWS,22,34.42,*
48WSTN0000FALGWS,23,31.78,*
48WSTN0000FALGWS,24,29.54,*
48WSTN0000FALGWS,25,35.78,*
48WSTN0000FALGWS,26,44.2,*
48WSTN0000FALGWS,27,44.72,*
48WSTN0000FALGWS,28,31.96,*
48WSTN0000FALGWS,29,27.58,*
48WSTN0000FALGWS,30,27.46,*
48WSTN0000FALGWS,31,33.48,*
48WSTN0000FALGWS,32,36.82,*
48WSTN0000FALGWS,33,35.0,*
48WSTN0000FALGWS,34,34.32,*
48WSTN0000FALGWS,35,33.3,*
48WSTN0000FALGWS,36,33.46,*
48WSTN0000FALGWS,37,39.42,*
48WSTN0000FALGWS,38,40.62,*
48WSTN0000FALGWS,39,47.64,*
48WSTN0000FALGWS,40,45.56,*
48WSTN0000FALGWS,41,49.5,*
48WSTN0000FALGWS,42,50.82,*
48WSTN0000FALGWS,43,50.62,*
48WSTN0000FALGWS,44,36.82,*
48WSTN0000FALGWS,45,36.08,*
48WSTN0000FALGWS,46,37.82,*
48WSTN0000FALGWS,47,26.66,*
48WSTN0000FALGWS,48,25.94,*
48WSTN0000FAARW2,1,24.316000000000003,*
48WSTN0000FAARW2,2,24.264,*
48WSTN0000FAARW2,3,28.312,*
48WSTN0000FAARW2,4,30.862,*
48WSTN0000FAARW2,5,37.58,*
48WSTN0000FAARW2,6,35.924,*
48WSTN0000FAARW2,7,29.064,*
48WSTN0000FAARW2,8,35.105999999999995,*
48WSTN0000FAARW2,9,25.316000000000003,*
48WSTN0000FAARW2,10,29.642,*
48WSTN0000FAARW2,11,31.092,*
48WSTN0000FAARW2,12,23.294,*
48WSTN0000FAARW2,13,22.13,*
48WSTN0000FAARW2,14,38.266,*
48WSTN0000FAARW2,15,34.858,*
48WSTN0000FAARW2,16,38.734,*
48WSTN0000FAARW2,17,40.082,*
48WSTN0000FAARW2,18,54.552,*
48WSTN0000FAARW2,19,60.118,*
48WSTN0000FAARW2,20,47.958,*
48WSTN0000FAARW2,21,64.822,*
48WSTN0000FAARW2,22,38.192,*
48WSTN0000FAARW2,23,63.254000000000005,*
48WSTN0000FAARW2,24,62.466,*
48WSTN0000FAARW2,25,60.93599999999999,*
48WSTN0000FAARW2,26,41.834,*
48WSTN0000FAARW2,27,46.994,*
48WSTN0000FAARW2,28,40.424,*
48WSTN0000FAARW2,29,41.738,*
48WSTN0000FAARW2,30,50.316,*
48WSTN0000FAARW2,31,41.400000000000006,*
48WSTN0000FAARW2,32,21.024,*
48WSTN0000FAARW2,33,30.926,*
48WSTN0000FAARW2,34,40.692,*
48WSTN0000FAARW2,35,30.848,*
48WSTN0000FAARW2,36,30.812,*
48WSTN0000FAARW2,37,36.366,*
48WSTN0000FAARW2,38,31.666,*
48WSTN0000FAARW2,39,24.39,*
48WSTN0000FAARW2,40,33.514,*
48WSTN0000FAARW2,41,40.348,*
48WSTN0000FAARW2,42,33.146,*
48WSTN0000FAARW2,43,16.692,*
48WSTN0000FAARW2,44,25.104,*
48WSTN0000FAARW2,45,41.752,*
48WSTN0000FAARW2,46,39.458,*
48WSTN0000FAARW2,47,40.208,*
48WSTN0000FAARW2,48,32.428000000000004,*
48WSTN0000LNMTHP,1,745.052,*
48WSTN0000LNMTHP,2,741.024,*
48WSTN0000LNMTHP,3,742.616,*
48WSTN0000LNMTHP,4,739.1519999999999,*
48WSTN0000LNMTHP,5,740.504,*
48WSTN0000LNMTHP,6,740.028,*
48WSTN0000LNMTHP,7,737.7560000000001,*
48WSTN0000LNMTHP,8,740.588,*
48WSTN0000LNMTHP,9,738.512,*
48WSTN0000LNMTHP,10,739.708,*
48WSTN0000LNMTHP,11,735.884,*
48WSTN0000LNMTHP,12,737.836,*
48WSTN0000LNMTHP,13,737.0840000000001,*
48WSTN0000LNMTHP,14,733.4559999999999,*
48WSTN0000LNMTHP,15,732.696,*
48WSTN0000LNMTHP,16,736.164,*
48WSTN0000LNMTHP,17,736.3639999999999,*
48WSTN0000LNMTHP,18,735.8439999999999,*
48WSTN0000LNMTHP,19,734.648,*
48WSTN0000LNMTHP,20,735.9200000000001,*
48WSTN0000LNMTHP,21,732.34,*
48WSTN0000LNMTHP,22,735.408,*
48WSTN0000LNMTHP,23,732.656,*
48WSTN0000LNMTHP,24,735.168,*
48WSTN0000LNMTHP,25,736.56,*
48WSTN0000LNMTHP,26,737.116,*
48WSTN0000LNMTHP,27,738.792,*
48WSTN0000LNMTHP,28,738.0360000000001,*
48WSTN0000LNMTHP,29,738.472,*
48WSTN0000LNMTHP,30,737.916,*
48WSTN0000LNMTHP,31,739.6320000000001,*
48WSTN0000LNMTHP,32,734.172,*
48WSTN0000LNMTHP,33,741.188,*
48WSTN0000LNMTHP,34,737.124,*
48WSTN0000LNMTHP,35,740.348,*
48WSTN0000LNMTHP,36,736.524,*
48WSTN0000LNMTHP,37,740.828,*
48WSTN0000LNMTHP,38,736.2440000000001,*
48WSTN0000LNMTHP,39,725.364,*
48WSTN0000LNMTHP,40,717.16,*
48WSTN0000LNMTHP,41,723.1400000000001,*
48WSTN0000LNMTHP,42,721.94,*
48WSTN0000LNMTHP,43,722.5799999999999,*
48WSTN0000LNMTHP,44,721.0600000000001,*
48WSTN0000LNMTHP,45,722.4200000000001,*
48WSTN0000LNMTHP,46,721.02,*
48WSTN0000LNMTHP,47,721.98,*
48WSTN0000LNMTHP,48,726.7199999999999,*
48WSTN0000HADHW8,1,10.72,*
48WSTN0000HADHW8,2,12.94,*
48WSTN0000HADHW8,3,8.98,*
48WSTN0000HADHW8,4,9.62,*
48WSTN0000HADHW8,5,12.78,*
48WSTN0000HADHW8,6,11.26,*
48WSTN0000HADHW8,7,11.22,*
48WSTN0000HADHW8,8,10.62,*
48WSTN0000HADHW8,9,16.62,*
48WSTN0000HADHW8,10,14.08,*
48WSTN0000HADHW8,11,17.04,*
48WSTN0000HADHW8,12,20.72,*
48WSTN0000HADHW8,13,25.9,*
48WSTN0000HADHW8,14,25.8,*
48WSTN0000HADHW8,15,34.26,*
48WSTN0000HADHW8,16,43.34,*
48WSTN0000HADHW8,17,36.6,*
48WSTN0000HADHW8,18,44.54,*
48WSTN0000HADHW8,19,43.44,*
48WSTN0000HADHW8,20,45.38,*
48WSTN0000HADHW8,21,50.72,*
48WSTN0000HADHW8,22,53.02,*
48WSTN0000HADHW8,23,60.68,*
48WSTN0000HADHW8,24,71.32,*
48WSTN0000HADHW8,25,60.8,*
48WSTN0000HADHW8,26,53.62,*
48WSTN0000HADHW8,27,52.06,*
48WSTN0000HADHW8,28,46.34,*
48WSTN0000HADHW8,29,48.78,*
48WSTN0000HADHW8,30,53.38,*
48WSTN0000HADHW8,31,60.54,*
48WSTN0000HADHW8,32,56.68,*
48WSTN0000HADHW8,33,62.26,*
48WSTN0000HADHW8,34,61.06,*
48WSTN0000HADHW8,35,72.0,*
48WSTN0000HADHW8,36,62.92,*
48WSTN0000HADHW8,37,48.42,*
48WSTN0000HADHW8,38,56.56,*
48WSTN0000HADHW8,39,64.04,*
48WSTN0000HADHW8,40,64.76,*
48WSTN0000HADHW8,41,52.46,*
48WSTN0000HADHW8,42,59.3,*
48WSTN0000HADHW8,43,59.8,*
48WSTN0000HADHW8,44,49.02,*
48WSTN0000HADHW8,45,43.02,*
48WSTN0000HADHW8,46,39.82,*
48WSTN0000HADHW8,47,49.38,*
48WSTN0000HADHW8,48,58.68,*
48WSTN0000CLDSWO,1,9.18,*
48WSTN0000CLDSWO,2,10.24,*
48WSTN0000CLDSWO,3,14.6,*
48WSTN0000CLDSWO,4,15.34,*
48WSTN0000CLDSWO,5,16.12,*
48WSTN0000CLDSWO,6,10.98,*
48WSTN0000CLDSWO,7,10.98,*
48WSTN0000CLDSWO,8,10.72,*
48WSTN0000CLDSWO,9,12.4,*
48WSTN0000CLDSWO,10,14.72,*
48WSTN0000CLDSWO,11,15.28,*
48WSTN0000CLDSWO,12,17.0,*
48WSTN0000CLDSWO,13,13.58,*
48WSTN0000CLDSWO,14,17.5,*
48WSTN0000CLDSWO,15,20.06,*
48WSTN0000CLDSWO,16,21.02,*
48WSTN0000CLDSWO,17,17.88,*
48WSTN0000CLDSWO,18,19.6,*
48WSTN0000CLDSWO,19,16.18,*
48WSTN0000CLDSWO,20,14.96,*
48WSTN0000CLDSWO,21,9.28,*
48WSTN0000CLDSWO,22,10.5,*
48WSTN0000CLDSWO,23,8.6,*
48WSTN0000CLDSWO,24,7.14,*
48WSTN0000CLDSWO,25,7.38,*
48WSTN0000CLDSWO,26,10.02,*
48WSTN0000CLDSWO,27,14.46,*
48WSTN0000CLDSWO,28,19.5,*
48WSTN0000CLDSWO,29,27.6,*
48WSTN0000CLDSWO,30,24.0,*
48WSTN0000CLDSWO,31,20.42,*
48WSTN0000CLDSWO,32,17.32,*
48WSTN0000CLDSWO,33,21.14,*
48WSTN0000CLDSWO,34,24.58,*
48WSTN0000CLDSWO,35,27.26,*
48WSTN0000CLDSWO,36,25.1,*
48WSTN0000CLDSWO,37,23.32,*
48WSTN0000CLDSWO,38,31.56,*
48WSTN0000CLDSWO,39,48.1,*
48WSTN0000CLDSWO,40,54.48,*
48WSTN0000CLDSWO,41,46.42,*
48WSTN0000CLDSWO,42,55.8,*
48WSTN0000CLDSWO,43,67.32,*
48WSTN0000CLDSWO,44,86.82,*
48WSTN0000CLDSWO,45,87.7,*
48WSTN0000CLDSWO,46,85.84,*
48WSTN0000CLDSWO,47,90.18,*
48WSTN0000CLDSWO,48,57.1,*
48WSTN0000HRSTWC,1,0.272,*
48WSTN0000HRSTWC,2,0.792,*
48WSTN0000HRSTWC,3,1.702,*
48WSTN0000HRSTWC,4,1.754,*
48WSTN0000HRSTWC,5,1.594,*
48WSTN0000HRSTWC,6,0.77,*
48WSTN0000HRSTWC,7,0.776,*
48WSTN0000HRSTWC,8,0.608,*
48WSTN0000HRSTWC,9,0.668,*
48WSTN0000HRSTWC,10,0.88,*
48WSTN0000HRSTWC,11,1.046,*
48WSTN0000HRSTWC,12,0.948,*
48WSTN0000HRSTWC,13,0.0,*
48WSTN0000HRSTWC,14,1.95,*
48WSTN0000HRSTWC,15,1.37,*
48WSTN0000HRSTWC,16,1.886,*
48WSTN0000HRSTWC,17,1.522,*
48WSTN0000HRSTWC,18,2.082,*
48WSTN0000HRSTWC,19,1.476,*
48WSTN0000HRSTWC,20,1.062,*
48WSTN0000HRSTWC,21,0.374,*
48WSTN0000HRSTWC,22,0.0,*
48WSTN0000HRSTWC,23,0.0,*
48WSTN0000HRSTWC,24,0.0,*
48WSTN0000HRSTWC,25,0.0,*
48WSTN0000HRSTWC,26,0.32,*
48WSTN0000HRSTWC,27,0.328,*
48WSTN0000HRSTWC,28,0.026,*
48WSTN0000HRSTWC,29,0.668,*
48WSTN0000HRSTWC,30,0.85,*
48WSTN0000HRSTWC,31,2.17,*
48WSTN0000HRSTWC,32,2.932,*
48WSTN0000HRSTWC,33,3.786,*
48WSTN0000HRSTWC,34,4.498,*
48WSTN0000HRSTWC,35,3.48,*
48WSTN0000HRSTWC,36,3.036,*
48WSTN0000HRSTWC,37,3.038,*
48WSTN0000HRSTWC,38,1.68,*
48WSTN0000HRSTWC,39,1.382,*
48WSTN0000HRSTWC,40,4.178,*
48WSTN0000HRSTWC,41,12.374,*
48WSTN0000HRSTWC,42,21.204,*
48WSTN0000HRSTWC,43,26.334,*
48WSTN0000HRSTWC,44,28.632,*
48WSTN0000HRSTWC,45,26.764,*
48WSTN0000HRSTWC,46,21.92,*
48WSTN0000HRSTWC,47,19.674,*
48WSTN0000HRSTWC,48,14.624,*
48WSTN0000ARCHW6,1,5.82,*
48WSTN0000ARCHW6,2,9.9,*
48WSTN0000ARCHW6,3,10.62,*
48WSTN0000ARCHW6,4,11.12,*
48WSTN0000ARCHW6,5,11.74,*
48WSTN0000ARCHW6,6,11.06,*
48WSTN0000ARCHW6,7,10.06,*
48WSTN0000ARCHW6,8,8.94,*
48WSTN0000ARCHW6,9,12.72,*
48WSTN0000ARCHW6,10,12.1,*
48WSTN0000ARCHW6,11,12.5,*
48WSTN0000ARCHW6,12,13.98,*
48WSTN0000ARCHW6,13,14.84,*
48WSTN0000ARCHW6,14,23.06,*
48WSTN0000ARCHW6,15,28.64,*
48WSTN0000ARCHW6,16,26.32,*
48WSTN0000ARCHW6,17,25.0,*
48WSTN0000ARCHW6,18,27.08,*
48WSTN0000ARCHW6,19,28.0,*
48WSTN0000ARCHW6,20,30.8,*
48WSTN0000ARCHW6,21,31.28,*
48WSTN0000ARCHW6,22,31.14,*
48WSTN0000ARCHW6,23,31.02,*
48WSTN0000ARCHW6,24,29.68,*
48WSTN0000ARCHW6,25,29.4,*
48WSTN0000ARCHW6,26,29.18,*
48WSTN0000ARCHW6,27,29.12,*
48WSTN0000ARCHW6,28,23.96,*
48WSTN0000ARCHW6,29,34.16,*
48WSTN0000ARCHW6,30,29.0,*
48WSTN0000ARCHW6,31,25.54,*
48WSTN0000ARCHW6,32,26.94,*
48WSTN0000ARCHW6,33,25.28,*
48WSTN0000ARCHW6,34,22.3,*
48WSTN0000ARCHW6,35,29.98,*
48WSTN0000ARCHW6,36,35.86,*
48WSTN0000ARCHW6,37,36.22,*
48WSTN0000ARCHW6,38,43.56,*
48WSTN0000ARCHW6,39,45.2,*
48WSTN0000ARCHW6,40,43.1,*
48WSTN0000ARCHW6,41,41.92,*
48WSTN0000ARCHW6,42,46.68,*
48WSTN0000ARCHW6,43,51.08,*
48WSTN0000ARCHW6,44,48.86,*
48WSTN0000ARCHW6,45,45.66,*
48WSTN0000ARCHW6,46,37.66,*
48WSTN0000ARCHW6,47,40.02,*
48WSTN0000ARCHW6,48,47.68,*
48WSTN0000BHLAWZ,1,36.006,*
48WSTN0000BHLAWZ,2,32.99,*
48WSTN0000BHLAWZ,3,27.51,*
48WSTN0000BHLAWZ,4,39.87,*
48WSTN0000BHLAWZ,5,40.7,*
48WSTN0000BHLAWZ,6,50.072,*
48WSTN0000BHLAWZ,7,51.23,*
48WSTN0000BHLAWZ,8,64.092,*
48WSTN0000BHLAWZ,9,72.008,*
48WSTN0000BHLAWZ,10,53.144,*
48WSTN0000BHLAWZ,11,36.97,*
48WSTN0000BHLAWZ,12,43.828,*
48WSTN0000BHLAWZ,13,31.218,*
48WSTN0000BHLAWZ,14,22.134,*
48WSTN0000BHLAWZ,15,30.8,*
48WSTN0000BHLAWZ,16,28.838,*
48WSTN0000BHLAWZ,17,27.69,*
48WSTN0000BHLAWZ,18,41.01,*
48WSTN0000BHLAWZ,19,38.01,*
48WSTN0000BHLAWZ,20,33.074,*
48WSTN0000BHLAWZ,21,21.98,*
48WSTN0000BHLAWZ,22,14.752,*
48WSTN0000BHLAWZ,23,34.514,*
48WSTN0000BHLAWZ,24,31.09,*
48WSTN0000BHLAWZ,25,32.328,*
48WSTN0000BHLAWZ,26,24.762,*
48WSTN0000BHLAWZ,27,23.26,*
48WSTN0000BHLAWZ,28,31.2,*
48WSTN0000BHLAWZ,29,54.188,*
48WSTN0000BHLAWZ,30,21.976,*
48WSTN0000BHLAWZ,31,21.98,*
48WSTN0000BHLAWZ,32,22.376,*
48WSTN0000BHLAWZ,33,17.168,*
48WSTN0000BHLAWZ,34,19.032,*
48WSTN0000BHLAWZ,35,18.818,*
48WSTN0000BHLAWZ,36,37.83,*
48WSTN0000BHLAWZ,37,30.328,*
48WSTN0000BHLAWZ,38,30.17,*
48WSTN0000BHLAWZ,39,22.68,*
48WSTN0000BHLAWZ,40,24.12,*
48WSTN0000BHLAWZ,41,26.82,*
48WSTN0000BHLAWZ,42,21.878,*
48WSTN0000BHLAWZ,43,27.174,*
48WSTN0000BHLAWZ,44,56.976,*
48WSTN0000BHLAWZ,45,47.952,*
48WSTN0000BHLAWZ,46,23.508,*
48WSTN0000BHLAWZ,47,19.988,*
48WSTN0000BHLAWZ,48,21.66,*
48WSTN0000GLNDOL,1,0.0,*
48WSTN0000GLNDOL,2,0.0,*
48WSTN0000GLNDOL,3,0.0,*
48WSTN0000GLNDOL,4,0.0,*
48WSTN0000GLNDOL,5,0.0,*
48WSTN0000GLNDOL,6,0.0,*
48WSTN0000GLNDOL,7,0.0,*
48WSTN0000GLNDOL,8,0.0,*
48WSTN0000GLNDOL,9,0.0,*
48WSTN0000GLNDOL,10,0.0,*
48WSTN0000GLNDOL,11,0.0,*
48WSTN0000GLNDOL,12,0.0,*
48WSTN0000GLNDOL,13,0.0,*
48WSTN0000GLNDOL,14,0.0,*
48WSTN0000GLNDOL,15,0.0,*
48WSTN0000GLNDOL,16,0.0,*
48WSTN0000GLNDOL,17,0.0,*
48WSTN0000GLNDOL,18,0.0,*
48WSTN0000GLNDOL,19,0.0,*
48WSTN0000GLNDOL,20,0.0,*
48WSTN0000GLNDOL,21,0.0,*
48WSTN0000GLNDOL,22,0.0,*
48WSTN0000GLNDOL,23,0.0,*
48WSTN0000GLNDOL,24,0.0,*
48WSTN0000GLNDOL,25,0.0,*
48WSTN0000GLNDOL,26,0.0,*
48WSTN0000GLNDOL,27,0.0,*
48WSTN0000GLNDOL,28,0.0,*
48WSTN0000GLNDOL,29,0.0,*
48WSTN0000GLNDOL,30,0.0,*
48WSTN0000GLNDOL,31,0.0,*
48WSTN0000GLNDOL,32,0.0,*
48WSTN0000GLNDOL,33,0.0,*
48WSTN0000GLNDOL,34,0.0,*
48WSTN0000GLNDOL,35,0.0,*
48WSTN0000GLNDOL,36,30.1,*
48WSTN0000GLNDOL,37,78.76,*
48WSTN0000GLNDOL,38,98.76,*
48WSTN0000GLNDOL,39,98.74,*
48WSTN0000GLNDOL,40,41.84,*
48WSTN0000GLNDOL,41,0.0,*
