powerplanteic,time,power,*
48WSTN0000HYWDW9,34,1031.238,*
48WSTN0000HYWDW9,35,1030.44,*
48WSTN0000HYWDW9,36,1031.594,*
48WSTN0000HYWDW9,37,1032.568,*
48WSTN0000HYWDW9,38,1031.9,*
48WSTN0000HYWDW9,39,1031.046,*
48WSTN0000HYWDW9,40,1030.7,*
48WSTN0000HYWDW9,41,1031.668,*
48WSTN0000HYWDW9,42,1031.416,*
48WSTN0000HYWDW9,43,1031.344,*
48WSTN0000HYWDW9,44,1030.566,*
48WSTN0000HYWDW9,45,1031.784,*
48WSTN0000HYWDW9,46,1032.01,*
48WSTN0000HYWDW9,47,1031.6,*
48WSTN0000HYWDW9,48,1030.632,*
48WSTN0000BETHWY,1,15.188,*
48WSTN0000BETHWY,2,16.724,*
48WSTN0000BETHWY,3,13.11,*
48WSTN0000BETHWY,4,14.282,*
48WSTN0000BETHWY,5,16.684,*
48WSTN0000BETHWY,6,14.91,*
48WSTN0000BETHWY,7,12.006,*
48WSTN0000BETHWY,8,10.238,*
48WSTN0000BETHWY,9,8.468,*
48WSTN0000BETHWY,10,6.512,*
48WSTN0000BETHWY,11,3.942,*
48WSTN0000BETHWY,12,7.966,*
48WSTN0000BETHWY,13,7.834,*
48WSTN0000BETHWY,14,7.22,*
48WSTN0000BETHWY,15,11.398,*
48WSTN0000BETHWY,16,17.778,*
48WSTN0000BETHWY,17,23.678,*
48WSTN0000BETHWY,18,21.756,*
48WSTN0000BETHWY,19,17.616,*
48WSTN0000BETHWY,20,16.922,*
48WSTN0000BETHWY,21,17.272,*
48WSTN0000BETHWY,22,20.904,*
48WSTN0000BETHWY,23,24.286,*
48WSTN0000BETHWY,24,20.696,*
48WSTN0000BETHWY,25,16.93,*
48WSTN0000BETHWY,26,14.306,*
48WSTN0000BETHWY,27,17.884,*
48WSTN0000BETHWY,28,16.646,*
48WSTN0000BETHWY,29,20.874,*
48WSTN0000BETHWY,30,23.662,*
48WSTN0000BETHWY,31,24.126,*
48WSTN0000BETHWY,32,23.946,*
48WSTN0000BETHWY,33,16.71,*
48WSTN0000BETHWY,34,11.174,*
48WSTN0000BETHWY,35,3.868,*
48WSTN0000BETHWY,36,1.782,*
48WSTN0000BETHWY,37,2.256,*
48WSTN0000BETHWY,38,2.164,*
48WSTN0000BETHWY,39,1.902,*
48WSTN0000BETHWY,40,3.256,*
48WSTN0000BETHWY,41,3.552,*
48WSTN0000BETHWY,42,3.646,*
48WSTN0000BETHWY,43,1.438,*
48WSTN0000BETHWY,44,0.498,*
48WSTN0000BETHWY,45,0.278,*
48WSTN0000BETHWY,46,0.0,*
48WSTN0000BETHWY,47,0.586,*
48WSTN0000BETHWY,48,7.602,*
48WSTN0000TDBNWM,1,0.0,*
48WSTN0000TDBNWM,2,0.088,*
48WSTN0000TDBNWM,3,0.194,*
48WSTN0000TDBNWM,4,0.468,*
48WSTN0000TDBNWM,5,0.78,*
48WSTN0000TDBNWM,6,0.714,*
48WSTN0000TDBNWM,7,0.264,*
48WSTN0000TDBNWM,8,0.796,*
48WSTN0000TDBNWM,9,1.206,*
48WSTN0000TDBNWM,10,1.65,*
48WSTN0000TDBNWM,11,2.406,*
48WSTN0000TDBNWM,12,2.836,*
48WSTN0000TDBNWM,13,3.572,*
48WSTN0000TDBNWM,14,2.696,*
48WSTN0000TDBNWM,15,4.166,*
48WSTN0000TDBNWM,16,3.414,*
48WSTN0000TDBNWM,17,0.904,*
48WSTN0000TDBNWM,18,1.126,*
48WSTN0000TDBNWM,19,2.13,*
48WSTN0000TDBNWM,20,1.564,*
48WSTN0000TDBNWM,21,1.772,*
48WSTN0000TDBNWM,22,1.97,*
48WSTN0000TDBNWM,23,2.618,*
48WSTN0000TDBNWM,24,2.29,*
48WSTN0000TDBNWM,25,2.078,*
48WSTN0000TDBNWM,26,2.246,*
48WSTN0000TDBNWM,27,2.524,*
48WSTN0000TDBNWM,28,3.052,*
48WSTN0000TDBNWM,29,3.464,*
48WSTN0000TDBNWM,30,3.634,*
48WSTN0000TDBNWM,31,2.546,*
48WSTN0000TDBNWM,32,1.788,*
48WSTN0000TDBNWM,33,1.722,*
48WSTN0000TDBNWM,34,1.228,*
48WSTN0000TDBNWM,35,1.342,*
48WSTN0000TDBNWM,36,0.7,*
48WSTN0000TDBNWM,37,2.478,*
48WSTN0000TDBNWM,38,2.542,*
48WSTN0000TDBNWM,39,2.1,*
48WSTN0000TDBNWM,40,3.102,*
48WSTN0000TDBNWM,41,3.024,*
48WSTN0000TDBNWM,42,2.402,*
48WSTN0000TDBNWM,43,2.12,*
48WSTN0000TDBNWM,44,4.782,*
48WSTN0000TDBNWM,45,9.152,*
48WSTN0000TDBNWM,46,18.254,*
48WSTN0000TDBNWM,47,8.33,*
48WSTN0000TDBNWM,48,9.038,*
48WSTN0000HLGLW3,1,5.146,*
48WSTN0000HLGLW3,2,6.498,*
48WSTN0000HLGLW3,3,5.726,*
48WSTN0000HLGLW3,4,4.948,*
48WSTN0000HLGLW3,5,5.348,*
48WSTN0000HLGLW3,6,8.022,*
48WSTN0000HLGLW3,7,7.988,*
48WSTN0000HLGLW3,8,9.32,*
48WSTN0000HLGLW3,9,7.868,*
48WSTN0000HLGLW3,10,7.454,*
48WSTN0000HLGLW3,11,11.762,*
48WSTN0000HLGLW3,12,15.234,*
48WSTN0000HLGLW3,13,14.024,*
48WSTN0000HLGLW3,14,7.632,*
48WSTN0000HLGLW3,15,6.84,*
48WSTN0000HLGLW3,16,5.624,*
48WSTN0000HLGLW3,17,6.042,*
48WSTN0000HLGLW3,18,10.13,*
48WSTN0000HLGLW3,19,4.232,*
48WSTN0000HLGLW3,20,7.25,*
48WSTN0000HLGLW3,21,4.764,*
48WSTN0000HLGLW3,22,5.63,*
48WSTN0000HLGLW3,23,9.654,*
48WSTN0000HLGLW3,24,11.174,*
48WSTN0000HLGLW3,25,7.142,*
48WSTN0000HLGLW3,26,19.93,*
48WSTN0000HLGLW3,27,15.844,*
48WSTN0000HLGLW3,28,9.396,*
48WSTN0000HLGLW3,29,8.412,*
48WSTN0000HLGLW3,30,5.964,*
48WSTN0000HLGLW3,31,7.166,*
48WSTN0000HLGLW3,32,6.608,*
48WSTN0000HLGLW3,33,5.434,*
48WSTN0000HLGLW3,34,11.31,*
48WSTN0000HLGLW3,35,12.418,*
48WSTN0000HLGLW3,36,3.338,*
48WSTN0000HLGLW3,37,4.032,*
48WSTN0000HLGLW3,38,10.39,*
48WSTN0000HLGLW3,39,7.192,*
48WSTN0000HLGLW3,40,5.902,*
48WSTN0000HLGLW3,41,12.584,*
48WSTN0000HLGLW3,42,15.578,*
48WSTN0000HLGLW3,43,12.032,*
48WSTN0000HLGLW3,44,14.79,*
48WSTN0000HLGLW3,45,10.532,*
48WSTN0000HLGLW3,46,10.264,*
48WSTN0000HLGLW3,47,4.362,*
48WSTN0000HLGLW3,48,1.742,*
48WSTN0000GLOFWW,1,2.454,*
48WSTN0000GLOFWW,2,2.058,*
48WSTN0000GLOFWW,3,2.844,*
48WSTN0000GLOFWW,4,3.962,*
48WSTN0000GLOFWW,5,5.346,*
48WSTN0000GLOFWW,6,3.212,*
48WSTN0000GLOFWW,7,3.404,*
48WSTN0000GLOFWW,8,2.65,*
48WSTN0000GLOFWW,9,2.346,*
48WSTN0000GLOFWW,10,1.624,*
48WSTN0000GLOFWW,11,1.7,*
48WSTN0000GLOFWW,12,3.618,*
48WSTN0000GLOFWW,13,5.138,*
48WSTN0000GLOFWW,14,7.446,*
48WSTN0000GLOFWW,15,9.914,*
48WSTN0000GLOFWW,16,11.224,*
48WSTN0000GLOFWW,17,11.978,*
48WSTN0000GLOFWW,18,12.446,*
48WSTN0000GLOFWW,19,12.71,*
48WSTN0000GLOFWW,20,10.372,*
48WSTN0000GLOFWW,21,7.28,*
48WSTN0000GLOFWW,22,8.808,*
48WSTN0000GLOFWW,23,12.518,*
48WSTN0000GLOFWW,24,11.33,*
48WSTN0000GLOFWW,25,10.076,*
48WSTN0000GLOFWW,26,13.652,*
48WSTN0000GLOFWW,27,8.482,*
48WSTN0000GLOFWW,28,6.724,*
48WSTN0000GLOFWW,29,11.192,*
48WSTN0000GLOFWW,30,11.09,*
48WSTN0000GLOFWW,31,12.03,*
48WSTN0000GLOFWW,32,9.886,*
48WSTN0000GLOFWW,33,10.218,*
48WSTN0000GLOFWW,34,6.914,*
48WSTN0000GLOFWW,35,3.398,*
48WSTN0000GLOFWW,36,4.188,*
48WSTN0000GLOFWW,37,6.03,*
48WSTN0000GLOFWW,38,6.51,*
48WSTN0000GLOFWW,39,8.742,*
48WSTN0000GLOFWW,40,4.28,*
48WSTN0000GLOFWW,41,4.526,*
48WSTN0000GLOFWW,42,5.316,*
48WSTN0000GLOFWW,43,2.306,*
48WSTN0000GLOFWW,44,1.478,*
48WSTN0000GLOFWW,45,2.01,*
48WSTN0000GLOFWW,46,2.434,*
48WSTN0000GLOFWW,47,3.274,*
48WSTN0000GLOFWW,48,5.19,*
48WSTN0000FSDLWT,1,3.354,*
48WSTN0000FSDLWT,2,5.812,*
48WSTN0000FSDLWT,3,4.874,*
48WSTN0000FSDLWT,4,2.046,*
48WSTN0000FSDLWT,5,2.03,*
48WSTN0000FSDLWT,6,2.204,*
48WSTN0000FSDLWT,7,5.48,*
48WSTN0000FSDLWT,8,8.362,*
48WSTN0000FSDLWT,9,5.202,*
48WSTN0000FSDLWT,10,1.684,*
48WSTN0000FSDLWT,11,1.85,*
48WSTN0000FSDLWT,12,0.752,*
48WSTN0000FSDLWT,13,2.532,*
48WSTN0000FSDLWT,14,5.202,*
48WSTN0000FSDLWT,15,9.174,*
48WSTN0000FSDLWT,16,9.516,*
48WSTN0000FSDLWT,17,10.108,*
48WSTN0000FSDLWT,18,10.74,*
48WSTN0000FSDLWT,19,6.91,*
48WSTN0000FSDLWT,20,13.1,*
48WSTN0000FSDLWT,21,18.344,*
48WSTN0000FSDLWT,22,20.426,*
48WSTN0000FSDLWT,23,18.584,*
48WSTN0000FSDLWT,24,14.126,*
48WSTN0000FSDLWT,25,16.29,*
48WSTN0000FSDLWT,26,18.506,*
48WSTN0000FSDLWT,27,19.284,*
48WSTN0000FSDLWT,28,20.538,*
48WSTN0000FSDLWT,29,21.524,*
48WSTN0000FSDLWT,30,21.074,*
48WSTN0000FSDLWT,31,21.0,*
48WSTN0000FSDLWT,32,20.614,*
48WSTN0000FSDLWT,33,19.418,*
48WSTN0000FSDLWT,34,15.438,*
48WSTN0000FSDLWT,35,16.074,*
48WSTN0000FSDLWT,36,19.09,*
48WSTN0000FSDLWT,37,19.716,*
48WSTN0000FSDLWT,38,19.85,*
48WSTN0000FSDLWT,39,20.242,*
48WSTN0000FSDLWT,40,19.844,*
48WSTN0000FSDLWT,41,20.272,*
48WSTN0000FSDLWT,42,19.914,*
48WSTN0000FSDLWT,43,20.276,*
48WSTN0000FSDLWT,44,20.91,*
48WSTN0000FSDLWT,45,19.074,*
48WSTN0000FSDLWT,46,17.554,*
48WSTN0000FSDLWT,47,15.118,*
48WSTN0000FSDLWT,48,6.874,*
48WSTN0000BNWKW5,1,13.954,*
48WSTN0000BNWKW5,2,13.942,*
48WSTN0000BNWKW5,3,13.958,*
48WSTN0000BNWKW5,4,13.952,*
48WSTN0000BNWKW5,5,13.964,*
48WSTN0000BNWKW5,6,13.958,*
48WSTN0000BNWKW5,7,13.958,*
48WSTN0000BNWKW5,8,13.96,*
48WSTN0000BNWKW5,9,13.976,*
48WSTN0000BNWKW5,10,13.974,*
48WSTN0000BNWKW5,11,13.46,*
48WSTN0000BNWKW5,12,11.602,*
48WSTN0000BNWKW5,13,11.416,*
48WSTN0000BNWKW5,14,12.102,*
48WSTN0000BNWKW5,15,10.71,*
48WSTN0000BNWKW5,16,9.502,*
48WSTN0000BNWKW5,17,9.942,*
48WSTN0000BNWKW5,18,8.626,*
48WSTN0000BNWKW5,19,8.652,*
48WSTN0000BNWKW5,20,8.67,*
48WSTN0000BNWKW5,21,10.096,*
48WSTN0000BNWKW5,22,9.502,*
48WSTN0000BNWKW5,23,9.176,*
48WSTN0000BNWKW5,24,11.234,*
48WSTN0000BNWKW5,25,11.694,*
48WSTN0000BNWKW5,26,13.126,*
48WSTN0000BNWKW5,27,13.942,*
48WSTN0000BNWKW5,28,12.426,*
48WSTN0000BNWKW5,29,13.414,*
48WSTN0000BNWKW5,30,10.73,*
48WSTN0000BNWKW5,31,12.428,*
48WSTN0000BNWKW5,32,7.08,*
48WSTN0000BNWKW5,33,5.652,*
48WSTN0000BNWKW5,34,7.858,*
48WSTN0000BNWKW5,35,4.74,*
48WSTN0000BNWKW5,36,5.474,*
48WSTN0000BNWKW5,37,6.604,*
48WSTN0000BNWKW5,38,3.42,*
48WSTN0000BNWKW5,39,4.202,*
48WSTN0000BNWKW5,40,4.328,*
48WSTN0000BNWKW5,41,3.134,*
48WSTN0000BNWKW5,42,2.642,*
48WSTN0000BNWKW5,43,3.796,*
48WSTN0000BNWKW5,44,2.252,*
48WSTN0000BNWKW5,45,2.69,*
48WSTN0000BNWKW5,46,2.384,*
48WSTN0000BNWKW5,47,2.608,*
48WSTN0000BNWKW5,48,1.492,*
48WSTN0000COUWW3,1,3.508,*
48WSTN0000COUWW3,2,4.662,*
48WSTN0000COUWW3,3,6.156,*
48WSTN0000COUWW3,4,7.396,*
48WSTN0000COUWW3,5,8.664,*
48WSTN0000COUWW3,6,9.808,*
48WSTN0000COUWW3,7,7.574,*
48WSTN0000COUWW3,8,7.708,*
48WSTN0000COUWW3,9,8.988,*
48WSTN0000COUWW3,10,9.074,*
48WSTN0000COUWW3,11,9.07,*
48WSTN0000COUWW3,12,11.536,*
48WSTN0000COUWW3,13,14.356,*
48WSTN0000COUWW3,14,11.608,*
48WSTN0000COUWW3,15,10.086,*
48WSTN0000COUWW3,16,12.988,*
48WSTN0000COUWW3,17,12.76,*
48WSTN0000COUWW3,18,13.124,*
48WSTN0000COUWW3,19,13.916,*
48WSTN0000COUWW3,20,15.742,*
48WSTN0000COUWW3,21,14.71,*
48WSTN0000COUWW3,22,8.654,*
48WSTN0000COUWW3,23,15.01,*
48WSTN0000COUWW3,24,13.126,*
48WSTN0000COUWW3,25,15.744,*
48WSTN0000COUWW3,26,16.064,*
48WSTN0000COUWW3,27,14.638,*
48WSTN0000COUWW3,28,16.552,*
48WSTN0000COUWW3,29,16.274,*
48WSTN0000COUWW3,30,16.122,*
48WSTN0000COUWW3,31,16.42,*
48WSTN0000COUWW3,32,14.846,*
48WSTN0000COUWW3,33,15.772,*
48WSTN0000COUWW3,34,15.794,*
48WSTN0000COUWW3,35,11.606,*
48WSTN0000COUWW3,36,13.552,*
48WSTN0000COUWW3,37,15.936,*
48WSTN0000COUWW3,38,13.962,*
48WSTN0000COUWW3,39,13.01,*
48WSTN0000COUWW3,40,12.604,*
48WSTN0000COUWW3,41,13.674,*
48WSTN0000COUWW3,42,14.328,*
48WSTN0000COUWW3,43,12.29,*
48WSTN0000COUWW3,44,8.704,*
48WSTN0000COUWW3,45,8.24,*
48WSTN0000COUWW3,46,10.24,*
48WSTN0000COUWW3,47,8.814,*
48WSTN0000COUWW3,48,4.916,*
48WSTN0000ANSUWY,1,6.162,*
48WSTN0000ANSUWY,2,5.67,*
48WSTN0000ANSUWY,3,7.446,*
48WSTN0000ANSUWY,4,8.53,*
48WSTN0000ANSUWY,5,6.942,*
48WSTN0000ANSUWY,6,6.522,*
48WSTN0000ANSUWY,7,5.716,*
48WSTN0000ANSUWY,8,5.238,*
48WSTN0000ANSUWY,9,7.23,*
48WSTN0000ANSUWY,10,6.164,*
48WSTN0000ANSUWY,11,7.266,*
48WSTN0000ANSUWY,12,7.238,*
48WSTN0000ANSUWY,13,7.264,*
48WSTN0000ANSUWY,14,6.696,*
48WSTN0000ANSUWY,15,6.602,*
48WSTN0000ANSUWY,16,7.016,*
48WSTN0000ANSUWY,17,7.416,*
48WSTN0000ANSUWY,18,6.016,*
48WSTN0000ANSUWY,19,5.288,*
48WSTN0000ANSUWY,20,7.226,*
48WSTN0000ANSUWY,21,7.33,*
48WSTN0000ANSUWY,22,7.38,*
48WSTN0000ANSUWY,23,6.168,*
48WSTN0000ANSUWY,24,6.382,*
48WSTN0000ANSUWY,25,6.096,*
48WSTN0000ANSUWY,26,5.304,*
48WSTN0000ANSUWY,27,3.646,*
48WSTN0000ANSUWY,28,3.566,*
48WSTN0000ANSUWY,29,4.588,*
48WSTN0000ANSUWY,30,5.946,*
48WSTN0000ANSUWY,31,4.682,*
48WSTN0000ANSUWY,32,4.924,*
48WSTN0000ANSUWY,33,5.868,*
48WSTN0000ANSUWY,34,5.894,*
48WSTN0000ANSUWY,35,5.776,*
48WSTN0000ANSUWY,36,7.874,*
48WSTN0000ANSUWY,37,5.54,*
48WSTN0000ANSUWY,38,2.912,*
48WSTN0000ANSUWY,39,4.376,*
48WSTN0000ANSUWY,40,5.18,*
48WSTN0000ANSUWY,41,4.342,*
48WSTN0000ANSUWY,42,7.11,*
48WSTN0000ANSUWY,43,6.752,*
48WSTN0000ANSUWY,44,6.802,*
48WSTN0000ANSUWY,45,4.774,*
48WSTN0000ANSUWY,46,4.168,*
48WSTN0000ANSUWY,47,4.58,*
48WSTN0000ANSUWY,48,3.066,*
48WSTN0000TULWWI,1,0.022,*
48WSTN0000TULWWI,2,1.228,*
48WSTN0000TULWWI,3,2.164,*
48WSTN0000TULWWI,4,0.8160000000000001,*
48WSTN0000TULWWI,5,0.37,*
48WSTN0000TULWWI,6,1.128,*
48WSTN0000TULWWI,7,2.082,*
48WSTN0000TULWWI,8,2.254,*
48WSTN0000TULWWI,9,3.254,*
48WSTN0000TULWWI,10,4.412,*
48WSTN0000TULWWI,11,5.348,*
48WSTN0000TULWWI,12,7.542,*
48WSTN0000TULWWI,13,7.939999999999999,*
48WSTN0000TULWWI,14,5.816,*
48WSTN0000TULWWI,15,6.476,*
48WSTN0000TULWWI,16,3.116,*
48WSTN0000TULWWI,17,2.668,*
48WSTN0000TULWWI,18,3.406,*
48WSTN0000TULWWI,19,3.898,*
48WSTN0000TULWWI,20,6.58,*
48WSTN0000TULWWI,21,5.5440000000000005,*
48WSTN0000TULWWI,22,3.77,*
48WSTN0000TULWWI,23,4.408,*
48WSTN0000TULWWI,24,6.166,*
48WSTN0000TULWWI,25,7.093999999999999,*
48WSTN0000TULWWI,26,7.916,*
48WSTN0000TULWWI,27,7.88,*
48WSTN0000TULWWI,28,9.398,*
48WSTN0000TULWWI,29,9.462,*
48WSTN0000TULWWI,30,10.606,*
48WSTN0000TULWWI,31,8.876,*
48WSTN0000TULWWI,32,4.204000000000001,*
48WSTN0000TULWWI,33,4.07,*
48WSTN0000TULWWI,34,4.288,*
48WSTN0000TULWWI,35,5.731999999999999,*
48WSTN0000TULWWI,36,5.58,*
48WSTN0000TULWWI,37,6.36,*
48WSTN0000TULWWI,38,6.872,*
48WSTN0000TULWWI,39,10.622,*
48WSTN0000TULWWI,40,8.344000000000001,*
48WSTN0000TULWWI,41,9.698,*
48WSTN0000TULWWI,42,8.508000000000001,*
48WSTN0000TULWWI,43,8.568,*
48WSTN0000TULWWI,44,9.624,*
48WSTN0000TULWWI,45,6.890000000000001,*
48WSTN0000TULWWI,46,3.934,*
48WSTN0000TULWWI,47,7.478,*
48WSTN0000TULWWI,48,13.15,*
48WSTN00000FINLW,1,16.294,*
48WSTN00000FINLW,2,16.282,*
48WSTN00000FINLW,3,16.298,*
48WSTN00000FINLW,4,16.234,*
48WSTN00000FINLW,5,16.302,*
48WSTN00000FINLW,6,16.298,*
48WSTN00000FINLW,7,16.298,*
48WSTN00000FINLW,8,16.298,*
48WSTN00000FINLW,9,16.318,*
48WSTN00000FINLW,10,16.318,*
48WSTN00000FINLW,11,16.302,*
48WSTN00000FINLW,12,16.284,*
48WSTN00000FINLW,13,16.278,*
48WSTN00000FINLW,14,16.31,*
48WSTN00000FINLW,15,16.226,*
48WSTN00000FINLW,16,16.296,*
48WSTN00000FINLW,17,16.296,*
48WSTN00000FINLW,18,16.316,*
48WSTN00000FINLW,19,16.31,*
48WSTN00000FINLW,20,16.3,*
48WSTN00000FINLW,21,16.304,*
48WSTN00000FINLW,22,16.31,*
48WSTN00000FINLW,23,16.304,*
48WSTN00000FINLW,24,16.316,*
48WSTN00000FINLW,25,16.298,*
48WSTN00000FINLW,26,16.284,*
48WSTN00000FINLW,27,16.28,*
48WSTN00000FINLW,28,16.276,*
48WSTN00000FINLW,29,16.286,*
48WSTN00000FINLW,30,16.304,*
48WSTN00000FINLW,31,16.28,*
48WSTN00000FINLW,32,16.304,*
48WSTN00000FINLW,33,16.304,*
48WSTN00000FINLW,34,16.294,*
48WSTN00000FINLW,35,16.282,*
48WSTN00000FINLW,36,16.284,*
48WSTN00000FINLW,37,16.28,*
48WSTN00000FINLW,38,16.28,*
48WSTN00000FINLW,39,16.278,*
48WSTN00000FINLW,40,16.292,*
48WSTN00000FINLW,41,16.28,*
48WSTN00000FINLW,42,16.302,*
48WSTN00000FINLW,43,16.314,*
48WSTN00000FINLW,44,16.29,*
48WSTN00000FINLW,45,16.284,*
48WSTN00000FINLW,46,16.278,*
48WSTN00000FINLW,47,16.282,*
48WSTN00000FINLW,48,16.278,*
48WSTN00000NANT8,1,14.592,*
48WSTN00000NANT8,2,14.628,*
48WSTN00000NANT8,3,14.58,*
48WSTN00000NANT8,4,14.626,*
48WSTN00000NANT8,5,14.54,*
48WSTN00000NANT8,6,14.598,*
48WSTN00000NANT8,7,14.556,*
48WSTN00000NANT8,8,14.616,*
48WSTN00000NANT8,9,14.616,*
48WSTN00000NANT8,10,14.602,*
48WSTN00000NANT8,11,14.6,*
48WSTN00000NANT8,12,14.59,*
48WSTN00000NANT8,13,14.602,*
48WSTN00000NANT8,14,14.664,*
48WSTN00000NANT8,15,14.618,*
48WSTN00000NANT8,16,14.59,*
48WSTN00000NANT8,17,14.594,*
48WSTN00000NANT8,18,14.636,*
48WSTN00000NANT8,19,14.616,*
48WSTN00000NANT8,20,14.544,*
48WSTN00000NANT8,21,14.628,*
48WSTN00000NANT8,22,14.592,*
48WSTN00000NANT8,23,14.636,*
48WSTN00000NANT8,24,14.59,*
48WSTN00000NANT8,25,14.624,*
48WSTN00000NANT8,26,14.532,*
48WSTN00000NANT8,27,14.626,*
48WSTN00000NANT8,28,14.578,*
48WSTN00000NANT8,29,14.576,*
48WSTN00000NANT8,30,14.506,*
48WSTN00000NANT8,31,14.596,*
48WSTN00000NANT8,32,14.586,*
48WSTN00000NANT8,33,14.646,*
48WSTN00000NANT8,34,14.584,*
48WSTN00000NANT8,35,14.558,*
48WSTN00000NANT8,36,14.568,*
48WSTN00000NANT8,37,14.568,*
48WSTN00000NANT8,38,14.586,*
48WSTN00000NANT8,39,14.7,*
48WSTN00000NANT8,40,14.584,*
48WSTN00000NANT8,41,14.688,*
48WSTN00000NANT8,42,14.622,*
48WSTN00000NANT8,43,14.62,*
48WSTN00000NANT8,44,14.666,*
48WSTN00000NANT8,45,14.6,*
48WSTN00000NANT8,46,14.632,*
48WSTN00000NANT8,47,14.596,*
48WSTN00000NANT8,48,14.588,*
48WSTN0000GDSTWE,1,1.682,*
48WSTN0000GDSTWE,2,2.322,*
48WSTN0000GDSTWE,3,2.704,*
48WSTN0000GDSTWE,4,3.804,*
48WSTN0000GDSTWE,5,3.566,*
48WSTN0000GDSTWE,6,3.056,*
48WSTN0000GDSTWE,7,2.45,*
48WSTN0000GDSTWE,8,2.326,*
48WSTN0000GDSTWE,9,1.978,*
48WSTN0000GDSTWE,10,1.826,*
48WSTN0000GDSTWE,11,2.978,*
48WSTN0000GDSTWE,12,2.972,*
48WSTN0000GDSTWE,13,3.284,*
48WSTN0000GDSTWE,14,3.706,*
48WSTN0000GDSTWE,15,3.314,*
48WSTN0000GDSTWE,16,4.262,*
48WSTN0000GDSTWE,17,5.848,*
48WSTN0000GDSTWE,18,4.464,*
48WSTN0000GDSTWE,19,2.824,*
48WSTN0000GDSTWE,20,3.782,*
48WSTN0000GDSTWE,21,3.288,*
48WSTN0000GDSTWE,22,3.978,*
48WSTN0000GDSTWE,23,4.554,*
48WSTN0000GDSTWE,24,6.78,*
48WSTN0000GDSTWE,25,8.066,*
48WSTN0000GDSTWE,26,6.754,*
48WSTN0000GDSTWE,27,6.218,*
48WSTN0000GDSTWE,28,7.798,*
48WSTN0000GDSTWE,29,7.298,*
48WSTN0000GDSTWE,30,6.684,*
48WSTN0000GDSTWE,31,10.932,*
48WSTN0000GDSTWE,32,9.016,*
48WSTN0000GDSTWE,33,5.368,*
48WSTN0000GDSTWE,34,1.986,*
48WSTN0000GDSTWE,35,2.71,*
48WSTN0000GDSTWE,36,2.526,*
48WSTN0000GDSTWE,37,4.964,*
48WSTN0000GDSTWE,38,4.236,*
48WSTN0000GDSTWE,39,3.104,*
48WSTN0000GDSTWE,40,3.644,*
48WSTN0000GDSTWE,41,3.244,*
48WSTN0000GDSTWE,42,3.55,*
48WSTN0000GDSTWE,43,3.304,*
48WSTN0000GDSTWE,44,1.56,*
48WSTN0000GDSTWE,45,1.52,*
48WSTN0000GDSTWE,46,3.854,*
48WSTN0000GDSTWE,47,2.374,*
48WSTN0000GDSTWE,48,3.96,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
,,,*
